afp,n_factores_canasta,factores_canasta,alpha_final,rmse_valid_final,n_test,rmse_test,rmse_baseline_cero,mejora_rmse_vs_cero_pct,r2_test,direccion_correcta_test_pct,fecha,retorno_real,retorno_estimado
Habitat,2.0,ret_IDX_VIX | ret_COPX,0.01,0.005166161313875031,463.0,0.005863180597846119,0.0074386140641493,21.179126282354748,0.37708558515974233,69.54643628509719,,,
Integra,2.0,ret_COPX | ret_EPU,100.0,0.005703966122499174,463.0,0.006699309789361994,0.008003822685767747,16.298623140732673,0.2991929603947038,68.68250539956804,,,
Prima,4.0,ret_COPX | ret_EPU | ret_IDX_VIX | ret_XLB,0.01,0.004413356193712475,463.0,0.006352327681042811,0.008214519246041413,22.66951368938595,0.40150389889427196,72.78617710583153,,,
Profuturo,2.0,ret_COPX | ret_EPU,100.0,0.004779535388790443,463.0,0.007015043798817836,0.008377782334487743,16.266100995010294,0.29859971125801754,68.89848812095032,,,
