escenario,variante_confianza,periodo,fecha_cartera,afp,estado_cobertura,error_cobertura_pct,factor_reescala,peso_exterior_total,peso_total_fondo_total,peso_publico_modelado,peso_no_publico_o_no_mapeado,peso_excluido_confianza,ACWI,SPY,QQQ,EEM,ILF,EPU,VGK,EWJ,MCHI,XLK,XLF,XLE,XLB,XLI,XLV,XLY,XLP,GLD,CPER,COPX,TLT,LQD,HYG,PRIVATE_ALTERNATIVES,RESIDUAL_NO_MAPEADO,PESO_EXCLUIDO_POR_CONFIANZA,peso_total_reconstruido,diferencia_control,estado_control,fecha_disponible,siguiente_fecha_disponible,fecha_fin_por_antiguedad,fecha_fin_validez,dias_ventana,ventana_utilizable
ampliado_15pct,alta,2016-01,2016-01-29,Habitat,estricto,0.1715026874744896,1.0017179732450303,0.999999999999999,0.6403687524345058,0.30856767739258945,0.0760644885810949,0.2557365864608214,0.0031205607835159,0.1862365527002397,0.0,0.0,0.0,0.0,0.0750680861120149,0.0406461378442994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034963399525196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0760644885810949,0.2557365864608214,0.6403687524345058,0.0,correcto,2016-03-14,2016-04-14,2016-04-13,2016-04-13,31,True
ampliado_15pct,alta,2016-02,2016-02-29,Habitat,operativo,2.506819009658956,1.0257127625152298,0.9999999999999984,0.6359558557328047,0.3062522498529396,0.0712191002686243,0.2584845056112408,0.0,0.1904885011691952,0.0,0.0,0.0,0.0,0.0845887794251048,0.0246885669036498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060549606508996,0.0004314417040902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712191002686243,0.2584845056112408,0.6359558557328047,0.0,correcto,2016-04-14,2016-05-15,2016-05-14,2016-05-14,31,True
ampliado_15pct,alta,2016-03,2016-03-31,Habitat,estricto,0.2560432101111343,1.0025670047424575,0.9999999999999987,0.6398106520227751,0.314038511469648,0.0786734004558628,0.2470987400972643,0.0,0.18933556816894181,0.0,0.0,0.0,0.0,0.09228229838811189,0.02241520803632,0.0,0.0,0.0,0.0023573589470592,0.0,0.0,0.0,0.0076480779292151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0786734004558628,0.2470987400972643,0.6398106520227751,0.0,correcto,2016-05-15,2016-06-13,2016-06-14,2016-06-12,29,True
ampliado_15pct,alta,2016-04,2016-04-29,Habitat,estricto,0.0593253811694949,1.0005936059706997,0.9999999999999986,0.588972046668235,0.27777921730224947,0.0802233075787423,0.2309695217872433,0.0,0.16155397651820352,0.0,0.0016635391392654,0.0,0.0,0.09237532802790689,0.0171226864611098,0.0022526924549922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028109947007716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0802233075787423,0.2309695217872433,0.5889720466682351,1.1102230246251565e-16,correcto,2016-06-13,2016-07-15,2016-07-13,2016-07-13,31,True
ampliado_15pct,alta,2016-05,2016-05-31,Habitat,operativo,2.3454200927128577,1.024017512490859,0.9999999999999987,0.5801234601852022,0.2553198969941948,0.0834176384534937,0.2413859247375137,0.0,0.1515257372690281,0.0,0.0015602203234322,0.0,0.0,0.09215670977001,0.0100772296317245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0834176384534937,0.2413859247375137,0.5801234601852021,-1.1102230246251565e-16,correcto,2016-07-15,2016-08-14,2016-08-14,2016-08-13,30,True
ampliado_15pct,alta,2016-06,2016-06-30,Habitat,ampliado,5.200248595295475,1.0548550868355695,0.9999999999999984,0.6012283199211919,0.24847312799726917,0.0991794084692337,0.253575783454689,0.0,0.14807015405189267,0.0,0.0124477241762797,0.0,0.0,0.0792386036772894,0.0087166460918074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0991794084692337,0.253575783454689,0.6012283199211919,0.0,correcto,2016-08-14,2016-09-12,2016-09-13,2016-09-11,29,True
ampliado_15pct,alta,2016-07,2016-07-29,Habitat,operativo,2.1164216019519344,1.0216218249944378,0.9999999999999987,0.5971871974181039,0.2614384437730665,0.0888975149127353,0.24685123873230208,0.0,0.13251874438660383,0.0,0.0270245690055992,0.0,0.0,0.0998562671648699,0.0020388632159936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0888975149127353,0.24685123873230208,0.5971871974181039,0.0,correcto,2016-09-12,2016-10-15,2016-10-12,2016-10-12,31,True
ampliado_15pct,alta,2016-08,2016-08-31,Habitat,operativo,3.2715521047872564,1.0338220262598583,0.9999999999999986,0.5823224512695486,0.2487173679053315,0.090981787749527,0.2426232956146901,0.0,0.1314825737222055,0.0,0.0142937567269566,0.0,0.0,0.10210023726701341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000840800189156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090981787749527,0.2426232956146901,0.5823224512695486,0.0,correcto,2016-10-15,2016-11-14,2016-11-14,2016-11-13,30,True
ampliado_15pct,alta,2016-09,2016-09-30,Habitat,operativo,4.507371350834188,1.0472012490869216,0.9999999999999986,0.6084299663933238,0.2747558986693662,0.0909602201490417,0.24271384757491582,0.0,0.1228122171547324,0.0,0.0345333779560419,0.0,0.0,0.1165952753204578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008150282381342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909602201490417,0.24271384757491582,0.6084299663933237,-1.1102230246251565e-16,correcto,2016-11-14,2016-12-15,2016-12-14,2016-12-14,31,True
ampliado_15pct,alta,2016-10,2016-10-31,Habitat,estricto,0.7602997843237258,1.0076612462821972,0.9999999999999986,0.5961385044706171,0.2243479471194218,0.11944224304269199,0.2523483143085033,0.0,0.0980122898319837,0.0,0.0189449229572833,0.0,0.0,0.1073907343301548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11944224304269199,0.2523483143085033,0.5961385044706171,0.0,correcto,2016-12-15,2017-01-14,2017-01-14,2017-01-13,30,True
ampliado_15pct,alta,2016-11,2016-11-30,Habitat,estricto,0.8362746628095663,1.0084332719446143,0.9999999999999983,0.5865203861096095,0.2287892585263354,0.1067374886908474,0.2509936388924267,0.0,0.1064421748204092,0.0,0.0,0.0,0.0,0.1115011114266503,0.0066427473368784,0.0,0.0,0.0026840226268501,0.0,0.0,0.0,0.0,0.0010166187805775,0.0005025835349699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1067374886908474,0.2509936388924267,0.5865203861096095,0.0,correcto,2017-01-14,2017-02-13,2017-02-13,2017-02-12,30,True
ampliado_15pct,alta,2016-12,2016-12-30,Habitat,operativo,2.221730850909132,1.0227221331512983,0.9999999999999987,0.5857024258006204,0.2317855288194161,0.0984726164650045,0.2554442805161998,0.0,0.0942592560113111,0.0,0.0021298057926038,0.0,0.0,0.1083863853515217,0.0270100816639795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0984726164650045,0.2554442805161998,0.5857024258006204,0.0,correcto,2017-02-13,2017-03-17,2017-03-15,2017-03-15,31,True
ampliado_15pct,alta,2017-01,2017-01-31,Habitat,estricto,1.9681394548540447,1.020076528629666,0.9999999999999983,0.6194516731937079,0.2331607916715708,0.1205450540537339,0.26574582746840314,0.0,0.1076878275917802,0.0,0.0,0.0,0.0,0.0935454503503664,0.0254217629180477,0.0,0.0,0.0065057508113765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1205450540537339,0.26574582746840314,0.6194516731937079,0.0,correcto,2017-03-17,2017-04-14,2017-04-16,2017-04-13,28,True
ampliado_15pct,alta,2017-02,2017-02-28,Habitat,operativo,4.759443746880288,1.0499728680104636,0.999999999999998,0.6363896862838454,0.21989790173592919,0.1148967518134718,0.3015950327344444,0.0,0.1111232648495166,0.0,0.0081743438601986,0.0,0.0,0.07589302758660199,0.024707265439612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1148967518134718,0.3015950327344444,0.6363896862838454,0.0,correcto,2017-04-14,2017-05-15,2017-05-14,2017-05-14,31,True
ampliado_15pct,alta,2017-03,2017-03-31,Habitat,estricto,1.63072380549818,1.0165775724757171,0.9999999999999984,0.6150393742852989,0.23529198464556422,0.11164442127927253,0.2681029683604621,0.0,0.0998037616363057,0.0,0.0223890373671544,0.0,0.0,0.08316995028865401,0.0299292353534501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11164442127927253,0.2681029683604621,0.6150393742852989,0.0,correcto,2017-05-15,2017-06-12,2017-06-14,2017-06-11,28,True
ampliado_15pct,alta,2017-04,2017-04-28,Habitat,operativo,2.167831908042161,1.0221586820605315,0.999999999999998,0.6239349896418939,0.23763476018220958,0.10725951039753223,0.279040719062152,0.0,0.0904896018027857,0.0,0.025557956505424,0.0,0.0,0.0891277132162964,0.028254460649487396,0.0,0.0,0.0042050280082161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10725951039753223,0.279040719062152,0.6239349896418938,-1.1102230246251565e-16,correcto,2017-06-12,2017-07-15,2017-07-12,2017-07-12,31,True
ampliado_15pct,alta,2017-05,2017-05-31,Habitat,estricto,1.4117736095274225,1.0143199006738988,0.9999999999999982,0.6169758283578137,0.2374670143088454,0.09662173781696268,0.2828870762320056,0.0,0.0837278622046223,0.0,0.0322043701539799,0.0,0.0,0.0954139511017445,0.0261208308484987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09662173781696268,0.2828870762320056,0.6169758283578137,0.0,correcto,2017-07-15,2017-08-14,2017-08-14,2017-08-13,30,True
ampliado_15pct,alta,2017-06,2017-06-30,Habitat,estricto,1.4942544548118386,1.0151692111616613,0.9999999999999978,0.6337211951933308,0.24741038020253,0.09549044648467714,0.2908203685061237,0.0,0.0820577903888202,0.0,0.0410323206811664,0.0,0.0,0.0924263679971043,0.0294356598384713,0.0,0.0,0.0024582412969678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09549044648467714,0.2908203685061237,0.6337211951933308,0.0,correcto,2017-08-14,2017-09-14,2017-09-13,2017-09-13,31,True
ampliado_15pct,alta,2017-07,2017-07-31,Habitat,estricto,1.671708688261453,1.017001299076392,0.9999999999999979,0.6458644009495796,0.24173031543715817,0.11050728951115088,0.2936267960012705,0.0,0.0912967063828648,0.0,0.0094088528059802,0.0,0.0,0.10930024330995419,0.0308385376450506,0.0,0.0,0.0008859752933084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11050728951115088,0.2936267960012705,0.6458644009495795,-1.1102230246251565e-16,correcto,2017-09-14,2017-10-15,2017-10-14,2017-10-14,31,True
