escenario,variante_confianza,afp_presentes,afp_mejora_positiva,afp_ic_base_positivo,afp_ic_placebo_permutado_positivo,mejora_media_pct,mejora_mediana_pct,mejora_minima_pct,mejora_maxima_pct,rolling_positivo_mediano,anios_positivos_mediano,orden_variante,ranking_uniforme
ampliado_15pct,alta,4,4,3,3,4.231430510911562,3.9184404433029307,2.6282081785601044,6.460632978480284,0.6676457770417502,0.7,0,1
ampliado_15pct,todos_mapeados,4,4,3,3,2.514167756618821,2.7703965823269723,0.996465872853888,3.519411988967452,0.6575769197245708,0.6833333333333333,2,2
ampliado_15pct,alta_media,4,4,3,3,2.5604918060804374,2.805378119223879,0.9724196906133185,3.6587912952606736,0.6301647345942648,0.6833333333333333,1,3
principal_5pct,alta,4,3,2,3,1.8726113756846552,2.054221177351711,-2.949166804528054,6.331169952563252,0.653978082700657,0.6,0,4
principal_5pct,alta_media,4,3,1,3,1.184699409903304,0.8071291284906653,-1.0116374127203889,4.136176795352274,0.5186759072229574,0.5833333333333333,1,5
principal_5pct,todos_mapeados,4,2,1,3,1.2305284759882633,0.6519867685382339,-0.6860400238764056,4.304180390752991,0.5655912330802628,0.5833333333333333,2,6
