afp,identificador_final,tipo_identificador,isin,entidad_administradora,moneda_normalizada,primera_fecha,ultima_fecha,meses_presentes,peso_mediano_exterior,peso_promedio_exterior,peso_maximo_exterior,peso_mediano_total_fondo,escenario,meses_elegibles_afp,persistencia_pct
Habitat,LU0184624863,isin,LU0184624863,AXA FUNDS,EUR,2016-01-29,2020-02-28,48,0.0268675697541419,0.02260941465440451,0.0447591721979857,0.0167520163173821,principal_5pct,124,38.70967741935484
Habitat,LU0184624863,isin,LU0184624863,AXA FUNDS,SIN_DATO,2018-03-30,2018-03-30,1,0.0225552517410699,0.0225552517410699,0.0225552517410699,0.0137846917987544,principal_5pct,124,0.8064516129032258
Habitat,LU0194163308,isin,LU0194163308,Deutsche Asset,EUR,2018-01-31,2018-08-31,7,0.0089432209301267,0.01057617464744993,0.0188413822644719,0.0053899505592235,principal_5pct,124,5.64516129032258
Habitat,LU0194163308,isin,LU0194163308,Deutsche Asset,USD,2018-03-30,2018-03-30,1,0.0074737132883563,0.0074737132883563,0.0074737132883563,0.0045675763434135,principal_5pct,124,0.8064516129032258
Habitat,LU0195951966,isin,LU0195951966,FRANKLIN TEMP,SIN_DATO,2018-03-30,2018-03-30,1,0.0046123810731105,0.0046123810731105,0.0046123810731105,0.0028188668555388,principal_5pct,124,0.8064516129032258
Habitat,LU0195951966,isin,LU0195951966,FRANKLIN TEMP,USD,2018-04-30,2019-07-31,16,0.00367705390516175,0.004589968671814841,0.0135584314695108,0.0021790784949983,principal_5pct,124,12.903225806451612
Habitat,LU0206294794,isin,LU0206294794,ALLIANCE,USD,2017-07-31,2024-03-29,73,0.0172475857987067,0.01641698062758486,0.0351626658152955,0.0097619448598274,principal_5pct,124,58.87096774193549
Habitat,LU0206294794,isin,LU0206294794,ALLIANCE BERNSTEIN L.P,USD,2024-10-31,2026-01-30,16,0.00453351265668645,0.004502129867210775,0.0056927314993872,0.0024528751951680503,principal_5pct,124,12.903225806451612
Habitat,LU0206294794,isin,LU0206294794,Alliance Bernstein L.P,USD,2024-04-30,2024-09-30,6,0.00914527056583905,0.0081392298155923,0.009665309545313,0.00427449518770685,principal_5pct,124,4.838709677419355
Habitat,LU0211118053,isin,LU0211118053,AXA FUNDS,SIN_DATO,2015-02-27,2015-02-27,1,0.0099150068246006,0.0099150068246006,0.0099150068246006,0.0062682617199406,principal_5pct,124,0.8064516129032258
Habitat,LU0211118053,isin,LU0211118053,AXA FUNDS,USD,2015-01-30,2019-06-28,27,0.0071437757591902,0.01279239827825346,0.0372214545035135,0.0048616283437119,principal_5pct,124,21.774193548387096
Habitat,LU0212179997,isin,LU0212179997,BNP PARIBAS INV,EUR,2017-10-31,2019-12-31,26,0.00010658582635589999,0.005051773069491779,0.0167952949964829,5.495708319469735e-05,principal_5pct,124,20.967741935483872
Habitat,LU0212179997,isin,LU0212179997,BNP PARIBAS INV,USD,2018-03-30,2018-03-30,1,0.0142209729993545,0.0142209729993545,0.0142209729993545,0.0086911789823903,principal_5pct,124,0.8064516129032258
Habitat,LU0248044025,isin,LU0248044025,JP MORGAN ASSET,USD,2019-10-31,2024-03-29,46,0.0069274966466401,0.005030045147392935,0.0090342905974825,0.003455803533752,principal_5pct,124,37.096774193548384
Habitat,LU0248044025,isin,LU0248044025,JP MORGAN ASSET MANAGMENT (EUROPE),USD,2024-10-31,2026-01-30,16,0.0008802677145165,0.0008920068258301062,0.0011099276117811,0.00047683255453954997,principal_5pct,124,12.903225806451612
Habitat,LU0248044025,isin,LU0248044025,JP Morgan Asset Managment (Europe),USD,2024-04-30,2024-09-30,6,0.001064905370652,0.0010726638450493,0.0011603300451445,0.00049644343399445,principal_5pct,124,4.838709677419355
Habitat,LU0248053877,isin,LU0248053877,JP MORGAN ASSET,USD,2021-02-26,2024-03-29,31,0.0065594650606494,0.005662604996795329,0.0104182729998998,0.0024829006693477,principal_5pct,124,25.0
Habitat,LU0248053877,isin,LU0248053877,JP MORGAN ASSET MANAGMENT (EUROPE),USD,2024-10-31,2026-01-30,16,0.00178471306887205,0.0018044917910236876,0.0022136487989437,0.0009809405728896,principal_5pct,124,12.903225806451612
Habitat,LU0248053877,isin,LU0248053877,JP Morgan Asset Managment (Europe),USD,2024-04-30,2024-09-30,6,0.00196169511375485,0.0020005230747766997,0.0022394944465366,0.00091096650686745,principal_5pct,124,4.838709677419355
Habitat,LU0248056110,isin,LU0248056110,JP MORGAN F.F.,USD,2017-01-31,2024-03-29,79,0.0257513320886683,0.025088877824931622,0.0519415487286734,0.0160888969008211,principal_5pct,124,63.70967741935484
Habitat,LU0248056110,isin,LU0248056110,JP MORGAN FLEMING FUNDS SICAV,USD,2024-10-31,2025-04-30,7,0.017076890076618,0.017244065913842185,0.0190880237410566,0.0087634984452676,principal_5pct,124,5.64516129032258
Habitat,LU0248056110,isin,LU0248056110,JPMorgan Fleming Funds Sicav,USD,2024-04-30,2024-09-30,6,0.01783884648223895,0.0179341352394493,0.0203728812272638,0.0083151995002704,principal_5pct,124,4.838709677419355
Habitat,LU024805611X,isin,LU024805611X,JP MORGAN FLEMING FUNDS SICAV,USD,2025-05-30,2026-01-30,9,0.0244325675095495,0.023588952696672244,0.0332482570017073,0.0141062238614711,principal_5pct,124,7.258064516129033
Habitat,LU0260086037,isin,LU0260086037,Jupiter Unit,EUR,2018-10-31,2024-03-29,58,0.012156957856762851,0.01122216084700944,0.0270598353966152,0.00651350060028475,principal_5pct,124,46.774193548387096
Habitat,LU0260086037,isin,LU0260086037,Jupiter Unit Trust Managers Limited,EUR,2024-04-30,2026-01-30,22,0.00107495619207355,0.0010751519017391364,0.0014201592243165,0.00056400101892605,principal_5pct,124,17.741935483870968
Habitat,LU0273179522,isin,LU0273179522,DWS,USD,2015-03-31,2021-12-31,60,0.00754701458430775,0.00729520163674235,0.0239932590939338,0.0048796224581858505,principal_5pct,124,48.38709677419355
Habitat,LU0276015889,isin,LU0276015889,AXA FUNDS,SIN_DATO,2018-03-30,2018-03-30,1,0.0023765996333894,0.0023765996333894,0.0023765996333894,0.0014524641024357,principal_5pct,124,0.8064516129032258
Habitat,LU0276015889,isin,LU0276015889,AXA FUNDS,USD,2015-08-31,2020-06-30,41,0.0037828010836744,0.00465211380653539,0.0167999973385458,0.0024431765558188,principal_5pct,124,33.064516129032256
Habitat,LU0325327566,isin,LU0325327566,Pic Asset Ma Eu,USD,2019-07-31,2019-10-31,4,0.00707317034453,0.0072172131338057,0.007932997937111,0.0038544723426916496,principal_5pct,124,3.225806451612903
Habitat,LU0338482002,isin,LU0338482002,Pic Asset Ma Eu,USD,2020-01-31,2024-03-29,41,0.0029497032583733,0.004780167245412851,0.0232166860614306,0.0014541731985461,principal_5pct,124,33.064516129032256
Habitat,LU0338482002,isin,LU0338482002,Pictet Asset Management (Europe) S.A.,USD,2024-04-30,2026-01-30,22,5.364421986178708e-05,5.951264630016665e-05,8.966273130889297e-05,2.7878655622586792e-05,principal_5pct,124,17.741935483870968
Habitat,LU0345781172,isin,LU0345781172,Ninety One Global Natural Resources,USD,2024-10-31,2026-01-30,16,0.0104636027885576,0.010449736676958006,0.0132411172732178,0.00555240803006425,principal_5pct,124,12.903225806451612
Habitat,LU0345781172,isin,LU0345781172,Ninety One Luxe,USD,2022-09-30,2024-03-29,15,0.0126904946105987,0.0178437909895044,0.0342021129930131,0.0058998326264236,principal_5pct,124,12.096774193548388
Habitat,LU0345781172,isin,LU0345781172,Ninety One Luxembourg SA,USD,2024-04-30,2024-09-30,6,0.01283893570954395,0.012857867240462917,0.0136122302080486,0.00599242890048525,principal_5pct,124,4.838709677419355
Habitat,LU0363170191,isin,LU0363170191,Santander Asset,USD,2016-03-31,2020-07-31,47,0.0105875760868334,0.010665522816264232,0.0206625796510914,0.0055631428138777,principal_5pct,124,37.903225806451616
Habitat,LU0411709560,isin,LU0411709560,BlackRock SICAV,SIN_DATO,2018-03-30,2018-03-30,1,0.0023033419846669,0.0023033419846669,0.0023033419846669,0.0014076925290065,principal_5pct,124,0.8064516129032258
Habitat,LU0411709560,isin,LU0411709560,BlackRock SICAV,USD,2017-11-30,2020-01-31,26,0.001034753063129,0.0014509363984071693,0.002880892843181,0.00054285728704795,principal_5pct,124,20.967741935483872
Habitat,LU0440072402,isin,LU0440072402,Robeco Luxembou,SIN_DATO,2018-03-30,2018-03-30,1,0.0171909461186469,0.0171909461186469,0.0171909461186469,0.0105062845981474,principal_5pct,124,0.8064516129032258
Habitat,LU0440072402,isin,LU0440072402,Robeco Luxembou,USD,2016-05-31,2024-03-29,85,0.0101688607407703,0.011581735733214667,0.0245634523322245,0.0056668837512897,principal_5pct,124,68.54838709677419
Habitat,LU0440072402,isin,LU0440072402,Robeco Luxembourg S.A.,USD,2024-04-30,2026-01-30,22,0.0004949732049836001,0.0004959294541633227,0.0005947185932484,0.00025986038710420004,principal_5pct,124,17.741935483870968
Habitat,LU0492943443,isin,LU0492943443,INVESTEC,USD,2018-01-31,2024-03-29,65,0.0092591174434657,0.014612579786812088,0.0409840451034581,0.0046901513041418,principal_5pct,124,52.41935483870967
Habitat,LU0492943443,isin,LU0492943443,Investec Global Strategy Fund,USD,2024-04-30,2024-07-31,4,0.006162712124083,0.0063097971895199004,0.0069302562322606,0.00289234717920045,principal_5pct,124,3.225806451612903
Habitat,LU0602539354,isin,LU0602539354,Nordea Investme,USD,2017-10-31,2018-02-28,5,0.0195609903147398,0.01953596829234892,0.0207150953352434,0.0122218198097122,principal_5pct,124,4.032258064516129
Habitat,LU0616840772,isin,LU0616840772,DeAWM Investmen,EUR,2016-01-29,2016-04-29,4,0.01640948699487135,0.014789282086502625,0.0187582743817139,0.0101374167999611,principal_5pct,124,3.225806451612903
Habitat,LU0616840772,isin,LU0616840772,Deutsche Asset,EUR,2016-05-31,2016-05-31,1,0.0184148711793134,0.0184148711793134,0.0184148711793134,0.010682898787408,principal_5pct,124,0.8064516129032258
Habitat,LU0635707705,isin,LU0635707705,CREDIT SUISSE,USD,2017-12-29,2019-09-30,22,0.03320092766895105,0.03687907056164644,0.0777541060285047,0.0194295768738398,principal_5pct,124,17.741935483870968
Habitat,LU0675296932,isin,LU0675296932,GRAM,EUR,2018-09-28,2024-03-29,59,0.031032129352599,0.024838495827572787,0.0499433442392847,0.016236237183442,principal_5pct,124,47.58064516129033
Habitat,LU0675296932,isin,LU0675296932,Groupama Asset Management,EUR,2024-04-30,2026-01-30,22,5.053454272703263e-06,0.0010542137102598022,0.0036754647047711,2.6306905913941248e-06,principal_5pct,124,17.741935483870968
Habitat,LU0721876877,isin,LU0721876877,Matthews Intern,USD,2020-06-30,2024-03-29,39,0.0046045498610587,0.00988918589025346,0.0535378665726695,0.0017429226051759,principal_5pct,124,31.451612903225808
Habitat,LU0721876877,isin,LU0721876877,"Matthews International Capital Management, LLC",USD,2024-04-30,2024-09-30,6,5.0263128785069945e-08,5.1542269384948194e-08,5.66618843818271e-08,2.3425384039703217e-08,principal_5pct,124,4.838709677419355
Habitat,LU0721876877,isin,LU0721876877,"Matthews International Capital Management,LLC",USD,2024-10-31,2026-01-30,16,4.583412577847233e-08,4.567942828158907e-08,5.6005097215523866e-08,2.5169186697035014e-08,principal_5pct,124,12.903225806451612
Habitat,LU0727122698,isin,LU0727122698,FRANKLIN TEMP,USD,2019-09-30,2021-09-30,24,0.0109346978647456,0.010208178325034505,0.0221431997676312,0.005798845124340901,principal_5pct,124,19.35483870967742
Habitat,LU0794787092,isin,LU0794787092,Ashmore,USD,2018-05-31,2019-08-30,16,0.0145616493782523,0.014616059743011507,0.0173449634734794,0.00852455041809385,principal_5pct,124,12.903225806451612
Habitat,LU0794787092,isin,LU0794787092,Ashmore Inv Ire,USD,2019-11-29,2019-11-29,1,0.0136945325101676,0.0136945325101676,0.0136945325101676,0.0079707154140793,principal_5pct,124,0.8064516129032258
Habitat,LU0794787092,isin,LU0794787092,Ashmore Investment Management (Ireland) Limit,USD,2024-10-31,2026-01-30,16,0.01674915752401995,0.012997570788608394,0.0197732331314566,0.00949916523615115,principal_5pct,124,12.903225806451612
Habitat,LU0794787092,isin,LU0794787092,Ashmore Investment Management (Ireland) Limited,USD,2024-07-31,2024-09-30,3,0.011966318219759,0.012254464914296867,0.0130786768240368,0.0056873381045376,principal_5pct,124,2.4193548387096775
Habitat,LU079478709X,isin,LU079478709X,Ashmore,USD,2019-09-30,2019-10-31,2,0.014983424104198999,0.014983424104198999,0.0156394223387697,0.00766960675491055,principal_5pct,124,1.6129032258064515
Habitat,LU0804456878,isin,LU0804456878,CREDIT SUISSE,USD,2019-11-29,2020-01-31,3,0.0055928242900255,0.005228624808974233,0.0059796190976656,0.0028444763056553,principal_5pct,124,2.4193548387096775
Habitat,LU0823411292,isin,LU0823411292,BNP PARIBAS INV,USD,2015-12-31,2024-03-29,90,0.01514361524980805,0.02134128026206004,0.0653316906533333,0.00810351240256245,principal_5pct,124,72.58064516129032
Habitat,LU0823411292,isin,LU0823411292,BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG,USD,2024-04-30,2025-07-31,16,0.00013289358343395,0.00013199050951214375,0.0001572813036132,6.499717564862644e-05,principal_5pct,124,12.903225806451612
Habitat,LU0823432371,isin,LU0823432371,BNP PARIBAS INV,EUR,2018-04-30,2024-03-29,64,0.0025623354369116,0.005436338796274764,0.0392207577987179,0.00139025669239515,principal_5pct,124,51.61290322580645
Habitat,LU0823432371,isin,LU0823432371,BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG,EUR,2024-04-30,2026-01-30,22,6.280203365906332e-05,6.214286132005245e-05,8.147990551813158e-05,3.288950518103018e-05,principal_5pct,124,17.741935483870968
Habitat,LU0852482198,isin,LU0852482198,ALLIANZ,EUR,2017-08-31,2024-03-29,71,0.0280626578923701,0.022890481173927366,0.0398988447316006,0.0157462024911727,principal_5pct,124,57.25806451612904
Habitat,LU0852482198,isin,LU0852482198,ALLIANZ,SIN_DATO,2018-03-30,2018-03-30,1,0.0329599423196016,0.0329599423196016,0.0329599423196016,0.0201435413710385,principal_5pct,124,0.8064516129032258
Habitat,LU0852482198,isin,LU0852482198,ALLIANZ GLOBAL INVESTORS,EUR,2024-10-31,2026-01-30,16,0.00090572498536105,0.0008594232563800437,0.0011160630864572,0.00048135956655495,principal_5pct,124,12.903225806451612
Habitat,LU0852482198,isin,LU0852482198,Allainz Global Investors,EUR,2024-04-30,2024-09-30,6,0.0011464676521660499,0.00115334646218545,0.001243298669129,0.00053048669123605,principal_5pct,124,4.838709677419355
Habitat,LU0912263752,isin,LU0912263752,Ashmore Inv Ire,USD,2019-11-29,2020-01-31,3,0.0092963946022097,0.0090575494709009,0.0098273748753012,0.0047280895666914,principal_5pct,124,2.4193548387096775
Habitat,LU0912263752,isin,LU0912263752,Northern Trust,USD,2019-04-30,2019-08-30,5,0.008936873786939,0.01130364348245862,0.0186896308498081,0.004917850521554,principal_5pct,124,4.032258064516129
Habitat,LU091226375X,isin,LU091226375X,Northern Trust,USD,2019-09-30,2019-10-31,2,0.0091446693920105,0.0091446693920105,0.0094704447480239,0.00468282655440885,principal_5pct,124,1.6129032258064515
Habitat,LU0936248318,isin,LU0936248318,Robeco Luxembou,USD,2020-08-31,2024-03-29,37,0.0001595286711946,0.008490066933670062,0.0261629246335424,6.998244949714565e-05,principal_5pct,124,29.838709677419356
Habitat,LU0936248318,isin,LU0936248318,Robeco Luxembourg S.A.,USD,2024-04-30,2026-01-30,22,0.00011659214469564999,0.00011250644642434698,0.0001440430203947,5.879126006648881e-05,principal_5pct,124,17.741935483870968
Habitat,LU0939496179,isin,LU0939496179,LARRAINVIAL ASSET MANAGEMENT SICAV,USD,2024-04-30,2026-01-30,22,0.01310549857510775,0.013342219478000987,0.0165985217091617,0.00681240996420745,principal_5pct,124,17.741935483870968
Habitat,LU0939496179,isin,LU0939496179,LarrainVial AM,USD,2023-11-30,2024-03-29,2,0.01376997449165635,0.01376997449165635,0.0155738824482618,0.0066049731564948,principal_5pct,124,1.6129032258064515
Habitat,LU0943624824,isin,LU0943624824,JP MORGAN ASSET,USD,2019-10-31,2021-01-29,15,0.0086319051087003,0.008185700178740526,0.0095189042771608,0.0041906356869577,principal_5pct,124,12.096774193548388
Habitat,LU0990544842,isin,LU0990544842,Robeco Luxembou,EUR,2018-03-30,2018-03-30,1,0.0046285068324196,0.0046285068324196,0.0046285068324196,0.0028287221488713,principal_5pct,124,0.8064516129032258
Habitat,LU0990544842,isin,LU0990544842,Robeco Luxembou,USD,2017-03-31,2020-06-30,27,0.0042727925023853,0.004842116915308255,0.0101091639634538,0.002549313172375,principal_5pct,124,21.774193548387096
Habitat,LU0990547431,isin,LU0990547431,NNIPL,USD,2019-07-31,2019-10-31,4,0.0009805797532683501,0.0009851493072777,0.0010679160793491,0.000523993856626,principal_5pct,124,3.225806451612903
Habitat,LU1003376065,isin,LU1003376065,Aberdeen GS,USD,2023-01-31,2023-07-31,7,0.0144264192145621,0.01463169980938683,0.0165872769211486,0.0071912044079186,principal_5pct,124,5.64516129032258
Habitat,LU1079841513,isin,LU1079841513,OSSIAM LUX,USD,2023-06-30,2024-10-31,13,0.0030492716182058,0.0030301147111752155,0.0035371459761893,0.001415646348766,principal_5pct,124,10.483870967741936
Habitat,LU1086912554,isin,LU1086912554,NNIPL,EUR,2018-05-31,2019-11-29,19,0.0007385340914273,0.0007351947788355527,0.0008349386184392,0.0004307905920807,principal_5pct,124,15.32258064516129
Habitat,LU1112790479,isin,LU1112790479,GAM (Luxembourg) S.A.,USD,2024-04-30,2024-06-28,3,0.0095942948692992,0.009431251312371366,0.0096899453686173,0.004466184819896,principal_5pct,124,2.4193548387096775
Habitat,LU1112790479,isin,LU1112790479,GAM Luxembourg,EUR,2018-03-30,2018-03-30,1,0.0286330801722494,0.0286330801722494,0.0286330801722494,0.0174991700360761,principal_5pct,124,0.8064516129032258
Habitat,LU1112790479,isin,LU1112790479,GAM Luxembourg,USD,2016-12-30,2024-03-29,79,0.0122924473132488,0.016960218904580587,0.0423734883685308,0.006415281877696,principal_5pct,124,63.70967741935484
Habitat,LU1156968403,isin,LU1156968403,ALLIANZ,SIN_DATO,2018-03-30,2018-03-30,1,0.0029966600784535,0.0029966600784535,0.0029966600784535,0.0018314154096492,principal_5pct,124,0.8064516129032258
Habitat,LU1156968403,isin,LU1156968403,ALLIANZ,USD,2018-02-28,2019-11-29,21,0.0002810407763391,0.0005451766634188953,0.003234896922887,0.0001649960777242,principal_5pct,124,16.93548387096774
Habitat,LU1224039393,isin,LU1224039393,LEMANIK AM,USD,2020-01-31,2020-02-28,2,0.00336334965524905,0.00336334965524905,0.0034467373347106,0.0016458616935522,principal_5pct,124,1.6129032258064515
Habitat,LU1232062742,isin,LU1232062742,AZ Fund Managem,GBP,2018-03-30,2018-03-30,1,0.0014417109275128,0.0014417109275128,0.0014417109275128,0.0008811048099487,principal_5pct,124,0.8064516129032258
Habitat,LU1232062742,isin,LU1232062742,AZ Fund Managem,USD,2017-06-30,2023-09-29,71,8.155780870945142e-09,0.00042994090697652017,0.0024445686670377,4.265871142709421e-09,principal_5pct,124,57.25806451612904
Habitat,LU1273585916,isin,LU1273585916,PIONEER,EUR,2017-11-30,2019-01-31,14,0.0015164109143973,0.0016369980176089715,0.0022088356758488,0.0008911508765096,principal_5pct,124,11.29032258064516
Habitat,LU1273585916,isin,LU1273585916,PIONEER,USD,2018-03-30,2018-03-30,1,0.0017776203786314,0.0017776203786314,0.0017776203786314,0.0010863966111271,principal_5pct,124,0.8064516129032258
Habitat,LU1353442731,isin,LU1353442731,FILIMSA,EUR,2020-06-30,2021-09-30,16,0.009260991989241251,0.009914763683573176,0.0132019235466924,0.00473216579519525,principal_5pct,124,12.903225806451612
Habitat,LU1378878604,isin,LU1378878604,MSIM FM,USD,2021-04-30,2024-03-29,29,0.0015242706779461,0.0026498621905969343,0.0102297297087028,0.0006453822331011,principal_5pct,124,23.387096774193548
Habitat,LU1378878604,isin,LU1378878604,MSIM Fund Management (Ireland) Limited,USD,2024-04-30,2026-01-30,22,0.0009586200997573,0.0009203222235074908,0.0011574146885822,0.00047652299415165,principal_5pct,124,17.741935483870968
Habitat,LU1410485624,isin,LU1410485624,Candriam Luxemb,USD,2017-08-31,2020-01-31,30,0.0050642350062550506,0.004230174322079507,0.0069934797684536,0.00289495378456185,principal_5pct,124,24.193548387096776
Habitat,LU1432415641,isin,LU1432415641,Deutsche Asset,EUR,2016-07-29,2017-11-30,17,2.543205708008067e-07,0.005773351361900651,0.016002747368118,1.5641716473320866e-07,principal_5pct,124,13.709677419354838
Habitat,LU1529950328,isin,LU1529950328,Robeco Luxembou,USD,2021-02-26,2024-03-29,31,0.0028289483826021,0.003924200341015139,0.0104252810241919,0.0014658187702111,principal_5pct,124,25.0
Habitat,LU1529950328,isin,LU1529950328,Robeco Luxembourg S.A.,USD,2024-04-30,2026-01-30,22,0.0010418499817883,0.0010568582172530592,0.0013280517331542,0.0005408539226298,principal_5pct,124,17.741935483870968
