escenario,periodo,afp,peso_exterior_original,peso_fondo_original,peso_exterior_clasificado,peso_fondo_clasificado,diferencia_exterior,diferencia_fondo,estado
ampliado_15pct,2015-10,Integra,0.9999999999999968,0.6347230761352015,0.9999999999999969,0.6347230761352015,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2015-10,Prima,0.9999999999999971,0.6493741380927198,0.999999999999997,0.6493741380927198,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2015-10,Profuturo,0.9999999999999982,0.6534946675978311,0.9999999999999982,0.6534946675978311,0.0,0.0,correcto
ampliado_15pct,2015-11,Habitat,0.9999999999999981,0.6444575688469679,0.9999999999999981,0.6444575688469679,0.0,0.0,correcto
ampliado_15pct,2015-11,Integra,0.9999999999999971,0.6530159366104932,0.9999999999999971,0.6530159366104932,0.0,0.0,correcto
ampliado_15pct,2015-11,Prima,0.9999999999999969,0.6380786411114985,0.9999999999999969,0.6380786411114985,0.0,0.0,correcto
ampliado_15pct,2015-11,Profuturo,0.9999999999999978,0.6505646217276099,0.9999999999999979,0.6505646217276099,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2015-12,Habitat,0.9999999999999988,0.6627500058307696,0.9999999999999988,0.6627500058307696,0.0,0.0,correcto
ampliado_15pct,2015-12,Integra,0.9999999999999971,0.6429558543511169,0.9999999999999971,0.6429558543511169,0.0,0.0,correcto
ampliado_15pct,2015-12,Prima,0.9999999999999973,0.6537290089569162,0.9999999999999973,0.6537290089569162,0.0,0.0,correcto
ampliado_15pct,2015-12,Profuturo,0.9999999999999971,0.6558916941160191,0.9999999999999971,0.6558916941160191,0.0,0.0,correcto
ampliado_15pct,2016-01,Habitat,0.9999999999999991,0.6403687524345058,0.9999999999999991,0.6403687524345058,0.0,0.0,correcto
ampliado_15pct,2016-01,Integra,0.9999999999999967,0.6856317228584924,0.9999999999999967,0.6856317228584925,0.0,1.1102230246251565e-16,correcto
ampliado_15pct,2016-01,Prima,0.9999999999999973,0.6738903784108736,0.9999999999999973,0.6738903784108736,0.0,0.0,correcto
ampliado_15pct,2016-01,Profuturo,0.9999999999999977,0.6904146342790508,0.9999999999999977,0.6904146342790508,0.0,0.0,correcto
ampliado_15pct,2016-02,Habitat,0.9999999999999986,0.6359558557328047,0.9999999999999986,0.6359558557328047,0.0,0.0,correcto
ampliado_15pct,2016-02,Integra,0.9999999999999967,0.650152582032773,0.9999999999999967,0.650152582032773,0.0,0.0,correcto
ampliado_15pct,2016-02,Prima,0.9999999999999974,0.6783687003843328,0.9999999999999974,0.6783687003843328,0.0,0.0,correcto
ampliado_15pct,2016-02,Profuturo,0.9999999999999977,0.6613667371242617,0.9999999999999977,0.6613667371242619,0.0,1.1102230246251565e-16,correcto
ampliado_15pct,2016-03,Habitat,0.9999999999999987,0.6398106520227751,0.9999999999999987,0.6398106520227751,0.0,0.0,correcto
ampliado_15pct,2016-03,Integra,0.9999999999999971,0.6411855788949554,0.999999999999997,0.6411855788949554,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2016-03,Prima,0.9999999999999974,0.6588044562186033,0.9999999999999973,0.6588044562186033,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2016-03,Profuturo,0.9999999999999976,0.6492947292817945,0.9999999999999976,0.6492947292817947,0.0,1.1102230246251565e-16,correcto
ampliado_15pct,2016-04,Habitat,0.9999999999999984,0.588972046668235,0.9999999999999986,0.588972046668235,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2016-04,Integra,0.9999999999999962,0.5858026025621409,0.9999999999999962,0.5858026025621409,0.0,0.0,correcto
ampliado_15pct,2016-04,Prima,0.9999999999999973,0.6240403397997756,0.9999999999999973,0.6240403397997756,0.0,0.0,correcto
ampliado_15pct,2016-04,Profuturo,0.9999999999999974,0.6424162790137412,0.9999999999999974,0.6424162790137412,0.0,0.0,correcto
ampliado_15pct,2016-05,Habitat,0.9999999999999986,0.5801234601852022,0.9999999999999987,0.5801234601852022,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2016-05,Integra,0.9999999999999967,0.6012579955025537,0.9999999999999968,0.6012579955025537,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2016-05,Prima,0.9999999999999973,0.646916687144272,0.9999999999999973,0.646916687144272,0.0,0.0,correcto
ampliado_15pct,2016-05,Profuturo,0.9999999999999974,0.6342917773910564,0.9999999999999974,0.6342917773910564,0.0,0.0,correcto
ampliado_15pct,2016-06,Habitat,0.9999999999999986,0.6012283199211919,0.9999999999999984,0.6012283199211919,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2016-06,Integra,0.9999999999999963,0.6025475116491336,0.9999999999999964,0.6025475116491336,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2016-06,Prima,0.9999999999999973,0.6306145091279882,0.9999999999999973,0.6306145091279882,0.0,0.0,correcto
ampliado_15pct,2016-06,Profuturo,0.9999999999999972,0.6517579407056,0.9999999999999972,0.6517579407056,0.0,0.0,correcto
ampliado_15pct,2016-07,Habitat,0.9999999999999988,0.5971871974181039,0.9999999999999987,0.5971871974181039,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2016-07,Integra,0.9999999999999967,0.5816323459257461,0.9999999999999967,0.5816323459257461,0.0,0.0,correcto
ampliado_15pct,2016-07,Prima,0.9999999999999974,0.6228760420129271,0.9999999999999974,0.6228760420129271,0.0,0.0,correcto
ampliado_15pct,2016-07,Profuturo,0.9999999999999969,0.6334301161972224,0.999999999999997,0.6334301161972224,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2016-08,Habitat,0.9999999999999986,0.5823224512695486,0.9999999999999986,0.5823224512695486,0.0,0.0,correcto
ampliado_15pct,2016-08,Integra,0.9999999999999962,0.5969747587639805,0.9999999999999962,0.5969747587639805,0.0,0.0,correcto
ampliado_15pct,2016-08,Prima,0.9999999999999976,0.5890111298039472,0.9999999999999976,0.5890111298039472,0.0,0.0,correcto
ampliado_15pct,2016-08,Profuturo,0.999999999999997,0.6271518235890341,0.999999999999997,0.6271518235890341,0.0,0.0,correcto
ampliado_15pct,2016-09,Habitat,0.9999999999999986,0.6084299663933238,0.9999999999999986,0.6084299663933238,0.0,0.0,correcto
ampliado_15pct,2016-09,Integra,0.9999999999999963,0.6144286922383312,0.9999999999999963,0.6144286922383312,0.0,0.0,correcto
ampliado_15pct,2016-09,Prima,0.9999999999999973,0.5790576447104989,0.9999999999999973,0.5790576447104989,0.0,0.0,correcto
ampliado_15pct,2016-09,Profuturo,0.9999999999999969,0.6275532936681313,0.9999999999999969,0.6275532936681313,0.0,0.0,correcto
ampliado_15pct,2016-10,Habitat,0.9999999999999984,0.5961385044706171,0.9999999999999984,0.5961385044706171,0.0,0.0,correcto
ampliado_15pct,2016-10,Integra,0.9999999999999959,0.6022304572955549,0.9999999999999959,0.6022304572955549,0.0,0.0,correcto
ampliado_15pct,2016-10,Prima,0.9999999999999976,0.583226589094599,0.9999999999999977,0.583226589094599,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2016-10,Profuturo,0.9999999999999974,0.6155745219151872,0.9999999999999974,0.6155745219151872,0.0,0.0,correcto
ampliado_15pct,2016-11,Habitat,0.9999999999999983,0.5865203861096094,0.9999999999999983,0.5865203861096094,0.0,0.0,correcto
ampliado_15pct,2016-11,Integra,0.9999999999999968,0.6091090057186468,0.9999999999999968,0.6091090057186468,0.0,0.0,correcto
ampliado_15pct,2016-11,Prima,0.999999999999998,0.5366106092603313,0.999999999999998,0.5366106092603313,0.0,0.0,correcto
ampliado_15pct,2016-11,Profuturo,0.999999999999997,0.6164471134649931,0.999999999999997,0.6164471134649931,0.0,0.0,correcto
ampliado_15pct,2016-12,Habitat,0.9999999999999986,0.5857024258006204,0.9999999999999987,0.5857024258006205,1.1102230246251565e-16,1.1102230246251565e-16,correcto
ampliado_15pct,2016-12,Integra,0.9999999999999966,0.5576405454554062,0.9999999999999966,0.5576405454554062,0.0,0.0,correcto
ampliado_15pct,2016-12,Prima,0.9999999999999977,0.5492394807376517,0.9999999999999976,0.5492394807376517,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2016-12,Profuturo,0.9999999999999971,0.6073961339535898,0.9999999999999971,0.6073961339535898,0.0,0.0,correcto
ampliado_15pct,2017-01,Habitat,0.9999999999999984,0.6194516731937079,0.9999999999999984,0.6194516731937079,0.0,0.0,correcto
ampliado_15pct,2017-01,Integra,0.9999999999999959,0.5672896095636197,0.999999999999996,0.5672896095636197,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2017-01,Prima,0.9999999999999978,0.5784643622362666,0.9999999999999978,0.5784643622362666,0.0,0.0,correcto
ampliado_15pct,2017-01,Profuturo,0.9999999999999977,0.6058709759418308,0.9999999999999977,0.6058709759418308,0.0,0.0,correcto
ampliado_15pct,2017-02,Habitat,0.999999999999998,0.6363896862838454,0.9999999999999979,0.6363896862838454,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2017-02,Integra,0.9999999999999962,0.5677338830014764,0.9999999999999962,0.5677338830014764,0.0,0.0,correcto
ampliado_15pct,2017-02,Prima,0.9999999999999981,0.6274551921895289,0.999999999999998,0.627455192189529,-1.1102230246251565e-16,1.1102230246251565e-16,correcto
ampliado_15pct,2017-02,Profuturo,0.9999999999999969,0.6237752113966167,0.9999999999999969,0.6237752113966167,0.0,0.0,correcto
ampliado_15pct,2017-03,Habitat,0.9999999999999984,0.6150393742852989,0.9999999999999983,0.6150393742852989,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2017-03,Integra,0.9999999999999963,0.5791848829812031,0.9999999999999963,0.5791848829812031,0.0,0.0,correcto
ampliado_15pct,2017-03,Prima,0.9999999999999979,0.6261954202449836,0.9999999999999979,0.6261954202449836,0.0,0.0,correcto
ampliado_15pct,2017-03,Profuturo,0.9999999999999976,0.6536825039138955,0.9999999999999976,0.6536825039138955,0.0,0.0,correcto
ampliado_15pct,2017-04,Habitat,0.999999999999998,0.6239349896418939,0.999999999999998,0.6239349896418939,0.0,0.0,correcto
ampliado_15pct,2017-04,Integra,0.9999999999999962,0.5941025660923241,0.9999999999999961,0.5941025660923241,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2017-04,Prima,0.9999999999999976,0.622704752483571,0.9999999999999976,0.6227047524835709,0.0,-1.1102230246251565e-16,correcto
ampliado_15pct,2017-04,Profuturo,0.9999999999999976,0.6089511168956636,0.9999999999999976,0.6089511168956635,0.0,-1.1102230246251565e-16,correcto
ampliado_15pct,2017-05,Habitat,0.9999999999999981,0.6169758283578137,0.9999999999999982,0.6169758283578137,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2017-05,Integra,0.9999999999999964,0.6131546463648585,0.9999999999999964,0.6131546463648585,0.0,0.0,correcto
ampliado_15pct,2017-05,Prima,0.9999999999999982,0.6128152593203158,0.9999999999999982,0.6128152593203158,0.0,0.0,correcto
ampliado_15pct,2017-05,Profuturo,0.9999999999999971,0.6512511330224093,0.9999999999999971,0.6512511330224093,0.0,0.0,correcto
ampliado_15pct,2017-06,Habitat,0.9999999999999978,0.6337211951933308,0.9999999999999978,0.6337211951933308,0.0,0.0,correcto
ampliado_15pct,2017-06,Integra,0.999999999999996,0.6159083896753046,0.999999999999996,0.6159083896753047,0.0,1.1102230246251565e-16,correcto
ampliado_15pct,2017-06,Prima,0.9999999999999982,0.6351730510960265,0.9999999999999982,0.6351730510960265,0.0,0.0,correcto
ampliado_15pct,2017-06,Profuturo,0.9999999999999971,0.6634214142196488,0.9999999999999971,0.6634214142196488,0.0,0.0,correcto
ampliado_15pct,2017-07,Habitat,0.999999999999998,0.6458644009495795,0.999999999999998,0.6458644009495795,0.0,0.0,correcto
ampliado_15pct,2017-07,Integra,0.9999999999999962,0.6187722247272438,0.9999999999999962,0.6187722247272438,0.0,0.0,correcto
ampliado_15pct,2017-07,Prima,0.9999999999999981,0.6448980064594888,0.9999999999999981,0.6448980064594888,0.0,0.0,correcto
ampliado_15pct,2017-07,Profuturo,0.999999999999997,0.6717622514518559,0.999999999999997,0.6717622514518559,0.0,0.0,correcto
ampliado_15pct,2017-08,Habitat,0.9999999999999979,0.6147947983544774,0.9999999999999979,0.6147947983544775,0.0,1.1102230246251565e-16,correcto
ampliado_15pct,2017-08,Integra,0.9999999999999961,0.6273529550496778,0.9999999999999961,0.6273529550496778,0.0,0.0,correcto
ampliado_15pct,2017-08,Prima,0.9999999999999982,0.6415333547174575,0.9999999999999981,0.6415333547174575,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2017-08,Profuturo,0.9999999999999971,0.6689757891230182,0.999999999999997,0.6689757891230182,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2017-09,Habitat,0.9999999999999978,0.6214920591855554,0.9999999999999978,0.6214920591855553,0.0,-1.1102230246251565e-16,correcto
ampliado_15pct,2017-09,Integra,0.9999999999999962,0.6393084679390683,0.9999999999999962,0.6393084679390683,0.0,0.0,correcto
ampliado_15pct,2017-09,Prima,0.9999999999999978,0.6316184168289003,0.9999999999999979,0.6316184168289003,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2017-09,Profuturo,0.9999999999999969,0.6729112372011464,0.9999999999999969,0.6729112372011463,0.0,-1.1102230246251565e-16,correcto
ampliado_15pct,2017-10,Habitat,0.9999999999999979,0.6076587653693929,0.999999999999998,0.6076587653693929,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2017-10,Integra,0.9999999999999961,0.6092265776129935,0.9999999999999961,0.6092265776129934,0.0,-1.1102230246251565e-16,correcto
ampliado_15pct,2017-10,Prima,0.9999999999999982,0.6001916389329791,0.9999999999999983,0.6001916389329791,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2017-10,Profuturo,0.9999999999999967,0.6268548755526724,0.9999999999999968,0.6268548755526724,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2017-11,Habitat,0.9999999999999978,0.6072083282481618,0.9999999999999978,0.6072083282481618,0.0,0.0,correcto
ampliado_15pct,2017-11,Integra,0.999999999999996,0.6176329875026991,0.9999999999999959,0.6176329875026992,-1.1102230246251565e-16,1.1102230246251565e-16,correcto
ampliado_15pct,2017-11,Prima,0.999999999999998,0.6066169580387638,0.999999999999998,0.6066169580387638,0.0,0.0,correcto
ampliado_15pct,2017-11,Profuturo,0.9999999999999971,0.6172746568934834,0.9999999999999971,0.6172746568934834,0.0,0.0,correcto
ampliado_15pct,2017-12,Habitat,0.9999999999999977,0.6248057799252946,0.9999999999999977,0.6248057799252946,0.0,0.0,correcto
ampliado_15pct,2017-12,Integra,0.9999999999999958,0.6052282961787198,0.9999999999999958,0.6052282961787198,0.0,0.0,correcto
ampliado_15pct,2017-12,Prima,0.9999999999999982,0.608779149965181,0.9999999999999982,0.6087791499651811,0.0,1.1102230246251565e-16,correcto
ampliado_15pct,2017-12,Profuturo,0.9999999999999974,0.6343834351055444,0.9999999999999974,0.6343834351055444,0.0,0.0,correcto
ampliado_15pct,2018-01,Habitat,0.9999999999999974,0.6026856097300045,0.9999999999999974,0.6026856097300045,0.0,0.0,correcto
ampliado_15pct,2018-01,Integra,0.9999999999999961,0.603577964922485,0.9999999999999961,0.603577964922485,0.0,0.0,correcto
ampliado_15pct,2018-01,Prima,0.9999999999999977,0.6101558551075889,0.9999999999999977,0.6101558551075889,0.0,0.0,correcto
ampliado_15pct,2018-01,Profuturo,0.9999999999999973,0.6244666193189244,0.9999999999999972,0.6244666193189244,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2018-02,Habitat,0.9999999999999972,0.6095341959145514,0.9999999999999972,0.6095341959145515,0.0,1.1102230246251565e-16,correcto
ampliado_15pct,2018-02,Integra,0.999999999999996,0.6118613891246641,0.999999999999996,0.6118613891246641,0.0,0.0,correcto
ampliado_15pct,2018-02,Prima,0.9999999999999979,0.6379875664780424,0.999999999999998,0.6379875664780423,1.1102230246251565e-16,-1.1102230246251565e-16,correcto
ampliado_15pct,2018-02,Profuturo,0.9999999999999976,0.6395358847228653,0.9999999999999976,0.6395358847228654,0.0,1.1102230246251565e-16,correcto
ampliado_15pct,2018-03,Habitat,0.9999999999999966,0.6111522033537912,0.9999999999999966,0.6111522033537912,0.0,0.0,correcto
ampliado_15pct,2018-03,Integra,0.9999999999999961,0.6028835716927214,0.9999999999999961,0.6028835716927213,0.0,-1.1102230246251565e-16,correcto
ampliado_15pct,2018-03,Prima,0.9999999999999979,0.6068462514567468,0.9999999999999979,0.6068462514567468,0.0,0.0,correcto
ampliado_15pct,2018-03,Profuturo,0.9999999999999967,0.6437285651583451,0.9999999999999967,0.6437285651583451,0.0,0.0,correcto
ampliado_15pct,2018-04,Habitat,0.9999999999999966,0.6227335845857755,0.9999999999999966,0.6227335845857755,0.0,0.0,correcto
ampliado_15pct,2018-04,Integra,0.9999999999999959,0.5983407855058962,0.9999999999999959,0.5983407855058962,0.0,0.0,correcto
ampliado_15pct,2018-04,Prima,0.9999999999999979,0.6177849845345775,0.9999999999999979,0.6177849845345775,0.0,0.0,correcto
ampliado_15pct,2018-04,Profuturo,0.9999999999999972,0.6379835409722409,0.9999999999999972,0.6379835409722409,0.0,0.0,correcto
ampliado_15pct,2018-05,Habitat,0.9999999999999969,0.5951172733298787,0.9999999999999969,0.5951172733298787,0.0,0.0,correcto
ampliado_15pct,2018-05,Integra,0.9999999999999961,0.6130731933590549,0.9999999999999961,0.6130731933590549,0.0,0.0,correcto
ampliado_15pct,2018-05,Prima,0.9999999999999981,0.6170204245463178,0.999999999999998,0.6170204245463178,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2018-05,Profuturo,0.9999999999999974,0.633153717903076,0.9999999999999973,0.633153717903076,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2018-06,Habitat,0.9999999999999968,0.6064540575926194,0.9999999999999968,0.6064540575926194,0.0,0.0,correcto
ampliado_15pct,2018-06,Integra,0.999999999999996,0.6089415835463257,0.999999999999996,0.6089415835463257,0.0,0.0,correcto
ampliado_15pct,2018-06,Prima,0.9999999999999977,0.601662108435276,0.9999999999999977,0.601662108435276,0.0,0.0,correcto
ampliado_15pct,2018-06,Profuturo,0.9999999999999976,0.6370478034631658,0.9999999999999976,0.6370478034631658,0.0,0.0,correcto
ampliado_15pct,2018-07,Habitat,0.9999999999999969,0.5675395622957107,0.9999999999999969,0.5675395622957107,0.0,0.0,correcto
ampliado_15pct,2018-07,Integra,0.9999999999999966,0.6231151823994442,0.9999999999999966,0.6231151823994442,0.0,0.0,correcto
ampliado_15pct,2018-07,Prima,0.9999999999999977,0.5948377515592835,0.9999999999999977,0.5948377515592835,0.0,0.0,correcto
ampliado_15pct,2018-07,Profuturo,0.9999999999999978,0.6269713148019294,0.9999999999999978,0.6269713148019294,0.0,0.0,correcto
ampliado_15pct,2018-08,Habitat,0.999999999999997,0.5909594141101672,0.999999999999997,0.5909594141101672,0.0,0.0,correcto
ampliado_15pct,2018-08,Integra,0.9999999999999963,0.6093176183625194,0.9999999999999963,0.6093176183625193,0.0,-1.1102230246251565e-16,correcto
ampliado_15pct,2018-08,Prima,0.9999999999999978,0.634143257600651,0.9999999999999979,0.634143257600651,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2018-08,Profuturo,0.9999999999999976,0.619678771789606,0.9999999999999976,0.619678771789606,0.0,0.0,correcto
ampliado_15pct,2018-09,Habitat,0.9999999999999966,0.6312192681308912,0.9999999999999967,0.6312192681308912,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2018-09,Integra,0.999999999999996,0.6100775167313703,0.999999999999996,0.6100775167313703,0.0,0.0,correcto
ampliado_15pct,2018-09,Prima,0.9999999999999979,0.6351442587493248,0.9999999999999979,0.6351442587493248,0.0,0.0,correcto
ampliado_15pct,2018-09,Profuturo,0.9999999999999979,0.6533561392641339,0.9999999999999979,0.6533561392641339,0.0,0.0,correcto
ampliado_15pct,2018-10,Habitat,0.9999999999999966,0.6032320198479332,0.9999999999999966,0.6032320198479332,0.0,0.0,correcto
ampliado_15pct,2018-10,Integra,0.9999999999999959,0.6144933124425627,0.9999999999999959,0.6144933124425627,0.0,0.0,correcto
ampliado_15pct,2018-10,Prima,0.9999999999999981,0.6260859586174646,0.9999999999999981,0.6260859586174646,0.0,0.0,correcto
ampliado_15pct,2018-10,Profuturo,0.9999999999999974,0.6374395916288724,0.9999999999999974,0.6374395916288724,0.0,0.0,correcto
ampliado_15pct,2018-11,Habitat,0.9999999999999971,0.6102632032476579,0.9999999999999971,0.6102632032476579,0.0,0.0,correcto
ampliado_15pct,2018-11,Integra,0.9999999999999954,0.5964984049644412,0.9999999999999956,0.5964984049644412,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2018-11,Prima,0.9999999999999978,0.6013474269552023,0.9999999999999978,0.6013474269552024,0.0,1.1102230246251565e-16,correcto
ampliado_15pct,2018-11,Profuturo,0.9999999999999971,0.6378471184212118,0.9999999999999971,0.6378471184212118,0.0,0.0,correcto
ampliado_15pct,2018-12,Habitat,0.9999999999999967,0.5843673813211555,0.9999999999999967,0.5843673813211554,0.0,-1.1102230246251565e-16,correcto
ampliado_15pct,2018-12,Integra,0.9999999999999961,0.5946572386108679,0.9999999999999961,0.5946572386108679,0.0,0.0,correcto
ampliado_15pct,2018-12,Prima,0.9999999999999972,0.5978933663483703,0.9999999999999972,0.5978933663483703,0.0,0.0,correcto
ampliado_15pct,2018-12,Profuturo,0.9999999999999973,0.6253853665870724,0.9999999999999973,0.6253853665870724,0.0,0.0,correcto
ampliado_15pct,2019-01,Habitat,0.9999999999999967,0.5939424277282518,0.9999999999999966,0.5939424277282518,-1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2019-01,Integra,0.9999999999999958,0.5957692915249735,0.9999999999999959,0.5957692915249735,1.1102230246251565e-16,0.0,correcto
ampliado_15pct,2019-01,Prima,0.9999999999999979,0.5792187394435094,0.9999999999999979,0.5792187394435094,0.0,0.0,correcto
ampliado_15pct,2019-01,Profuturo,0.9999999999999971,0.6523730107381558,0.9999999999999971,0.6523730107381558,0.0,0.0,correcto
ampliado_15pct,2019-02,Habitat,0.9999999999999967,0.5776664002946642,0.9999999999999967,0.5776664002946642,0.0,0.0,correcto
ampliado_15pct,2019-02,Integra,0.9999999999999962,0.5904882919686485,0.9999999999999962,0.5904882919686485,0.0,0.0,correcto
ampliado_15pct,2019-02,Prima,0.9999999999999979,0.600239262115029,0.9999999999999979,0.600239262115029,0.0,0.0,correcto
