isin,numero_resultados,shareclass_unicas,composite_unicas,nombres_unicos,tickers_unicos,tipos_unicos,clase_ambiguedad,razon_ambiguedad
US4642875235,93,1,19,2,5,1,ambiguedad_benigna,misma_shareclass_figi
US4642875565,119,1,22,2,8,1,ambiguedad_benigna,misma_shareclass_figi
US4642875987,88,1,14,1,6,1,ambiguedad_benigna,misma_shareclass_figi
US4642876555,135,1,28,1,10,1,ambiguedad_benigna,misma_shareclass_figi
US4642877629,96,1,17,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US4642877702,87,1,14,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US4642878049,92,1,19,1,6,1,ambiguedad_benigna,misma_shareclass_figi
US4642878619,92,1,23,1,8,1,ambiguedad_benigna,misma_shareclass_figi
US4642878791,65,1,10,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US4642881829,85,1,22,1,8,1,ambiguedad_benigna,misma_shareclass_figi
US4642882579,96,1,20,1,7,1,ambiguedad_benigna,misma_shareclass_figi
US4642882819,116,1,25,1,8,1,ambiguedad_benigna,misma_shareclass_figi
US4642885135,119,1,24,2,9,1,ambiguedad_benigna,misma_shareclass_figi
US4642886794,110,1,22,2,6,1,ambiguedad_benigna,misma_shareclass_figi
US4642887529,114,1,18,1,8,1,ambiguedad_benigna,misma_shareclass_figi
US4642887784,86,1,17,1,7,1,ambiguedad_benigna,misma_shareclass_figi
US4642888105,96,1,19,1,7,1,ambiguedad_benigna,misma_shareclass_figi
US4642888444,92,1,15,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US4642888519,88,1,17,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US4642891315,80,1,11,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US4642891802,92,1,19,1,7,1,ambiguedad_benigna,misma_shareclass_figi
US46429B5984,107,1,29,1,9,1,ambiguedad_benigna,misma_shareclass_figi
US46429B6065,66,1,12,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US46429B6149,66,1,11,1,6,1,ambiguedad_benigna,misma_shareclass_figi
US46429B6719,97,1,23,1,6,1,ambiguedad_benigna,misma_shareclass_figi
US46429B7477,68,1,10,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US46432F3394,55,1,12,2,4,1,ambiguedad_benigna,misma_shareclass_figi
US46432F3881,69,1,13,2,5,1,ambiguedad_benigna,misma_shareclass_figi
US46434G1031,118,1,26,1,10,1,ambiguedad_benigna,misma_shareclass_figi
US46434G7640,63,1,10,1,6,1,ambiguedad_benigna,misma_shareclass_figi
US46434G7723,123,1,29,1,9,1,ambiguedad_benigna,misma_shareclass_figi
US46434G7988,78,1,12,1,4,1,ambiguedad_benigna,misma_shareclass_figi
US46434G8226,125,1,28,1,10,1,ambiguedad_benigna,misma_shareclass_figi
US46434G8309,67,1,14,1,6,1,ambiguedad_benigna,misma_shareclass_figi
US46434G8481,70,1,13,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US46434V2824,45,1,7,2,4,1,ambiguedad_benigna,misma_shareclass_figi
US46434V4234,66,1,10,2,5,1,ambiguedad_benigna,misma_shareclass_figi
US46434V4648,45,1,8,2,4,1,ambiguedad_benigna,misma_shareclass_figi
US46434V6395,62,1,9,1,4,1,ambiguedad_benigna,misma_shareclass_figi
US46434V8862,64,1,9,1,4,1,ambiguedad_benigna,misma_shareclass_figi
US46435G1022,47,1,9,1,4,1,ambiguedad_benigna,misma_shareclass_figi
US46435G3341,34,1,10,1,6,1,ambiguedad_benigna,misma_shareclass_figi
US46435G4745,78,1,10,1,6,1,ambiguedad_benigna,misma_shareclass_figi
US46641Q2176,43,1,5,1,2,1,ambiguedad_benigna,misma_shareclass_figi
US46641Q7613,43,1,4,1,2,1,ambiguedad_benigna,misma_shareclass_figi
US5007673065,154,1,28,2,9,1,ambiguedad_benigna,misma_shareclass_figi
US5007674055,89,1,15,2,6,1,ambiguedad_benigna,misma_shareclass_figi
US5007678270,38,1,5,1,3,1,ambiguedad_benigna,misma_shareclass_figi
US5007678353,40,1,7,1,3,1,ambiguedad_benigna,misma_shareclass_figi
US5007678502,46,1,11,2,3,1,ambiguedad_benigna,misma_shareclass_figi
US51817R1068,1,1,1,1,1,1,unico,un_solo_resultado
US53656G4982,58,1,6,1,3,1,ambiguedad_benigna,misma_shareclass_figi
US57060U1916,1,1,1,1,1,1,unico,un_solo_resultado
US5771307684,1,1,1,1,1,1,unico,un_solo_resultado
US5771307924,1,1,1,1,1,1,unico,un_solo_resultado
US5771308344,1,1,1,1,1,1,unico,un_solo_resultado
US59022CAP86,1,0,0,1,1,1,unico,un_solo_resultado
US59156R1086,116,1,37,1,13,1,ambiguedad_benigna,misma_shareclass_figi
US61747YBA29,1,0,0,1,1,1,unico,un_solo_resultado
US71647NBK46,1,0,0,1,1,1,unico,un_solo_resultado
US72201R8824,65,1,12,1,4,1,ambiguedad_benigna,misma_shareclass_figi
US78462F1030,174,1,34,2,12,1,ambiguedad_benigna,misma_shareclass_figi
US78463V1070,228,1,48,3,21,1,ambiguedad_benigna,misma_shareclass_figi
US78463X5095,47,1,7,3,3,1,ambiguedad_benigna,misma_shareclass_figi
US78464A3591,106,1,21,3,7,1,ambiguedad_benigna,misma_shareclass_figi
US78464A5810,57,1,8,2,4,1,ambiguedad_benigna,misma_shareclass_figi
US78464A6982,89,1,17,2,6,1,ambiguedad_benigna,misma_shareclass_figi
US78464A7147,75,1,18,2,5,1,ambiguedad_benigna,misma_shareclass_figi
US78464A7303,17,1,3,2,2,1,ambiguedad_benigna,misma_shareclass_figi
US78464A7550,97,1,22,2,6,1,ambiguedad_benigna,misma_shareclass_figi
US78464A8541,53,1,16,2,5,1,ambiguedad_benigna,misma_shareclass_figi
US78464A8624,84,1,10,2,4,1,ambiguedad_benigna,misma_shareclass_figi
US78464A8889,92,1,20,2,7,1,ambiguedad_benigna,misma_shareclass_figi
US78467V6083,43,1,8,3,3,1,ambiguedad_benigna,misma_shareclass_figi
US78467X1090,91,1,36,2,12,1,ambiguedad_benigna,misma_shareclass_figi
US78468R5569,62,1,20,2,6,1,ambiguedad_benigna,misma_shareclass_figi
US78468R6229,108,1,20,3,6,1,ambiguedad_benigna,misma_shareclass_figi
US78468R6633,65,1,11,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US78468R8530,64,1,9,3,4,1,ambiguedad_benigna,misma_shareclass_figi
US81369Y1001,87,1,16,2,5,1,ambiguedad_benigna,misma_shareclass_figi
US81369Y2090,114,1,25,2,6,1,ambiguedad_benigna,misma_shareclass_figi
US81369Y3080,114,1,25,2,7,1,ambiguedad_benigna,misma_shareclass_figi
US81369Y4070,127,1,28,2,9,1,ambiguedad_benigna,misma_shareclass_figi
US81369Y5069,110,1,23,2,8,1,ambiguedad_benigna,misma_shareclass_figi
US81369Y6059,151,1,28,2,10,1,ambiguedad_benigna,misma_shareclass_figi
US81369Y7040,91,1,19,2,6,1,ambiguedad_benigna,misma_shareclass_figi
US81369Y8030,119,1,26,2,7,1,ambiguedad_benigna,misma_shareclass_figi
US81369Y8527,68,1,17,2,5,1,ambiguedad_benigna,misma_shareclass_figi
US81369Y8865,115,1,26,2,8,1,ambiguedad_benigna,misma_shareclass_figi
US84265V1052,47,1,17,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US84265VAB18,1,0,0,1,1,1,unico,un_solo_resultado
US84265VAE56,1,0,0,1,1,1,unico,un_solo_resultado
US84265VAJ44,1,0,0,1,1,1,unico,un_solo_resultado
US9026851066,20,1,13,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US91086QBB32,1,0,0,1,1,1,unico,un_solo_resultado
US912796VU03,1,0,0,1,1,1,unico,un_solo_resultado
US912810RH32,1,0,0,1,1,1,unico,un_solo_resultado
US912810RJ97,1,0,0,1,1,1,unico,un_solo_resultado
US912810RN00,1,0,0,1,1,1,unico,un_solo_resultado
US912810RU43,1,0,0,1,1,1,unico,un_solo_resultado
US912810TE82,1,0,0,1,1,1,unico,un_solo_resultado
US912810TN81,1,0,0,1,1,1,unico,un_solo_resultado
US912810TP30,1,0,0,1,1,1,unico,un_solo_resultado
US912810TQ13,1,0,0,1,1,1,unico,un_solo_resultado
US912810TR95,1,0,0,1,1,1,unico,un_solo_resultado
US912810TT51,1,0,0,1,1,1,unico,un_solo_resultado
US912810TX63,1,0,0,1,1,1,unico,un_solo_resultado
US912810TY47,1,0,0,1,1,1,unico,un_solo_resultado
US912810UE63,1,0,0,1,1,1,unico,un_solo_resultado
US912828G385,1,0,0,1,1,1,unico,un_solo_resultado
US912828H292,1,0,0,1,1,1,unico,un_solo_resultado
US912828K742,1,0,0,1,1,1,unico,un_solo_resultado
US912828P469,1,0,0,1,1,1,unico,un_solo_resultado
US912828R366,1,0,0,1,1,1,unico,un_solo_resultado
US912828XB14,1,0,0,1,1,1,unico,un_solo_resultado
US912828YB05,1,0,0,1,1,1,unico,un_solo_resultado
US91282CGM73,1,0,0,1,1,1,unico,un_solo_resultado
US91282CHC82,1,0,0,1,1,1,unico,un_solo_resultado
US91282CJJ18,1,0,0,1,1,1,unico,un_solo_resultado
US91282CLW90,1,0,0,1,1,1,unico,un_solo_resultado
US91282CMK44,1,0,0,1,1,1,unico,un_solo_resultado
US91282CMM00,1,0,0,1,1,1,unico,un_solo_resultado
US91911TAH68,1,0,0,1,1,1,unico,un_solo_resultado
US92189F1066,143,1,41,3,12,1,ambiguedad_benigna,misma_shareclass_figi
US92189F6768,92,1,20,3,8,1,ambiguedad_benigna,misma_shareclass_figi
US92189F7006,100,1,22,3,8,1,ambiguedad_benigna,misma_shareclass_figi
US92189F7188,20,1,5,3,4,1,ambiguedad_benigna,misma_shareclass_figi
US92189H3003,110,1,21,3,7,1,ambiguedad_benigna,misma_shareclass_figi
US92189H6071,79,1,25,2,8,1,ambiguedad_benigna,misma_shareclass_figi
US92189H8051,93,1,22,2,6,1,ambiguedad_benigna,misma_shareclass_figi
US9219107094,66,1,12,1,4,1,ambiguedad_benigna,misma_shareclass_figi
US9220427424,93,1,18,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US9220427754,89,1,17,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US9220428588,95,1,23,1,7,1,ambiguedad_benigna,misma_shareclass_figi
US9220428745,93,1,19,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US92204A7028,113,1,21,1,7,1,ambiguedad_benigna,misma_shareclass_figi
US92204A8018,84,1,13,1,4,1,ambiguedad_benigna,misma_shareclass_figi
US92204A8760,84,1,12,1,4,1,ambiguedad_benigna,misma_shareclass_figi
US9229083632,108,1,24,1,7,1,ambiguedad_benigna,misma_shareclass_figi
US9229087443,85,1,15,1,4,1,ambiguedad_benigna,misma_shareclass_figi
US9229087690,98,1,23,1,6,1,ambiguedad_benigna,misma_shareclass_figi
US92826C8394,223,1,67,1,18,1,ambiguedad_benigna,misma_shareclass_figi
US97717W2816,61,1,8,1,4,1,ambiguedad_benigna,misma_shareclass_figi
US97717W3079,45,1,8,1,4,1,ambiguedad_benigna,misma_shareclass_figi
US97717W4481,2,1,1,1,1,1,ambiguedad_benigna,misma_shareclass_figi
US97717W8367,88,1,12,1,4,1,ambiguedad_benigna,misma_shareclass_figi
US97717W8516,88,1,13,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US97717X5784,42,1,7,1,2,1,ambiguedad_benigna,misma_shareclass_figi
US97717X6691,45,1,7,1,3,1,ambiguedad_benigna,misma_shareclass_figi
US97717X7012,83,1,12,1,6,1,ambiguedad_benigna,misma_shareclass_figi
US97717X7194,85,1,14,1,5,1,ambiguedad_benigna,misma_shareclass_figi
US97717Y4778,40,1,5,1,2,1,ambiguedad_benigna,misma_shareclass_figi
US97717Y5437,20,1,2,1,2,1,ambiguedad_benigna,misma_shareclass_figi
US97717Y6914,85,1,14,1,5,1,ambiguedad_benigna,misma_shareclass_figi
USA8372TAC20,1,0,0,1,1,1,unico,un_solo_resultado
USG4808VAC49,1,0,0,1,1,1,unico,un_solo_resultado
USL0415AAA18,1,0,0,1,1,1,unico,un_solo_resultado
USP0592VAA63,1,0,0,1,1,1,unico,un_solo_resultado
USP09252AK62,1,0,0,1,1,1,unico,un_solo_resultado
USP09252AL46,1,0,0,1,1,1,unico,un_solo_resultado
USP16259AB20,1,0,0,1,1,1,unico,un_solo_resultado
USP16259AM84,1,0,0,1,1,1,unico,un_solo_resultado
USP1S81BAA64,1,0,0,1,1,1,unico,un_solo_resultado
USP2205JAK62,1,0,0,1,1,1,unico,un_solo_resultado
USP3703CAA82,1,0,0,1,1,1,unico,un_solo_resultado
USP9379RAB35,1,0,0,1,1,1,unico,un_solo_resultado
USP9379RAZ03,1,0,0,1,1,1,unico,un_solo_resultado
USP9379RBA43,1,0,0,1,1,1,unico,un_solo_resultado
VGG069731120,35,1,10,1,4,1,ambiguedad_benigna,misma_shareclass_figi
XS0213272122,1,0,0,1,1,1,unico,un_solo_resultado
XS0246220379,1,0,0,1,1,1,unico,un_solo_resultado
XS0835507087,1,0,0,1,1,1,unico,un_solo_resultado
XS0860706935,1,0,0,1,1,1,unico,un_solo_resultado
