afp,baseline,fecha_hoy_simulada,segmento,fecha_ultima_cuota_visible,cuotas_ocultas_estimadas,cuota_ultima_visible,cuota_estimada_hoy,cuota_real_hoy,error_pct,error_abs_pct,retorno_estimado_acumulado,retorno_real_acumulado
Habitat,RETORNO_CERO,2017-02-08,entrenamiento,2017-02-03,3,12.5673408,12.5673408,12.6281407,-0.00481463593448872,0.00481463593448872,0.0,0.004837928800339286
Habitat,RETORNO_CERO,2017-02-09,entrenamiento,2017-02-03,4,12.5673408,12.5673408,12.6218808,-0.004321067586060545,0.004321067586060545,0.0,0.0043398202426403465
Habitat,RETORNO_CERO,2017-02-10,entrenamiento,2017-02-03,5,12.5673408,12.5673408,12.6059477,-0.003062594016632336,0.003062594016632336,0.0,0.0030720023125336837
Habitat,RETORNO_CERO,2017-02-13,entrenamiento,2017-02-08,3,12.6281407,12.6281407,12.6709071,-0.0033751648293595116,0.0033751648293595116,0.0,0.0033865951461882204
Habitat,RETORNO_CERO,2017-02-14,entrenamiento,2017-02-09,3,12.6218808,12.6218808,12.7018689,-0.0062973488885560425,0.0062973488885560425,0.0,0.006337256805657665
Habitat,RETORNO_CERO,2017-02-15,entrenamiento,2017-02-10,3,12.6059477,12.6059477,12.6888678,-0.00653486988019536,0.00653486988019536,0.0,0.006577855308728564
Habitat,RETORNO_CERO,2017-02-16,entrenamiento,2017-02-10,4,12.6059477,12.6059477,12.6686104,-0.0049462962409831945,0.0049462962409831945,0.0,0.004970883704364493
Habitat,RETORNO_CERO,2017-02-17,entrenamiento,2017-02-10,5,12.6059477,12.6059477,12.7172516,-0.008752197683971397,0.008752197683971397,0.0,0.00882947499456943
Habitat,RETORNO_CERO,2017-02-20,entrenamiento,2017-02-15,3,12.6888678,12.6888678,12.7150164,-0.0020565132735494984,0.0020565132735494984,0.0,0.0020607512358195024
Habitat,RETORNO_CERO,2017-02-21,entrenamiento,2017-02-16,3,12.6686104,12.6686104,12.7203902,-0.004070614123142247,0.004070614123142247,0.0,0.004087251747831866
Habitat,RETORNO_CERO,2017-02-22,entrenamiento,2017-02-17,3,12.7172516,12.7172516,12.727402,-0.0007975233280129723,0.0007975233280129723,0.0,0.0007981598791360067
Habitat,RETORNO_CERO,2017-02-23,entrenamiento,2017-02-17,4,12.7172516,12.7172516,12.7091171,0.0006400523290481797,0.0006400523290481797,0.0,-0.0006396429241047885
Habitat,RETORNO_CERO,2017-02-24,entrenamiento,2017-02-17,5,12.7172516,12.7172516,12.6418559,0.005963974007962003,0.005963974007962003,0.0,-0.005928615896850009
Habitat,RETORNO_CERO,2017-02-27,entrenamiento,2017-02-22,3,12.727402,12.727402,12.6231221,0.008261022841567822,0.008261022841567822,0.0,-0.008193337493386355
Habitat,RETORNO_CERO,2017-02-28,entrenamiento,2017-02-23,3,12.7091171,12.7091171,12.6499469,0.004677505800439352,0.004677505800439352,0.0,-0.004655728602894094
Habitat,RETORNO_CERO,2017-03-01,entrenamiento,2017-02-24,3,12.6418559,12.6418559,12.7282927,-0.006790918628073461,0.006790918628073461,0.0,0.0068373505190801875
Habitat,RETORNO_CERO,2017-03-02,entrenamiento,2017-02-24,4,12.6418559,12.6418559,12.7921668,-0.011750229835964965,0.011750229835964965,0.0,0.01188993935613536
Habitat,RETORNO_CERO,2017-03-03,entrenamiento,2017-02-24,5,12.6418559,12.6418559,12.7645705,-0.009613688137803056,0.009613688137803056,0.0,0.009707008288237118
Habitat,RETORNO_CERO,2017-03-06,entrenamiento,2017-03-01,3,12.7282927,12.7282927,12.7506171,-0.0017508485922613781,0.0017508485922613781,0.0,0.0017539194396432034
Habitat,RETORNO_CERO,2017-03-07,entrenamiento,2017-03-02,3,12.7921668,12.7921668,12.6852848,0.008425668141089027,0.008425668141089027,0.0,-0.008355269413779065
Habitat,RETORNO_CERO,2017-03-08,entrenamiento,2017-03-03,3,12.7645705,12.7645705,12.7160429,0.003816250100886265,0.003816250100886265,0.0,-0.003801741703725936
Habitat,RETORNO_CERO,2017-03-09,entrenamiento,2017-03-03,4,12.7645705,12.7645705,12.6604691,0.008222554723505304,0.008222554723505304,0.0,-0.008155495713702221
Habitat,RETORNO_CERO,2017-03-10,entrenamiento,2017-03-03,5,12.7645705,12.7645705,12.6721406,0.007293945270777646,0.007293945270777646,0.0,-0.007241128873078706
Habitat,RETORNO_CERO,2017-03-13,entrenamiento,2017-03-08,3,12.7160429,12.7160429,12.6661139,0.00394193518187147,0.00394193518187147,0.0,-0.003926457341536738
Habitat,RETORNO_CERO,2017-03-14,entrenamiento,2017-03-09,3,12.6604691,12.6604691,12.6271958,0.002635050610365841,0.002635050610365841,0.0,-0.002628125367013401
Habitat,RETORNO_CERO,2017-03-15,entrenamiento,2017-03-10,3,12.6721406,12.6721406,12.6258575,0.00366573913890611,0.00366573913890611,0.0,-0.0036523505744562312
Habitat,RETORNO_CERO,2017-03-16,entrenamiento,2017-03-10,4,12.6721406,12.6721406,12.6970072,-0.0019584615183961818,0.0019584615183961818,0.0,0.0019623046164749525
Habitat,RETORNO_CERO,2017-03-17,entrenamiento,2017-03-10,5,12.6721406,12.6721406,12.7166816,-0.0035025646942358213,0.0035025646942358213,0.0,0.003514875774026649
Habitat,RETORNO_CERO,2017-03-20,entrenamiento,2017-03-15,3,12.6258575,12.6258575,12.7195443,-0.0073655783407272635,0.0073655783407272635,0.0,0.007420232645584779
Habitat,RETORNO_CERO,2017-03-21,entrenamiento,2017-03-16,3,12.6970072,12.6970072,12.6687935,0.0022270234336048134,0.0022270234336048134,0.0,-0.002222074820907416
Habitat,RETORNO_CERO,2017-03-22,entrenamiento,2017-03-17,3,12.7166816,12.7166816,12.5902883,0.010038952007159319,0.010038952007159319,0.0,-0.009939173125165013
Habitat,RETORNO_CERO,2017-03-23,entrenamiento,2017-03-17,4,12.7166816,12.7166816,12.6170642,0.007895450036625729,0.007895450036625729,0.0,-0.007833600237344918
Habitat,RETORNO_CERO,2017-03-24,entrenamiento,2017-03-17,5,12.7166816,12.7166816,12.6290542,0.00693855601633242,0.00693855601633242,0.0,-0.006890744201694776
Habitat,RETORNO_CERO,2017-03-27,entrenamiento,2017-03-22,3,12.5902883,12.5902883,12.6248716,-0.0027392991466147487,0.0027392991466147487,0.0,0.0027468235179333167
Habitat,RETORNO_CERO,2017-03-28,entrenamiento,2017-03-23,3,12.6170642,12.6170642,12.6488656,-0.002514170124473525,0.002514170124473525,0.0,0.002520507108143333
Habitat,RETORNO_CERO,2017-03-29,entrenamiento,2017-03-24,3,12.6290542,12.6290542,12.7067934,-0.00611792429079705,0.00611792429079705,0.0,0.006155583685752086
Habitat,RETORNO_CERO,2017-03-30,entrenamiento,2017-03-24,4,12.6290542,12.6290542,12.7084763,-0.006249537562579288,0.006249537562579288,0.0,0.006288839903783039
Habitat,RETORNO_CERO,2017-03-31,entrenamiento,2017-03-24,5,12.6290542,12.6290542,12.7610309,-0.01034216600792015,0.01034216600792015,0.0,0.010450244167928169
Habitat,RETORNO_CERO,2017-04-03,entrenamiento,2017-03-29,3,12.7067934,12.7067934,12.7534477,-0.003658171586025327,0.003658171586025327,0.0,0.0036716029395740257
Habitat,RETORNO_CERO,2017-04-04,entrenamiento,2017-03-30,3,12.7084763,12.7084763,12.7810678,-0.005679611526667738,0.005679611526667738,0.0,0.005712053773118564
Habitat,RETORNO_CERO,2017-04-05,entrenamiento,2017-03-31,3,12.7610309,12.7610309,12.7800053,-0.0014846942199624458,0.0014846942199624458,0.0,0.0014869018144920698
Habitat,RETORNO_CERO,2017-04-06,entrenamiento,2017-03-31,4,12.7610309,12.7610309,12.783329,-0.001744310891161449,0.001744310891161449,0.0,0.0017473588281962105
Habitat,RETORNO_CERO,2017-04-07,entrenamiento,2017-03-31,5,12.7610309,12.7610309,12.7819982,-0.0016403773237896324,0.0016403773237896324,0.0,0.0016430725827958348
Habitat,RETORNO_CERO,2017-04-10,entrenamiento,2017-04-05,3,12.7800053,12.7800053,12.774557,0.00042649619865486876,0.00042649619865486876,0.0,-0.0004263143771935374
Habitat,RETORNO_CERO,2017-04-11,entrenamiento,2017-04-06,3,12.783329,12.783329,12.7917262,-0.0006564555767304414,0.0006564555767304414,0.0,0.0006568867937295497
Habitat,RETORNO_CERO,2017-04-12,entrenamiento,2017-04-07,3,12.7819982,12.7819982,12.7770986,0.000383467338977761,0.000383467338977761,0.0,-0.00038332034814403393
Habitat,RETORNO_CERO,2017-04-13,entrenamiento,2017-04-07,4,12.7819982,12.7819982,12.7509564,0.0024344683666239764,0.0024344683666239764,0.0,-0.002428556123564518
Habitat,RETORNO_CERO,2017-04-14,entrenamiento,2017-04-07,5,12.7819982,12.7819982,12.7475072,0.0027057054731454144,0.0027057054731454144,0.0,-0.002698404385630515
Habitat,RETORNO_CERO,2017-04-17,entrenamiento,2017-04-12,3,12.7770986,12.7770986,12.7356435,0.003255045573472559,0.003255045573472559,0.0,-0.0032444846281455275
Habitat,RETORNO_CERO,2017-04-18,entrenamiento,2017-04-13,3,12.7509564,12.7509564,12.6816353,0.00546625875607698,0.00546625875607698,0.0,-0.005436541215057433
Habitat,RETORNO_CERO,2017-04-19,entrenamiento,2017-04-14,3,12.7475072,12.7475072,12.6677637,0.006294994277482369,0.006294994277482369,0.0,-0.006255615215498667
Habitat,RETORNO_CERO,2017-04-20,entrenamiento,2017-04-14,4,12.7475072,12.7475072,12.7225909,0.001958429709470577,0.001958429709470577,0.0,-0.0019546017593149445
Habitat,RETORNO_CERO,2017-04-21,entrenamiento,2017-04-14,5,12.7475072,12.7475072,12.7015391,0.0036190968384295363,0.0036190968384295363,0.0,-0.003606046207998981
Habitat,RETORNO_CERO,2017-04-24,entrenamiento,2017-04-19,3,12.6677637,12.6677637,12.7970281,-0.010101126526400273,0.010101126526400273,0.0,0.010204200446208178
Habitat,RETORNO_CERO,2017-04-25,entrenamiento,2017-04-20,3,12.7225909,12.7225909,12.8770213,-0.011992711388929544,0.011992711388929544,0.0,0.01213828230537528
Habitat,RETORNO_CERO,2017-04-26,entrenamiento,2017-04-21,3,12.7015391,12.7015391,12.9224998,-0.01709891301371902,0.01709891301371902,0.0,0.017396372066437182
Habitat,RETORNO_CERO,2017-04-27,entrenamiento,2017-04-21,4,12.7015391,12.7015391,12.9039971,-0.01568955715279885,0.01568955715279885,0.0,0.015939643094119216
Habitat,RETORNO_CERO,2017-04-28,entrenamiento,2017-04-21,5,12.7015391,12.7015391,12.8628907,-0.012543961055348163,0.012543961055348163,0.0,0.01270331089245702
Habitat,RETORNO_CERO,2017-05-01,entrenamiento,2017-04-26,3,12.9224998,12.9224998,12.8815975,0.0031752505851856405,0.0031752505851856405,0.0,-0.0031652002811407565
Habitat,RETORNO_CERO,2017-05-02,entrenamiento,2017-04-27,3,12.9039971,12.9039971,12.9395568,-0.002748138947077372,0.002748138947077372,0.0,0.0027557120266246127
Habitat,RETORNO_CERO,2017-05-03,entrenamiento,2017-04-28,3,12.8628907,12.8628907,13.0110262,-0.011385381731073618,0.011385381731073618,0.0,0.011516501496821485
Habitat,RETORNO_CERO,2017-05-04,entrenamiento,2017-04-28,4,12.8628907,12.8628907,13.1168835,-0.019363806959175944,0.019363806959175944,0.0,0.01974616794341566
Habitat,RETORNO_CERO,2017-05-05,entrenamiento,2017-04-28,5,12.8628907,12.8628907,13.1063924,-0.018578850118969537,0.018578850118969537,0.0,0.018930558120967333
Habitat,RETORNO_CERO,2017-05-08,entrenamiento,2017-05-03,3,13.0110262,13.0110262,13.1956649,-0.013992375632394305,0.013992375632394305,0.0,0.014190940603901137
Habitat,RETORNO_CERO,2017-05-09,entrenamiento,2017-05-04,3,13.1168835,13.1168835,13.2221144,-0.007958704396023086,0.007958704396023086,0.0,0.008022553528054255
Habitat,RETORNO_CERO,2017-05-10,entrenamiento,2017-05-05,3,13.1063924,13.1063924,13.2543971,-0.011166460374119835,0.011166460374119835,0.0,0.011292558278660936
Habitat,RETORNO_CERO,2017-05-11,entrenamiento,2017-05-05,4,13.1063924,13.1063924,13.2430744,-0.010321017300937263,0.010321017300937263,0.0,0.010428651594469152
Habitat,RETORNO_CERO,2017-05-12,entrenamiento,2017-05-05,5,13.1063924,13.1063924,13.2000856,-0.007097923668010098,0.007097923668010098,0.0,0.007148664341836586
Habitat,RETORNO_CERO,2017-05-15,entrenamiento,2017-05-10,3,13.2543971,13.2543971,13.2152702,0.002960734015109212,0.002960734015109212,0.0,-0.002951993946220255
Habitat,RETORNO_CERO,2017-05-16,entrenamiento,2017-05-11,3,13.2430744,13.2430744,13.250144,-0.0005335489184118414,0.0005335489184118414,0.0,0.0005338337448290709
Habitat,RETORNO_CERO,2017-05-17,entrenamiento,2017-05-12,3,13.2000856,13.2000856,13.1972544,0.0002145294706146217,0.0002145294706146217,0.0,-0.0002144834575921184
Habitat,RETORNO_CERO,2017-05-18,entrenamiento,2017-05-12,4,13.2000856,13.2000856,13.1377437,0.004745251652306104,0.004745251652306104,0.0,-0.004722840585215549
Habitat,RETORNO_CERO,2017-05-19,entrenamiento,2017-05-12,5,13.2000856,13.2000856,13.1472173,0.004021253988096829,0.004021253988096829,0.0,-0.004005148269644598
Habitat,RETORNO_CERO,2017-05-22,entrenamiento,2017-05-17,3,13.1972544,13.1972544,13.2057717,-0.0006449679877472692,0.0006449679877472692,0.0,0.0006453842399218868
Habitat,RETORNO_CERO,2017-05-23,entrenamiento,2017-05-18,3,13.1377437,13.1377437,13.2523578,-0.00864858176406924,0.00864858176406924,0.0,0.008724032270472692
Habitat,RETORNO_CERO,2017-05-24,entrenamiento,2017-05-19,3,13.1472173,13.1472173,13.2123822,-0.00493210830670654,0.00493210830670654,0.0,0.004956554570677119
Habitat,RETORNO_CERO,2017-05-25,entrenamiento,2017-05-19,4,13.1472173,13.1472173,13.244273,-0.007328125900153193,0.007328125900153193,0.0,0.00738222376532871
Habitat,RETORNO_CERO,2017-05-26,entrenamiento,2017-05-19,5,13.1472173,13.1472173,13.2543143,-0.008080161491266336,0.008080161491266336,0.0,0.008145982344111902
Habitat,RETORNO_CERO,2017-05-29,entrenamiento,2017-05-24,3,13.2123822,13.2123822,13.306939,-0.007105826516526359,0.007105826516526359,0.0,0.0071566806476426326
Habitat,RETORNO_CERO,2017-05-30,entrenamiento,2017-05-25,3,13.244273,13.244273,13.2902462,-0.003459168423832537,0.003459168423832537,0.0,0.003471175805572768
Habitat,RETORNO_CERO,2017-05-31,entrenamiento,2017-05-26,3,13.2543143,13.2543143,13.2462276,0.0006104907936204107,0.0006104907936204107,0.0,-0.0006101183220018624
Habitat,RETORNO_CERO,2017-06-01,entrenamiento,2017-05-26,4,13.2543143,13.2543143,13.2812324,-0.002026777274072855,0.002026777274072855,0.0,0.002030893442748649
Habitat,RETORNO_CERO,2017-06-02,entrenamiento,2017-05-26,5,13.2543143,13.2543143,13.356528,-0.007652714837269037,0.007652714837269037,0.0,0.007711730511777537
Habitat,RETORNO_CERO,2017-06-05,entrenamiento,2017-05-31,3,13.2462276,13.2462276,13.3350788,-0.006662967750891813,0.006662967750891813,0.0,0.006707660677671035
Habitat,RETORNO_CERO,2017-06-06,entrenamiento,2017-06-01,3,13.2812324,13.2812324,13.3209328,-0.002980301799885954,0.002980301799885954,0.0,0.0029892105494666588
Habitat,RETORNO_CERO,2017-06-07,entrenamiento,2017-06-02,3,13.356528,13.356528,13.3161011,0.0030359412035405597,0.0030359412035405597,0.0,-0.0030267521619392612
Habitat,RETORNO_CERO,2017-06-08,entrenamiento,2017-06-02,4,13.356528,13.356528,13.3253536,0.002339480132069527,0.002339480132069527,0.0,-0.002334019739261617
Habitat,RETORNO_CERO,2017-06-09,entrenamiento,2017-06-02,5,13.356528,13.356528,13.3250453,0.0023626711422888302,0.0023626711422888302,0.0,-0.00235710208521267
Habitat,RETORNO_CERO,2017-06-12,entrenamiento,2017-06-07,3,13.3161011,13.3161011,13.3348644,-0.0014070859243234812,0.0014070859243234812,0.0,0.0014090686049237355
Habitat,RETORNO_CERO,2017-06-13,entrenamiento,2017-06-08,3,13.3253536,13.3253536,13.3032196,0.0016638077597395107,0.0016638077597395107,0.0,-0.001661044101673892
Habitat,RETORNO_CERO,2017-06-14,entrenamiento,2017-06-09,3,13.3250453,13.3250453,13.2959518,0.0021881472223748144,0.0021881472223748144,0.0,-0.0021833696880565467
Habitat,RETORNO_CERO,2017-06-15,entrenamiento,2017-06-09,4,13.3250453,13.3250453,13.26685,0.00438651978427429,0.00438651978427429,0.0,-0.004367362263301255
Habitat,RETORNO_CERO,2017-06-16,entrenamiento,2017-06-09,5,13.3250453,13.3250453,13.2321481,0.007020568338409028,0.007020568338409028,0.0,-0.006971623578645558
Habitat,RETORNO_CERO,2017-06-19,entrenamiento,2017-06-14,3,13.2959518,13.2959518,13.2663176,0.0022337924429005618,0.0022337924429005618,0.0,-0.0022288137356212268
Habitat,RETORNO_CERO,2017-06-20,entrenamiento,2017-06-15,3,13.26685,13.26685,13.2613425,0.00041530486072582917,0.00041530486072582917,0.0,-0.0004151324541997736
Habitat,RETORNO_CERO,2017-06-21,entrenamiento,2017-06-16,3,13.2321481,13.2321481,13.2567605,-0.001856592340187535,0.001856592340187535,0.0,0.001860045686761902
Habitat,RETORNO_CERO,2017-06-22,entrenamiento,2017-06-16,4,13.2321481,13.2321481,13.245301,-0.0009930238655957435,0.0009930238655957435,0.0,0.0009940109421839871
Habitat,RETORNO_CERO,2017-06-23,entrenamiento,2017-06-16,5,13.2321481,13.2321481,13.2494876,-0.0013086921187804856,0.0013086921187804856,0.0,0.0013104070381437793
Habitat,RETORNO_CERO,2017-06-26,entrenamiento,2017-06-21,3,13.2567605,13.2567605,13.2677379,-0.0008273754036096648,0.0008273754036096648,0.0,0.0008280605205170932
Habitat,RETORNO_CERO,2017-06-27,entrenamiento,2017-06-22,3,13.245301,13.245301,13.2950589,-0.003742585901593931,0.003742585901593931,0.0,0.0037566454699671237
Habitat,RETORNO_CERO,2017-06-28,entrenamiento,2017-06-23,3,13.2494876,13.2494876,13.2534401,-0.0002982244587199645,0.0002982244587199645,0.0,0.0002983134230791773
Habitat,RETORNO_CERO,2017-06-29,entrenamiento,2017-06-23,4,13.2494876,13.2494876,13.1849016,0.004898481760379658,0.004898481760379658,0.0,-0.004874603603538641
Habitat,RETORNO_CERO,2017-06-30,entrenamiento,2017-06-23,5,13.2494876,13.2494876,13.2114559,0.002878691060839156,0.002878691060839156,0.0,-0.0028704279854565584
Habitat,RETORNO_CERO,2017-07-03,entrenamiento,2017-06-28,3,13.2534401,13.2534401,13.2445346,0.0006723905572341149,0.0006723905572341149,0.0,-0.0006719387519622533
Habitat,RETORNO_CERO,2017-07-04,entrenamiento,2017-06-29,3,13.1849016,13.1849016,13.2442051,-0.004477694172827396,0.004477694172827396,0.0,0.00449783409835991
Habitat,RETORNO_CERO,2017-07-05,entrenamiento,2017-06-30,3,13.2114559,13.2114559,13.2499278,-0.0029035554442794487,0.0029035554442794487,0.0,0.0029120106285938085
Habitat,RETORNO_CERO,2017-07-06,entrenamiento,2017-06-30,4,13.2114559,13.2114559,13.2067196,0.000358628042651965,0.000358628042651965,0.0,-0.00035849947468702403
Habitat,RETORNO_CERO,2017-07-07,entrenamiento,2017-06-30,5,13.2114559,13.2114559,13.1922984,0.0014521730345335992,0.0014521730345335992,0.0,-0.0014500672859226738
Habitat,RETORNO_CERO,2017-07-10,entrenamiento,2017-07-05,3,13.2499278,13.2499278,13.2154651,0.002607755363827513,0.002607755363827513,0.0,-0.0026009726634133035
Habitat,RETORNO_CERO,2017-07-11,entrenamiento,2017-07-06,3,13.2067196,13.2067196,13.2353725,-0.0021648729569191394,0.0021648729569191394,0.0,0.002169569799907123
Habitat,RETORNO_CERO,2017-07-12,entrenamiento,2017-07-07,3,13.1922984,13.1922984,13.2703747,-0.005883503801893397,0.005883503801893397,0.0,0.005918324285326904
Habitat,RETORNO_CERO,2017-07-13,entrenamiento,2017-07-07,4,13.1922984,13.1922984,13.2936847,-0.007626651473086277,0.007626651473086277,0.0,0.007685264305422379
Habitat,RETORNO_CERO,2017-07-14,entrenamiento,2017-07-07,5,13.1922984,13.1922984,13.3316798,-0.01045490156461748,0.01045490156461748,0.0,0.010565361377817162
Habitat,RETORNO_CERO,2017-07-17,entrenamiento,2017-07-12,3,13.2703747,13.2703747,13.3577773,-0.006543199368954977,0.006543199368954977,0.0,0.006586294808992976
Habitat,RETORNO_CERO,2017-07-18,entrenamiento,2017-07-13,3,13.2936847,13.2936847,13.3454438,-0.003878409798556137,0.003878409798556137,0.0,0.0038935104275490406
Habitat,RETORNO_CERO,2017-07-19,entrenamiento,2017-07-14,3,13.3316798,13.3316798,13.3676262,-0.002689063821967208,0.002689063821967208,0.0,0.002696314383428211
Habitat,RETORNO_CERO,2017-07-20,entrenamiento,2017-07-14,4,13.3316798,13.3316798,13.405945,-0.005539721369884676,0.005539721369884676,0.0,0.005570580835582373
Habitat,RETORNO_CERO,2017-07-21,entrenamiento,2017-07-14,5,13.3316798,13.3316798,13.4136578,-0.0061115320833664555,0.0061115320833664555,0.0,0.006149112582196858
Habitat,RETORNO_CERO,2017-07-24,entrenamiento,2017-07-19,3,13.3676262,13.3676262,13.396422,-0.002149514250894713,0.002149514250894713,0.0,0.0021541446154440536
Habitat,RETORNO_CERO,2017-07-25,entrenamiento,2017-07-20,3,13.405945,13.405945,13.4421679,-0.002694721585794202,0.002694721585794202,0.0,0.0027020027308779504
Habitat,RETORNO_CERO,2017-07-26,entrenamiento,2017-07-21,3,13.4136578,13.4136578,13.4401945,-0.0019744282718529016,0.0019744282718529016,0.0,0.0019783343511268203
Habitat,RETORNO_CERO,2017-07-27,entrenamiento,2017-07-21,4,13.4136578,13.4136578,13.4413039,-0.002056801944638753,0.002056801944638753,0.0,0.002061041097977112
Habitat,RETORNO_CERO,2017-07-28,entrenamiento,2017-07-21,5,13.4136578,13.4136578,13.4212453,-0.0005653350214828157,0.0005653350214828157,0.0,0.0005656548059547184
Habitat,RETORNO_CERO,2017-07-31,entrenamiento,2017-07-26,3,13.4401945,13.4401945,13.4258633,0.0010674322894379529,0.0010674322894379529,0.0,-0.0010662940926934317
Habitat,RETORNO_CERO,2017-08-01,entrenamiento,2017-07-27,3,13.4413039,13.4413039,13.4472515,-0.00044229112543936466,0.00044229112543936466,0.0,0.0004424868334389487
Habitat,RETORNO_CERO,2017-08-02,entrenamiento,2017-07-28,3,13.4212453,13.4212453,13.4790514,-0.004288588142040806,0.004288588142040806,0.0,0.004307059345677766
Habitat,RETORNO_CERO,2017-08-03,entrenamiento,2017-07-28,4,13.4212453,13.4212453,13.4726048,-0.0038121432909542508,0.0038121432909542508,0.0,0.0038267313391551205
Habitat,RETORNO_CERO,2017-08-04,entrenamiento,2017-07-28,5,13.4212453,13.4212453,13.5026338,-0.006027601814988071,0.006027601814988071,0.0,0.006064154121376397
Habitat,RETORNO_CERO,2017-08-07,entrenamiento,2017-08-02,3,13.4790514,13.4790514,13.5156037,-0.0027044518921489624,0.0027044518921489624,0.0,0.002711785786349896
Habitat,RETORNO_CERO,2017-08-08,entrenamiento,2017-08-03,3,13.4726048,13.4726048,13.5152962,-0.003158746901899212,0.003158746901899212,0.0,0.0031687562007312042
Habitat,RETORNO_CERO,2017-08-09,entrenamiento,2017-08-04,3,13.5026338,13.5026338,13.4983166,0.00031983247451750074,0.00031983247451750074,0.0,-0.0003197302144118952
Habitat,RETORNO_CERO,2017-08-10,entrenamiento,2017-08-04,4,13.5026338,13.5026338,13.4126901,0.006705865812854261,0.006705865812854261,0.0,-0.006661196721487017
Habitat,RETORNO_CERO,2017-08-11,entrenamiento,2017-08-04,5,13.5026338,13.5026338,13.3435268,0.01192390905229046,0.01192390905229046,0.0,-0.011783404805068565
Habitat,RETORNO_CERO,2017-08-14,entrenamiento,2017-08-09,3,13.4983166,13.4983166,13.3668823,0.009832831400034214,0.009832831400034214,0.0,-0.00973708825291597
Habitat,RETORNO_CERO,2017-08-15,entrenamiento,2017-08-10,3,13.4126901,13.4126901,13.3844992,0.002106234949754482,0.002106234949754482,0.0,-0.002101808048185716
Habitat,RETORNO_CERO,2017-08-16,entrenamiento,2017-08-11,3,13.3435268,13.3435268,13.4356651,-0.0068577401501321855,0.0068577401501321855,0.0,0.00690509348697832
Habitat,RETORNO_CERO,2017-08-17,entrenamiento,2017-08-11,4,13.3435268,13.3435268,13.4270804,-0.006222767534779905,0.006222767534779905,0.0,0.0062617328426244345
Habitat,RETORNO_CERO,2017-08-18,entrenamiento,2017-08-11,5,13.3435268,13.3435268,13.4180401,-0.0055532178652529796,0.0055532178652529796,0.0,0.005584228301621197
Habitat,RETORNO_CERO,2017-08-21,entrenamiento,2017-08-16,3,13.4356651,13.4356651,13.4094744,0.0019531488870285774,0.0019531488870285774,0.0,-0.0019493415327834773
Habitat,RETORNO_CERO,2017-08-22,entrenamiento,2017-08-17,3,13.4270804,13.4270804,13.4470694,-0.0014864948938242417,0.0014864948938242417,0.0,0.0014887078504424167
Habitat,RETORNO_CERO,2017-08-23,entrenamiento,2017-08-18,3,13.4180401,13.4180401,13.4639703,-0.0034113414525281938,0.0034113414525281938,0.0,0.003423018537558109
Habitat,RETORNO_CERO,2017-08-24,entrenamiento,2017-08-18,4,13.4180401,13.4180401,13.4670069,-0.0036360566504201053,0.0036360566504201053,0.0,0.003649325805785697
Habitat,RETORNO_CERO,2017-08-25,entrenamiento,2017-08-18,5,13.4180401,13.4180401,13.4886263,-0.0052330162041778205,0.0052330162041778205,0.0,0.005260544719940086
Habitat,RETORNO_CERO,2017-08-28,entrenamiento,2017-08-23,3,13.4639703,13.4639703,13.4899446,-0.001925456387715574,0.001925456387715574,0.0,0.0019291709221906927
Habitat,RETORNO_CERO,2017-08-29,entrenamiento,2017-08-24,3,13.4670069,13.4670069,13.4630795,0.0002917163194349204,0.0002917163194349204,0.0,-0.0002916312458413062
Habitat,RETORNO_CERO,2017-08-30,entrenamiento,2017-08-25,3,13.4886263,13.4886263,13.4810974,0.0005584782734380234,0.0005584782734380234,0.0,-0.0005581665495469901
Habitat,RETORNO_CERO,2017-08-31,entrenamiento,2017-08-25,4,13.4886263,13.4886263,13.5328458,-0.0032675684518624903,0.0032675684518624903,0.0,0.0032782804576623192
Habitat,RETORNO_CERO,2017-09-01,entrenamiento,2017-08-25,5,13.4886263,13.4886263,13.5801722,-0.006741144269142629,0.006741144269142629,0.0,0.006786895712278751
Habitat,RETORNO_CERO,2017-09-04,entrenamiento,2017-08-30,3,13.4810974,13.4810974,13.6083763,-0.009352982104117724,0.009352982104117724,0.0,0.009441286285788664
Habitat,RETORNO_CERO,2017-09-05,entrenamiento,2017-08-31,3,13.5328458,13.5328458,13.5638992,-0.0022894154211938744,0.0022894154211938744,0.0,0.002294668871494876
Habitat,RETORNO_CERO,2017-09-06,entrenamiento,2017-09-01,3,13.5801722,13.5801722,13.5995221,-0.001422836762771218,0.001422836762771218,0.0,0.0014248641118115302
Habitat,RETORNO_CERO,2017-09-07,entrenamiento,2017-09-01,4,13.5801722,13.5801722,13.6402319,-0.004403128952668367,0.004403128952668367,0.0,0.004422602240640172
Habitat,RETORNO_CERO,2017-09-08,entrenamiento,2017-09-01,5,13.5801722,13.5801722,13.6413074,-0.004481623220366715,0.004481623220366715,0.0,0.004501798585440753
Habitat,RETORNO_CERO,2017-09-11,entrenamiento,2017-09-06,3,13.5995221,13.5995221,13.703533,-0.007590079142364314,0.007590079142364314,0.0,0.007648129047122865
Habitat,RETORNO_CERO,2017-09-12,entrenamiento,2017-09-07,3,13.6402319,13.6402319,13.7711976,-0.00951011697050963,0.00951011697050963,0.0,0.009601427670742124
Habitat,RETORNO_CERO,2017-09-13,entrenamiento,2017-09-08,3,13.6413074,13.6413074,13.7956903,-0.01119066147780945,0.01119066147780945,0.0,0.011317309659043318
