escenario,periodo,fecha_cartera,afp,region_exposicion_preliminar,peso_exterior,peso_total_fondo,identificadores,peso_exterior_pct,peso_total_fondo_pct
ampliado_15pct,2015-01,2015-01-30,Habitat,Alemania,0.0048279754114574,0.0030497877387962,1,0.48279754114574003,0.30497877387962
ampliado_15pct,2015-01,2015-01-30,Habitat,Asia excepto Japón,0.0261563868719096,0.0165227494290571,1,2.61563868719096,1.6522749429057098
ampliado_15pct,2015-01,2015-01-30,Habitat,China,0.0124309836312022,0.0078525382232989,1,1.24309836312022,0.7852538223298899
ampliado_15pct,2015-01,2015-01-30,Habitat,Corea del Sur,0.0044143667305401,0.0027885149326572,1,0.44143667305401,0.27885149326572
ampliado_15pct,2015-01,2015-01-30,Habitat,Estados Unidos,0.40005134249383484,0.2527087599351207,18,40.00513424938348,25.27087599351207
ampliado_15pct,2015-01,2015-01-30,Habitat,Europa,0.052578264235830896,0.033213206764286005,2,5.25782642358309,3.3213206764286003
ampliado_15pct,2015-01,2015-01-30,Habitat,Eurozona,0.0061808754189097,0.003904402251694,1,0.61808754189097,0.39044022516939997
ampliado_15pct,2015-01,2015-01-30,Habitat,Global,0.20046333384918752,0.1266308474149639,4,20.046333384918753,12.66308474149639
ampliado_15pct,2015-01,2015-01-30,Habitat,Japón,0.0517483918470396,0.0326889839958571,1,5.17483918470396,3.2688983995857104
ampliado_15pct,2015-01,2015-01-30,Habitat,Mercados emergentes,0.0557299045039538,0.0352040689845052,2,5.5729904503953795,3.5204068984505197
ampliado_15pct,2015-01,2015-01-30,Habitat,No determinado,0.1854181750061323,0.1171269587126932,9,18.54181750061323,11.71269587126932
ampliado_15pct,2015-01,2015-01-30,Integra,Alemania,0.0590976355159414,0.0352998269824622,1,5.90976355159414,3.5299826982462204
ampliado_15pct,2015-01,2015-01-30,Integra,América Latina,0.0075203322399308,0.0044919974310745,3,0.75203322399308,0.44919974310745003
ampliado_15pct,2015-01,2015-01-30,Integra,Asia excepto Japón,0.0005674492979093,0.0003389452363473,1,0.05674492979093,0.03389452363473
ampliado_15pct,2015-01,2015-01-30,Integra,China,0.05947630865648985,0.03552601363489874,3,5.947630865648985,3.552601363489874
ampliado_15pct,2015-01,2015-01-30,Integra,Corea del Sur,0.0005797163710452,0.0003462725271179,1,0.057971637104519996,0.03462725271179
ampliado_15pct,2015-01,2015-01-30,Integra,Estados Unidos,0.4325464094426005,0.2583658936928254,18,43.254640944260046,25.836589369282542
ampliado_15pct,2015-01,2015-01-30,Integra,Europa,0.024879220142869002,0.0148606988898052,3,2.4879220142869003,1.48606988898052
ampliado_15pct,2015-01,2015-01-30,Integra,Eurozona,0.06844305393298869,0.0408819733800367,2,6.844305393298869,4.08819733800367
ampliado_15pct,2015-01,2015-01-30,Integra,Global,0.0008714300687981235,0.0005205171135415142,4,0.08714300687981236,0.05205171135415142
ampliado_15pct,2015-01,2015-01-30,Integra,Japón,0.0148419280170838,0.0088652868514154,1,1.48419280170838,0.88652868514154
ampliado_15pct,2015-01,2015-01-30,Integra,Mercados emergentes,0.0348938326235505,0.0208425640655973,1,3.4893832623550503,2.0842564065597298
ampliado_15pct,2015-01,2015-01-30,Integra,No determinado,0.29628268369078964,0.17697370429250447,42,29.628268369078963,17.697370429250448
ampliado_15pct,2015-01,2015-01-30,Prima,Alemania,0.0745719785037143,0.042189691739930604,2,7.45719785037143,4.21896917399306
ampliado_15pct,2015-01,2015-01-30,Prima,América Latina,0.021051912127211102,0.0119102872285856,2,2.10519121272111,1.19102872285856
ampliado_15pct,2015-01,2015-01-30,Prima,Asia excepto Japón,0.0340770467219933,0.0192793610342054,1,3.40770467219933,1.92793610342054
