afp,factor,mejor_lag_train,n_train,cobertura_train_pct,spearman_train,pearson_train,mutual_information_train,abs_spearman_train,indice,pais_region,ticker_elegido,moneda_local,moneda_modelo,transformacion,fx_ticker,fx_modo
Habitat,ret_IDX_LOCAL_ITALIA_FTSE_MIB,0,1779,99.9438202247191,0.3852536459760777,0.46969551343874844,0.11339689190366364,0.3852536459760777,FTSE MIB,Italia,FTSEMIB.MI,EUR,EUR,retorno_indice_moneda_local,EURUSD=X,DIRECTO
Habitat,ret_IDX_LOCAL_JAP_N_NIKKEI_225,0,1777,99.8314606741573,0.3765682248198007,0.4254837428833034,0.10239014457403961,0.3765682248198007,Nikkei 225,Japón,^N225,JPY,JPY,retorno_indice_moneda_local,JPY=X,INVERSO
Habitat,ret_IDX_LOCAL_TAIW_N_TAIEX,0,1761,98.93258426966293,0.3746288230198794,0.42685757542754443,0.07802984369294741,0.3746288230198794,TAIEX,Taiwán,^TWII,TWD,TWD,retorno_indice_moneda_local,TWD=X,INVERSO
Habitat,ret_IDX_LOCAL_COREA_DEL_SUR_KOSPI,0,1777,99.8314606741573,0.3673145645187657,0.4174402056894674,0.063451603814217,0.3673145645187657,KOSPI,Corea del Sur,^KS11,KRW,KRW,retorno_indice_moneda_local,KRW=X,INVERSO
Habitat,ret_IDX_LOCAL_M_XICO_S_P_BMV_IPC,0,1779,99.9438202247191,0.36551344312974166,0.4018897056504195,0.059517161520231454,0.36551344312974166,S&P/BMV IPC,México,^MXX,MXN,MXN,retorno_indice_moneda_local,MXN=X,INVERSO
Habitat,ret_IDX_PEN_ESTADOS_UNIDOS_RUSSELL_2000,0,1779,99.9438202247191,0.3132348894232307,0.35812479870221914,0.08568922548127489,0.3132348894232307,Russell 2000,Estados Unidos,^RUT,USD,PEN,indice_local_convertido_a_PEN,,USD
Habitat,ret_IDX_LOCAL_INDIA_BSE_SENSEX,0,1779,99.9438202247191,0.31050321306919104,0.3769002869989284,0.08361926975942247,0.31050321306919104,BSE Sensex,India,^BSESN,INR,INR,retorno_indice_moneda_local,INR=X,INVERSO
Habitat,ret_IDX_LOCAL_INDIA_NIFTY_50,0,1779,99.9438202247191,0.3093733367798582,0.3801820072233483,0.09603184874448711,0.3093733367798582,Nifty 50,India,^NSEI,INR,INR,retorno_indice_moneda_local,INR=X,INVERSO
Habitat,ret_IDX_PEN_ESTADOS_UNIDOS_NASDAQ_COMPOSITE,0,1779,99.9438202247191,0.305983108878652,0.35030153126433305,0.0991916887701354,0.305983108878652,Nasdaq Composite,Estados Unidos,^IXIC,USD,PEN,indice_local_convertido_a_PEN,,USD
Habitat,ret_IDX_LOCAL_AUSTRALIA_S_P_ASX_200,0,1779,99.9438202247191,0.3031459419216775,0.39262307198049495,0.07572552533916799,0.3031459419216775,S&P/ASX 200,Australia,^AXJO,AUD,AUD,retorno_indice_moneda_local,AUDUSD=X,DIRECTO
Habitat,ret_IDX_PEN_ALEMANIA_DAX,0,1779,99.9438202247191,0.29717165117325267,0.3386997782708045,0.05532815689952031,0.29717165117325267,DAX,Alemania,^GDAXI,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Habitat,ret_IDX_PEN_ESTADOS_UNIDOS_S_P_500,0,1779,99.9438202247191,0.2954213852909845,0.33936975851350487,0.102794389829163,0.2954213852909845,S&P 500,Estados Unidos,^GSPC,USD,PEN,indice_local_convertido_a_PEN,,USD
Habitat,ret_IDX_PEN_ZONA_EURO_EURO_STOXX_50,0,1779,99.9438202247191,0.295320139902269,0.3435174908044004,0.10640253387872445,0.295320139902269,EURO STOXX 50,Zona euro,^STOXX50E,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Habitat,ret_IDX_PEN_PA_SES_BAJOS_AEX,0,1779,99.9438202247191,0.29433039066490113,0.3266594520138573,0.06487023289756699,0.29433039066490113,AEX,Países Bajos,^AEX,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Habitat,ret_IDX_PEN_ESTADOS_UNIDOS_NASDAQ_100,0,1779,99.9438202247191,0.292511510425539,0.3406571423832087,0.06066656698497663,0.292511510425539,Nasdaq 100,Estados Unidos,^NDX,USD,PEN,indice_local_convertido_a_PEN,,USD
Habitat,ret_IDX_PEN_ESTADOS_UNIDOS_DOW_JONES_INDUSTRIAL_AVERAGE,0,1779,99.9438202247191,0.2924934558109918,0.3411714059401925,0.08218673061195503,0.2924934558109918,Dow Jones Industrial Average,Estados Unidos,^DJI,USD,PEN,indice_local_convertido_a_PEN,,USD
Habitat,ret_IDX_PEN_ALEMANIA_MDAX,0,1779,99.9438202247191,0.29172596509544924,0.31649645027040635,0.060469410117936384,0.29172596509544924,MDAX,Alemania,^MDAXI,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Habitat,ret_IDX_PEN_FRANCIA_CAC_40,0,1779,99.9438202247191,0.28965527920147416,0.34217302472365485,0.07549693967107896,0.28965527920147416,CAC 40,Francia,^FCHI,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Habitat,ret_IDX_PEN_EUROPA_STOXX_EUROPE_600,0,1779,99.9438202247191,0.2848686536916274,0.3242163962054747,0.06747886445760898,0.2848686536916274,STOXX Europe 600,Europa,^STOXX,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Habitat,ret_IDX_LOCAL_BRASIL_BOVESPA,0,1779,99.9438202247191,0.28435988464734935,0.3597063236427598,0.0461507479172063,0.28435988464734935,Bovespa,Brasil,^BVSP,BRL,BRL,retorno_indice_moneda_local,BRL=X,INVERSO
Habitat,ret_IDX_PEN_CANAD_S_P_TSX_COMPOSITE,0,1779,99.9438202247191,0.2792697261156963,0.3281249296505201,0.06749004498938316,0.2792697261156963,S&P/TSX Composite,Canadá,^GSPTSE,CAD,PEN,indice_local_convertido_a_PEN,CAD=X,INVERSO
Habitat,ret_IDX_PEN_ITALIA_FTSE_MIB,0,1779,99.9438202247191,0.27793141688995876,0.32589558527857915,0.0691547196354545,0.27793141688995876,FTSE MIB,Italia,FTSEMIB.MI,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Habitat,ret_IDX_PEN_REINO_UNIDO_FTSE_100,0,1779,99.9438202247191,0.2761499330555525,0.3280725212742626,0.0882503613275194,0.2761499330555525,FTSE 100,Reino Unido,^FTSE,GBP,PEN,indice_local_convertido_a_PEN,GBPUSD=X,DIRECTO
Habitat,ret_IDX_PEN_HONG_KONG_HANG_SENG,0,1779,99.9438202247191,0.2712162192375403,0.27338372500150004,0.02335126175535951,0.2712162192375403,Hang Seng,Hong Kong,^HSI,HKD,PEN,indice_local_convertido_a_PEN,HKD=X,INVERSO
Habitat,ret_IDX_PEN_COREA_DEL_SUR_KOSPI,0,1777,99.8314606741573,0.2708149735381999,0.27372889315626003,0.05607915157576482,0.2708149735381999,KOSPI,Corea del Sur,^KS11,KRW,PEN,indice_local_convertido_a_PEN,KRW=X,INVERSO
Habitat,ret_IDX_LOCAL_ARGENTINA_S_P_MERVAL,0,1779,99.9438202247191,0.26957556818193856,0.306622062570656,0.01616924932710706,0.26957556818193856,S&P MERVAL,Argentina,^MERV,ARS,ARS,retorno_indice_moneda_local,ARS=X,INVERSO
Habitat,ret_IDX_PEN_M_XICO_S_P_BMV_IPC,0,1779,99.9438202247191,0.2686497251962345,0.29350328347143845,0.020333081752310633,0.2686497251962345,S&P/BMV IPC,México,^MXX,MXN,PEN,indice_local_convertido_a_PEN,MXN=X,INVERSO
Habitat,ret_IDX_LOCAL_CHINA_SHANGHAI_COMPOSITE,0,1775,99.71910112359551,0.2613294320540772,0.2770619993509678,0.056769582146031894,0.2613294320540772,Shanghai Composite,China,000001.SS,CNY,CNY,retorno_indice_moneda_local,CNY=X,INVERSO
Habitat,ret_IDX_PEN_ESPA_A_IBEX_35,0,1779,99.9438202247191,0.26035292327568904,0.3177001061177539,0.06182054236024914,0.26035292327568904,IBEX 35,España,^IBEX,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Habitat,ret_IDX_PEN_BRASIL_BOVESPA,0,1779,99.9438202247191,0.25117201857432153,0.30451799476352753,0.041851742425818905,0.25117201857432153,Bovespa,Brasil,^BVSP,BRL,PEN,indice_local_convertido_a_PEN,BRL=X,INVERSO
Habitat,ret_IDX_PEN_TAIW_N_TAIEX,0,1761,98.93258426966293,0.24588541028513608,0.2553631729844254,0.05327750438930323,0.24588541028513608,TAIEX,Taiwán,^TWII,TWD,PEN,indice_local_convertido_a_PEN,TWD=X,INVERSO
Habitat,ret_IDX_LOCAL_CHINA_SHENZHEN_COMPONENT,0,1775,99.71910112359551,0.24101093564706305,0.2654326901121583,0.05864162259601091,0.24101093564706305,Shenzhen Component,China,399001.SZ,CNY,CNY,retorno_indice_moneda_local,CNY=X,INVERSO
Habitat,ret_IDX_PEN_SUIZA_SMI,0,1779,99.9438202247191,0.23252538276113185,0.24137772237709276,0.0391497298859651,0.23252538276113185,SMI,Suiza,^SSMI,CHF,PEN,indice_local_convertido_a_PEN,CHF=X,INVERSO
Habitat,ret_IDX_PEN_ARGENTINA_S_P_MERVAL,0,1779,99.9438202247191,0.23043603055690767,0.2663019034807355,0.010482166218026556,0.23043603055690767,S&P MERVAL,Argentina,^MERV,ARS,PEN,indice_local_convertido_a_PEN,ARS=X,INVERSO
Habitat,ret_IDX_PEN_AUSTRALIA_S_P_ASX_200,0,1779,99.9438202247191,0.23040860016036663,0.2762953573145425,0.06601648375455582,0.23040860016036663,S&P/ASX 200,Australia,^AXJO,AUD,PEN,indice_local_convertido_a_PEN,AUDUSD=X,DIRECTO
Habitat,ret_IDX_PEN_JAP_N_NIKKEI_225,0,1777,99.8314606741573,0.22693623152959197,0.24276690526521577,0.030274600749153002,0.22693623152959197,Nikkei 225,Japón,^N225,JPY,PEN,indice_local_convertido_a_PEN,JPY=X,INVERSO
Habitat,ret_IDX_PEN_INDIA_NIFTY_50,0,1779,99.9438202247191,0.2155976076346275,0.2487895823251495,0.021956406936258333,0.2155976076346275,Nifty 50,India,^NSEI,INR,PEN,indice_local_convertido_a_PEN,INR=X,INVERSO
Habitat,ret_IDX_PEN_INDIA_BSE_SENSEX,0,1779,99.9438202247191,0.215410138884126,0.2486936953659064,0.03415572274295453,0.215410138884126,BSE Sensex,India,^BSESN,INR,PEN,indice_local_convertido_a_PEN,INR=X,INVERSO
Habitat,ret_IDX_PEN_CHINA_SHENZHEN_COMPONENT,0,1775,99.71910112359551,0.17630161027535496,0.20082618431286076,0.0,0.17630161027535496,Shenzhen Component,China,399001.SZ,CNY,PEN,indice_local_convertido_a_PEN,CNY=X,INVERSO
Habitat,ret_IDX_PEN_CHINA_SHANGHAI_COMPOSITE,0,1775,99.71910112359551,0.17460614144118283,0.19188503879478275,0.014575625018220073,0.17460614144118283,Shanghai Composite,China,000001.SS,CNY,PEN,indice_local_convertido_a_PEN,CNY=X,INVERSO
Integra,ret_IDX_LOCAL_ESTADOS_UNIDOS_S_P_500,0,1779,99.9438202247191,0.5825778975025944,0.6276850988785213,0.28607322459447637,0.5825778975025944,S&P 500,Estados Unidos,^GSPC,USD,USD,retorno_indice_moneda_local,,USD
Integra,ret_IDX_LOCAL_ESTADOS_UNIDOS_DOW_JONES_INDUSTRIAL_AVERAGE,0,1779,99.9438202247191,0.5722262253299963,0.6211269216281868,0.2534918725593651,0.5722262253299963,Dow Jones Industrial Average,Estados Unidos,^DJI,USD,USD,retorno_indice_moneda_local,,USD
Integra,ret_IDX_LOCAL_EUROPA_STOXX_EUROPE_600,0,1779,99.9438202247191,0.5481519313203789,0.6306135490260905,0.21733412878609748,0.5481519313203789,STOXX Europe 600,Europa,^STOXX,EUR,EUR,retorno_indice_moneda_local,EURUSD=X,DIRECTO
Integra,ret_IDX_LOCAL_PA_SES_BAJOS_AEX,0,1779,99.9438202247191,0.5407942863632911,0.6157230387995667,0.25735043849416517,0.5407942863632911,AEX,Países Bajos,^AEX,EUR,EUR,retorno_indice_moneda_local,EURUSD=X,DIRECTO
Integra,ret_IDX_LOCAL_ESTADOS_UNIDOS_NASDAQ_COMPOSITE,0,1779,99.9438202247191,0.5398744225443227,0.5948654406274382,0.20925650986559496,0.5398744225443227,Nasdaq Composite,Estados Unidos,^IXIC,USD,USD,retorno_indice_moneda_local,,USD
Integra,ret_IDX_LOCAL_ZONA_EURO_EURO_STOXX_50,0,1779,99.9438202247191,0.5359719824272104,0.6190982777406209,0.2161616382301199,0.5359719824272104,EURO STOXX 50,Zona euro,^STOXX50E,EUR,EUR,retorno_indice_moneda_local,EURUSD=X,DIRECTO
Integra,ret_IDX_LOCAL_FRANCIA_CAC_40,0,1779,99.9438202247191,0.5334619931862088,0.6196189645857492,0.26020650521839084,0.5334619931862088,CAC 40,Francia,^FCHI,EUR,EUR,retorno_indice_moneda_local,EURUSD=X,DIRECTO
Integra,ret_IDX_LOCAL_ALEMANIA_MDAX,0,1779,99.9438202247191,0.5305349709100847,0.6007361765634869,0.2256336303799431,0.5305349709100847,MDAX,Alemania,^MDAXI,EUR,EUR,retorno_indice_moneda_local,EURUSD=X,DIRECTO
Integra,ret_IDX_LOCAL_ESTADOS_UNIDOS_RUSSELL_2000,0,1779,99.9438202247191,0.5282020249652966,0.5811703195243199,0.2100190221199334,0.5282020249652966,Russell 2000,Estados Unidos,^RUT,USD,USD,retorno_indice_moneda_local,,USD
Integra,ret_IDX_LOCAL_ALEMANIA_DAX,0,1779,99.9438202247191,0.521959451651865,0.6028007953475031,0.19627319255112585,0.521959451651865,DAX,Alemania,^GDAXI,EUR,EUR,retorno_indice_moneda_local,EURUSD=X,DIRECTO
Integra,ret_IDX_LOCAL_ESTADOS_UNIDOS_NASDAQ_100,0,1779,99.9438202247191,0.5103358862733397,0.5689309683636196,0.21266785783552233,0.5103358862733397,Nasdaq 100,Estados Unidos,^NDX,USD,USD,retorno_indice_moneda_local,,USD
Integra,ret_IDX_LOCAL_CANAD_S_P_TSX_COMPOSITE,0,1779,99.9438202247191,0.5076416970848379,0.5894452412152625,0.2205960541574994,0.5076416970848379,S&P/TSX Composite,Canadá,^GSPTSE,CAD,CAD,retorno_indice_moneda_local,CAD=X,INVERSO
Integra,ret_IDX_LOCAL_REINO_UNIDO_FTSE_100,0,1779,99.9438202247191,0.5041604799188911,0.5890210737528665,0.19254020804306826,0.5041604799188911,FTSE 100,Reino Unido,^FTSE,GBP,GBP,retorno_indice_moneda_local,GBPUSD=X,DIRECTO
Integra,ret_IDX_LOCAL_ESPA_A_IBEX_35,0,1779,99.9438202247191,0.46763157925724647,0.569131308965466,0.1730803885192307,0.46763157925724647,IBEX 35,España,^IBEX,EUR,EUR,retorno_indice_moneda_local,EURUSD=X,DIRECTO
Integra,ret_IDX_LOCAL_SUIZA_SMI,0,1779,99.9438202247191,0.46342232936276845,0.5119716238449646,0.16940131521920065,0.46342232936276845,SMI,Suiza,^SSMI,CHF,CHF,retorno_indice_moneda_local,CHF=X,INVERSO
Integra,ret_IDX_LOCAL_ITALIA_FTSE_MIB,0,1779,99.9438202247191,0.4622837223397642,0.5581340045737375,0.16238134405802107,0.4622837223397642,FTSE MIB,Italia,FTSEMIB.MI,EUR,EUR,retorno_indice_moneda_local,EURUSD=X,DIRECTO
Integra,ret_IDX_LOCAL_HONG_KONG_HANG_SENG,0,1779,99.9438202247191,0.4251967724293331,0.46306317319349727,0.12101731638755897,0.4251967724293331,Hang Seng,Hong Kong,^HSI,HKD,HKD,retorno_indice_moneda_local,HKD=X,INVERSO
Integra,ret_IDX_LOCAL_M_XICO_S_P_BMV_IPC,0,1779,99.9438202247191,0.4120350812529552,0.4578452949477909,0.1271573243520816,0.4120350812529552,S&P/BMV IPC,México,^MXX,MXN,MXN,retorno_indice_moneda_local,MXN=X,INVERSO
Integra,ret_IDX_LOCAL_COREA_DEL_SUR_KOSPI,0,1777,99.8314606741573,0.3794775555837655,0.43874812786609346,0.0987119380312782,0.3794775555837655,KOSPI,Corea del Sur,^KS11,KRW,KRW,retorno_indice_moneda_local,KRW=X,INVERSO
Integra,ret_IDX_PEN_ESTADOS_UNIDOS_RUSSELL_2000,0,1779,99.9438202247191,0.3656212433680949,0.4257735903629688,0.11983572561705635,0.3656212433680949,Russell 2000,Estados Unidos,^RUT,USD,PEN,indice_local_convertido_a_PEN,,USD
Integra,ret_IDX_LOCAL_JAP_N_NIKKEI_225,0,1777,99.8314606741573,0.365076404868715,0.41629198463188594,0.08751370611913423,0.365076404868715,Nikkei 225,Japón,^N225,JPY,JPY,retorno_indice_moneda_local,JPY=X,INVERSO
Integra,ret_IDX_PEN_ZONA_EURO_EURO_STOXX_50,0,1779,99.9438202247191,0.35610263981227297,0.4152221708238717,0.07077798080736919,0.35610263981227297,EURO STOXX 50,Zona euro,^STOXX50E,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Integra,ret_IDX_PEN_ALEMANIA_DAX,0,1779,99.9438202247191,0.3556542732497602,0.4078734594922474,0.08538838104265167,0.3556542732497602,DAX,Alemania,^GDAXI,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Integra,ret_IDX_PEN_ESTADOS_UNIDOS_NASDAQ_COMPOSITE,0,1779,99.9438202247191,0.3545313215989198,0.4121760120857166,0.09166476508283417,0.3545313215989198,Nasdaq Composite,Estados Unidos,^IXIC,USD,PEN,indice_local_convertido_a_PEN,,USD
Integra,ret_IDX_PEN_FRANCIA_CAC_40,0,1779,99.9438202247191,0.3516972286113402,0.4155835264907115,0.0708133901198078,0.3516972286113402,CAC 40,Francia,^FCHI,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Integra,ret_IDX_LOCAL_TAIW_N_TAIEX,0,1761,98.93258426966293,0.3482323298776696,0.41205276310044764,0.06367596032380884,0.3482323298776696,TAIEX,Taiwán,^TWII,TWD,TWD,retorno_indice_moneda_local,TWD=X,INVERSO
Integra,ret_IDX_PEN_PA_SES_BAJOS_AEX,0,1779,99.9438202247191,0.3471423697044976,0.3898152885895017,0.10871394930360623,0.3471423697044976,AEX,Países Bajos,^AEX,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Integra,ret_IDX_PEN_ESTADOS_UNIDOS_S_P_500,0,1779,99.9438202247191,0.3463098903898351,0.40850468736063833,0.11026587799556076,0.3463098903898351,S&P 500,Estados Unidos,^GSPC,USD,PEN,indice_local_convertido_a_PEN,,USD
Integra,ret_IDX_PEN_ESTADOS_UNIDOS_DOW_JONES_INDUSTRIAL_AVERAGE,0,1779,99.9438202247191,0.34549757766659833,0.41412368031881847,0.08317289986202159,0.34549757766659833,Dow Jones Industrial Average,Estados Unidos,^DJI,USD,PEN,indice_local_convertido_a_PEN,,USD
Integra,ret_IDX_PEN_ESTADOS_UNIDOS_NASDAQ_100,0,1779,99.9438202247191,0.34088415795113114,0.40168450139317324,0.10473434232689449,0.34088415795113114,Nasdaq 100,Estados Unidos,^NDX,USD,PEN,indice_local_convertido_a_PEN,,USD
Integra,ret_IDX_PEN_ALEMANIA_MDAX,0,1779,99.9438202247191,0.34032750614663615,0.3769308822677046,0.08375540878846977,0.34032750614663615,MDAX,Alemania,^MDAXI,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Integra,ret_IDX_PEN_EUROPA_STOXX_EUROPE_600,0,1779,99.9438202247191,0.3402270772200618,0.39006656106081394,0.0858636589525652,0.3402270772200618,STOXX Europe 600,Europa,^STOXX,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Integra,ret_IDX_PEN_ITALIA_FTSE_MIB,0,1779,99.9438202247191,0.33834873019749706,0.4025739345937746,0.048610664566516526,0.33834873019749706,FTSE MIB,Italia,FTSEMIB.MI,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Integra,ret_IDX_LOCAL_INDIA_NIFTY_50,0,1779,99.9438202247191,0.32874109786512795,0.41614078035671465,0.10040515088762536,0.32874109786512795,Nifty 50,India,^NSEI,INR,INR,retorno_indice_moneda_local,INR=X,INVERSO
Integra,ret_IDX_LOCAL_INDIA_BSE_SENSEX,0,1779,99.9438202247191,0.3279131534116876,0.4124864812419389,0.0694637400451672,0.3279131534116876,BSE Sensex,India,^BSESN,INR,INR,retorno_indice_moneda_local,INR=X,INVERSO
Integra,ret_IDX_LOCAL_BRASIL_BOVESPA,0,1779,99.9438202247191,0.3271390566950963,0.43088997279269664,0.08382026436752366,0.3271390566950963,Bovespa,Brasil,^BVSP,BRL,BRL,retorno_indice_moneda_local,BRL=X,INVERSO
Integra,ret_IDX_PEN_ESPA_A_IBEX_35,0,1779,99.9438202247191,0.31714134857761467,0.38997414490335575,0.07566459131970849,0.31714134857761467,IBEX 35,España,^IBEX,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Integra,ret_IDX_PEN_REINO_UNIDO_FTSE_100,0,1779,99.9438202247191,0.3168298015081519,0.3828026062219704,0.07136203124232665,0.3168298015081519,FTSE 100,Reino Unido,^FTSE,GBP,PEN,indice_local_convertido_a_PEN,GBPUSD=X,DIRECTO
Integra,ret_IDX_PEN_CANAD_S_P_TSX_COMPOSITE,0,1779,99.9438202247191,0.303607382745232,0.3813603675155748,0.11231129306125887,0.303607382745232,S&P/TSX Composite,Canadá,^GSPTSE,CAD,PEN,indice_local_convertido_a_PEN,CAD=X,INVERSO
Integra,ret_IDX_PEN_HONG_KONG_HANG_SENG,0,1779,99.9438202247191,0.30153680554979806,0.30502098885260587,0.0398123861361519,0.30153680554979806,Hang Seng,Hong Kong,^HSI,HKD,PEN,indice_local_convertido_a_PEN,HKD=X,INVERSO
Integra,ret_IDX_LOCAL_ARGENTINA_S_P_MERVAL,0,1779,99.9438202247191,0.2955461372874403,0.3425078389313814,0.06852646541630225,0.2955461372874403,S&P MERVAL,Argentina,^MERV,ARS,ARS,retorno_indice_moneda_local,ARS=X,INVERSO
Integra,ret_IDX_LOCAL_AUSTRALIA_S_P_ASX_200,0,1779,99.9438202247191,0.2914240642936131,0.41166368889475624,0.04121974104694193,0.2914240642936131,S&P/ASX 200,Australia,^AXJO,AUD,AUD,retorno_indice_moneda_local,AUDUSD=X,DIRECTO
Integra,ret_IDX_PEN_M_XICO_S_P_BMV_IPC,0,1779,99.9438202247191,0.28750960197087944,0.3282092008027946,0.11253678132056599,0.28750960197087944,S&P/BMV IPC,México,^MXX,MXN,PEN,indice_local_convertido_a_PEN,MXN=X,INVERSO
Integra,ret_IDX_PEN_SUIZA_SMI,0,1779,99.9438202247191,0.28630018150738157,0.30076580792451657,0.0795926408169274,0.28630018150738157,SMI,Suiza,^SSMI,CHF,PEN,indice_local_convertido_a_PEN,CHF=X,INVERSO
Integra,ret_IDX_LOCAL_CHINA_SHANGHAI_COMPOSITE,0,1775,99.71910112359551,0.2757292137920683,0.28532403847012816,0.050705007189327134,0.2757292137920683,Shanghai Composite,China,000001.SS,CNY,CNY,retorno_indice_moneda_local,CNY=X,INVERSO
