afp,factor,mejor_lag_train,n_train,cobertura_train_pct,spearman_train,pearson_train,mutual_information_train,abs_spearman_train,indice,pais_region,ticker_elegido,moneda_local,moneda_modelo,transformacion,fx_ticker,fx_modo
Profuturo,ret_IDX_LOCAL_INDIA_BSE_SENSEX,0,1779,99.9438202247191,0.2976317311974643,0.37600726518423555,0.05177528978999746,0.2976317311974643,BSE Sensex,India,^BSESN,INR,INR,retorno_indice_moneda_local,INR=X,INVERSO
Profuturo,ret_IDX_LOCAL_ARGENTINA_S_P_MERVAL,0,1779,99.9438202247191,0.297398483716854,0.34177587756045036,0.07046684567873474,0.297398483716854,S&P MERVAL,Argentina,^MERV,ARS,ARS,retorno_indice_moneda_local,ARS=X,INVERSO
Profuturo,ret_IDX_PEN_CANAD_S_P_TSX_COMPOSITE,0,1779,99.9438202247191,0.29656524545739743,0.3684586060911124,0.06765923379109573,0.29656524545739743,S&P/TSX Composite,Canadá,^GSPTSE,CAD,PEN,indice_local_convertido_a_PEN,CAD=X,INVERSO
Profuturo,ret_IDX_PEN_REINO_UNIDO_FTSE_100,0,1779,99.9438202247191,0.28926023247037286,0.34597691696055677,0.05526486944135467,0.28926023247037286,FTSE 100,Reino Unido,^FTSE,GBP,PEN,indice_local_convertido_a_PEN,GBPUSD=X,DIRECTO
Profuturo,ret_IDX_PEN_ESPA_A_IBEX_35,0,1779,99.9438202247191,0.2876526599076494,0.35688192136216385,0.06812846401304018,0.2876526599076494,IBEX 35,España,^IBEX,EUR,PEN,indice_local_convertido_a_PEN,EURUSD=X,DIRECTO
Profuturo,ret_IDX_PEN_M_XICO_S_P_BMV_IPC,0,1779,99.9438202247191,0.2822741729730115,0.3074489506146123,0.04151704968697256,0.2822741729730115,S&P/BMV IPC,México,^MXX,MXN,PEN,indice_local_convertido_a_PEN,MXN=X,INVERSO
Profuturo,ret_IDX_PEN_HONG_KONG_HANG_SENG,0,1779,99.9438202247191,0.26525174486201714,0.26316415338809396,0.0450510547626406,0.26525174486201714,Hang Seng,Hong Kong,^HSI,HKD,PEN,indice_local_convertido_a_PEN,HKD=X,INVERSO
Profuturo,ret_IDX_PEN_SUIZA_SMI,0,1779,99.9438202247191,0.26333829460471814,0.2733964659756147,0.020683052065361807,0.26333829460471814,SMI,Suiza,^SSMI,CHF,PEN,indice_local_convertido_a_PEN,CHF=X,INVERSO
Profuturo,ret_IDX_PEN_BRASIL_BOVESPA,0,1779,99.9438202247191,0.25664417168120396,0.3324576893513479,0.031032515872633226,0.25664417168120396,Bovespa,Brasil,^BVSP,BRL,PEN,indice_local_convertido_a_PEN,BRL=X,INVERSO
Profuturo,ret_IDX_LOCAL_AUSTRALIA_S_P_ASX_200,0,1779,99.9438202247191,0.2499223572626593,0.37906584472731847,0.0492272029570584,0.2499223572626593,S&P/ASX 200,Australia,^AXJO,AUD,AUD,retorno_indice_moneda_local,AUDUSD=X,DIRECTO
Profuturo,ret_IDX_LOCAL_CHINA_SHANGHAI_COMPOSITE,0,1775,99.71910112359551,0.24889612518777748,0.2648692915236524,0.02091657228082422,0.24889612518777748,Shanghai Composite,China,000001.SS,CNY,CNY,retorno_indice_moneda_local,CNY=X,INVERSO
Profuturo,ret_IDX_PEN_ARGENTINA_S_P_MERVAL,0,1779,99.9438202247191,0.24324887108572563,0.29080432624207053,0.053780642584733584,0.24324887108572563,S&P MERVAL,Argentina,^MERV,ARS,PEN,indice_local_convertido_a_PEN,ARS=X,INVERSO
Profuturo,ret_IDX_PEN_COREA_DEL_SUR_KOSPI,0,1777,99.8314606741573,0.2267666852674762,0.2360589553772652,0.016019683237601612,0.2267666852674762,KOSPI,Corea del Sur,^KS11,KRW,PEN,indice_local_convertido_a_PEN,KRW=X,INVERSO
Profuturo,ret_IDX_LOCAL_CHINA_SHENZHEN_COMPONENT,0,1775,99.71910112359551,0.2266946653402759,0.25044572018006817,0.038271647489737326,0.2266946653402759,Shenzhen Component,China,399001.SZ,CNY,CNY,retorno_indice_moneda_local,CNY=X,INVERSO
Profuturo,ret_IDX_PEN_TAIW_N_TAIEX,0,1761,98.93258426966293,0.20675835840240253,0.2284653966698106,0.05396795392027087,0.20675835840240253,TAIEX,Taiwán,^TWII,TWD,PEN,indice_local_convertido_a_PEN,TWD=X,INVERSO
Profuturo,ret_IDX_PEN_INDIA_NIFTY_50,0,1779,99.9438202247191,0.1944452722347502,0.23314103342671524,0.02491383890746679,0.1944452722347502,Nifty 50,India,^NSEI,INR,PEN,indice_local_convertido_a_PEN,INR=X,INVERSO
Profuturo,ret_IDX_PEN_INDIA_BSE_SENSEX,0,1779,99.9438202247191,0.19339641443582276,0.23330263122250675,0.024938567509658505,0.19339641443582276,BSE Sensex,India,^BSESN,INR,PEN,indice_local_convertido_a_PEN,INR=X,INVERSO
Profuturo,ret_IDX_PEN_JAP_N_NIKKEI_225,0,1777,99.8314606741573,0.18527901154441506,0.20536769378609834,0.0015421469948462274,0.18527901154441506,Nikkei 225,Japón,^N225,JPY,PEN,indice_local_convertido_a_PEN,JPY=X,INVERSO
Profuturo,ret_IDX_PEN_AUSTRALIA_S_P_ASX_200,0,1779,99.9438202247191,0.1742313441280079,0.24299807861302575,0.044532470116632084,0.1742313441280079,S&P/ASX 200,Australia,^AXJO,AUD,PEN,indice_local_convertido_a_PEN,AUDUSD=X,DIRECTO
Profuturo,ret_IDX_PEN_CHINA_SHANGHAI_COMPOSITE,0,1775,99.71910112359551,0.16142410241024097,0.18148316330999553,0.0077277703171345635,0.16142410241024097,Shanghai Composite,China,000001.SS,CNY,PEN,indice_local_convertido_a_PEN,CNY=X,INVERSO
Profuturo,ret_IDX_PEN_CHINA_SHENZHEN_COMPONENT,0,1775,99.71910112359551,0.16008237061252817,0.18762233210055412,0.00275670443977738,0.16008237061252817,Shenzhen Component,China,399001.SZ,CNY,PEN,indice_local_convertido_a_PEN,CNY=X,INVERSO
