afp,instrumentos,peso_base_cartera_pct,ticker_intradia_probable_pct,ticker_no_us_requiere_fuente_pct,proxy_privado_pct,proxy_pendiente_pct
Habitat,101,53.773724533851855,32.21819109951955,9.928446649121105,10.202164246921578,1.4249225382896182
Integra,66,59.62466536489357,41.30424165958139,5.388745041320713,0.95324733660606,11.978431327385398
Prima,33,54.854484314680896,42.261198691668724,4.765829117140028,6.3411212449463905,1.4863352609257452
Profuturo,38,62.259804029889665,47.38418208942339,3.7341744073667806,0.0,11.141447533099496
