fecha_cartera,afp,suma_componentes_pct,participacion_no_mapeada_pct,numero_componentes,categorias_economicas,desvio_vs_100_pct,estado_suma,estado_mapeo,estado_general
2019-08-30,Habitat,100.00000000001553,0.0,44,21,1.553246420371579e-11,correcto,correcto,correcto
2019-08-30,Integra,100.00000000000132,0.0216873248841239,44,21,1.3216094885137863e-12,correcto,correcto,correcto
2019-08-30,Prima,100.0,0.0,44,21,0.0,correcto,correcto,correcto
2019-08-30,Profuturo,99.99999999999825,0.0289057765062905,44,21,-1.7479351299698465e-12,correcto,correcto,correcto
2019-09-30,Habitat,100.0,0.0,44,21,0.0,correcto,correcto,correcto
2019-09-30,Integra,100.00000000000132,0.0215568554884656,44,21,1.3216094885137863e-12,correcto,correcto,correcto
2019-09-30,Prima,99.99999999999847,0.0,44,21,-1.5347723092418164e-12,correcto,correcto,correcto
2019-09-30,Profuturo,99.99999999999824,0.0291060655112827,44,21,-1.7621459846850485e-12,correcto,correcto,correcto
2019-10-31,Habitat,100.00000000001538,0.0,44,21,1.5376144801848568e-11,correcto,correcto,correcto
2019-10-31,Integra,100.00000000000261,0.021260517299085,44,21,2.6147972675971687e-12,correcto,correcto,correcto
2019-10-31,Prima,100.00000000000001,0.0,44,21,1.4210854715202004e-14,correcto,correcto,correcto
2019-10-31,Profuturo,100.0,0.0290171532213052,44,21,0.0,correcto,correcto,correcto
2019-11-30,Habitat,100.00000000000001,0.0,44,21,1.4210854715202004e-14,correcto,correcto,correcto
2019-11-30,Integra,100.00000000000263,0.0218253493391149,44,21,2.6290081223123707e-12,correcto,correcto,correcto
2019-11-30,Prima,100.00000000000315,0.0,44,21,3.154809746774845e-12,correcto,correcto,correcto
2019-11-30,Profuturo,100.0000000000036,0.0297587444390965,44,21,3.595346242946107e-12,correcto,correcto,correcto
2019-12-31,Habitat,99.99999999999221,0.0,44,21,-7.787548383930698e-12,correcto,correcto,correcto
2019-12-31,Integra,99.99999999999868,0.0211680659910357,44,21,-1.3216094885137863e-12,correcto,correcto,correcto
2019-12-31,Prima,100.0,0.0,44,21,0.0,correcto,correcto,correcto
2019-12-31,Profuturo,100.0000000000018,0.0291652565324157,44,21,1.8047785488306545e-12,correcto,correcto,correcto
2020-01-31,Habitat,100.0,0.0,44,21,0.0,correcto,correcto,correcto
2020-01-31,Integra,99.99999999997334,0.0219320741676657,44,21,-2.665956344571896e-11,correcto,correcto,correcto
2020-01-31,Prima,100.0,0.0,44,21,0.0,correcto,correcto,correcto
2020-01-31,Profuturo,99.99999999999999,0.0301307399348973,44,21,-1.4210854715202004e-14,correcto,correcto,correcto
2020-02-29,Habitat,100.00000000000001,0.0,44,21,1.4210854715202004e-14,correcto,correcto,correcto
2020-02-29,Integra,99.9999999999986,0.0235463446780018,44,21,-1.4068746168049984e-12,correcto,correcto,correcto
2020-02-29,Prima,100.0000000000017,0.0,44,21,1.7053025658242404e-12,correcto,correcto,correcto
2020-02-29,Profuturo,100.00000000000001,0.0325278409866317,44,21,1.4210854715202004e-14,correcto,correcto,correcto
2020-03-31,Habitat,100.0,0.0,44,21,0.0,correcto,correcto,correcto
2020-03-31,Integra,100.0,0.0274153001688972,44,21,0.0,correcto,correcto,correcto
2020-03-31,Prima,100.00000000000408,0.0,44,21,4.078515303262975e-12,correcto,correcto,correcto
2020-03-31,Profuturo,99.99999999999777,0.0373094716232118,44,21,-2.2311041902867146e-12,correcto,correcto,correcto
