fecha_prediccion,estado_global,intensidad_global,consenso_direccion,diferenciacion_entre_afp,accionabilidad_estadistica,afp_validadas,retorno_medio_pct,retorno_mediano_pct,retorno_minimo_pct,retorno_maximo_pct,dispersion_entre_afp_pp,ratio_rmse_mediano,dias_tendencia_disponibles,modelo_operativo,composicion_utilizada,lectura
2026-07-03,VALIDADO_DEBIL,debil,positiva,baja,no_concluyente_por_si_sola,4,0.11205473870438998,0.109824165725805,0.1021033721733699,0.12646725119258,0.02436387901921011,0.26173307512749333,3,M0_base_mercado,False,Sesgo positivo débil y homogéneo; sin diferenciación estadística suficiente entre AFP y sin señal fuerte por sí sola.
