afp,modelo_operativo,rmse_prueba,mae_prueba,r2_prueba,correlacion_prueba,acierto_direccion_pct,fecha_ultima_oficial,valor_ultima_oficial,fecha_ultimo_mercado,dias_nowcast
Habitat,ElasticNet,0.0067079351057543,0.0045361274703645,0.3845058733878846,0.7073373307262825,74.46236559139786,2026-06-30,33.5370629,2026-07-03,3
Integra,Huber_robusto,0.0071106440300374,0.0049254710789273,0.3886664818697933,0.7316766981210963,70.6989247311828,2026-06-30,72.3284597,2026-07-03,3
Prima,Huber_robusto,0.0075262520539968,0.0051347210867444,0.3685252111675012,0.7424013381085446,73.9247311827957,2026-06-30,65.7918163,2026-07-03,3
Profuturo,Huber_robusto,0.0076698083112217,0.0052550685032107,0.3540768530841778,0.6879318638645541,70.16129032258065,2026-06-30,71.9348302,2026-07-03,3
