anio,mes,archivo,hoja,fila_excel_aprox,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37
2026,1,CA-0001-en2026.XLS,11,11,Monedas,191479.2411412666,0.11466557412646436,124863.89407769193,0.009519222193435008,16840,0.003377298348859043,7849164.507978599,1.0088922295968765,24046143.12856034,0.888322269517462,3917757.286422204,1.1530807634927909,3635727.8846010864,0.7547216628573236,7965836.109313102,0.6110280312063516,2860443.724126979,0.8038131593479069,3820242.4398345477,0.5625436870541334,9217886.950193195,0.4208663971656743,1229491.1313674783,0.4081363293086194,64875876.297616504,0.5492781079437079,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,11,12,2. Swaps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,11,13,Interest Rate Swap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,11,14,3. Futuros,0,0,0,0,0,0,1308804.8000000003,0.1682272032184925,0,0,63100.763208000004,0.01857192033539805,0,0,0,0,0,0,0,0,0,0,0,0,1371905.5632080003,0.011615375930791406,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,11,15,Índice,0,0,0,0,0,0,0,0,0,0,63100.763208000004,0.01857192033539805,0,0,0,0,0,0,0,0,0,0,0,0,63100.763208000004,0.0005342489350847885,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,11,16,Bonos,0,0,0,0,0,0,1308804.8000000003,0.1682272032184925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1308804.8000000003,0.011081126995706618,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,11,17,Materia Prima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,11,18,4. Opciones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,11,19,Índice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,11,20,Total,1432426.895434528,0.8577956094886087,3289835.3919292665,0.2508064825858738,1600611.7830251527,0.3210061479795236,9935245.014650919,1.277026552855853,27264913.0224493,1.0072313586760404,4658348.001321244,1.3710526398851937,4794319.884601086,0.9952276931674368,9555532.109313102,0.7329673736390913,3113043.724126979,0.8747962737293132,5521082.439834548,0.812998159448977,12652236.550193194,0.5776704836737087,1711115.1313674783,0.568014059576023,85528709.9482468,0.724137393685812,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,1,INVERSIÓN EN FORWARDS DE MONEDAS LOCALES Y EXTRANJEROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,2,(Valores Nocionales en miles de Soles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,3,Al 30-01-2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,4,,HA01,,HA02,,HA03,,IN01,,IN02,,IN03,,PR01,,PR02,,PR03,,RI01,,RI02,,RI03,,TOTAL,,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,5,,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,6,I. Nacional,1240947.6542932622,0.7431300353621446,3164971.4978515743,0.24128726039243878,1583771.783025153,0.3176288496306646,777275.70667232,0.09990712004048405,3218769.89388896,0.11890908915857851,677489.9516910401,0.19939995605700483,1158592,0.24050603031011325,1589696,0.12193934243273959,252600,0.07098311438140638,1700840,0.25045447239484364,3434349.6,0.15680408650803435,481624.00000000006,0.15987773026740357,19280928.08742231,0.16324390981131276,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,7,BRL,23543.394447111,0.014098744203671215,40586.78660670481,0.003094206236963587,,,,,,,,,,,,,,,,,,,,,64130.18105381581,0.0005429646044352765,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,8,USD,23543.394447111,0.014098744203671215,40586.78660670481,0.003094206236963587,,,,,,,,,,,,,,,,,,,,,64130.18105381581,0.0005429646044352765,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,9,COMPRA,,,27337.140897943806,0.002084095808984213,,,,,,,,,,,,,,,,,,,,,27337.140897943806,0.0002314526428919274,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,10,VENTA,23543.394447111,0.014098744203671215,13249.645708761002,0.0010101104279793742,,,,,,,,,,,,,,,,,,,,,36793.040155872004,0.00031151196154334917,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,11,CLP,49106.216322800006,0.029406803861720017,,,,,,,,,,,,,,,,,,,,,,,49106.216322800006,0.0004157627014751077,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,12,USD,49106.216322800006,0.029406803861720017,,,,,,,,,,,,,,,,,,,,,,,49106.216322800006,0.0004157627014751077,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,13,COMPRA,10337.181898800001,0.006190325855746997,,,,,,,,,,,,,,,,,,,,,,,10337.181898800001,8.752078644448926e-05,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,14,VENTA,38769.034424000005,0.02321647800597302,,,,,,,,,,,,,,,,,,,,,,,38769.034424000005,0.00032824191503061845,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,15,COP,154076.60995520002,0.0922673540728001,166527.79226165003,0.012695543957122562,,,,,,,,,,,,,,,,,,,,,320604.40221685,0.0027144292994245737,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,16,USD,154076.60995520002,0.0922673540728001,166527.79226165003,0.012695543957122562,,,,,,,,,,,,,,,,,,,,,320604.40221685,0.0027144292994245737,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,17,COMPRA,56145.470554,0.033622196209380284,62950.3829044,0.004799134981774172,,,,,,,,,,,,,,,,,,,,,119095.8534584,0.0010083369780081763,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,18,VENTA,97931.13940120002,0.05864515786341981,103577.40935725001,0.00789640897534839,,,,,,,,,,,,,,,,,,,,,201508.54875845002,0.0017060923214163972,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,19,EUR,41184.442879999995,0.024662923039420907,945842.7148799998,0.0721080103218814,294203.986610688,0.0590032445491701,,,,,,,,,,,,,,,,,,,1281231.144370688,0.010847671877140204,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,20,USD,41184.442879999995,0.024662923039420907,945842.7148799998,0.0721080103218814,294203.986610688,0.0590032445491701,,,,,,,,,,,,,,,,,,,1281231.144370688,0.010847671877140204,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,21,COMPRA,,,19992.448,0.0015241600152585374,11995.468799999999,0.0024057171598592733,,,,,,,,,,,,,,,,,,,31987.9168,0.0002708289031251239,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,22,VENTA,41184.442879999995,0.024662923039420907,925850.2668799998,0.07058385030662286,282208.517810688,0.05659752738931083,,,,,,,,,,,,,,,,,,,1249243.227570688,0.01057684297401508,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,23,GBP,23865.654736000004,0.014291726799713338,136177.3336,0.010381722481291083,47546.662240000005,0.009535585740909182,,,,,,,,,,,,,,,,,,,207589.65057600001,0.0017575785793473692,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,24,USD,23865.654736000004,0.014291726799713338,136177.3336,0.010381722481291083,47546.662240000005,0.009535585740909182,,,,,,,,,,,,,,,,,,,207589.65057600001,0.0017575785793473692,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,25,COMPRA,92.32361600000002,5.528714429289493e-05,,,,,,,,,,,,,,,,,,,,,,,92.32361600000002,7.816671466966284e-07,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,26,VENTA,23773.331120000003,0.014236439655420444,136177.3336,0.010381722481291083,47546.662240000005,0.009535585740909182,,,,,,,,,,,,,,,,,,,207497.32696,0.0017567969122006726,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,27,JPY,6284.8208241354005,0.003763606873445735,78935.06896776841,0.0060177561008210485,24243.270174465,0.0048620401621831556,,,,,,,,,,,,,,,,,,,109463.1599663688,0.0009267808132570123,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,28,USD,6284.8208241354005,0.003763606873445735,78935.06896776841,0.0060177561008210485,24243.270174465,0.0048620401621831556,,,,,,,,,,,,,,,,,,,109463.1599663688,0.0009267808132570123,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,29,COMPRA,1090.3064849336101,0.0006529199631435965,72066.50647686841,0.005494118959889915,16687.851434475,0.0033467846256328643,,,,,,,,,,,,,,,,,,,89844.664396277,0.0007606788545257372,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,30,VENTA,5194.51433920179,0.0031106869103021384,6868.562490900001,0.0005236371409311337,7555.41873999,0.001515255536550291,,,,,,,,,,,,,,,,,,,19618.495570091793,0.00016610195873127513,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,31,MXN,97417.47512801581,0.05833755476011806,48118.321535451,0.003668386266938806,,,,,,,,,,,,,,,,,,,,,145535.7966634668,0.0012321934067243726,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,32,USD,97417.47512801581,0.05833755476011806,48118.321535451,0.003668386266938806,,,,,,,,,,,,,,,,,,,,,145535.7966634668,0.0012321934067243726,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,33,COMPRA,27627.905022151503,0.016544715617183868,24040.613846472,0.001832779175769939,,,,,,,,,,,,,,,,,,,,,51668.518868623505,0.0004374566927499659,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,34,VENTA,69789.5701058643,0.04179283914293419,24077.707688979004,0.0018356070911688673,,,,,,,,,,,,,,,,,,,,,93867.2777948433,0.0007947367139744067,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,35,USD,845469.04,0.5063013217512552,1748783.4800000002,0.1333216350274203,1217777.864,0.2442279791784022,777275.70667232,0.09990712004048405,3218769.89388896,0.11890908915857851,677489.9516910401,0.19939995605700483,1158592,0.24050603031011325,1589696,0.12193934243273959,252600,0.07098311438140638,1700840,0.25045447239484364,3434349.6,0.15680408650803435,481624.00000000006,0.15987773026740357,17103267.53625232,0.14480652852950882,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,36,PEN,845469.04,0.5063013217512552,1748783.4800000002,0.1333216350274203,1217777.864,0.2442279791784022,777275.70667232,0.09990712004048405,3218769.89388896,0.11890908915857851,677489.9516910401,0.19939995605700483,1158592,0.24050603031011325,1589696,0.12193934243273959,252600,0.07098311438140638,1700840,0.25045447239484364,3434349.6,0.15680408650803435,481624.00000000006,0.15987773026740357,17103267.53625232,0.14480652852950882,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,37,COMPRA,97672,0.05848997462767959,,,37048,0.007430056367489894,183066.86535999997,0.023530496496871896,946059.0213120001,0.03494969203236463,96998.40000000001,0.028548728507814376,535512,0.11116412447473259,511936,0.03926860180037377,84200,0.02366103812713546,281228,0.0414117790989494,803268,0.0366752717781369,259336.00000000006,0.086088008605525,3836324.286672,0.03248062401461703,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,38,VENTA,747797.04,0.44781134712357556,1748783.4800000002,0.1333216350274203,1180729.864,0.2367979228109123,594208.8413123201,0.07637662354361216,2272710.87257696,0.08395939712621388,580491.55169104,0.17085122754919047,623080,0.12934190583538066,1077760,0.08267074063236582,168400,0.047322076254270914,1419612,0.20904269329589426,2631081.6,0.12012881472989746,222288,0.07378972166187857,13266943.24958032,0.1123259045148918,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,39,II. Extranjero,191479.2411412666,0.11466557412646433,124863.89407769193,0.009519222193435008,16840,0.003377298348859043,7849164.507978599,1.0088922295968765,24046143.128560342,0.8883222695174618,3917757.286422206,1.1530807634927909,3635727.884601086,0.7547216628573239,7965836.109313102,0.6110280312063519,2860443.7241269783,0.803813159347907,3820242.439834548,0.5625436870541333,9217886.950193197,0.42086639716567437,1229491.1313674783,0.4081363293086194,64875876.2976165,0.5492781079437059,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,40,AUD,,,,,,,318376.1430517536,0.04092247225643364,305331.1997194176,0.011279667713825228,,,,,108983.15710265966,0.008359670347879263,47944.54623213758,0.01347289473143487,,,,,,,780635.0461059683,0.006609324845996535,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,41,USD,,,,,,,318376.1430517536,0.04092247225643364,305331.1997194176,0.011279667713825228,,,,,108983.15710265966,0.008359670347879263,47944.54623213758,0.01347289473143487,,,,,,,780635.0461059683,0.006609324845996535,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,42,COMPRA,,,,,,,159188.0715258768,0.02046123612821682,152665.5998597088,0.005639833856912614,,,,,67857.50352065093,0.005205082832463242,29569.254197632992,0.00830925476200896,,,,,,,409280.4291038695,0.0034652137673679647,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,43,VENTA,,,,,,,159188.0715258768,0.02046123612821682,152665.59985970877,0.005639833856912614,,,,,41125.65358200874,0.003154587515416021,18375.292034504593,0.0051636399694259105,,,,,,,371354.6170020989,0.0031441110786285696,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,44,BRL,24557.6933409654,0.014706147723271789,13579.316976991922,0.0010352435064906772,,,576832.5258144373,0.07414315911984862,2162669.530055912,0.07989420568963199,282317.02475254744,0.08309201072176847,,,194433.55470000004,0.014914235053103303,75078.30330000003,0.02109775055703017,288744.75358517247,0.042518646619290196,262601.94935239654,0.011989769120601944,30365.734200186,0.010080072134754514,3911180.38607861,0.03311440068164015,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,45,USD,24557.6933409654,0.014706147723271789,13579.316976991922,0.0010352435064906772,,,576832.5258144373,0.07414315911984862,2162669.530055912,0.07989420568963199,282317.02475254744,0.08309201072176847,,,194433.55470000004,0.014914235053103303,75078.30330000003,0.02109775055703017,288744.75358517247,0.042518646619290196,262601.94935239654,0.011989769120601944,30365.734200186,0.010080072134754514,3911180.38607861,0.03311440068164015,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,46,COMPRA,24557.6933409654,0.014706147723271789,,,,,288416.26290721865,0.037071579559924316,1081334.765027956,0.039947102844815986,141158.51237627372,0.041546005360884236,,,184808.13120000003,0.01417590658512789,68661.35430000002,0.019294524013694258,128012.004363705,0.018850202848661936,95020.390463229,0.004338400938047589,9819.305197086001,0.003259572254939599,2021788.4191764344,0.017117674256193885,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,47,VENTA,,,13579.316976991922,0.0010352435064906772,,,288416.26290721865,0.03707157955992431,1081334.765027956,0.03994710284481599,141158.51237627372,0.04154600536088424,,,9625.423500000003,0.000738328467975411,6416.9490000000005,0.0018032265433359119,160732.7492214675,0.02366844377062826,167581.5588891675,0.007651368182554355,20546.429003100002,0.006820499879814915,1889391.9669021755,0.015996726425446264,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,48,CAD,,,,,,,79842.15722,0.010262510351468582,463679.6087,0.01712943818587398,66948.3927,0.019704360971179335,,,,,,,,,,,,,610470.15862,0.005168606773720101,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,49,USD,,,,,,,79842.15722,0.010262510351468582,463679.6087,0.01712943818587398,66948.3927,0.019704360971179335,,,,,,,,,,,,,610470.15862,0.005168606773720101,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,50,COMPRA,,,,,,,39921.07861,0.005131255175734291,231839.80435,0.00856471909293699,33474.19635,0.009852180485589668,,,,,,,,,,,,,305235.07931,0.0025843033868600505,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,51,VENTA,,,,,,,39921.07861,0.005131255175734291,231839.80435000002,0.00856471909293699,33474.19635,0.009852180485589668,,,,,,,,,,,,,305235.07931,0.0025843033868600505,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,52,CLP,39780.886180301204,0.02382241607986349,,,,,,,2508652.0914000003,0.09267563231857036,311462.3336,0.09167010592295038,,,196137.6507424,0.015044949573900037,80269.2259456,0.022556451490908465,,,,,,,3136302.1878683013,0.026553816765251138,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,53,USD,39780.886180301204,0.02382241607986349,,,,,,,2508652.0914000003,0.09267563231857036,311462.3336,0.09167010592295038,,,196137.6507424,0.015044949573900037,80269.2259456,0.022556451490908465,,,,,,,3136302.1878683013,0.026553816765251138,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,54,COMPRA,6867.330056000001,0.0041124371440673015,,,,,,,1254326.0457000001,0.046337816159285186,155731.16680000004,0.0458350529614752,,,111409.0507424,0.008545751130143105,45607.525945600006,0.012816168768208567,,,,,,,1573941.1192440002,0.013325930212135056,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,55,VENTA,32913.556124301205,0.019709978935796187,,,,,,,1254326.0457000001,0.04633781615928517,155731.1668,0.04583505296147519,,,84728.6,0.006499198443756932,34661.7,0.009740282722699896,,,,,,,1562361.068624301,0.013227886553116082,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,56,CNH,,,,,,,78805.14708,0.010129218270356549,586197.9920999999,0.021655561473821597,156254.92308,0.04598920577061413,,,,,,,,,,,,,821258.0622599999,0.006953263683133644,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,57,USD,,,,,,,78805.14708,0.010129218270356549,586197.9920999999,0.021655561473821597,156254.92308,0.04598920577061413,,,,,,,,,,,,,821258.0622599999,0.006953263683133644,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,58,COMPRA,,,,,,,39402.57354,0.005064609135178274,293098.99605,0.010827780736910798,78127.46154,0.022994602885307067,,,,,,,,,,,,,410629.03112999996,0.003476631841566822,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,59,VENTA,,,,,,,39402.57354,0.005064609135178274,293098.99604999996,0.010827780736910798,78127.46154,0.02299460288530707,,,,,,,,,,,,,410629.03112999996,0.003476631841566822,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,60,COP,110300.66162,0.06605253193924637,111284.57710070001,0.008483978686944331,,,544523.7220768,0.06999034756833392,,,,,,,26577.83232,0.002038681229863077,10903.72608,0.003064055564212842,749483.75946704,0.11036403162309295,735742.0408900001,0.03359219999830923,,,2288816.3195545403,0.01937849273385128,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,61,USD,110300.66162,0.06605253193924637,111284.57710070001,0.008483978686944331,,,544523.7220768,0.06999034756833392,,,,,,,26577.83232,0.002038681229863077,10903.72608,0.003064055564212842,749483.75946704,0.11036403162309295,735742.0408900001,0.03359219999830923,,,2288816.3195545403,0.01937849273385128,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,62,COMPRA,75870.896045,0.04543458498496361,77775.96924070001,0.005929390060919647,,,204274.97472290002,0.026256480481399298,,,,,,,26577.83232,0.002038681229863077,10903.72608,0.003064055564212842,261013.085105,0.038435064155430965,257809.260075,0.0117709465336239,,,914225.7435886002,0.00774038387347723,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,63,VENTA,34429.765575000005,0.020617946954282765,33508.607860000004,0.0025545886260246843,,,340248.7473539,0.04373386708693462,,,,,,,,,,,488470.67436204,0.07192896746766199,477932.780815,0.021821253464685334,,,1374590.5759659403,0.01163810886037405,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,64,EUR,,,,,,,977109.1602105343,0.12559270967021827,5378582.368120371,0.1986977483453643,651798.8117989375,0.1918384975397931,503280.33160108567,0.10447332165812862,614263.925525806,0.0471177754481172,269354.7572640745,0.07569136794953188,209542.00241173606,0.03085577224112228,592706.9599507984,0.027061564560008404,49626.99716729215,0.01647395409508981,9246265.314050635,0.07828443185797622,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,65,USD,,,,,,,977109.1602105343,0.12559270967021827,5378582.368120371,0.1986977483453643,651798.8117989375,0.1918384975397931,503280.33160108567,0.10447332165812862,614263.925525806,0.0471177754481172,269354.7572640745,0.07569136794953188,209542.00241173606,0.03085577224112228,592706.9599507984,0.027061564560008404,49626.99716729215,0.01647395409508981,9246265.314050635,0.07828443185797622,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,66,COMPRA,,,,,,,449870.06489599997,0.057824041315539025,2351018.9639001857,0.08685228606203686,274718.7390194688,0.08085567077679556,235369.63633322675,0.04885914704230597,,,67420.29324073704,0.018945773502514633,97030.1884408837,0.014288025124252597,272312.512513811,0.01243312992056365,22387.24206417843,0.007431567879025525,3770127.6404084913,0.03192016347540153,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,67,VENTA,,,,,,,527239.0953145344,0.06776866835467923,3027563.4042201857,0.11184546228332742,377080.0727794687,0.11098282676299753,267910.6952678589,0.055614174615822645,614263.925525806,0.0471177754481172,201934.4640233375,0.056745594447017246,112511.81397085235,0.01656774711686968,320394.4474369874,0.014628434639444753,27239.755103113726,0.009042386216064286,5476137.673642145,0.04636426838257469,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,68,GBP,,,,,,,348263.1350428384,0.04476399627535051,2064079.0829120004,0.07625203782548085,224623.35772800003,0.06611151582181088,,,,,258897.30356161305,0.0727527193656044,,,,,,,2895862.8792444514,0.024518113264147854,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,69,USD,,,,,,,348263.1350428384,0.04476399627535051,2064079.0829120004,0.07625203782548085,224623.35772800003,0.06611151582181088,,,,,258897.30356161305,0.0727527193656044,,,,,,,2895862.8792444514,0.024518113264147854,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,70,COMPRA,,,,,,,174131.56752141923,0.022381998137675253,1032039.5414560001,0.03812601891274042,112311.67886400002,0.03305575791090544,,,,,85547.76743024637,0.02403977419071706,,,,,,,1404030.5552716656,0.011887365395372789,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,71,VENTA,,,,,,,174131.5675214192,0.022381998137675253,1032039.5414560002,0.03812601891274042,112311.67886400002,0.03305575791090544,,,,,173349.53613136668,0.048712945174887334,,,,,,,1491832.323972786,0.012630747868775065,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,72,HKD,,,,,,,,,,,,,,,201591.967726336,0.015463328827820838,107512.6267213248,0.03021211828980699,,,,,,,309104.59444766084,0.0026170650245406495,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,73,USD,,,,,,,,,,,,,,,201591.967726336,0.015463328827820838,107512.6267213248,0.03021211828980699,,,,,,,309104.59444766084,0.0026170650245406495,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,74,COMPRA,,,,,,,,,,,,,,,67259.1105632,0.005159182456700865,33629.5552816,0.009450239782856855,,,,,,,100888.6658448,0.000854183999518979,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,75,VENTA,,,,,,,,,,,,,,,134332.857163136,0.010304146371119973,73883.07143972481,0.020761878506950136,,,,,,,208215.92860286083,0.0017628810250216705,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,76,INR,,,,,,,,,,,59309.33400000001,0.017456020659570512,,,,,,,,,,,,,59309.33400000001,0.0005021484197527243,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,77,USD,,,,,,,,,,,59309.33400000001,0.017456020659570512,,,,,,,,,,,,,59309.33400000001,0.0005021484197527243,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,78,COMPRA,,,,,,,,,,,29654.667000000005,0.008728010329785256,,,,,,,,,,,,,29654.667000000005,0.00025107420987636217,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,79,VENTA,,,,,,,,,,,29654.667000000005,0.008728010329785256,,,,,,,,,,,,,29654.667000000005,0.00025107420987636217,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,80,JPY,,,,,,,136846.3374675312,0.017589541712298713,2177944.2543,0.08045849068262304,357513.57765,0.10522398375836367,,,358258.61716086004,0.027480612769647698,144056.532964056,0.04048131970220279,,,,,,,3174619.3195424476,0.02687823260036453,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,81,USD,,,,,,,136846.3374675312,0.017589541712298713,2177944.2543,0.08045849068262304,357513.57765,0.10522398375836367,,,358258.61716086004,0.027480612769647698,144056.532964056,0.04048131970220279,,,,,,,3174619.3195424476,0.02687823260036453,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,82,COMPRA,,,,,,,38716.20018,0.004976386146756717,915276.6000000001,0.03381251547082947,148100.4708,0.04358917397347472,,,135158.32892220002,0.010367465070731132,47943.489744156,0.01347259784779576,,,,,,,1285195.089646356,0.010881233017047173,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,83,VENTA,,,,,,,98130.13728753121,0.012613155565541996,1262667.6543,0.046645975211793575,209413.10685,0.06163480978488896,,,223100.28823866002,0.017113147698916566,96113.04321989999,0.02700872185440703,,,,,,,1889424.2298960916,0.015996999583317358,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,84,KRW,,,,,,,,,153399.54,0.005666947368115959,26576.82,0.007822133342210297,,,,,,,,,,,,,179976.36000000002,0.001523787887532971,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,85,USD,,,,,,,,,153399.54,0.005666947368115959,26576.82,0.007822133342210297,,,,,,,,,,,,,179976.36000000002,0.001523787887532971,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,86,COMPRA,,,,,,,,,76699.77,0.0028334736840579795,13288.41,0.003911066671105148,,,,,,,,,,,,,89988.18000000001,0.0007618939437664855,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,87,VENTA,,,,,,,,,76699.77,0.0028334736840579795,13288.41,0.003911066671105148,,,,,,,,,,,,,89988.18000000001,0.0007618939437664855,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,88,MXN,,,,,,,1068944.2102388625,0.13739672629950936,468915.9602,0.017322881584409953,85665.10864000002,0.025213095568130853,,,,,,,193990.3243705994,0.02856573477807616,,,,,1817515.603449462,0.015388177991478819,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,89,USD,,,,,,,1068944.2102388625,0.13739672629950936,468915.9602,0.017322881584409953,85665.10864000002,0.025213095568130853,,,,,,,193990.3243705994,0.02856573477807616,,,,,1817515.603449462,0.015388177991478819,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,90,COMPRA,,,,,,,494589.02937868616,0.06357199267218853,234457.9801,0.008661440792204976,42832.55432000001,0.012606547784065426,,,,,,,65029.425789327004,0.009575804029894367,,,,,836908.9895880132,0.007085773827749776,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,91,VENTA,,,,,,,574355.1808601764,0.07382473362732082,234457.98010000002,0.008661440792204976,42832.55432,0.012606547784065425,,,,,,,128960.89858127241,0.018989930748181796,,,,,980606.6138614488,0.008302404163729042,,,,,,,,,,
2026,1,CA-0001-en2026.XLS,12,92,NZD,,,,,,,,,,,,,,,28053.40403504112,0.0021518665462030963,14026.702058172319,0.003941642900194592,,,,,,,42080.10609321344,0.0003562754351234851,,,,,,,,,,
