anio,mes,archivo,hoja,fila_excel_aprox,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37
2026,1,CA-0001-en2026.XLS,1,35,TITULOS CON DERECHO CREDITICIO,0,,55015.4895252086,0.03294551751227397,240967.4068308492,0.018370581055012238,375.2753148686,7.526227442240381e-05,0,,252439.81616804915,0.032447347576155965,207185.45522745693,0.007653928233508026,0,,45136.85177115,0.025168977171158173,197334.461227786,0.04096362473871713,391407.4506233391,0.030023329713533255,30.3997836996,8.54264181915566e-06,0,,69346.5263572025,0.010211511765485449,156377.04383564,0.007139797156781702,0,,1615616.17666525,0.013678776262087067,,
2026,1,CA-0001-en2026.XLS,1,36,II. EXTRANJERO,0,,823519.7551006956,0.49315719531936036,6048025.472537699,0.4610820344015438,2681283.758825056,0.5377372453386239,0,,3869954.077226073,0.497424483005979,14399668.158985844,0.5319583199226543,1992498.7014223647,0.5864354925347202,0,,1990680.4266853982,0.41323489808159164,6609853.197673156,0.5070159027268144,1938257.1272615604,0.5446695461796655,0,,3582081.1630235324,0.5274736293599437,10151725.674124185,0.46350321202337763,1652465.0499715412,0.5485448431466489,55740012.56283708,0.471928402120072,,
2026,1,CA-0001-en2026.XLS,1,37,1. Gobierno,0,,230885.2821638756,0.1382635176475318,0,,0,,0,,1112284.4513578173,0.14296746347151298,478275.49579665705,0.017668645304537555,32198.5261908,0.0094767231477313,0,,450418.01007282914,0.09349990987577741,202158.05894731052,0.01550675146412525,28502.1481276732,0.008009387334372188,0,,911578.5859800985,0.13423304590560145,690520.2167688119,0.03152748101292991,3869.2309935,0.001284412465161767,4140690.006399374,0.035057566881451445,,
2026,1,CA-0001-en2026.XLS,1,38,TIT. DEUDA EMITIDOS POR ESTADOS DEL EXTRANJER,0,,230885.2821638756,0.1382635176475318,0,,0,,0,,1112284.4513578173,0.14296746347151298,478275.49579665705,0.017668645304537555,32198.5261908,0.0094767231477313,0,,450418.01007282914,0.09349990987577741,202158.05894731052,0.01550675146412525,28502.1481276732,0.008009387334372188,0,,911578.5859800985,0.13423304590560145,690520.2167688119,0.03152748101292991,3869.2309935,0.001284412465161767,4140690.006399374,0.035057566881451445,,
2026,1,CA-0001-en2026.XLS,1,39,2. Sistema Financiero,0,,1256.7289999695997,0.0007525805483873683,2566.0787666865,0.00019562960234722156,508.4856558622,0.00010197789584096885,0,,383161.941704376,0.04924971380964849,757485.3677382929,0.02798332844473242,59921.02407638649,0.01763605428818379,0,,90759.88417131967,0.018840367837383458,123075.21749529932,0.009440617005479794,74677.628093396,0.02098515683565184,0,,287105.27725526376,0.04227722815593611,475464.43583336053,0.021708554809885407,65533.2434461764,0.021754119851244706,2321515.3132363902,0.019655342040654233,,
2026,1,CA-0001-en2026.XLS,1,40,BONO SISTEMA FINANCIERO EXTRANJERO,0,,0,,0,,0,,0,,311019.5643811368,0.03997689453925634,310789.59158273897,0.011481313816571005,0,,0,,82703.6957320351,0.01716802597677803,0,,0,,0,,160009.7862168788,0.023561985010324374,296315.9241706179,0.013529067572898727,0,,1160838.5620834075,0.009828356014555948,,
2026,1,CA-0001-en2026.XLS,1,41,CUENTAS CORRIENTES DEL EXTERIOR,0,,1256.7289999695997,0.0007525805483873683,2566.0787666865,0.00019562960234722156,508.4856558622,0.00010197789584096885,0,,6519.6585443593,0.0008380042026565862,8976.546573153999,0.00033161518592236583,13112.2757835065,0.0038592265590248506,0,,8056.1884392846005,0.0016723418606054293,123075.21749529932,0.009440617005479794,74677.628093396,0.02098515683565184,0,,127095.49103838492,0.018715243145611737,179148.51166274273,0.00817948723698668,65533.2434461764,0.021754119851244706,610526.054498822,0.005169080021779525,,
2026,1,CA-0001-en2026.XLS,1,42,DEPÓSITOS OVERNIGHT - CMS,0,,0,,0,,0,,0,,65622.71877888,0.008434815067735562,437719.22958239994,0.01617039944223905,46808.74829288,0.01377682772915894,0,,0,,0,,0,,0,,0,,0,,0,,550150.69665416,0.0046579060043187605,,
2026,1,CA-0001-en2026.XLS,1,43,3. Sistema no Financiero,0,,92024.83775916361,0.055108223704335005,80179.5517430863,0.006112631470051346,17577.4960962,0.0035252047828249725,0,,306559.6374232224,0.039403637901835174,518741.4671991532,0.019163555459663393,10021.78558756,0.002949628405239441,0,,104727.144317552,0.021739758038661378,220990.18623016003,0.01695129005356645,79586.634848,0.02236463659796836,0,,509023.23334278987,0.07495540165070544,566293.3217880169,0.025855581801739216,0,,2505725.296334904,0.021214974322405964,,
2026,1,CA-0001-en2026.XLS,1,44,ACCIONES EN EL EXTRANJERO,0,,0,,0,,17577.4960962,0.0035252047828249725,0,,6822.5433702,0.0008769354987127292,129657.19606224001,0.0047898481702240165,10021.78558756,0.002949628405239441,0,,10246.978335999998,0.002127116432933327,166482.39816388002,0.012770211511338685,79586.634848,0.02236463659796836,0,,0,,571.51309088,2.6093903818883677e-05,0,,420966.54555496003,0.0035641554433773676,,
