archivo,hoja,fila_excel_aprox,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37
CA-0001-no2025.XLS,1,21,ACCIONES DEL TRABAJO,0,,10842.615629518401,0.006553124854694572,228447.504502308,0.017503289024491078,217902.347053373,0.05032115943036708,0,,46447.298032013605,0.005983838862100554,639567.913971434,0.02247024273532831,149627.715119645,0.046941854631208924,0,,17526.0895943224,0.0035863585346850185,223685.13508737803,0.01637738803784997,128568.599002771,0.03840226557947691,0,,62035.4732298392,0.009259763587187754,638419.323396618,0.028465677197461407,152076.86737603403,0.05444018557115434,2515146.8819952547,0.02108613691285755,,
CA-0001-no2025.XLS,1,22,VALOR REP.DERECHO SOBRE ACC. EMP.NAC.,0,,6316.679035769801,0.0038177122387091224,476184.9326450089,0.03648454170401849,255189.1447241787,0.05893196567276551,0,,32789.4248792114,0.004224285225868626,977394.3340072264,0.034339258511110776,184221.83906226026,0.05779487297683936,0,,0.7069115196,1.4465509536171205e-07,221353.73262454348,0.016206691479085232,121295.59261839821,0.03622988503788062,0,,32621.076500872405,0.004869205321260468,742133.3470921643,0.033090051509410565,172749.3445092732,0.06184047932238097,3222250.1546104266,0.02701425050519974,,
CA-0001-no2025.XLS,1,23,BONOS DE EMPRESAS PRIVADAS,,,128361.83756899078,0.07758009477690797,243847.0452622977,0.018683177652969434,816.134083748,0.00018847347860268923,0,0,762441.4239554139,0.09822587784536199,764582.9138823801,0.026862453995759792,0,0,0,0,542699.9034558707,0.11105252087506214,805084.4315826593,0.05894526757046489,0,0,0,0,733057.3579599222,0.10942026355482583,987871.8880781757,0.044046978604703434,11790.736282116,0.004220825180675005,4980553.672111574,0.04175526979508556,,
CA-0001-no2025.XLS,1,24,BONO PARA NUEVOS PROYECTOS,0,,0,,0,,0,,0,,22263.6877411949,0.0028682469285427723,254446.944597919,0.00893960513571549,0,,0,,34291.14204983741,0.0070169862645441654,126969.126133031,0.009296203999854893,7901.527588700201,0.002360114081497372,0,,2296.3139697498,0.00034276073631388134,150215.40590203402,0.006697766025851452,42280.2511013337,0.015135403271164067,640664.3990838,0.005371112649913264,,
CA-0001-no2025.XLS,1,25,PAPELES COMERCIALES,0,,0,,0,,0,,9542.7042701077,0.0033346012554172836,0,,0,,0,,0,,0,,0,,0,,114657.63584790411,0.05508512086956313,0,,0,,0,,124200.34011801181,0.0010412534532672321,,
CA-0001-no2025.XLS,1,26,4. Administradoras de Fondos,12007.301517036,0.04723845438044108,65571.1753792129,0.039630298980555374,200164.23431252458,0.015336269280642004,74476.9602295139,0.01719929610799694,0,,51642.3496843028,0.006653121108533095,700348.5287663898,0.024605676890497866,177363.9356599339,0.05564338182876252,0,,210237.32002093148,0.04302080067025495,888561.2849752463,0.06505713021013057,129324.5261568865,0.038628054112262084,0,,101497.67738675671,0.015150114093075899,564763.9543231778,0.025181550475310358,129369.50951844829,0.04631144911749703,3305328.7579303607,0.027710753288664784,,
CA-0001-no2025.XLS,1,27,FONDOS MUTUOS DEL EXT - ETF DEL MERCADO LOCAL,0,,0,,0,,0,,0,,0,,118.56123258,4.165467993116531e-06,21556.252767420003,0.006762720950411486,0,,0,,249472.99092534,0.018265478283799753,43520.8590306,0.012999282870804681,0,,0,,0,,0,,314668.66395594,0.0026380751668456364,,
CA-0001-no2025.XLS,1,28,FONDO MUTUO ALTERNATIVO DEL EXTRANJERO - LÍMITE LOCAL,0,,0,,0,,0,,0,,0,,44191.6240712419,0.0015526052793723088,27582.4968581983,0.008653300338429933,0,,0,,34692.4914410695,0.002540054322824085,14868.2096713205,0.0044409983535489165,0,,0,,33040.4684865799,0.001473199942301217,33040.4684865799,0.011827763596153288,187415.75901499,0.0015712300472416907,,
CA-0001-no2025.XLS,1,29,FONDO DE INVERSION TRADICIONAL,12007.301517036,0.04723845438044108,65571.1753792129,0.039630298980555374,168265.9618494846,0.012892273739876912,74476.9602295139,0.01719929610799694,0,,51642.3496843028,0.006653121108533095,95487.7400040002,0.0033548160394951234,20489.124,0.00642793669314367,0,,210225.02213020108,0.04301828415650884,335603.9937644623,0.024571667807902195,0,,0,,101497.67738675671,0.015150114093075899,279591.6202247781,0.012466359517582102,264.4495408,9.466713987315695e-05,1415123.3757105488,0.011863913579928283,,
CA-0001-no2025.XLS,1,30,FONDO DE INVERSION ALTERNATIVO,0,,0,,31898.27246304,0.002443995540765092,0,,0,,0,,461876.85756727174,0.016227338608845232,107736.06203431559,0.033799423846777435,0,,12.2978907304,2.5165137461057818e-06,268791.8088443746,0.019679929795604536,70935.45745496599,0.021187772887908483,0,,0,,252131.86561182002,0.01124199101542704,96064.5914910684,0.034389018381470585,1289447.2133575866,0.010810287334468286,,
CA-0001-no2025.XLS,1,31,FONDO MUTUO,0,,0,,0,,0,,0,,0,,98673.745891296,0.0034667514947920868,0,,0,,0,,0,,0,,0,,0,,0,,0,,98673.745891296,0.0008272471601808851,,
CA-0001-no2025.XLS,1,32,5. Sociedades Titulizadoras,0,,54511.98000737609,0.032946276366417386,238978.7845048978,0.018310179159206075,390.54899615610003,9.019121898731615e-05,0,,251139.12021501377,0.032354433756309364,207894.99357864517,0.007304073370666818,0,,16786.087750388102,0.00922490737441645,181820.29207572096,0.037205832639125885,413081.78729587054,0.030244301747053455,36.545821137,1.0915902794374283e-05,0,,80295.06241456249,0.011985292550645076,168012.25928976352,0.007491287564282284,0,,1612947.461949531,0.013522403506284798,,
