archivo,hoja,fila_excel_aprox,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37
CA-0001-no2025.XLS,1,33,PAPELES COMERCIALES TITULIZADOS,0,,0,,0,,0,,0,,0,,0,,0,,16786.087750388102,0.00922490737441645,0,,0,,0,,0,,0,,0,,0,,16786.087750388102,0.0001407288564615099,,
CA-0001-no2025.XLS,1,34,TITULOS CON DERECHO CREDITICIO,0,,54511.98000737609,0.032946276366417386,238978.7845048978,0.018310179159206075,390.54899615610003,9.019121898731615e-05,0,,251139.12021501377,0.032354433756309364,207894.99357864517,0.007304073370666818,0,,0,,181820.29207572096,0.037205832639125885,413081.78729587054,0.030244301747053455,36.545821137,1.0915902794374283e-05,0,,80295.06241456249,0.011985292550645076,168012.25928976352,0.007491287564282284,0,,1596161.374199143,0.013381674649823287,,
CA-0001-no2025.XLS,1,35,II. EXTRANJERO,0,,853910.9035687227,0.516091776843651,6228433.006954376,0.47721275541139047,2553862.9163428163,0.5897749368670684,0,,4061208.502854405,0.5232084167678307,15076279.11579497,0.5296820617123777,1959705.9478387365,0.6148074349047089,0,,2278550.682491304,0.46625915284104746,7095845.810536878,0.5195312609866494,2230929.249502296,0.6663581791582234,0,,3352966.602673674,0.5004826503291718,11621744.29365709,0.5181873565082544,1652388.5076206466,0.5915188716248316,58965825.53983586,0.4943494471091478,,
CA-0001-no2025.XLS,1,36,1. Gobierno,0,,227268.3153688713,0.13735778312326527,52175.5473437026,0.0039976084972231235,0,,0,,775174.80010201,0.09986632786635631,219881.16489822502,0.007725189210180648,0,,0,,441833.678264142,0.09041229502028822,205131.6059356432,0.015018968104085362,0,,0,,746799.9344892614,0.11147155780818063,833830.9484188723,0.03717864065997106,0,,3502095.9948207275,0.029360382949157413,,
CA-0001-no2025.XLS,1,37,TIT. DEUDA EMITIDOS POR ESTADOS DEL EXTRANJER,0,,227268.3153688713,0.13735778312326527,52175.5473437026,0.0039976084972231235,0,,0,,775174.80010201,0.09986632786635631,219881.16489822502,0.007725189210180648,0,,0,,441833.678264142,0.09041229502028822,205131.6059356432,0.015018968104085362,0,,0,,746799.9344892614,0.11147155780818063,833830.9484188723,0.03717864065997106,0,,3502095.9948207275,0.029360382949157413,,
CA-0001-no2025.XLS,1,38,2. Sistema Financiero,0,,1262.2951335111998,0.0007629134791841427,989.9704587845999,7.584998183090164e-05,102.77044312929999,2.3733236118710844e-05,0,,453790.058334643,0.058462100086556876,679047.3587980645,0.023857292787295127,66024.6079440778,0.02071352587129458,0,,97141.926749507,0.01987812376508114,36625.7666237019,0.002681601492856408,9169.638815898501,0.002738887316244497,0,,428701.299185419,0.0639903666934196,695777.5134963052,0.03102314947966233,41793.5205302194,0.014961164393997452,2510426.72651326,0.02104656473301558,,
CA-0001-no2025.XLS,1,39,BONO SISTEMA FINANCIERO EXTRANJERO,0,,0,,0,,0,,0,,318270.5223693764,0.041003020651540684,310239.7887583303,0.010899801580521479,0,,0,,88258.3018034,0.01806027021749157,0,,0,,0,,337622.1841257689,0.05039538580147134,476531.1712441098,0.021247449752920325,0,,1530921.9683009854,0.01283472963650035,,
CA-0001-no2025.XLS,1,40,CUENTAS CORRIENTES DEL EXTERIOR,0,,61.15638569120001,3.696206199592922e-05,38.8029332446,2.973019806269783e-06,62.5841209293,1.4452829763789957e-05,0,,14708.421617806702,0.0018948965517031622,111595.4810581959,0.003920736942496766,18368.3398237455,0.005762595098999148,0,,8883.624946107,0.0018178535475895676,36625.7666237019,0.002681601492856408,9169.638815898501,0.002738887316244497,0,,91079.11505965011,0.013594980891948261,219246.34225219532,0.009775699726742004,41793.5205302194,0.014961164393997452,551632.7941673853,0.004624701923653937,,
CA-0001-no2025.XLS,1,41,DEPÓSITOS OVERNIGHT - CMS,0,,1201.13874782,0.0007259514171882135,951.1675255399999,7.287696202463186e-05,40.1863222,9.28040635492089e-06,0,,120811.11434746,0.015564182883313028,257212.0889815382,0.009036754264276884,47656.2681203323,0.014950930772295432,0,,0,,0,,0,,0,,0,,0,,0,,427871.9640448905,0.003587133172861292,,
CA-0001-no2025.XLS,1,42,3. Sistema no Financiero,0,,91327.2014479487,0.05519687999350702,97210.9270075075,0.00744814856024798,17172.39596436,0.003965697877096709,0,,319401.99025952205,0.041148788474840235,525414.13104719,0.01845962376050228,9827.4423691625,0.003083107769980522,0,,96651.212737248,0.019777709101759737,70452.993577984,0.005158304389802538,0,,0,,489385.6337877249,0.07304845173101168,639144.750580755,0.028498022358857907,0,,2355988.6787794027,0.019751808612654444,,
CA-0001-no2025.XLS,1,43,ACCIONES EN EL EXTRANJERO,0,,0,,0,,17172.39596436,0.003965697877096709,0,,6697.2780593437,0.0008628151565279943,135962.5464318574,0.004776836602490408,9827.4423691625,0.003083107769980522,0,,0,,14692.678537264,0.0010757429081112884,0,,0,,0,,558.3417024639999,2.4895196755107274e-05,0,,184910.68306445162,0.0015502283415964697,,
CA-0001-no2025.XLS,1,44,BONOS DE EMPRESA PRIVADA EXTRANJERA,0,,0,,0,,0,,0,,15266.89686784,0.00196684532044246,32442.155844160003,0.0011398056418261545,0,,0,,0,,0,,0,,0,,101529.456374004,0.015154857603419732,87608.8728111639,0.003906281971240935,0,,236847.38189716788,0.001985647978607781,,
CA-0001-no2025.XLS,6,1,INVERSIÓN EN BONOS LOCALES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,6,2,(En miles de Soles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,6,3,Al 28-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,6,4,,Moneda,Tasa cupón (%) *,Plazo remanente,Tipo Oferta,HA00,,HA01,,HA02,,HA03,,IN00,,IN01,,IN02,,PR00,,PR01,,PR02,,PR03,,RI00,,RI01,,RI02,,RI03,,TOTAL,
CA-0001-no2025.XLS,6,5,,,,,,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%,Monto,%
CA-0001-no2025.XLS,6,6,Almacenes Comerciales,,,,,0,,16355.58735664,0.009885087665390802,70879.47755552,0.005430674256048443,0,,0,,82134.51403113839,0.010581448605266962,27124.94647975,0.0009529936043820906,0,,0,,27124.94647975,0.0019859870162192345,0,,0,,64288.9415608625,0.009596128942525341,131708.7564185974,0.0058725962809895865,0,,419617.1698822583,0.003517927783248961
CA-0001-no2025.XLS,6,7,InRetail Shopping Malls,,,,,0,,16355.58735664,0.009885087665390802,34755.62313286,0.0026629212616966474,0,,0,,82134.51403113839,0.010581448605266962,27124.94647975,0.0009529936043820906,0,,0,,27124.94647975,0.0019859870162192345,0,,0,,64288.9415608625,0.009596128942525341,131708.7564185974,0.0058725962809895865,0,,383493.3154595983,0.0032150776612027763
CA-0001-no2025.XLS,6,8,CVL800700S24,PEN,7.125,6.898630136986301,PRIVADA,0,,16355.58735664,0.009885087665390802,34755.62313286,0.0026629212616966474,0,,0,,61333.452587399996,0.007901632876175622,0,,0,,0,,0,,0,,0,,35777.84734265,0.005340402689022757,66444.57363635,0.002962613622959322,0,,214667.0840559,0.0017996958974800528
CA-0001-no2025.XLS,6,9,CVL800707107,PEN,7.875,8.66027397260274,PRIVADA,0,,0,,0,,0,,0,,0,,27124.94647975,0.0009529936043820906,0,,0,,27124.94647975,0.0019859870162192345,0,,0,,0,,0,,0,,54249.8929595,0.00045481267063990176
CA-0001-no2025.XLS,6,10,USP56243AE14,USD,5.65,6.887671232876713,PUBLICA,0,,0,,0,,0,,0,,20801.0614437384,0.0026798157290913406,0,,0,,0,,0,,0,,0,,28511.0942182125,0.004255726253502584,65264.1827822474,0.002909982658030264,0,,114576.3384441983,0.0009605690930828218
CA-0001-no2025.XLS,6,11,Inverfal Perú S.A.,,,,,0,,0,,36123.85442266,0.0027677529943517954,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,36123.85442266,0.00030285012204618454
CA-0001-no2025.XLS,6,12,PEP74190M059,PEN,5.78125,2.197260273972603,PUBLICA,0,,0,,36123.85442266,0.0027677529943517954,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,36123.85442266,0.00030285012204618454
CA-0001-no2025.XLS,6,13,Bancos,,,,,22812.65977784,0.08974829079481898,105050.978956962,0.06349133868941192,329143.54430922755,0.02521846145415692,0,,300750.8677928803,0.10509434149096368,186987.25210282323,0.024089702377930983,434284.04351263755,0.015257907191142657,158354.892106691,0.08702499556134877,23457.0858572,0.004800016547334155,90555.47009480001,0.00663013244985247,0,,290434.79935871786,0.13953397790815117,35656.9242532578,0.0053223530286960665,132416.5065016,0.005904153260330439,0,,2109905.0246246373,0.01768872686555294
CA-0001-no2025.XLS,6,14,Banco BCI Peru S.A.,,,,,2930.5553031,0.011529226845718592,0,,0,,0,,51007.609116674794,0.017824091848796044,0,,0,,0,,0,,0,,0,,96763.69629,0.046488311628813186,0,,0,,0,,150701.86070977483,0.0012634331977573524
CA-0001-no2025.XLS,6,15,CVL11700Q035,PEN,4.49004,0.7287671232876712,PRIVADA,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,96763.69629,0.046488311628813186,0,,0,,0,,96763.69629,0.0008112339532816817
CA-0001-no2025.XLS,6,16,PEP11700Q029,PEN,4.594008,0.5178082191780822,PUBLICA,2930.5553031,0.011529226845718592,0,,0,,0,,31771.1268926748,0.011102098170872009,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,34701.6821957748,0.0002909271132929242
CA-0001-no2025.XLS,6,17,PEP11700Q037,PEN,4.468754,0.863013698630137,PUBLICA,0,,0,,0,,0,,19236.482224,0.006721993677924035,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,19236.482224,0.00016127213118274645
CA-0001-no2025.XLS,6,18,BANCO FALABELLA,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9630.833235,0.00462695405239579,0,,0,,0,,9630.833235,8.074163367230809e-05
CA-0001-no2025.XLS,6,19,PEP14150Q883,PEN,4.499981,0.8246575342465754,PUBLICA,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9630.833235,0.00462695405239579,0,,0,,0,,9630.833235,8.074163367230809e-05
CA-0001-no2025.XLS,6,20,BANCO RIPLEY,,,,,770.8451336597001,0.0030326158320506157,0,,0,,0,,0,,0,,0,,38520.1776816473,0.02116902261225487,0,,0,,0,,0,,0,,0,,0,,39291.022815307,0.00032940258577365106
CA-0001-no2025.XLS,6,21,PEP14300Q843,PEN,4.68748,0.8657534246575342,PUBLICA,770.8451336597001,0.0030326158320506157,0,,0,,0,,0,,0,,0,,38520.1776816473,0.02116902261225487,0,,0,,0,,0,,0,,0,,0,,39291.022815307,0.00032940258577365106
CA-0001-no2025.XLS,6,22,Compartamos Ban,,,,,2207.7313817245,0.008685533382491829,0,,0,,0,,32150.634784286,0.011234713355832905,0,,0,,0,,0,,0,,0,,9484.631365581401,0.004556714093332245,0,,0,,0,,43842.99753159191,0.0003675647952169843
CA-0001-no2025.XLS,6,23,PEP16820Q269,PEN,4.718728,0.18082191780821918,PUBLICA,1487.73440115,0.005852961511729014,0,,0,,0,,15373.25547855,0.005372028260291555,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,16860.989879700002,0.00014135681046492874
CA-0001-no2025.XLS,2,107,III. OPERACIONES EN TRÁNSITO,,,1636.5436399999999,0.006438398500283881,-68139.91328403528,-0.04118280815218553,-748011.8032752064,-0.05731148963513574,-79483.47442399598,-0.018355472727375987,-399.2642500000002,-0.00013951884409367892,-122020.17076202319,-0.01571994649210139,-1354491.77679354,-0.047588001747248976,11994.621949433349,0.0037630047311514674,-42303.28991,-0.023248057370831594,-36239.24994138582,-0.007415627006721199,-302483.3013325676,-0.02214669472317959,-56288.75448501756,-0.016812936561788526,-8206.78236,-0.003942795391756387,81905.7668267168,0.01222571534890649,-506910.4571451568,-0.022601993568022522,8213.344230499191,0.0029401972290929133,-3221227.96131628,-0.027005680783921786
CA-0001-no2025.XLS,2,108,TOTAL,,,254184.8939496121,1,1654571.8065711644,1,13051690.124219447,1,4330233.0375535125,1,2861722.7485909867,1,7762123.797516307,1,28462884.068710495,1,3187511.7908137823,1,1819648.3790114971,1,4886876.040089415,1,13658169.09084753,1,3347943.072178563,1,2081462.9075500022,1,6699466.206207945,1,22427687.877158664,1,2793467.10119617,1,119279642.9421651,1
CA-0001-no2025.XLS,2,109,(1) Financian actividad desarrollada en el país.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,2,110,(2) Incluye inversiones en Bonos Estructurados cuyo capital protegido corresponde a Instrumentos de Deuda del Gobierno Central.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,2,111,(3) Incluye Depósitos Overnight y Certificados de Depósito con Negociación Restringida del BCRP.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,2,112,(4) Incluye la participación de las AFP en Fondos Mutuos Alternativos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,2,113,"(5) Categoría de riesgo equivalente para acciones y valores representativos de derechos sobre acciones, según lo indicado en el Anexo IV de la Circular Nº AFP-044-2004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,2,114,(e) Clasificación de riesgo otorgada por empresas Clasificadoras del Exterior.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,2,115,"Nota: Las Categorías E y E(e) corresponden a los Títulos que no tienen información suficiente y las categorías V y V(e) se asignan cuando la categoría de riesgo ha sido observada, por considerar que el instrumento tiene una categoría de riesgo correpondiente al grado especulativo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,1,INVERSIÓN EN BONOS LOCALES (UNIDADES),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,2,Al 28-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,3,,HA00,HA01,HA02,HA03,IN00,IN01,IN02,PR00,PR01,PR02,PR03,RI00,RI01,RI02,RI03,TOTAL,% SOBRE EL EMISOR,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,4,Almacenes Comerciales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,5,InRetail Shopping Malls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,6,CVL800700S24,,1600,3400,,,6000,,,,,,,3500,6500,,21000,0.49065420560747663,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,7,CVL800707107,,,,,,,2500,,,2500,,,,,,5000,0.3546099290780142,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,8,USP56243AE14,,,,,,6100,,,,,,,8361,19139,,33600,0.0896,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,9,Inverfal Perú S.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,10,PEP74190M059,,,35300,,,,,,,,,,,,,35300,0.1765,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,11,Bancos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,12,Banco BCI Peru S.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,13,CVL11700Q035,,,,,,,,,,,,100000,,,,100000,1,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,14,PEP11700Q029,3000,,,,32524,,,,,,,,,,,35524,0.2960333333333333,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,15,PEP11700Q037,,,,,20000,,,,,,,,,,,20000,0.2077922077922078,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,16,BANCO FALABELLA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,17,PEP14150Q883,,,,,,,,,,,,10000,,,,10000,0.23255813953488372,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,18,BANCO RIPLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,19,PEP14300Q843,803,,,,,,,40127,,,,,,,,40930,0.7180701754385965,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,20,Compartamos Ban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,7,21,PEP16820Q269,1500,,,,15500,,,,,,,,,,,17000,0.302491103202847,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,10,319,UTI International (Singapore) Private Limited,,,,0,,0.1133344354,8.683506451757591e-09,0.06751838699999999,1.5592321802187904e-08,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.18085282239999997,1.5162086164836177e-09,,,,,,,
CA-0001-no2025.XLS,10,320,IE00BYPC7R45,USD,,,0,,0.1133344354,8.683506451757591e-09,0.06751838699999999,1.5592321802187904e-08,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.18085282239999997,1.5162086164836177e-09,,,,,,,
CA-0001-no2025.XLS,10,321,Ashmore Investment Management (Ireland) Limit,,,,7137.2029752409,0.004313625402593804,1.2855097179,9.849373572810625e-08,2.0345947189999998,4.698580195003781e-07,0,,0,,0,,0,,0,,0,,0,,0,,0,,7140.5230796778005,5.986371943735625e-05,,,,,,,
CA-0001-no2025.XLS,10,322,LU0794787092,USD,,,1.36189382,8.23109528756148e-07,1.2855097179,9.849373572810625e-08,2.0345947189999998,4.698580195003781e-07,0,,0,,0,,0,,0,,0,,0,,0,,0,,4.681998256899999,3.925228263107858e-08,,,,,,,
CA-0001-no2025.XLS,10,323,LU0912263752,USD,,,7135.8410814209,0.004312802293065048,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7135.8410814209,5.982446715472518e-05,,,,,,,
CA-0001-no2025.XLS,10,324,Moneda S.A. Administradora General de Fondos,,,,28734.7891117856,0.017366903628881387,171789.077147105,0.013162209301025634,0,,147855.02472318403,0.019048269337123187,0.2925672916,1.0278905359475563e-08,0,,70291.9249125244,0.014383815823418815,138190.941947052,0.010117823335461221,0,,140594.382247546,0.02098590811865976,11541.1945190368,0.0005145958237982631,0,,708997.6271755253,0.005943995217350677,,,,,,,
CA-0001-no2025.XLS,10,325,CL0002535525,USD,,,28734.7891117856,0.017366903628881387,171789.077147105,0.013162209301025634,0,,147855.02472318403,0.019048269337123187,0.2925672916,1.0278905359475563e-08,0,,70291.9249125244,0.014383815823418815,138190.941947052,0.010117823335461221,0,,140594.382247546,0.02098590811865976,11541.1945190368,0.0005145958237982631,0,,708997.6271755253,0.005943995217350677,,,,,,,
CA-0001-no2025.XLS,10,326,Edmond de Rothschild Asset Management Luxembo,,,,31425.111823107,0.018992896952735167,57674.326480857,0.004418916319031624,0.8207260608,1.8953392431361903e-07,0,,0,,0,,0.3111168912,6.366375751047442e-08,67372.9778486165,0.004932797170725022,34144.962788693505,0.010198788346324778,84333.0804,0.012588029822712475,39123.594,0.0017444327839003465,0,,314075.18518422596,0.002633099642463812,,,,,,,
CA-0001-no2025.XLS,10,327,LU1564424452,USD,,,31425.111823107,0.018992896952735167,57674.326480857,0.004418916319031624,0.8207260608,1.8953392431361903e-07,0,,0,,0,,0,,0,,0,,84333.0804,0.012588029822712475,39123.594,0.0017444327839003465,0,,212556.9334300248,0.0017820051115770607,,,,,,,
CA-0001-no2025.XLS,10,328,LU1244895048,USD,,,0,,0,,0,,0,,0,,0,,0.3111168912,6.366375751047442e-08,67372.9778486165,0.004932797170725022,34144.962788693505,0.010198788346324778,0,,0,,0,,101518.2517542012,0.0008510945308867516,,,,,,,
CA-0001-no2025.XLS,10,329,LARRAINVIAL ASSET MANAGEMENT SICAV,,,,3163.3792660789,0.0019119020724972322,101532.71141699301,0.007779276894460096,29369.6016431687,0.006782452904604387,0,,0,,0,,0.3142611783,6.430717205060311e-08,22134.2849186033,0.0016205894634468794,10807.2016249814,0.0032280123622140835,0,,0,,0,,167007.4931310036,0.0014001340799785953,,,,,,,
CA-0001-no2025.XLS,10,330,LU0939496179,USD,,,3163.3792660789,0.0019119020724972322,101532.71141699301,0.007779276894460096,29369.6016431687,0.006782452904604387,0,,0,,0,,0.3142611783,6.430717205060311e-08,22134.2849186033,0.0016205894634468794,10807.2016249814,0.0032280123622140835,0,,0,,0,,167007.4931310036,0.0014001340799785953,,,,,,,
CA-0001-no2025.XLS,10,331,DBX Advisors LLC,,,,0,,0,,0,,21.906792000000003,2.822267793127656e-06,0,,0,,0,,0,,0,,0,,0,,0,,21.906792000000003,1.8365910108082665e-07,,,,,,,
CA-0001-no2025.XLS,10,332,US2330518794,USD,,,0,,0,,0,,21.906792000000003,2.822267793127656e-06,0,,0,,0,,0,,0,,0,,0,,0,,21.906792000000003,1.8365910108082665e-07,,,,,,,
CA-0001-no2025.XLS,10,333,BlueBay Funds Management Company S.A.,,,,40099.0762809172,0.02423531944740199,60368.4653430398,0.0046253370075816395,0.6660249756,1.5380811374906732e-07,100536.75343988299,0.012952222363685099,2522.8898583335,8.863788547369785e-05,0,,58255.8495686249,0.01192087728248556,0.6572024152,4.81179000515083e-08,0,,0,,0,,0,,261784.35771818922,0.002194711111309414,,,,,,,
CA-0001-no2025.XLS,10,334,LU1163201939,USD,,,7051.3285192724,0.004261724085511374,0,,0,,0,,0,,0,,0.4962247449,1.0154232291329424e-07,0.6572024152,4.81179000515083e-08,0,,0,,0,,0,,7052.4819464325,5.91256124890651e-05,,,,,,,
CA-0001-no2025.XLS,10,335,LU1163202150,EUR,,,0,,0,,0,,100536.75343988299,0.012952222363685099,2522.8898583335,8.863788547369785e-05,0,,0,,0,,0,,0,,0,,0,,103059.6432982165,0.0008640170338888998,,,,,,,
CA-0001-no2025.XLS,10,336,LU1932874412,USD,,,33047.7477616448,0.019973595361890615,60368.4653430398,0.0046253370075816395,0.6660249756,1.5380811374906732e-07,0,,0,,0,,0,,0,,0,,0,,0,,0,,93416.8791296602,0.0007831753753233074,,,,,,,
CA-0001-no2025.XLS,10,337,LU1167331617,USD,,,0,,0,,0,,0,,0,,0,,58255.35334388,0.011920775740162648,0,,0,,0,,0,,0,,58255.35334388,0.000488393089608142,,,,,,,
CA-0001-no2025.XLS,10,338,Schroder Investment Management (Europe) SA,,,,0.5886164788,3.557515463894029e-07,3853.7820346289,0.0002952707272353655,0.6146614557000001,1.4194650735177763e-07,0,,0.7448863404,2.6170444941623474e-08,0.9219921836,2.892513797932061e-07,0,,0,,0,,0,,0.3467430527,1.546049038131736e-08,0,,3856.9989341401,3.233576861066089e-05,,,,,,,
CA-0001-no2025.XLS,10,339,LU1713307699,USD,,,0.5886164788,3.557515463894029e-07,0.7344683497,5.62738114918222e-08,0.6146614557000001,1.4194650735177763e-07,0,,0.7448863404,2.6170444941623474e-08,0.9219921836,2.892513797932061e-07,0,,0,,0,,0,,0,,0,,3.6046248081999996,3.021994968536055e-08,,,,,,,
CA-0001-no2025.XLS,10,340,LU0845699684,USD,,,0,,3853.0475662792,0.00029521445342387367,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3853.0475662792,3.230264168503104e-05,,,,,,,
CA-0001-no2025.XLS,10,341,LU2473381015,EUR,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.3467430527,1.546049038131736e-08,0,,0.3467430527,2.90697594448807e-09,,,,,,,
CA-0001-no2025.XLS,10,342,"Joh. Berenberg, Gossier & Co. KG",,,,120.35814226629999,7.274277356128953e-05,1101.4871536182,8.439421585517287e-05,1651.0211298751,0.00038127766232366354,0,,0,,0,,0,,0,,0,,0,,0,,0,,2872.8664257595997,2.4085136029058725e-05,,,,,,,
CA-0001-no2025.XLS,9,1,INVERSIÓN EN FONDOS MUTUOS O DE INVERSIÓN LOCALES (UNIDADES*),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,2,Al 28-11-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,3,,HA00,HA01,HA02,HA03,IN01,IN02,IN03,PR01,PR02,PR03,RI01,RI02,RI03,Total general,% sobre el Fondo mutuo,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,4,AC CAPITALES SAFI S.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,5,Fondo de Infraestructura II,,,,,,24528385,,,12724098,,,,,37252483,0.2888086642599278,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,6,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales",,,,,,1878654,541346,1276,1508703,70021,,,,4000000,0.9999999589929215,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,7,Fondo Inmobiliario II,,,,,,14681059,4837113,,9546937,1060769,,,6364626,36490504,0.601184831843849,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,8,BD Capital SAFI SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,9,Fondo de Inversión Senior Loans BDC 2 CLASE A,,535,4831,,,,,15096,18174,,20045,11105,,69786,0.6244444444444445,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,10,Fondo de Inversión Senior Loans BDC CLASE C,,,,,15070,1811,,5981,12243,,3536,17680,,56321,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,11,BlackRock Institutional Trust Company PE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,12,ETF - EPU,,,,,,547,99453,,1150981,200790,,,,1451771,0.4921252448660635,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,13,"Carlyle Peru GP, L.P.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,14,Carlyle Peru Fund,,,,,,86.0620402,53.7161963,,67.5627261,28.9554522,,64.3454543,64.3454543,364.9873234,0.34056631312639873,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,15,COMPASS GROUP SAFI S.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,16,Compass - Fondo de Inversión Acreencias High Yield,11755188,27007470,91616916,46456891,,,,,,,,,,176836465,0.5,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,17,VINCI COMPASS - FONDO DE INVERSIÓN OPORTUNIDADES RENTA FIJA II,,,,,,,,59000,91000,,,,,150000,0.35,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,18,Credicorp Capital S.A. Sociedad Admin. Fondos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-0001-no2025.XLS,9,19,Credicorp Capital Fondo de Inversión Inmobiliario Perú,,,,,,58540,14635,,60000,30000,,85499,42749,291423,0.7953185253109111,,,,,,,,,,,,,,,,,,,,,
