afp,modelo,factor,coeficiente_estandarizado,coeficiente_abs,ranking
Profuturo,Ridge,ret_XLB,-9.121790090818198e-05,9.121790090818198e-05,24
Profuturo,Ridge,ret_ACWI,6.743786367122888e-05,6.743786367122888e-05,25
Profuturo,Ridge,ret_XLY,5.05228892681966e-05,5.05228892681966e-05,26
Profuturo,Ridge,ret_USO,3.451113733069269e-05,3.451113733069269e-05,27
Profuturo,ElasticNet,ret_EPU,0.001960451411863414,0.001960451411863414,1
Profuturo,ElasticNet,ret_PEN_X,-0.0015878338324764583,0.0015878338324764583,2
Profuturo,ElasticNet,ret_HYG,-0.001189726381806447,0.001189726381806447,3
Profuturo,ElasticNet,ret_IDX_VIX,-0.0007800639005550895,0.0007800639005550895,4
Profuturo,ElasticNet,ret_MCHI,0.0007554081955012197,0.0007554081955012197,5
Profuturo,ElasticNet,ret_EWJ,0.0006521767822925582,0.0006521767822925582,6
Profuturo,ElasticNet,ret_QQQ,0.000532502675894662,0.000532502675894662,7
Profuturo,ElasticNet,ret_TLT,-0.0004770275912950856,0.0004770275912950856,8
Profuturo,ElasticNet,ret_GLD,-0.0004308853723809356,0.0004308853723809356,9
Profuturo,ElasticNet,ret_XLE,0.0004084805403058668,0.0004084805403058668,10
Profuturo,ElasticNet,ret_XLF,0.0003501547688991218,0.0003501547688991218,11
Profuturo,ElasticNet,ret_XLI,0.0002598520791558571,0.0002598520791558571,12
Profuturo,ElasticNet,ret_VGK,0.0002152000319505174,0.0002152000319505174,13
Profuturo,ElasticNet,ret_DX_Y_NYB,0.00016207235869575352,0.00016207235869575352,14
Profuturo,ElasticNet,ret_CPER,-5.2858928982451655e-05,5.2858928982451655e-05,15
Profuturo,ElasticNet,ret_XLV,3.5052576246108104e-05,3.5052576246108104e-05,16
Profuturo,ElasticNet,ret_EEM,1.4290089320494433e-05,1.4290089320494433e-05,17
Profuturo,ElasticNet,ret_ACWI,0.0,0.0,18
Profuturo,ElasticNet,ret_SPY,0.0,0.0,19
Profuturo,ElasticNet,ret_XLK,0.0,0.0,20
Profuturo,ElasticNet,ret_ILF,-0.0,0.0,21
Profuturo,ElasticNet,ret_XLB,0.0,0.0,22
Profuturo,ElasticNet,ret_XLP,-0.0,0.0,23
Profuturo,ElasticNet,ret_XLY,0.0,0.0,24
Profuturo,ElasticNet,ret_LQD,-0.0,0.0,25
Profuturo,ElasticNet,ret_COPX,0.0,0.0,26
Profuturo,ElasticNet,ret_USO,0.0,0.0,27
Profuturo,Huber_robusto,ret_SPY,-0.0041293164355480525,0.0041293164355480525,1
Profuturo,Huber_robusto,ret_QQQ,0.0022357792359526877,0.0022357792359526877,2
Profuturo,Huber_robusto,ret_HYG,-0.0021393041943383456,0.0021393041943383456,3
Profuturo,Huber_robusto,ret_EPU,0.001583545969291207,0.001583545969291207,4
Profuturo,Huber_robusto,ret_PEN_X,-0.0014801666587891957,0.0014801666587891957,5
Profuturo,Huber_robusto,ret_ACWI,0.0011698416089009098,0.0011698416089009098,6
Profuturo,Huber_robusto,ret_XLF,0.0011218664966817624,0.0011218664966817624,7
Profuturo,Huber_robusto,ret_XLI,0.0009645373811871192,0.0009645373811871192,8
Profuturo,Huber_robusto,ret_LQD,-0.000905753765172871,0.000905753765172871,9
Profuturo,Huber_robusto,ret_EEM,0.0008870533337630088,0.0008870533337630088,10
Profuturo,Huber_robusto,ret_XLV,0.000760483980596772,0.000760483980596772,11
Profuturo,Huber_robusto,ret_VGK,0.0006532511976388563,0.0006532511976388563,12
Profuturo,Huber_robusto,ret_EWJ,0.0006167316264818994,0.0006167316264818994,13
Profuturo,Huber_robusto,ret_XLE,0.0006067412468724332,0.0006067412468724332,14
Profuturo,Huber_robusto,ret_ILF,-0.0005458466620514228,0.0005458466620514228,15
Profuturo,Huber_robusto,ret_IDX_VIX,-0.000533722623452251,0.000533722623452251,16
Profuturo,Huber_robusto,ret_DX_Y_NYB,0.00046717003656839836,0.00046717003656839836,17
Profuturo,Huber_robusto,ret_MCHI,0.000370616495203576,0.000370616495203576,18
Profuturo,Huber_robusto,ret_GLD,-0.00023106575900814816,0.00023106575900814816,19
Profuturo,Huber_robusto,ret_XLB,-0.0001890866089115678,0.0001890866089115678,20
Profuturo,Huber_robusto,ret_USO,0.00018852389380158872,0.00018852389380158872,21
Profuturo,Huber_robusto,ret_XLY,0.00018834869110479323,0.00018834869110479323,22
Profuturo,Huber_robusto,ret_COPX,0.00018512355668953815,0.00018512355668953815,23
Profuturo,Huber_robusto,ret_TLT,0.00018116249089253722,0.00018116249089253722,24
Profuturo,Huber_robusto,ret_CPER,-0.00016777670773819556,0.00016777670773819556,25
Profuturo,Huber_robusto,ret_XLP,9.580696834752185e-05,9.580696834752185e-05,26
Profuturo,Huber_robusto,ret_XLK,-6.0396024051902555e-05,6.0396024051902555e-05,27
