escenario,variante_confianza,periodo,fecha_cartera,afp,factor_modelo,peso_exterior,peso_total_fondo,identificadores,error_cobertura_pct,factor_reescala,estado_cobertura,peso_exterior_pct,peso_total_fondo_pct
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,ACWI,0.17779232735952322,0.1123097807719432,2,1.0733118300255473,1.0108495679970746,estricto,17.77923273595232,11.23097807719432
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,EEM,0.0797036846915732,0.0503480858109549,3,1.0733118300255473,1.0108495679970746,estricto,7.97036846915732,5.03480858109549
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,EWJ,0.0517483918470396,0.0326889839958571,1,1.0733118300255473,1.0108495679970746,estricto,5.17483918470396,3.2688983995857104
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,MCHI,0.0124309836312022,0.0078525382232989,1,1.0733118300255473,1.0108495679970746,estricto,1.24309836312022,0.7852538223298899
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,PESO_EXCLUIDO_POR_CONFIANZA,0.1488561260372583,0.0940310480777883,11,1.0733118300255473,1.0108495679970746,estricto,14.885612603725832,9.40310480777883
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,RESIDUAL_NO_MAPEADO,0.1521298524802464,0.0960990310137214,8,1.0733118300255473,1.0108495679970746,estricto,15.21298524802464,9.60990310137214
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,SPY,0.302117770192382,0.19084502150085209,5,1.0733118300255473,1.0108495679970746,estricto,30.211777019238202,19.084502150085207
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,VGK,0.0427265438604457,0.0269899654578791,3,1.0733118300255473,1.0108495679970746,estricto,4.27265438604457,2.69899654578791
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,XLB,0.0011290649797391,0.0007132199810589,1,1.0733118300255473,1.0108495679970746,estricto,0.11290649797390999,0.07132199810589
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,XLE,0.0006564540726312,0.0004146760103712,1,1.0733118300255473,1.0108495679970746,estricto,0.06564540726312,0.04146760103712
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,XLF,0.0051522299143342,0.0032546163310828,1,1.0733118300255473,1.0108495679970746,estricto,0.51522299143342,0.32546163310828
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,XLI,0.0036334417333645,0.0022952117820957,1,1.0733118300255473,1.0108495679970746,estricto,0.36334417333645,0.22952117820957
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,XLK,0.0069844635777909,0.0044120215134205,1,1.0733118300255473,1.0108495679970746,estricto,0.69844635777909,0.44120215134205
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,XLP,0.0035137727025823,0.0022196179541058,1,1.0733118300255473,1.0108495679970746,estricto,0.35137727025823,0.22196179541058
ampliado_15pct,alta,2015-01,2015-01-30,Habitat,XLY,0.0114248929198851,0.0072169999584996,1,1.0733118300255473,1.0108495679970746,estricto,1.14248929198851,0.72169999584996
ampliado_15pct,alta,2015-01,2015-01-30,Integra,EEM,0.036040998292505004,0.0215277818290625,3,3.189733428657837,1.0329482971344497,operativo,3.6040998292505004,2.15277818290625
ampliado_15pct,alta,2015-01,2015-01-30,Integra,MCHI,0.04637682735056,0.027701514065291,1,3.189733428657837,1.0329482971344497,operativo,4.637682735056,2.7701514065291
ampliado_15pct,alta,2015-01,2015-01-30,Integra,PESO_EXCLUIDO_POR_CONFIANZA,0.17282622456261115,0.10323147063043929,28,3.189733428657837,1.0329482971344497,operativo,17.282622456261116,10.32314706304393
ampliado_15pct,alta,2015-01,2015-01-30,Integra,PRIVATE_ALTERNATIVES,0.040836577848994596,0.0243922471692882,10,3.189733428657837,1.0329482971344497,operativo,4.08365778489946,2.43922471692882
ampliado_15pct,alta,2015-01,2015-01-30,Integra,RESIDUAL_NO_MAPEADO,0.2772687424936666,0.16561641683669628,24,3.189733428657837,1.0329482971344497,operativo,27.726874249366663,16.561641683669627
ampliado_15pct,alta,2015-01,2015-01-30,Integra,SPY,0.0847488818781941,0.0506216677053078,3,3.189733428657837,1.0329482971344497,operativo,8.47488818781941,5.06216677053078
ampliado_15pct,alta,2015-01,2015-01-30,Integra,VGK,0.1213419440385768,0.07247920484267009,3,3.189733428657837,1.0329482971344497,operativo,12.13419440385768,7.247920484267009
ampliado_15pct,alta,2015-01,2015-01-30,Integra,XLB,0.0002134527759555,0.0001274982661213,1,3.189733428657837,1.0329482971344497,operativo,0.02134527759555,0.01274982661213
ampliado_15pct,alta,2015-01,2015-01-30,Integra,XLE,0.0198963660755839,0.0118843719197258,2,3.189733428657837,1.0329482971344497,operativo,1.9896366075583898,1.18843719197258
ampliado_15pct,alta,2015-01,2015-01-30,Integra,XLF,0.0766862930338423,0.0458057729786976,1,3.189733428657837,1.0329482971344497,operativo,7.668629303384231,4.58057729786976
ampliado_15pct,alta,2015-01,2015-01-30,Integra,XLI,0.0710390919790153,0.0424326224553269,1,3.189733428657837,1.0329482971344497,operativo,7.10390919790153,4.24326224553269
ampliado_15pct,alta,2015-01,2015-01-30,Integra,XLK,0.0177330108893082,0.0105921702417662,1,3.189733428657837,1.0329482971344497,operativo,1.77330108893082,1.0592170241766201
ampliado_15pct,alta,2015-01,2015-01-30,Integra,XLP,0.0019641137855276,0.0011731920608615,1,3.189733428657837,1.0329482971344497,operativo,0.19641137855276,0.11731920608615001
ampliado_15pct,alta,2015-01,2015-01-30,Integra,XLV,0.0330274749956557,0.0197277630963722,1,3.189733428657837,1.0329482971344497,operativo,3.30274749956557,1.9727763096372202
ampliado_15pct,alta,2015-01,2015-01-30,Prima,EEM,0.0340770467219933,0.0192793610342054,1,1.121602113271325,1.0113432472333963,estricto,3.40770467219933,1.92793610342054
ampliado_15pct,alta,2015-01,2015-01-30,Prima,LQD,8.433064088285097e-05,4.771073283111384e-05,1,1.121602113271325,1.0113432472333963,estricto,0.008433064088285097,0.004771073283111384
ampliado_15pct,alta,2015-01,2015-01-30,Prima,MCHI,0.0001403582060702,7.940877479841531e-05,1,1.121602113271325,1.0113432472333963,estricto,0.014035820607020001,0.00794087747984153
ampliado_15pct,alta,2015-01,2015-01-30,Prima,PESO_EXCLUIDO_POR_CONFIANZA,0.33797759855494136,0.19121352261459373,20,1.121602113271325,1.0113432472333963,estricto,33.797759855494135,19.121352261459375
ampliado_15pct,alta,2015-01,2015-01-30,Prima,PRIVATE_ALTERNATIVES,0.0603114763650396,0.034121698891151,6,1.121602113271325,1.0113432472333963,estricto,6.03114763650396,3.4121698891150998
ampliado_15pct,alta,2015-01,2015-01-30,Prima,RESIDUAL_NO_MAPEADO,0.26496405804755513,0.1499055296035977,18,1.121602113271325,1.0113432472333963,estricto,26.49640580475551,14.990552960359771
ampliado_15pct,alta,2015-01,2015-01-30,Prima,SPY,0.0951278004251219,0.053819311977,1,1.121602113271325,1.0113432472333963,estricto,9.512780042512189,5.3819311977
ampliado_15pct,alta,2015-01,2015-01-30,Prima,VGK,0.06077083644786609,0.03438158552257681,2,1.121602113271325,1.0113432472333963,estricto,6.077083644786609,3.438158552257681
ampliado_15pct,alta,2015-01,2015-01-30,Prima,XLE,0.02360597427306473,0.01335526826275269,2,1.121602113271325,1.0113432472333963,estricto,2.3605974273064727,1.3355268262752689
ampliado_15pct,alta,2015-01,2015-01-30,Prima,XLF,0.0092633722517418,0.0052408267504093,1,1.121602113271325,1.0113432472333963,estricto,0.9263372251741799,0.52408267504093
ampliado_15pct,alta,2015-01,2015-01-30,Prima,XLI,0.0303714664889186,0.0171828994559034,1,1.121602113271325,1.0113432472333963,estricto,3.03714664889186,1.71828994559034
ampliado_15pct,alta,2015-01,2015-01-30,Prima,XLY,0.0833056815768022,0.0471308539270558,1,1.121602113271325,1.0113432472333963,estricto,8.33056815768022,4.7130853927055805
ampliado_15pct,alta,2015-01,2015-01-30,Profuturo,MCHI,0.0460618729877131,0.0290660919375719,1,0.4483685280234573,0.9955363284183318,estricto,4.60618729877131,2.9066091937571903
ampliado_15pct,alta,2015-01,2015-01-30,Profuturo,PESO_EXCLUIDO_POR_CONFIANZA,0.3332468259944228,0.21028634430131957,21,0.4483685280234573,0.9955363284183318,estricto,33.324682599442276,21.028634430131955
ampliado_15pct,alta,2015-01,2015-01-30,Profuturo,PRIVATE_ALTERNATIVES,0.0349696929065526,0.0220666734355683,13,0.4483685280234573,0.9955363284183318,estricto,3.49696929065526,2.20666734355683
ampliado_15pct,alta,2015-01,2015-01-30,Profuturo,RESIDUAL_NO_MAPEADO,0.2827336739659908,0.1784113938122983,14,0.4483685280234573,0.9955363284183318,estricto,28.27336739659908,17.84113938122983
ampliado_15pct,alta,2015-01,2015-01-30,Profuturo,VGK,0.0957070733219816,0.0603933451206965,2,0.4483685280234573,0.9955363284183318,estricto,9.57070733219816,6.03933451206965
ampliado_15pct,alta,2015-01,2015-01-30,Profuturo,XLE,0.0073476767246049,0.0046365515197763,1,0.4483685280234573,0.9955363284183318,estricto,0.73476767246049,0.46365515197763
ampliado_15pct,alta,2015-01,2015-01-30,Profuturo,XLF,0.0359961855438253,0.0227144136908591,1,0.4483685280234573,0.9955363284183318,estricto,3.5996185543825296,2.2714413690859097
ampliado_15pct,alta,2015-01,2015-01-30,Profuturo,XLI,0.038739362268637,0.024445420740999,1,0.4483685280234573,0.9955363284183318,estricto,3.8739362268637,2.4445420740999
ampliado_15pct,alta,2015-01,2015-01-30,Profuturo,XLK,0.011322556066483,0.007144791000672,1,0.4483685280234573,0.9955363284183318,estricto,1.1322556066483,0.7144791000672
ampliado_15pct,alta,2015-01,2015-01-30,Profuturo,XLP,0.0086965755291497,0.0054877374165773,1,0.4483685280234573,0.9955363284183318,estricto,0.8696575529149699,0.54877374165773
ampliado_15pct,alta,2015-01,2015-01-30,Profuturo,XLV,0.0388734580214047,0.0245300382180049,1,0.4483685280234573,0.9955363284183318,estricto,3.88734580214047,2.45300382180049
ampliado_15pct,alta,2015-01,2015-01-30,Profuturo,XLY,0.0663050466692315,0.04183999601855,1,0.4483685280234573,0.9955363284183318,estricto,6.63050466692315,4.183999601855
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,ACWI,0.1732504490791686,0.1095288361507721,2,1.96713406270872,1.0200660670674164,estricto,17.32504490791686,10.952883615077209
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,EEM,0.08733680408503089,0.055214278262506494,3,1.96713406270872,1.0200660670674164,estricto,8.733680408503089,5.521427826250649
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,EWJ,0.0657924210510505,0.041593931464906,1,1.96713406270872,1.0200660670674164,estricto,6.57924210510505,4.159393146490601
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,MCHI,0.01035172233564,0.0065443530196017,1,1.96713406270872,1.0200660670674164,estricto,1.035172233564,0.65443530196017
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,PESO_EXCLUIDO_POR_CONFIANZA,0.123150656432909,0.0778557755087628,11,1.96713406270872,1.0200660670674164,estricto,12.3150656432909,7.78557755087628
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,RESIDUAL_NO_MAPEADO,0.1539128326624526,0.0973036059634315,8,1.96713406270872,1.0200660670674164,estricto,15.39128326624526,9.73036059634315
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,SPY,0.3024068094301774,0.1911814142878217,5,1.96713406270872,1.0200660670674164,estricto,30.24068094301774,19.11814142878217
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,VGK,0.0494844407935458,0.0312840355479376,3,1.96713406270872,1.0200660670674164,estricto,4.94844407935458,3.12840355479376
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,XLB,0.0011415359085796,0.000721678357289,1,1.96713406270872,1.0200660670674164,estricto,0.11415359085796,0.07216783572890001
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,XLE,0.0006429570676031,0.0004064770953483,1,1.96713406270872,1.0200660670674164,estricto,0.06429570676031,0.04064770953483
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,XLF,0.0051056689589667,0.0032278010349699,1,1.96713406270872,1.0200660670674164,estricto,0.51056689589667,0.32278010349699
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,XLI,0.0035845251008645,0.0022661347461877,1,1.96713406270872,1.0200660670674164,estricto,0.35845251008645,0.22661347461877002
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,XLK,0.0070633662558957,0.0044654561614519,1,1.96713406270872,1.0200660670674164,estricto,0.70633662558957,0.44654561614519
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,XLP,0.0034267579920958,0.0021663944690446,1,1.96713406270872,1.0200660670674164,estricto,0.34267579920957997,0.21663944690446
ampliado_15pct,alta,2015-02,2015-02-27,Habitat,XLY,0.0133490528460177,0.0084392636770098,1,1.96713406270872,1.0200660670674164,estricto,1.3349052846017702,0.84392636770098
ampliado_15pct,alta,2015-02,2015-02-27,Integra,EEM,0.0351719345468238,0.0217793349958722,3,1.819478724666068,1.0185319725443664,estricto,3.5171934546823804,2.17793349958722
ampliado_15pct,alta,2015-02,2015-02-27,Integra,MCHI,0.0526817769887795,0.0326218641084123,1,1.819478724666068,1.0185319725443664,estricto,5.26817769887795,3.26218641084123
ampliado_15pct,alta,2015-02,2015-02-27,Integra,PESO_EXCLUIDO_POR_CONFIANZA,0.18065083157153639,0.11186347946944696,29,1.819478724666068,1.0185319725443664,estricto,18.065083157153637,11.186347946944695
ampliado_15pct,alta,2015-02,2015-02-27,Integra,PRIVATE_ALTERNATIVES,0.0382769693723953,0.0237020496406962,10,1.819478724666068,1.0185319725443664,estricto,3.8276969372395304,2.37020496406962
ampliado_15pct,alta,2015-02,2015-02-27,Integra,RESIDUAL_NO_MAPEADO,0.33157284259511677,0.20531813525351758,24,1.819478724666068,1.0185319725443664,estricto,33.15728425951168,20.531813525351758
ampliado_15pct,alta,2015-02,2015-02-27,Integra,SPY,0.0818886963420544,0.0507075136181246,3,1.819478724666068,1.0185319725443664,estricto,8.188869634205439,5.0707513618124604
ampliado_15pct,alta,2015-02,2015-02-27,Integra,VGK,0.0728234476442669,0.0450940865845002,3,1.819478724666068,1.0185319725443664,estricto,7.28234476442669,4.5094086584500195
ampliado_15pct,alta,2015-02,2015-02-27,Integra,XLB,0.0002155389784892,0.0001334670861205,1,1.819478724666068,1.0185319725443664,estricto,0.02155389784892,0.013346708612049998
ampliado_15pct,alta,2015-02,2015-02-27,Integra,XLE,0.0296633315162714,0.0183682712512278,2,1.819478724666068,1.0185319725443664,estricto,2.96633315162714,1.8368271251227801
ampliado_15pct,alta,2015-02,2015-02-27,Integra,XLF,0.0758976860316238,0.0469977313102767,1,1.819478724666068,1.0185319725443664,estricto,7.589768603162381,4.69977313102767
ampliado_15pct,alta,2015-02,2015-02-27,Integra,XLI,0.0374333228982439,0.0231796428008288,1,1.819478724666068,1.0185319725443664,estricto,3.74333228982439,2.31796428008288
ampliado_15pct,alta,2015-02,2015-02-27,Integra,XLK,0.0179107809654027,0.0110908001993431,1,1.819478724666068,1.0185319725443664,estricto,1.79107809654027,1.10908001993431
ampliado_15pct,alta,2015-02,2015-02-27,Integra,XLP,0.0019130652647146,0.0011846175027341,1,1.819478724666068,1.0185319725443664,estricto,0.19130652647146001,0.11846175027341001
ampliado_15pct,alta,2015-02,2015-02-27,Integra,XLV,0.0438997752842781,0.0271838306444859,1,1.819478724666068,1.0185319725443664,estricto,4.38997752842781,2.7183830644485902
ampliado_15pct,alta,2015-02,2015-02-27,Prima,EEM,0.0561405167550669,0.0334356727768936,1,1.620096800605897,1.0164677616862696,estricto,5.61405167550669,3.3435672776893597
ampliado_15pct,alta,2015-02,2015-02-27,Prima,LQD,7.79880062535548e-05,4.644740747565077e-05,1,1.620096800605897,1.0164677616862696,estricto,0.00779880062535548,0.004644740747565077
ampliado_15pct,alta,2015-02,2015-02-27,Prima,PESO_EXCLUIDO_POR_CONFIANZA,0.3435464892725778,0.20460638168122613,19,1.620096800605897,1.0164677616862696,estricto,34.35464892725778,20.460638168122614
ampliado_15pct,alta,2015-02,2015-02-27,Prima,PRIVATE_ALTERNATIVES,0.059358953937744,0.0353524811483317,7,1.620096800605897,1.0164677616862696,estricto,5.9358953937744,3.53524811483317
ampliado_15pct,alta,2015-02,2015-02-27,Prima,RESIDUAL_NO_MAPEADO,0.2697262690884797,0.16064118739628075,17,1.620096800605897,1.0164677616862696,estricto,26.972626908847968,16.064118739628075
ampliado_15pct,alta,2015-02,2015-02-27,Prima,SPY,0.1040709993361145,0.0619816859639537,2,1.620096800605897,1.0164677616862696,estricto,10.40709993361145,6.19816859639537
ampliado_15pct,alta,2015-02,2015-02-27,Prima,VGK,0.04754821105024688,0.02831834328741276,2,1.620096800605897,1.0164677616862696,estricto,4.754821105024688,2.831834328741276
ampliado_15pct,alta,2015-02,2015-02-27,Prima,XLE,0.0181608337821835,0.0108160688713618,1,1.620096800605897,1.0164677616862696,estricto,1.8160833782183499,1.08160688713618
ampliado_15pct,alta,2015-02,2015-02-27,Prima,XLF,0.0092211024073353,0.005491822672011,1,1.620096800605897,1.0164677616862696,estricto,0.92211024073353,0.5491822672011
ampliado_15pct,alta,2015-02,2015-02-27,Prima,XLI,0.0070912298448654,0.0042233319959111,1,1.620096800605897,1.0164677616862696,estricto,0.70912298448654,0.42233319959111004
ampliado_15pct,alta,2015-02,2015-02-27,Prima,XLY,0.0850574065191299,0.0506577384036666,1,1.620096800605897,1.0164677616862696,estricto,8.505740651912989,5.06577384036666
ampliado_15pct,alta,2015-02,2015-02-27,Profuturo,EEM,0.01512297800815,0.0096536283055127,1,0.727197214144315,1.0073252410905833,estricto,1.512297800815,0.9653628305512699
ampliado_15pct,alta,2015-02,2015-02-27,Profuturo,MCHI,0.0065206574565819,0.0041624079172428,1,0.727197214144315,1.0073252410905833,estricto,0.65206574565819,0.41624079172427997
ampliado_15pct,alta,2015-02,2015-02-27,Profuturo,PESO_EXCLUIDO_POR_CONFIANZA,0.3416141257980524,0.21806656020988882,21,0.727197214144315,1.0073252410905833,estricto,34.16141257980524,21.806656020988882
ampliado_15pct,alta,2015-02,2015-02-27,Profuturo,PRIVATE_ALTERNATIVES,0.0212396776472232,0.013558173081036,12,0.727197214144315,1.0073252410905833,estricto,2.12396776472232,1.3558173081036
ampliado_15pct,alta,2015-02,2015-02-27,Profuturo,RESIDUAL_NO_MAPEADO,0.29198118776384707,0.1863837834952401,13,0.727197214144315,1.0073252410905833,estricto,29.198118776384707,18.63837834952401
ampliado_15pct,alta,2015-02,2015-02-27,Profuturo,VGK,0.1260231428770322,0.0804458340527747,2,0.727197214144315,1.0073252410905833,estricto,12.60231428770322,8.04458340527747
ampliado_15pct,alta,2015-02,2015-02-27,Profuturo,XLE,0.032007045073188,0.0204314332883268,1,0.727197214144315,1.0073252410905833,estricto,3.2007045073188003,2.04314332883268
ampliado_15pct,alta,2015-02,2015-02-27,Profuturo,XLF,0.0329132366739926,0.0210098932241298,1,0.727197214144315,1.0073252410905833,estricto,3.2913236673992605,2.10098932241298
ampliado_15pct,alta,2015-02,2015-02-27,Profuturo,XLP,0.0213511416325858,0.0136293251969462,1,0.727197214144315,1.0073252410905833,estricto,2.13511416325858,1.36293251969462
ampliado_15pct,alta,2015-02,2015-02-27,Profuturo,XLV,0.0395477596813789,0.0252449862767789,1,0.727197214144315,1.0073252410905833,estricto,3.95477596813789,2.52449862767789
ampliado_15pct,alta,2015-02,2015-02-27,Profuturo,XLY,0.0716790473879654,0.0457557288256151,1,0.727197214144315,1.0073252410905833,estricto,7.16790473879654,4.57557288256151
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,ACWI,0.16090405802385738,0.1045161067312247,2,0.3348795600568999,1.0033600477135698,estricto,16.09040580238574,10.45161067312247
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,EEM,0.0853750435821557,0.0554558242769273,3,0.3348795600568999,1.0033600477135698,estricto,8.53750435821557,5.545582427692731
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,EWJ,0.0635441213613627,0.0412754299171333,1,0.3348795600568999,1.0033600477135698,estricto,6.35441213613627,4.12754299171333
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,MCHI,0.0103930959610239,0.0067508920537552,1,0.3348795600568999,1.0033600477135698,estricto,1.0393095961023902,0.67508920537552
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,PESO_EXCLUIDO_POR_CONFIANZA,0.1216260500719837,0.0790028628658694,11,0.3348795600568999,1.0033600477135698,estricto,12.16260500719837,7.900286286586939
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,RESIDUAL_NO_MAPEADO,0.16367344008576348,0.1063149739239889,11,0.3348795600568999,1.0033600477135698,estricto,16.36734400857635,10.63149739239889
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,SPY,0.29466922479866947,0.191403998927725,5,0.3348795600568999,1.0033600477135698,estricto,29.46692247986695,19.1403998927725
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,VGK,0.0612660644956111,0.0397957056799397,3,0.3348795600568999,1.0033600477135698,estricto,6.12660644956111,3.9795705679939704
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,XLB,0.001020811982292,0.0006630739796378,1,0.3348795600568999,1.0033600477135698,estricto,0.1020811982292,0.06630739796378
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,XLE,0.0005958432202798,0.0003870332070594,1,0.3348795600568999,1.0033600477135698,estricto,0.05958432202798,0.03870332070594
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,XLF,0.0047718652907637,0.0030995910740954,1,0.3348795600568999,1.0033600477135698,estricto,0.47718652907637,0.30995910740954
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,XLI,0.0032822921900691,0.002132030758413,1,0.3348795600568999,1.0033600477135698,estricto,0.32822921900691,0.2132030758413
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,XLK,0.0129028446087324,0.0083811129490763,2,0.3348795600568999,1.0033600477135698,estricto,1.29028446087324,0.8381112949076299
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,XLP,0.0031524585303828,0.002047696598046,1,0.3348795600568999,1.0033600477135698,estricto,0.31524585303828,0.20476965980460002
ampliado_15pct,alta,2015-03,2015-03-31,Habitat,XLY,0.0128227857970501,0.0083291103121676,1,0.3348795600568999,1.0033600477135698,estricto,1.28227857970501,0.83291103121676
ampliado_15pct,alta,2015-03,2015-03-31,Integra,ACWI,0.0167366629712879,0.0102853220154592,1,2.1880455953390165,1.02236992000269,operativo,1.6736662971287901,1.02853220154592
ampliado_15pct,alta,2015-03,2015-03-31,Integra,EEM,0.001152456004014701,0.0007082284640776292,3,2.1880455953390165,1.02236992000269,operativo,0.1152456004014701,0.07082284640776292
ampliado_15pct,alta,2015-03,2015-03-31,Integra,EWJ,0.0081957064453549,0.0050365762923744,1,2.1880455953390165,1.02236992000269,operativo,0.8195706445354899,0.50365762923744
ampliado_15pct,alta,2015-03,2015-03-31,Integra,MCHI,0.0211229341703093,0.0129808540821839,1,2.1880455953390165,1.02236992000269,operativo,2.11229341703093,1.2980854082183901
ampliado_15pct,alta,2015-03,2015-03-31,Integra,PESO_EXCLUIDO_POR_CONFIANZA,0.21523870296826567,0.13227244726240894,30,2.1880455953390165,1.02236992000269,operativo,21.523870296826566,13.227244726240894
ampliado_15pct,alta,2015-03,2015-03-31,Integra,PRIVATE_ALTERNATIVES,0.0393672793738703,0.024192704718224,10,2.1880455953390165,1.02236992000269,operativo,3.93672793738703,2.4192704718224
ampliado_15pct,alta,2015-03,2015-03-31,Integra,RESIDUAL_NO_MAPEADO,0.2936164734888673,0.18043859663406786,22,2.1880455953390165,1.02236992000269,operativo,29.361647348886734,18.043859663406785
ampliado_15pct,alta,2015-03,2015-03-31,Integra,SPY,0.107047956938897,0.06578507974393691,3,2.1880455953390165,1.02236992000269,operativo,10.7047956938897,6.578507974393691
ampliado_15pct,alta,2015-03,2015-03-31,Integra,VGK,0.1045325739620065,0.0642392803241897,3,2.1880455953390165,1.02236992000269,operativo,10.45325739620065,6.42392803241897
ampliado_15pct,alta,2015-03,2015-03-31,Integra,XLB,0.00021024537199,0.0001292038536527,1,2.1880455953390165,1.02236992000269,operativo,0.021024537199,0.012920385365270001
ampliado_15pct,alta,2015-03,2015-03-31,Integra,XLE,0.0129948846356857,0.0079858555592033,1,2.1880455953390165,1.02236992000269,operativo,1.29948846356857,0.79858555592033
ampliado_15pct,alta,2015-03,2015-03-31,Integra,XLF,0.077376396524937,0.0475507666026449,1,2.1880455953390165,1.02236992000269,operativo,7.7376396524937,4.75507666026449
ampliado_15pct,alta,2015-03,2015-03-31,Integra,XLI,0.0373893948920106,0.0229772187614234,1,2.1880455953390165,1.02236992000269,operativo,3.7389394892010595,2.29772187614234
ampliado_15pct,alta,2015-03,2015-03-31,Integra,XLK,0.017735339066409,0.0108990468210004,1,2.1880455953390165,1.02236992000269,operativo,1.7735339066409,1.08990468210004
ampliado_15pct,alta,2015-03,2015-03-31,Integra,XLP,0.0019197301113597,0.0011797478632378,1,2.1880455953390165,1.02236992000269,operativo,0.19197301113597,0.11797478632377999
ampliado_15pct,alta,2015-03,2015-03-31,Integra,XLV,0.0453632630747317,0.0278774669237248,1,2.1880455953390165,1.02236992000269,operativo,4.53632630747317,2.78774669237248
ampliado_15pct,alta,2015-03,2015-03-31,Prima,EEM,0.0728505532604337,0.043283823994729,1,1.230495215580918,1.012458250330066,estricto,7.28505532604337,4.3283823994729
ampliado_15pct,alta,2015-03,2015-03-31,Prima,LQD,7.899112089695808e-05,4.693221425275343e-05,1,1.230495215580918,1.012458250330066,estricto,0.007899112089695808,0.004693221425275343
ampliado_15pct,alta,2015-03,2015-03-31,Prima,PESO_EXCLUIDO_POR_CONFIANZA,0.3440742155262463,0.20443012605164437,18,1.230495215580918,1.012458250330066,estricto,34.407421552624626,20.443012605164437
ampliado_15pct,alta,2015-03,2015-03-31,Prima,PRIVATE_ALTERNATIVES,0.060151873931783895,0.0357389615821972,7,1.230495215580918,1.012458250330066,estricto,6.0151873931783895,3.57389615821972
ampliado_15pct,alta,2015-03,2015-03-31,Prima,RESIDUAL_NO_MAPEADO,0.2615532465797705,0.15540066867765823,15,1.230495215580918,1.012458250330066,estricto,26.155324657977054,15.540066867765823
ampliado_15pct,alta,2015-03,2015-03-31,Prima,SPY,0.0764323676119555,0.045411942657312646,2,1.230495215580918,1.012458250330066,estricto,7.64323676119555,4.5411942657312645
ampliado_15pct,alta,2015-03,2015-03-31,Prima,VGK,0.1005032915922867,0.0597135723680786,2,1.230495215580918,1.012458250330066,estricto,10.05032915922867,5.97135723680786
ampliado_15pct,alta,2015-03,2015-03-31,Prima,XLE,0.0004499803481196,0.0002673537717616,1,1.230495215580918,1.012458250330066,estricto,0.04499803481196,0.02673537717616
ampliado_15pct,alta,2015-03,2015-03-31,Prima,XLF,0.0319435895753581,0.0189791380718394,1,1.230495215580918,1.012458250330066,estricto,3.1943589575358105,1.8979138071839399
ampliado_15pct,alta,2015-03,2015-03-31,Prima,XLI,9.559189252822342e-05,5.679548701192729e-05,1,1.230495215580918,1.012458250330066,estricto,0.009559189252822342,0.005679548701192728
ampliado_15pct,alta,2015-03,2015-03-31,Prima,XLY,0.0518662985606182,0.0308161247606495,1,1.230495215580918,1.012458250330066,estricto,5.1866298560618205,3.08161247606495
ampliado_15pct,alta,2015-03,2015-03-31,Profuturo,EEM,0.0152188058830481,0.0097176210801805,1,0.7812593171770521,1.0078741103928597,estricto,1.52188058830481,0.9717621080180501
ampliado_15pct,alta,2015-03,2015-03-31,Profuturo,MCHI,0.0066402613169804,0.0042399872794009,1,0.7812593171770521,1.0078741103928597,estricto,0.66402613169804,0.42399872794008997
