afp,tipo_modelo,n_factores,familia,alpha,half_life,n_diario,mae_diario,rmse_diario,r2_diario,correlacion_diaria,direccion_diaria_pct,n_publicacion,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,error_maximo_abs_pct,sesgo_cuota_pct,correlacion_retorno_acumulado,direccion_acumulada_pct
Habitat,BASELINE,2,EW_RIDGE,0.001,60.0,593,0.003323931034079606,0.004619441292942139,0.37618265776925286,0.6259600210339905,67.95952782462057,593,0.7204259073788171,0.5133789742734596,1.5623289998707393,6.226521988651346,0.16885884973836218,0.7055237551201992,76.72849915682967
Habitat,EXPANDIDO,9,EW_RIDGE,0.001,60.0,593,0.0029378009303991106,0.003983772788583364,0.536053757916357,0.7347176721796571,74.36762225969646,593,0.5827922723177746,0.45705631511838707,1.2093667896324984,6.045047207833409,0.110382396050212,0.8185315241163016,82.46205733558179
Integra,BASELINE,2,RIDGE,0.001,,593,0.003142954828496129,0.005217124700597021,0.25283962654865355,0.5061264817991358,66.44182124789208,593,0.6608447945084694,0.4684791790724785,1.3065842541975627,8.535426363237232,0.11117628044659152,0.5969319480709305,72.51264755480608
Integra,EXPANDIDO,3,EW_RIDGE,0.001,500.0,593,0.003213222811182349,0.005233627922965063,0.24810519638301776,0.5051500372151372,67.62225969645868,593,0.6461017795222636,0.4572413593861624,1.2610980080387972,8.138990167637594,0.13833586485027924,0.613303410952323,74.03035413153457
Prima,BASELINE,4,EW_RIDGE,0.001,500.0,593,0.0029284564362892984,0.004015243222537108,0.3221898487008633,0.5809342372351389,70.15177065767286,593,0.596787404095136,0.45198253460105864,1.252113382258706,5.7008876252602425,0.13052342013799628,0.6829202905716473,74.53625632377741
Prima,EXPANDIDO,3,EW_RIDGE,0.001,500.0,593,0.002924740699448751,0.0040258248998088445,0.318612571400539,0.5793189676529085,69.30860033726813,593,0.5774496295748925,0.42693746518758235,1.2671201625506572,5.515165567854208,0.10861511315460781,0.700000285830129,77.57166947723441
Profuturo,BASELINE,2,RIDGE,0.001,,593,0.0031763870562422033,0.004311322479050621,0.3150919091941551,0.566221388831575,69.47723440134908,593,0.6336678505944682,0.4772258396230189,1.4524538132041447,6.023051593176265,0.11256042428171406,0.6694018872137767,74.70489038785834
Profuturo,EXPANDIDO,4,EW_RIDGE,0.001,500.0,593,0.0032133395556180003,0.004398750358572497,0.28703220996931256,0.559985076591471,70.82630691399663,593,0.6196819927615506,0.4333007539049971,1.3247336487140347,6.106329384208253,0.12525330364250084,0.6891907473541112,76.0539629005059
