fecha,afp,fondo,valor_cuota,fuente_tipo,fecha_disponible,archivo_fuente,prioridad_fuente,rendimiento_simple,rendimiento_log,variacion_porcentual,anio,mes,dia_semana_num,dia_semana
2015-03-31,Habitat,3,11.0941368,mensual_sbs,,FP-1359-ma2015.XLS,2,-0.003143670861184056,-0.003148622574854345,-0.3143670861184056,2015,3,1,Tuesday
2015-04-01,Habitat,3,11.1164705,mensual_sbs,,FP-1359-ab2015.XLS,2,0.0020131084015477807,0.0020110848141749725,0.20131084015477807,2015,4,2,Wednesday
2015-04-02,Habitat,3,11.1488164,mensual_sbs,,FP-1359-ab2015.XLS,2,0.0029097275074854156,0.002905502444272378,0.29097275074854156,2015,4,3,Thursday
2015-04-06,Habitat,3,11.2196033,mensual_sbs,,FP-1359-ab2015.XLS,2,0.006349274888050038,0.006329203158067195,0.6349274888050038,2015,4,0,Monday
2015-04-07,Habitat,3,11.243204,mensual_sbs,,FP-1359-ab2015.XLS,2,0.0021035235711053257,0.0021013142630767474,0.21035235711053257,2015,4,1,Tuesday
2015-04-08,Habitat,3,11.2881783,mensual_sbs,,FP-1359-ab2015.XLS,2,0.004000131990845368,0.003992152734514238,0.4000131990845368,2015,4,2,Wednesday
2015-04-09,Habitat,3,11.3735855,mensual_sbs,,FP-1359-ab2015.XLS,2,0.007566074678320822,0.007537595495509037,0.7566074678320822,2015,4,3,Thursday
2015-04-10,Habitat,3,11.4136096,mensual_sbs,,FP-1359-ab2015.XLS,2,0.003519039796201273,0.0035128624636018933,0.3519039796201273,2015,4,4,Friday
2015-04-13,Habitat,3,11.3997651,mensual_sbs,,FP-1359-ab2015.XLS,2,-0.0012129817371709928,-0.0012137179949567342,-0.12129817371709928,2015,4,0,Monday
2015-04-14,Habitat,3,11.4013809,mensual_sbs,,FP-1359-ab2015.XLS,2,0.0001417397626903849,0.00014172971855931177,0.01417397626903849,2015,4,1,Tuesday
2015-04-15,Habitat,3,11.4300771,mensual_sbs,,FP-1359-ab2015.XLS,2,0.002516905649560419,0.002513743547233472,0.2516905649560419,2015,4,2,Wednesday
2015-04-16,Habitat,3,11.4245253,mensual_sbs,,FP-1359-ab2015.XLS,2,-0.0004857185084078397,-0.0004858365078537682,-0.04857185084078397,2015,4,3,Thursday
2015-04-17,Habitat,3,11.3337066,mensual_sbs,,FP-1359-ab2015.XLS,2,-0.007949450643695566,-0.007981215983125048,-0.7949450643695566,2015,4,4,Friday
2015-04-20,Habitat,3,11.3698981,mensual_sbs,,FP-1359-ab2015.XLS,2,0.003193262476020031,0.003188174841291141,0.3193262476020031,2015,4,0,Monday
2015-04-21,Habitat,3,11.4037915,mensual_sbs,,FP-1359-ab2015.XLS,2,0.002980976584126216,0.002976542283607024,0.2980976584126216,2015,4,1,Tuesday
2015-04-22,Habitat,3,11.4377169,mensual_sbs,,FP-1359-ab2015.XLS,2,0.0029749228578932474,0.0029705065315402206,0.29749228578932474,2015,4,2,Wednesday
2015-04-23,Habitat,3,11.4639566,mensual_sbs,,FP-1359-ab2015.XLS,2,0.0022941379148839758,0.0022915103983206404,0.22941379148839758,2015,4,3,Thursday
2015-04-24,Habitat,3,11.492445,mensual_sbs,,FP-1359-ab2015.XLS,2,0.002485040810430217,0.0024819582023971284,0.24850408104302169,2015,4,4,Friday
2015-04-27,Habitat,3,11.4990507,mensual_sbs,,FP-1359-ab2015.XLS,2,0.0005747863052640856,0.0005746211788876161,0.05747863052640856,2015,4,0,Monday
2015-04-28,Habitat,3,11.4887427,mensual_sbs,,FP-1359-ab2015.XLS,2,-0.0008964218237598187,-0.0008968238500776081,-0.08964218237598187,2015,4,1,Tuesday
2015-04-29,Habitat,3,11.4126661,mensual_sbs,,FP-1359-ab2015.XLS,2,-0.006621838610764597,-0.006643860253737819,-0.6621838610764597,2015,4,2,Wednesday
2015-04-30,Habitat,3,11.3584331,mensual_sbs,,FP-1359-ab2015.XLS,2,-0.004752000936923961,-0.004763327590467458,-0.47520009369239613,2015,4,3,Thursday
2015-05-01,Habitat,3,11.4206381,mensual_sbs,,FP-1359-my2015.XLS,2,0.005476547641064977,0.005461605882044989,0.5476547641064977,2015,5,4,Friday
2015-05-04,Habitat,3,11.5073223,mensual_sbs,,FP-1359-my2015.XLS,2,0.00759013631646388,0.007561476163432368,0.759013631646388,2015,5,0,Monday
2015-05-05,Habitat,3,11.4297101,mensual_sbs,,FP-1359-my2015.XLS,2,-0.006744592527837767,-0.006767440081596812,-0.6744592527837767,2015,5,1,Tuesday
2015-05-06,Habitat,3,11.3859339,mensual_sbs,,FP-1359-my2015.XLS,2,-0.0038300358991607553,-0.0038373892684389925,-0.3830035899160755,2015,5,2,Wednesday
2015-05-07,Habitat,3,11.4044947,mensual_sbs,,FP-1359-my2015.XLS,2,0.001630151743635233,0.0016288244885039958,0.1630151743635233,2015,5,3,Thursday
2015-05-08,Habitat,3,11.4881089,mensual_sbs,,FP-1359-my2015.XLS,2,0.0073316882684859586,0.00730494209224226,0.7331688268485959,2015,5,4,Friday
2015-05-11,Habitat,3,11.4925268,mensual_sbs,,FP-1359-my2015.XLS,2,0.000384562858731341,0.00038448893338720373,0.0384562858731341,2015,5,0,Monday
2015-05-12,Habitat,3,11.4737461,mensual_sbs,,FP-1359-my2015.XLS,2,-0.0016341663001386841,-0.0016355030063522585,-0.1634166300138684,2015,5,1,Tuesday
2015-05-13,Habitat,3,11.4776686,mensual_sbs,,FP-1359-my2015.XLS,2,0.00034186742200970066,0.0003418089986575661,0.034186742200970066,2015,5,2,Wednesday
2015-05-14,Habitat,3,11.535639,mensual_sbs,,FP-1359-my2015.XLS,2,0.0050507121280709555,0.005038000066911055,0.5050712128070955,2015,5,3,Thursday
2015-05-15,Habitat,3,11.5509411,mensual_sbs,,FP-1359-my2015.XLS,2,0.0013265064900176426,0.00132562745755925,0.13265064900176426,2015,5,4,Friday
2015-05-18,Habitat,3,11.5904964,mensual_sbs,,FP-1359-my2015.XLS,2,0.003424422274995509,0.003418572292439604,0.3424422274995509,2015,5,0,Monday
2015-05-19,Habitat,3,11.6148779,mensual_sbs,,FP-1359-my2015.XLS,2,0.0021035768580197622,0.002101367438134779,0.21035768580197622,2015,5,1,Tuesday
2015-05-20,Habitat,3,11.5994045,mensual_sbs,,FP-1359-my2015.XLS,2,-0.0013322051366548848,-0.0013330933108257129,-0.13322051366548848,2015,5,2,Wednesday
2015-05-21,Habitat,3,11.5850482,mensual_sbs,,FP-1359-my2015.XLS,2,-0.0012376756065366479,-0.0012384421595514126,-0.12376756065366479,2015,5,3,Thursday
2015-05-22,Habitat,3,11.5943261,mensual_sbs,,FP-1359-my2015.XLS,2,0.0008008512213182328,0.0008005307110881468,0.08008512213182328,2015,5,4,Friday
2015-05-25,Habitat,3,11.6134098,mensual_sbs,,FP-1359-my2015.XLS,2,0.0016459516349121017,0.0016445985410677433,0.16459516349121017,2015,5,0,Monday
2015-05-26,Habitat,3,11.5441724,mensual_sbs,,FP-1359-my2015.XLS,2,-0.005961849378637973,-0.00597969215528833,-0.5961849378637973,2015,5,1,Tuesday
2015-05-27,Habitat,3,11.6000789,mensual_sbs,,FP-1359-my2015.XLS,2,0.0048428330817373855,0.004831144288334862,0.48428330817373855,2015,5,2,Wednesday
2015-05-28,Habitat,3,11.571631,mensual_sbs,,FP-1359-my2015.XLS,2,-0.0024523884919437355,-0.002455400522054471,-0.24523884919437355,2015,5,3,Thursday
2015-05-29,Habitat,3,11.527805,mensual_sbs,,FP-1359-my2015.XLS,2,-0.0037873658432419077,-0.0037945560736874547,-0.3787365843241908,2015,5,4,Friday
2015-06-01,Habitat,3,11.5409036,mensual_sbs,,FP-1359-jn2015.XLS,2,0.0011362614131658066,0.0011356163567551808,0.11362614131658066,2015,6,0,Monday
2015-06-02,Habitat,3,11.5091664,mensual_sbs,,FP-1359-jn2015.XLS,2,-0.0027499753138914285,-0.0027537634424387785,-0.27499753138914285,2015,6,1,Tuesday
2015-06-03,Habitat,3,11.4984319,mensual_sbs,,FP-1359-jn2015.XLS,2,-0.0009326913546058302,-0.0009331265818301324,-0.09326913546058302,2015,6,2,Wednesday
2015-06-04,Habitat,3,11.4123599,mensual_sbs,,FP-1359-jn2015.XLS,2,-0.007485542441661108,-0.007513699717477049,-0.7485542441661108,2015,6,3,Thursday
2015-06-05,Habitat,3,11.42538,mensual_sbs,,FP-1359-jn2015.XLS,2,0.0011408770941407909,0.0011402267884344172,0.11408770941407909,2015,6,4,Friday
2015-06-08,Habitat,3,11.3634892,mensual_sbs,,FP-1359-jn2015.XLS,2,-0.00541695768543371,-0.005431682600953473,-0.541695768543371,2015,6,0,Monday
2015-06-09,Habitat,3,11.3184982,mensual_sbs,,FP-1359-jn2015.XLS,2,-0.003959259273991211,-0.003967117890716342,-0.39592592739912114,2015,6,1,Tuesday
2015-06-10,Habitat,3,11.397383,mensual_sbs,,FP-1359-jn2015.XLS,2,0.006969546542844318,0.006945371514331786,0.6969546542844318,2015,6,2,Wednesday
2015-06-11,Habitat,3,11.4407966,mensual_sbs,,FP-1359-jn2015.XLS,2,0.003809084945201935,0.0038018487508403825,0.3809084945201935,2015,6,3,Thursday
2015-06-12,Habitat,3,11.4184006,mensual_sbs,,FP-1359-jn2015.XLS,2,-0.001957555997455729,-0.0019594745143423353,-0.19575559974557288,2015,6,4,Friday
2015-06-15,Habitat,3,11.3771405,mensual_sbs,,FP-1359-jn2015.XLS,2,-0.003613474552644491,-0.003620018921846634,-0.3613474552644491,2015,6,0,Monday
2015-06-16,Habitat,3,11.3819428,mensual_sbs,,FP-1359-jn2015.XLS,2,0.0004221007906159979,0.00042201173113778136,0.04221007906159979,2015,6,1,Tuesday
2015-06-17,Habitat,3,11.4049625,mensual_sbs,,FP-1359-jn2015.XLS,2,0.002022475459989126,0.0020204330099024797,0.2022475459989126,2015,6,2,Wednesday
2015-06-18,Habitat,3,11.4704441,mensual_sbs,,FP-1359-jn2015.XLS,2,0.005741500684460776,0.0057250810881760445,0.5741500684460776,2015,6,3,Thursday
2015-06-19,Habitat,3,11.4616847,mensual_sbs,,FP-1359-jn2015.XLS,2,-0.0007636495957467071,-0.0007639413246277991,-0.07636495957467071,2015,6,4,Friday
2015-06-22,Habitat,3,11.5588336,mensual_sbs,,FP-1359-jn2015.XLS,2,0.008475970378071906,0.008440251036610677,0.8475970378071906,2015,6,0,Monday
2015-06-23,Habitat,3,11.6450439,mensual_sbs,,FP-1359-jn2015.XLS,2,0.00745839095737133,0.007430714687967049,0.745839095737133,2015,6,1,Tuesday
2015-06-24,Habitat,3,11.5812398,mensual_sbs,,FP-1359-jn2015.XLS,2,-0.005479077670115018,-0.005494142870306571,-0.5479077670115018,2015,6,2,Wednesday
2015-06-25,Habitat,3,11.5570181,mensual_sbs,,FP-1359-jn2015.XLS,2,-0.002091460017950797,-0.0020936501747372024,-0.2091460017950797,2015,6,3,Thursday
2015-06-26,Habitat,3,11.5682325,mensual_sbs,,FP-1359-jn2015.XLS,2,0.0009703541089027823,0.0009698836196906115,0.09703541089027823,2015,6,4,Friday
2015-06-29,Habitat,3,11.5566677,mensual_sbs,,FP-1359-jn2015.XLS,2,-0.0009997032822429697,-0.0010002033188558402,-0.09997032822429697,2015,6,0,Monday
2015-06-30,Habitat,3,11.3931147,mensual_sbs,,FP-1359-jn2015.XLS,2,-0.014152262939947646,-0.014253361192637417,-1.4152262939947646,2015,6,1,Tuesday
2015-07-01,Habitat,3,11.4391352,mensual_sbs,,FP-1359-jl2015.XLS,2,0.004039325611283617,0.004031189437996179,0.40393256112836173,2015,7,2,Wednesday
2015-07-02,Habitat,3,11.4192016,mensual_sbs,,FP-1359-jl2015.XLS,2,-0.0017425792816927466,-0.0017440993391062802,-0.17425792816927466,2015,7,3,Thursday
2015-07-03,Habitat,3,11.4235273,mensual_sbs,,FP-1359-jl2015.XLS,2,0.0003788093206096299,0.00037873759047306403,0.03788093206096299,2015,7,4,Friday
2015-07-06,Habitat,3,11.349921,mensual_sbs,,FP-1359-jl2015.XLS,2,-0.006443395114922201,-0.0064642433892579225,-0.6443395114922201,2015,7,0,Monday
2015-07-07,Habitat,3,11.3679663,mensual_sbs,,FP-1359-jl2015.XLS,2,0.001589905339429265,0.0015886427779933823,0.1589905339429265,2015,7,1,Tuesday
2015-07-08,Habitat,3,11.1983741,mensual_sbs,,FP-1359-jl2015.XLS,2,-0.014918429165294067,-0.015030828208699547,-1.4918429165294067,2015,7,2,Wednesday
2015-07-09,Habitat,3,11.2509995,mensual_sbs,,FP-1359-jl2015.XLS,2,0.004699378635689699,0.004688371028380528,0.46993786356896994,2015,7,3,Thursday
2015-07-10,Habitat,3,11.3586741,mensual_sbs,,FP-1359-jl2015.XLS,2,0.009570225294206036,0.00952472078336331,0.9570225294206036,2015,7,4,Friday
2015-07-13,Habitat,3,11.4530737,mensual_sbs,,FP-1359-jl2015.XLS,2,0.008310793950853768,0.008276449458269379,0.8310793950853768,2015,7,0,Monday
2015-07-14,Habitat,3,11.4927433,mensual_sbs,,FP-1359-jl2015.XLS,2,0.003463664081721607,0.003457679412560426,0.3463664081721607,2015,7,1,Tuesday
2015-07-15,Habitat,3,11.5053595,mensual_sbs,,FP-1359-jl2015.XLS,2,0.0010977535711600428,0.001097151480299855,0.10977535711600428,2015,7,2,Wednesday
2015-07-16,Habitat,3,11.5577682,mensual_sbs,,FP-1359-jl2015.XLS,2,0.004555155360421281,0.004544812038639917,0.45551553604212813,2015,7,3,Thursday
2015-07-17,Habitat,3,11.5672014,mensual_sbs,,FP-1359-jl2015.XLS,2,0.0008161783344988738,0.0008158454420827586,0.08161783344988738,2015,7,4,Friday
2015-07-20,Habitat,3,11.5418402,mensual_sbs,,FP-1359-jl2015.XLS,2,-0.002192509590089875,-0.0021949166582314363,-0.2192509590089875,2015,7,0,Monday
2015-07-21,Habitat,3,11.513909,mensual_sbs,,FP-1359-jl2015.XLS,2,-0.0024199953834050936,-0.0024229283049594977,-0.24199953834050936,2015,7,1,Tuesday
2015-07-22,Habitat,3,11.5126821,mensual_sbs,,FP-1359-jl2015.XLS,2,-0.00010655807684434304,-0.00010656375455955461,-0.010655807684434304,2015,7,2,Wednesday
2015-07-23,Habitat,3,11.4501398,mensual_sbs,,FP-1359-jl2015.XLS,2,-0.005432469988900235,-0.005447279513206026,-0.5432469988900235,2015,7,3,Thursday
2015-07-24,Habitat,3,11.3511882,mensual_sbs,,FP-1359-jl2015.XLS,2,-0.008641955620489528,-0.008679513859942796,-0.8641955620489528,2015,7,4,Friday
2015-07-27,Habitat,3,11.2818273,mensual_sbs,,FP-1359-jl2015.XLS,2,-0.006110452824665491,-0.0061291980417136965,-0.6110452824665491,2015,7,0,Monday
2015-07-28,Habitat,3,11.3425941,mensual_sbs,,FP-1359-jl2015.XLS,2,0.00538625511489621,0.005371801121515626,0.538625511489621,2015,7,1,Tuesday
2015-07-29,Habitat,3,11.3915697,mensual_sbs,,FP-1359-jl2015.XLS,2,0.004317848242493261,0.0043085530828908475,0.43178482424932607,2015,7,2,Wednesday
2015-07-30,Habitat,3,11.4133801,mensual_sbs,,FP-1359-jl2015.XLS,2,0.001914608835690057,0.0019127783083167183,0.1914608835690057,2015,7,3,Thursday
2015-07-31,Habitat,3,11.4031606,mensual_sbs,,FP-1359-jl2015.XLS,2,-0.0008953964478936038,-0.0008957975547440277,-0.08953964478936038,2015,7,4,Friday
2015-08-03,Habitat,3,11.3959931,mensual_sbs,,FP-1359-ag2015.XLS,2,-0.0006285538063893759,-0.0006287514291485032,-0.06285538063893759,2015,8,0,Monday
2015-08-04,Habitat,3,11.3670419,mensual_sbs,,FP-1359-ag2015.XLS,2,-0.00254047187866413,-0.002543704353181606,-0.254047187866413,2015,8,1,Tuesday
2015-08-05,Habitat,3,11.4172746,mensual_sbs,,FP-1359-ag2015.XLS,2,0.004419153236340234,0.004409417450758099,0.4419153236340234,2015,8,2,Wednesday
2015-08-06,Habitat,3,11.3858502,mensual_sbs,,FP-1359-ag2015.XLS,2,-0.0027523556278483685,-0.002756150323099376,-0.27523556278483685,2015,8,3,Thursday
2015-08-07,Habitat,3,11.3584965,mensual_sbs,,FP-1359-ag2015.XLS,2,-0.0024024292889432974,-0.002405319752538428,-0.24024292889432974,2015,8,4,Friday
2015-08-10,Habitat,3,11.4282719,mensual_sbs,,FP-1359-ag2015.XLS,2,0.006143013734256186,0.00612422234330118,0.6143013734256186,2015,8,0,Monday
2015-08-11,Habitat,3,11.3926206,mensual_sbs,,FP-1359-ag2015.XLS,2,-0.0031195705100435234,-0.0031244465134586752,-0.31195705100435234,2015,8,1,Tuesday
2015-08-12,Habitat,3,11.3331035,mensual_sbs,,FP-1359-ag2015.XLS,2,-0.005224179939776197,-0.005237873680997412,-0.5224179939776197,2015,8,2,Wednesday
2015-08-13,Habitat,3,11.3528139,mensual_sbs,,FP-1359-ag2015.XLS,2,0.0017391882108903634,0.001737677574341148,0.17391882108903634,2015,8,3,Thursday
