fecha,afp,fondo,valor_cuota,fuente_tipo,fecha_disponible,archivo_fuente,prioridad_fuente,rendimiento_simple,rendimiento_log,variacion_porcentual,anio,mes,dia_semana_num,dia_semana
2015-01-02,Habitat,3,10.806122,mensual_sbs,,FP-1359-en2015.XLS,2,,,,2015,1,4,Friday
2015-01-05,Habitat,3,10.7153311,mensual_sbs,,FP-1359-en2015.XLS,2,-0.008401802237657519,-0.00843729632745025,-0.8401802237657519,2015,1,0,Monday
2015-01-06,Habitat,3,10.6141156,mensual_sbs,,FP-1359-en2015.XLS,2,-0.009445858373895777,-0.009490753432685383,-0.9445858373895777,2015,1,1,Tuesday
2015-01-07,Habitat,3,10.6785828,mensual_sbs,,FP-1359-en2015.XLS,2,0.006073723184247148,0.006055352475791246,0.6073723184247148,2015,1,2,Wednesday
2015-01-08,Habitat,3,10.7465171,mensual_sbs,,FP-1359-en2015.XLS,2,0.006361733693725835,0.006341583281813559,0.6361733693725835,2015,1,3,Thursday
2015-01-09,Habitat,3,10.7203245,mensual_sbs,,FP-1359-en2015.XLS,2,-0.0024373105961930097,-0.0024402856727710792,-0.24373105961930097,2015,1,4,Friday
2015-01-12,Habitat,3,10.6542866,mensual_sbs,,FP-1359-en2015.XLS,2,-0.006160065397274095,-0.006179116879335934,-0.6160065397274095,2015,1,0,Monday
2015-01-13,Habitat,3,10.6507412,mensual_sbs,,FP-1359-en2015.XLS,2,-0.00033276747032506826,-0.0003328228497056999,-0.033276747032506826,2015,1,1,Tuesday
2015-01-14,Habitat,3,10.5792767,mensual_sbs,,FP-1359-en2015.XLS,2,-0.0067098147122381935,-0.006732426724007763,-0.6709814712238193,2015,1,2,Wednesday
2015-01-15,Habitat,3,10.5483409,mensual_sbs,,FP-1359-en2015.XLS,2,-0.002924188569526698,-0.0029284723620380273,-0.2924188569526698,2015,1,3,Thursday
2015-01-16,Habitat,3,10.6407912,mensual_sbs,,FP-1359-en2015.XLS,2,0.008764439913010458,0.00872625515930549,0.8764439913010458,2015,1,4,Friday
2015-01-19,Habitat,3,10.6400546,mensual_sbs,,FP-1359-en2015.XLS,2,-6.922417573629325e-05,-6.922657184012594e-05,-0.006922417573629325,2015,1,0,Monday
2015-01-20,Habitat,3,10.6630168,mensual_sbs,,FP-1359-en2015.XLS,2,0.002158090429348114,0.0021557650971146813,0.2158090429348114,2015,1,1,Tuesday
2015-01-21,Habitat,3,10.6936942,mensual_sbs,,FP-1359-en2015.XLS,2,0.0028769906842873727,0.0028728600671900704,0.28769906842873727,2015,1,2,Wednesday
2015-01-22,Habitat,3,10.7782317,mensual_sbs,,FP-1359-en2015.XLS,2,0.007905359777353516,0.007874276131550168,0.7905359777353516,2015,1,3,Thursday
2015-01-23,Habitat,3,10.815629,mensual_sbs,,FP-1359-en2015.XLS,2,0.0034697064454460858,0.0034637009016773366,0.3469706445446086,2015,1,4,Friday
2015-01-26,Habitat,3,10.879394,mensual_sbs,,FP-1359-en2015.XLS,2,0.0058956349186902735,0.00587832367035269,0.5895634918690273,2015,1,0,Monday
2015-01-27,Habitat,3,10.8211859,mensual_sbs,,FP-1359-en2015.XLS,2,-0.005350307195419179,-0.005364671346953091,-0.5350307195419179,2015,1,1,Tuesday
2015-01-28,Habitat,3,10.775903,mensual_sbs,,FP-1359-en2015.XLS,2,-0.004184652257013699,-0.00419343241744277,-0.4184652257013699,2015,1,2,Wednesday
2015-01-29,Habitat,3,10.8532564,mensual_sbs,,FP-1359-en2015.XLS,2,0.007178368253685896,0.007152726406249823,0.7178368253685896,2015,1,3,Thursday
2015-01-30,Habitat,3,10.8206022,mensual_sbs,,FP-1359-en2015.XLS,2,-0.00300870068821002,-0.003013235927194532,-0.300870068821002,2015,1,4,Friday
2015-02-02,Habitat,3,10.9065559,mensual_sbs,,FP-1359-fe2015.XLS,2,0.007943522773621758,0.007912139085071275,0.7943522773621758,2015,2,0,Monday
2015-02-03,Habitat,3,10.9684851,mensual_sbs,,FP-1359-fe2015.XLS,2,0.0056781628011459695,0.00566210280026771,0.567816280114597,2015,2,1,Tuesday
2015-02-04,Habitat,3,10.9939715,mensual_sbs,,FP-1359-fe2015.XLS,2,0.0023236025547410666,0.0023209071648605892,0.23236025547410666,2015,2,2,Wednesday
2015-02-05,Habitat,3,11.0507585,mensual_sbs,,FP-1359-fe2015.XLS,2,0.005165285356615756,0.0051519910298844125,0.5165285356615756,2015,2,3,Thursday
2015-02-06,Habitat,3,11.0209075,mensual_sbs,,FP-1359-fe2015.XLS,2,-0.002701262542295191,-0.002704917535504355,-0.2701262542295191,2015,2,4,Friday
2015-02-09,Habitat,3,10.9712398,mensual_sbs,,FP-1359-fe2015.XLS,2,-0.004506679690397641,-0.004516865385277048,-0.45066796903976414,2015,2,0,Monday
2015-02-10,Habitat,3,11.0608577,mensual_sbs,,FP-1359-fe2015.XLS,2,0.008168438721027682,0.008135257594989983,0.8168438721027682,2015,2,1,Tuesday
2015-02-11,Habitat,3,11.051,mensual_sbs,,FP-1359-fe2015.XLS,2,-0.0008912238333922406,-0.0008916212094710752,-0.08912238333922406,2015,2,2,Wednesday
2015-02-12,Habitat,3,11.0786702,mensual_sbs,,FP-1359-fe2015.XLS,2,0.00250386390371915,0.0025007344592085545,0.250386390371915,2015,2,3,Thursday
2015-02-13,Habitat,3,11.1743594,mensual_sbs,,FP-1359-fe2015.XLS,2,0.00863724601171012,0.00860015840588618,0.863724601171012,2015,2,4,Friday
2015-02-16,Habitat,3,11.2186659,mensual_sbs,,FP-1359-fe2015.XLS,2,0.0039650147640677424,0.0039571748098844615,0.39650147640677424,2015,2,0,Monday
2015-02-17,Habitat,3,11.185299,mensual_sbs,,FP-1359-fe2015.XLS,2,-0.0029742306525055717,-0.002978662466164875,-0.2974230652505572,2015,2,1,Tuesday
2015-02-18,Habitat,3,11.1831183,mensual_sbs,,FP-1359-fe2015.XLS,2,-0.00019496126120543966,-0.00019498026862263857,-0.019496126120543966,2015,2,2,Wednesday
2015-02-19,Habitat,3,11.2040399,mensual_sbs,,FP-1359-fe2015.XLS,2,0.0018708198767780626,0.0018690720728171404,0.18708198767780626,2015,2,3,Thursday
2015-02-20,Habitat,3,11.2230308,mensual_sbs,,FP-1359-fe2015.XLS,2,0.0016950046741621705,0.0016935697749512122,0.16950046741621705,2015,2,4,Friday
2015-02-23,Habitat,3,11.2076164,mensual_sbs,,FP-1359-fe2015.XLS,2,-0.0013734614361033959,-0.0013744054987830934,-0.1373461436103396,2015,2,0,Monday
2015-02-24,Habitat,3,11.2228687,mensual_sbs,,FP-1359-fe2015.XLS,2,0.0013608870482040292,0.0013599618806955764,0.13608870482040292,2015,2,1,Tuesday
2015-02-25,Habitat,3,11.2074715,mensual_sbs,,FP-1359-fe2015.XLS,2,-0.0013719486890191313,-0.001372890672288831,-0.13719486890191313,2015,2,2,Wednesday
2015-02-26,Habitat,3,11.2085291,mensual_sbs,,FP-1359-fe2015.XLS,2,9.436562029163653e-05,9.436116813657473e-05,0.009436562029163653,2015,2,3,Thursday
2015-02-27,Habitat,3,11.2012136,mensual_sbs,,FP-1359-fe2015.XLS,2,-0.000652672615178318,-0.0006528856986705044,-0.0652672615178318,2015,2,4,Friday
2015-03-02,Habitat,3,11.2306639,mensual_sbs,,FP-1359-ma2015.XLS,2,0.0026292061781589826,0.002625755862000516,0.26292061781589826,2015,3,0,Monday
2015-03-03,Habitat,3,11.1909676,mensual_sbs,,FP-1359-ma2015.XLS,2,-0.00353463520531494,-0.003540896787626107,-0.353463520531494,2015,3,1,Tuesday
2015-03-04,Habitat,3,11.1740606,mensual_sbs,,FP-1359-ma2015.XLS,2,-0.0015107719550541132,-0.0015119143217195202,-0.15107719550541132,2015,3,2,Wednesday
2015-03-05,Habitat,3,11.189112,mensual_sbs,,FP-1359-ma2015.XLS,2,0.0013469946636945895,0.0013460882802204164,0.13469946636945895,2015,3,3,Thursday
2015-03-06,Habitat,3,11.1071631,mensual_sbs,,FP-1359-ma2015.XLS,2,-0.0073239860321355765,-0.0073509380961622114,-0.7323986032135577,2015,3,4,Friday
2015-03-09,Habitat,3,11.0931434,mensual_sbs,,FP-1359-ma2015.XLS,2,-0.0012622214938032839,-0.0012630187663132742,-0.12622214938032839,2015,3,0,Monday
2015-03-10,Habitat,3,10.9872889,mensual_sbs,,FP-1359-ma2015.XLS,2,-0.009542335854055728,-0.009588155659118483,-0.9542335854055728,2015,3,1,Tuesday
2015-03-11,Habitat,3,10.9665387,mensual_sbs,,FP-1359-ma2015.XLS,2,-0.0018885641570779432,-0.0018903497428486684,-0.18885641570779432,2015,3,2,Wednesday
2015-03-12,Habitat,3,11.0545876,mensual_sbs,,FP-1359-ma2015.XLS,2,0.008028868762392616,0.007996808884300833,0.8028868762392616,2015,3,3,Thursday
2015-03-13,Habitat,3,11.0311575,mensual_sbs,,FP-1359-ma2015.XLS,2,-0.0021194910970716574,-0.0021217403971365728,-0.21194910970716574,2015,3,4,Friday
2015-03-16,Habitat,3,11.0852337,mensual_sbs,,FP-1359-ma2015.XLS,2,0.004902132890405975,0.004890156560727458,0.49021328904059747,2015,3,0,Monday
2015-03-17,Habitat,3,11.1040138,mensual_sbs,,FP-1359-ma2015.XLS,2,0.0016941546302267074,0.0016927211690460485,0.16941546302267074,2015,3,1,Tuesday
2015-03-18,Habitat,3,11.1406402,mensual_sbs,,FP-1359-ma2015.XLS,2,0.003298482932360791,0.0032930548705043137,0.3298482932360791,2015,3,2,Wednesday
2015-03-19,Habitat,3,11.1423196,mensual_sbs,,FP-1359-ma2015.XLS,2,0.00015074537637427277,0.00015073401543174903,0.015074537637427277,2015,3,3,Thursday
2015-03-20,Habitat,3,11.1414337,mensual_sbs,,FP-1359-ma2015.XLS,2,-7.950768168596412e-05,-7.951084258923283e-05,-0.007950768168596412,2015,3,4,Friday
2015-03-23,Habitat,3,11.1251887,mensual_sbs,,FP-1359-ma2015.XLS,2,-0.00145807087646177,-0.0014591348962053985,-0.145807087646177,2015,3,0,Monday
2015-03-24,Habitat,3,11.0748514,mensual_sbs,,FP-1359-ma2015.XLS,2,-0.004524624377831965,-0.0045348914722481565,-0.4524624377831965,2015,3,1,Tuesday
2015-03-25,Habitat,3,11.0095458,mensual_sbs,,FP-1359-ma2015.XLS,2,-0.005896747291796678,-0.005914201756310132,-0.5896747291796678,2015,3,2,Wednesday
2015-03-26,Habitat,3,10.9912389,mensual_sbs,,FP-1359-ma2015.XLS,2,-0.0016628206406116286,-0.0016642046613179699,-0.16628206406116286,2015,3,3,Thursday
2015-03-27,Habitat,3,11.0237509,mensual_sbs,,FP-1359-ma2015.XLS,2,0.002957992296937384,0.0029536260458287045,0.2957992296937384,2015,3,4,Friday
2015-03-30,Habitat,3,11.1291231,mensual_sbs,,FP-1359-ma2015.XLS,2,0.00955865212810636,0.009513257259435528,0.955865212810636,2015,3,0,Monday
