periodo,afp,identificador_agregacion,fecha_cartera,archivo,estado_cobertura,factor_reescala,error_cobertura_pct,total_exterior_miles_soles,total_fondo_miles_soles,usar_modelo_principal,usar_analisis_ampliado,identificador_canonico,canonical_security_id,ticker,name,securityType,securityType2,marketSector,exchCode,estado_identidad_final,usar_en_enriquecimiento_automatico,tipo_identificador,entidad_administradora,moneda,valor,valor_reconciliado_miles_soles,peso_exterior_reconciliado,peso_total_fondo_reconciliado,peso_exterior_reconciliado_pct,peso_total_fondo_reconciliado_pct,identificador_final,isin_original,fue_corregido_checksum,vehiculo,tipo_activo,region_exposicion_preliminar,confianza_region,sector_tema_preliminar,confianza_sector,indice_referencia_preliminar,confianza_indice,factor_proxy_mercado,confianza_factor_proxy,razon_factor_proxy,regla_refinamiento
2017-11,Integra,BBG001S7T1S7,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US81369Y5069,BBG001S7T1S7,XLE,SS ENERGY SELECT SECTOR,ETP,Mutual Fund,Equity,XH,openfigi_validado,True,isin,STATE ST BANK,USD,20761.12061537,20942.828063018256,0.0039138994658544,0.0024173534198809,0.3913899465854493,0.2417353419880945,US81369Y5069,US81369Y5069,False,etf_etp,renta_variable,Estados Unidos,alta,Energía,alta,Energy Select Sector,alta,XLE,alta,regla exacta de ticker XLE,ticker::XLE
2017-11,Integra,BBG001S7T223,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US81369Y6059,BBG001S7T223,XLF,SS FINANCIAL SELECT SECTOR,ETP,Mutual Fund,Equity,XH,openfigi_validado,True,isin,STATE ST BANK,USD,147848.84516588802,149142.8618420855,0.027872556922268,0.0172150106012395,2.7872556922268044,1.721501060123956,US81369Y6059,US81369Y6059,False,etf_etp,renta_variable,Estados Unidos,alta,Finanzas,alta,Financial Select Sector,alta,XLF,alta,regla exacta de ticker XLF,ticker::XLF
2017-11,Integra,BBG001S7TCZ5,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US81369Y8030,BBG001S7TCZ5,XLKUSD,SS TECHNOLOGY SELECT SECTOR,ETP,Mutual Fund,Equity,XH,openfigi_validado,True,isin,STATE ST BANK,USD,56753.281200000005,57250.00264695703,0.0106991641294027,0.0066081567050247,1.0699164129402714,0.6608156705024757,US81369Y8030,US81369Y8030,False,etf_etp,renta_variable,Estados Unidos,alta,Tecnología,alta,Technology Select Sector,alta,XLK,alta,regla exacta de ticker XLK,ticker::XLK
2017-11,Integra,BBG001S7WV70,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,MX01WA000038,BBG001S7WV70,WALMEEUR,WALMART DE MEXICO SAB DE CV,Common Stock,Common Stock,Equity,X2,openfigi_validado,True,isin,Wal-Mart Mexico,MXN,4631.7210073346005,4672.259194942764,0.0008731749462104,0.0005393016506404,0.0873174946210429,0.0539301650640459,MX01WA000038,MX01WA000038,False,accion_directa,renta_variable,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,RESIDUAL_NO_MAPEADO,baja,sin regla suficientemente específica,sin_cambio
2017-11,Integra,BBG001S8SJC4,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US4642868065,BBG001S8SJC4,EWG,ISHARES MSCI GERMANY ETF,ETP,Mutual Fund,Equity,US,openfigi_validado,True,isin,BlackRock USA,USD,168112.836326208,169584.2094265179,0.0316927372317904,0.0195744799786088,3.169273723179047,1.9574479978608896,US4642868065,US4642868065,False,etf_etp,renta_variable,Alemania,alta,Mercado amplio,alta,MSCI Germany,alta,VGK,alta,regla exacta de ticker EWG,ticker::EWG
2017-11,Integra,BBG001S8SYN9,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US46434G8226,BBG001S8SYN9,EWJ,ISHARES MSCI JAPAN ETF,ETP,Mutual Fund,Equity,US,openfigi_validado,True,isin,BlackRock USA,USD,664223.165955822,670036.6429058728,0.1252197674010932,0.0773398590343308,12.52197674010932,7.733985903433081,US46434G8226,US46434G8226,False,etf_etp,renta_variable,Japón,alta,Mercado amplio,alta,MSCI Japan,alta,EWJ,alta,regla exacta de ticker EWJ,ticker::EWJ
2017-11,Integra,BBG001S8SYQ6,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US4642868222,BBG001S8SYQ6,EWW,ISHARES MSCI MEXICO ETF,ETP,Mutual Fund,Equity,US,openfigi_validado,True,isin,BlackRock USA,USD,233.801115933,235.8474122202076,4.407633285887757e-05,2.722299714179212e-05,0.0044076332858877,0.0027222997141792,US4642868222,US4642868222,False,etf_etp,renta_variable,Estados Unidos,media,Mercado amplio o no determinado,baja,No determinado,baja,SPY,media,región Estados Unidos,sin_cambio
2017-11,Integra,BBG001S8SYT3,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US4642867646,BBG001S8SYT3,EWPUSD,ISHARES MSCI SPAIN ETF,ETP,Mutual Fund,Equity,XS,openfigi_validado,True,isin,BlackRock USA,USD,33.711888679999994,34.00694506741436,6.355386375430806e-06,3.925296273791305e-06,0.000635538637543,0.0003925296273791,US4642867646,US4642867646,False,etf_etp,renta_variable,Estados Unidos,media,Mercado amplio o no determinado,baja,No determinado,baja,SPY,media,región Estados Unidos,sin_cambio
2017-11,Integra,BBG001S98SM3,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,CLP3880F1085,BBG001S98SM3,FALABCLP,FALABELLA SA,Common Stock,Common Stock,Equity,XH,openfigi_validado,True,isin,FALABELLA SACI,CLP,5736.1836154252005,5786.388385356021,0.0010813889290655,0.0006679014749111,0.1081388929065565,0.0667901474911113,CLP3880F1085,CLP3880F1085,False,accion_directa,renta_variable,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,RESIDUAL_NO_MAPEADO,baja,sin regla suficientemente específica,sin_cambio
2017-11,Integra,BBG001S9SVP1,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,LU0040507039,BBG001S9SVP1,WYD4,VONTOBEL-EMERG MARKET EQ-B,Open-End Fund,Mutual Fund,Equity,GR,openfigi_validado,True,isin,VONTOBEL,USD,73792.52324994511,74438.37716619977,0.0139114127162383,0.0085921473963133,1.3911412716238307,0.859214739631336,LU0040507039,LU0040507039,False,fondo_mutuo_o_abierto,renta_variable,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,RESIDUAL_NO_MAPEADO,baja,sin regla suficientemente específica,sin_cambio
2017-11,Integra,BBG001SBG282,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,GB0033028001,BBG001SBG282,INVEUEA,INVESCO EU EQUITY FD-UK ACC,Open-End Fund,Mutual Fund,Equity,LN,openfigi_validado,True,isin,Invesco Fund,GBP,151313.050262486,152637.3866828772,0.0285256310375037,0.0176183707180932,2.8525631037503785,1.7618370718093297,GB0033028001,GB0033028001,False,fondo_mutuo_o_abierto,renta_variable,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,RESIDUAL_NO_MAPEADO,baja,sin regla suficientemente específica,sin_cambio
2017-11,Integra,BBG001SCPX28,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US78463V1070,BBG001SCPX28,GLD1GBX,SPDR GOLD SHARES,ETP,Mutual Fund,Equity,X2,openfigi_validado,True,isin,STATE ST BANK,USD,3.9147997,3.949063180990257,7.380204921796927e-07,4.558258014231592e-07,7.380204921796927e-05,4.558258014231591e-05,US78463V1070,US78463V1070,False,etf_etp,renta_variable,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,XLF,media,sector o tema Finanzas,elimina_sector_por_custodio
2017-11,Integra,BBG001SD8F15,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US1512908898,BBG001SD8F15,CXUSD,CEMEX SAB-SPONS ADR PART CER,ADR,Depositary Receipt,Equity,X2,openfigi_validado,True,isin,Cemex,USD,2224.034142099,2243.4995445177983,0.0004192763098904,0.0002589588798667,0.0419276309890476,0.0258958879866764,US1512908898,US1512908898,False,accion_directa,renta_variable,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,RESIDUAL_NO_MAPEADO,baja,sin regla suficientemente específica,sin_cambio
2017-11,Integra,BBG001SDQZC9,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,LU0106259988,BBG001SDQZC9,SRVB,SISF-ASIAN OPPORT-CAC,Open-End Fund,Mutual Fund,Equity,GR,openfigi_validado,True,isin,SCHRODER,USD,163910.145199462,165344.73510814927,0.0309004432674682,0.0190851330904442,3.090044326746828,1.9085133090444224,LU0106259988,LU0106259988,False,fondo_mutuo_o_abierto,renta_variable,Mercados emergentes,media,Mercado amplio,media,No determinado,media,EEM,media,regla textual: EMERGING MARKET|EM MRK|EM ASIA|EMERG MKT|ASIAN OPPORT,nombre::EMERGING MARKET|EM MRK|EM ASIA|EMERG MKT|ASIAN OPPORT
2017-11,Integra,BBG001SDYDS2,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,LU0067412154,BBG001SDYDS2,UBFP,UBS L EQ-CHINA OPP USD-P,Open-End Fund,Mutual Fund,Equity,GR,openfigi_validado,True,isin,UBS,USD,137712.572209241,138917.87323652237,0.0259616603938116,0.0160347778695604,2.59616603938116,1.6034777869560466,LU0067412154,LU0067412154,False,fondo_mutuo_o_abierto,renta_variable,China,media,Mercado amplio,media,No determinado,media,MCHI,media,regla textual: \bCHINA\b|CHIN EQ|CHINA A,nombre::\bCHINA\b|CHIN EQ|CHINA A
2017-11,Integra,BBG001SF7CB7,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,MXP370841019,BBG001SF7CB7,GMEXIMXN,GRUPO MEXICO SAB DE CV-SER B,Common Stock,Common Stock,Equity,X2,openfigi_validado,True,isin,Grupo Mexico,MXN,7890.1624458642,7959.219473475066,0.0014874583677102,0.0009187033554347,0.1487458367710211,0.0918703355434752,MXP370841019,MXP370841019,False,accion_directa,renta_variable,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,RESIDUAL_NO_MAPEADO,baja,sin regla suficientemente específica,sin_cambio
2017-11,Integra,BBG001SF7FF6,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,MXP4948K1056,BBG001SF7FF6,GRUMAMXN,GRUMA S.A.B.-B,Common Stock,Common Stock,Equity,X2,openfigi_validado,True,isin,Gruma,MXN,2367.9069303591,2388.631549831983,0.0004463992980737,0.0002757109320884,0.044639929807375,0.02757109320884,MXP4948K1056,MXP4948K1056,False,accion_directa,renta_variable,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,RESIDUAL_NO_MAPEADO,baja,sin regla suficientemente específica,sin_cambio
2017-11,Integra,BBG001SF8LP1,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US0595201064,BBG001SF8LP1,BCH,BANCO DE CHILE-ADR,ADR,Depositary Receipt,Equity,US,openfigi_validado,True,isin,BCHILE,USD,3435.179000728,3465.2446999742665,0.0006476020974566,0.0003999804181651,0.0647602097456639,0.0399980418165161,US0595201064,US0595201064,False,accion_directa,renta_variable,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,RESIDUAL_NO_MAPEADO,baja,sin regla suficientemente específica,sin_cambio
2017-11,Integra,BBG001SFB7R6,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US4642872000,BBG001SFB7R6,IVV,ISHARES CORE S&P 500 ETF,ETP,Mutual Fund,Equity,US,openfigi_validado,True,isin,BlackRock USA,USD,13416.155961650002,13533.578113479203,0.0025292221275015,0.0015621310186667,0.2529222127501556,0.1562131018666729,US4642872000,US4642872000,False,etf_etp,renta_variable,Estados Unidos,alta,Mercado amplio,alta,S&P 500,alta,SPY,alta,regla exacta de ticker IVV,ticker::IVV
2017-11,Integra,BBG001SFC7Y7,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US4642876555,BBG001SFC7Y7,IWM,ISHARES RUSSELL 2000 ETF,ETP,Mutual Fund,Equity,EO,openfigi_validado,True,isin,BlackRock USA,USD,19483.72502923,19654.25233415404,0.0036730840496299,0.0022686178749214,0.3673084049629952,0.2268617874921475,US4642876555,US4642876555,False,etf_etp,renta_variable,Estados Unidos,media,Mercado amplio o no determinado,baja,No determinado,baja,SPY,media,región Estados Unidos,sin_cambio
2017-11,Integra,BBG001SFDBD0,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,LU0102000758,BBG001SFDBD0,PARJSCI,BNP JAPAN SMALL CAP-I,Open-End Fund,Mutual Fund,Equity,LX,openfigi_validado,True,isin,BNP PARIBAS INV,JPY,113182.236041101,114172.84033511613,0.0213371860504259,0.0131785499652255,2.1337186050425903,1.3178549965225557,LU0102000758,LU0102000758,False,fondo_mutuo_o_abierto,renta_variable,Japón,media,Mercado amplio,media,No determinado,media,EWJ,media,regla textual: \bJAPAN\b|\bJPN\b|JAPANESE,nombre::\bJAPAN\b|\bJPN\b|JAPANESE
2017-11,Integra,BBG001SFGXD9,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US4642878619,BBG001SFGXD9,IEV,ISHARES EUROPE ETF,ETP,Mutual Fund,Equity,US,openfigi_validado,True,isin,BlackRock USA,USD,1881.971390208,1898.442958588012,0.0003547904255917,0.0002191302704955,0.0354790425591738,0.021913027049558,US4642878619,US4642878619,False,etf_etp,renta_variable,Europa,media,Mercado amplio,media,No determinado,media,VGK,media,regla textual: \bEUROPE\b|\bEURO\b|CONT EUR|EUROPEAN,nombre::\bEUROPE\b|\bEURO\b|CONT EUR|EUROPEAN
2017-11,Integra,BBG001SFH9T4,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,LU0129464904,BBG001SFH9T4,FLEJPEC,JPM JAPAN EQTY-C USD,Open-End Fund,Mutual Fund,Equity,LX,openfigi_validado,True,isin,JP MORGAN F.F.,USD,114450.797197662,115452.50431286942,0.0215763359944511,0.0133262568596149,2.1576335994451186,1.3326256859614996,LU0129464904,LU0129464904,False,fondo_mutuo_o_abierto,renta_variable,Japón,media,Mercado amplio,media,No determinado,media,EWJ,media,regla textual: \bJAPAN\b|\bJPN\b|JAPANESE,nombre::\bJAPAN\b|\bJPN\b|JAPANESE
2017-11,Integra,BBG001SFQPM5,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US4642866085,BBG001SFQPM5,EZU,ISHARES MSCI EUROZONE ETF,ETP,Mutual Fund,Equity,US,openfigi_validado,True,isin,BlackRock USA,USD,309187.13296016003,311893.2298908951,0.0582881520203665,0.0360006854683507,5.828815202036656,3.6000685468350726,US4642866085,US4642866085,False,etf_etp,renta_variable,Eurozona,alta,Mercado amplio,alta,MSCI Eurozone,alta,VGK,alta,regla exacta de ticker EZU,ticker::EZU
2017-11,Integra,BBG001SG3H28,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,GB00B0119487,BBG001SG3H28,SGESOCA,MN CNTNTL ERP GRWT FND-C PRF,Open-End Fund,Mutual Fund,Equity,LN,openfigi_validado,True,isin,Man Fund Manag,GBP,110903.241140616,111873.89899945342,0.0209075485039299,0.0129131916438399,2.0907548503929987,1.2913191643839952,GB00B0119487,GB00B0119487,False,fondo_mutuo_o_abierto,renta_variable,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,RESIDUAL_NO_MAPEADO,baja,sin regla suficientemente específica,sin_cambio
2017-11,Integra,BBG001SGXWT3,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,LU0113993397,BBG001SGXWT3,FGV2,JAN HND CONT EUR IEA,Open-End Fund,Mutual Fund,Equity,GR,openfigi_validado,True,isin,GARTMORE,EUR,0.0437187317,0.0441013709273712,8.241882691138944e-09,5.0904586291749665e-09,8.241882691138945e-07,5.090458629174966e-07,LU0113993397,LU0113993397,False,fondo_mutuo_o_abierto,renta_variable,Europa,media,Mercado amplio,media,No determinado,media,VGK,media,regla textual: \bEUROPE\b|\bEURO\b|CONT EUR|EUROPEAN,nombre::\bEUROPE\b|\bEURO\b|CONT EUR|EUROPEAN
2017-11,Integra,BBG001SGYST1,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US92189F7188,BBG001SGYST1,OIHGBX,VANECK VECTORS OIL SERVICES,ETP,Mutual Fund,Equity,XB,openfigi_validado,True,isin,VAN ECK,USD,2980.556027035,3006.6427320004445,0.0005618962896215,0.0003470456840256,0.056189628962154,0.0347045684025636,US92189F7188,US92189F7188,False,etf_etp,renta_variable,Estados Unidos,alta,Servicios petroleros,alta,Oil Services Index,alta,XLE,alta,regla exacta de ticker OIH,ticker::OIH
2017-11,Integra,BBG001SHVR78,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US9229087443,BBG001SHVR78,VTV,VANGUARD VALUE ETF,ETP,Mutual Fund,Equity,US,openfigi_validado,True,isin,VANGUARD GROUP,USD,67899.3333916,68493.60837300307,0.0128004248718885,0.0079059646549284,1.280042487188851,0.7905964654928408,US9229087443,US9229087443,False,etf_etp,renta_variable,No determinado,baja,Factor valor,media,No determinado,baja,SPY,baja,sector o tema Factor valor,sin_cambio
2017-11,Integra,BBG001SJK6D5,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US4642851053,BBG001SJK6D5,IAUUSD,ISHARES GOLD TRUST,ETP,Mutual Fund,Equity,X2,openfigi_validado,True,isin,BlackRock USA,USD,0.39600575,0.3994717090597081,7.465525209910189e-08,4.6109546386735744e-08,7.465525209910186e-06,4.610954638673574e-06,US4642851053,US4642851053,False,etf_etp,renta_variable,Estados Unidos,media,Mercado amplio o no determinado,baja,No determinado,baja,SPY,media,región Estados Unidos,sin_cambio
2017-11,Integra,BBG001SJTHR7,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US4642888519,BBG001SJTHR7,IEOUSD,ISHARES U.S. OIL & GAS EXPLO,ETP,Mutual Fund,Equity,X2,openfigi_validado,True,isin,BlackRock USA,USD,720.1421136,726.4450096637801,0.0001357616424458,8.385086881208447e-05,0.0135761642445818,0.0083850868812084,US4642888519,US4642888519,False,etf_etp,renta_variable,No determinado,media,Energía,media,No determinado,media,XLE,media,regla textual: \bENERGY\b|OIL SERVICE|OIL GAS|PETROLEUM,nombre::\bENERGY\b|OIL SERVICE|OIL GAS|PETROLEUM
2017-11,Integra,BBG001SJX8Q3,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US4642873255,BBG001SJX8Q3,IXJ,ISHARES GLOBAL HEALTHCARE ET,ETP,Mutual Fund,Equity,US,openfigi_validado,True,isin,BlackRock USA,USD,1001.40350037,1010.1680790018274,0.0001887852152981,0.0001165999765209,0.0188785215298124,0.0116599976520921,US4642873255,US4642873255,False,etf_etp,renta_variable,No determinado,media,Salud,media,No determinado,media,XLV,media,regla textual: HEALTH CARE|HEALTHCARE|BIOTECH,nombre::HEALTH CARE|HEALTHCARE|BIOTECH
2017-11,Integra,BBG001SK34K8,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,LU0195951966,BBG001SK34K8,TEMEFIA,FRANK TEMP INV EMKT BND-IACC,Open-End Fund,Mutual Fund,Equity,LX,openfigi_validado,True,isin,FRANKLIN TEMP,USD,0.4514465549999999,0.4553977483280671,8.510698739297613e-08,5.256488288087873e-08,8.510698739297611e-06,5.256488288087873e-06,LU0195951966,LU0195951966,False,fondo_mutuo_o_abierto,renta_variable,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,RESIDUAL_NO_MAPEADO,baja,sin regla suficientemente específica,sin_cambio
2017-11,Integra,BBG001SK77D5,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US4642872349,BBG001SK77D5,EEM,ISHARES MSCI EMERGING MARKET,ETP,Mutual Fund,Equity,US,openfigi_validado,True,isin,BlackRock USA,USD,344.2534557,347.2664634243052,6.489887715335067e-05,4.0083687381794905e-05,0.006489887715335,0.0040083687381794,US4642872349,US4642872349,False,etf_etp,renta_variable,Mercados emergentes,alta,Mercado amplio,alta,MSCI Emerging Markets,alta,EEM,alta,regla exacta de ticker EEM,ticker::EEM
2017-11,Integra,BBG001SKYP63,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,LU0274209740,BBG001SKYP63,XMJPGBX,X MSCI JAPAN,ETP,Mutual Fund,Equity,X2,openfigi_validado,True,isin,Deutsche Asset,USD,112235.41756258,113217.73502216525,0.0211586912376458,0.0130683056807544,2.115869123764585,1.3068305680754475,LU0274209740,LU0274209740,False,etf_etp,renta_variable,Japón,media,Mercado amplio,media,No determinado,media,EWJ,media,regla textual: \bJAPAN\b|\bJPN\b|JAPANESE,nombre::\bJAPAN\b|\bJPN\b|JAPANESE
2017-11,Integra,BBG001SLFJV8,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,LU0188167505,BBG001SLFJV8,AXASDHY,AXA IM FIIS-US SHDR HY-AUSDC,Open-End Fund,Mutual Fund,Equity,LX,openfigi_validado,True,isin,AXA FUNDS,USD,2.0474393379,2.0653591305353274,3.8598454676110817e-07,2.383967887459401e-07,3.859845467611082e-05,2.383967887459401e-05,LU0188167505,LU0188167505,False,fondo_mutuo_o_abierto,renta_variable,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,RESIDUAL_NO_MAPEADO,baja,sin regla suficientemente específica,sin_cambio
2017-11,Integra,BBG001SLL8P2,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,CL0000000100,BBG001SLL8P2,CENCOCLP,CENCOSUD SA,Common Stock,Common Stock,Equity,X2,openfigi_validado,True,isin,CENCOSUD,CLP,6907.4261670991,6967.881997104401,0.0013021923087245,0.0008042769259406,0.1302192308724598,0.0804276925940616,CL0000000100,CL0000000100,False,accion_directa,renta_variable,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,RESIDUAL_NO_MAPEADO,baja,sin regla suficientemente específica,sin_cambio
2017-11,Integra,BBG001SMDNB1,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,US4642871846,BBG001SMDNB1,FXIGBP,ISHARES CHINA LARGE-CAP ETF,ETP,Mutual Fund,Equity,X2,openfigi_validado,True,isin,BlackRock USA,USD,0.895522554,0.9033604313773088,1.688244729509649e-07,1.0427156359227377e-07,1.688244729509649e-05,1.0427156359227376e-05,US4642871846,US4642871846,False,etf_etp,renta_variable,China,alta,Mercado amplio,alta,China Large Cap,alta,MCHI,alta,regla exacta de ticker FXI,ticker::FXI
2017-11,Integra,BBG001SNKXJ1,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,IE00B0JY6L58,BBG001SNKXJ1,PBIINEY,PINEBRIDGE-INDIA EQUITY-Y,Open-End Fund,Mutual Fund,Equity,ID,openfigi_validado,True,isin,PineBridge inve,USD,68928.95872456551,69532.2452903986,0.0129945304847493,0.0080258506844906,1.299453048474934,0.8025850684490685,IE00B0JY6L58,IE00B0JY6L58,False,fondo_mutuo_o_abierto,renta_variable,No determinado,baja,Mercado amplio o no determinado,baja,No determinado,baja,RESIDUAL_NO_MAPEADO,baja,sin regla suficientemente específica,sin_cambio
2017-11,Integra,BBG001SNZY85,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,IE00B06YCB08,BBG001SNZY85,MEEMDUC,BNY MELLON GL-EM MK DBT-CUSD,Open-End Fund,Mutual Fund,Equity,ID,openfigi_validado,True,isin,MELLON GLOBAL,USD,0.0228933348,0.0230937040147323,4.315865819835045e-09,2.665621099965522e-09,4.315865819835045e-07,2.6656210999655226e-07,IE00B06YCB08,IE00B06YCB08,False,fondo_mutuo_o_abierto,renta_variable,Global,media,Mercado amplio o no determinado,baja,No determinado,baja,ACWI,media,región Global,sin_cambio
2017-11,Integra,BBG001SPGZY9,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,LU0219455952,BBG001SPGZY9,MEMDIU1,MFS MER-EMRG MRKT DEBT-I1USD,Open-End Fund,Mutual Fund,Equity,LX,openfigi_validado,True,isin,MFS,USD,1.1877850774,1.1981809225360889,2.2392198697329082e-07,1.3830160578185494e-07,2.239219869732908e-05,1.3830160578185494e-05,LU0219455952,LU0219455952,False,fondo_mutuo_o_abierto,renta_fija,No determinado,baja,Renta fija,baja,No determinado,baja,LQD,baja,regla textual: \bDEBT\b|\bDEUDA\b|\bBOND\b|\bCREDIT\b|FIXED INCOME,nombre::\bDEBT\b|\bDEUDA\b|\bBOND\b|\bCREDIT\b|FIXED INCOME
2017-11,Integra,BBG001SQPPM2,2017-11-30,CA-0001-no2017.XLS,estricto,1.008752294782861,0.8676356750935921,5350885.541574829,8663535.869756972,True,True,LU0184624863,BBG001SQPPM2,AXWESFI,AXA WRD FD-EUR SMALL CAP I,Open-End Fund,Mutual Fund,Equity,LX,openfigi_validado,True,isin,AXA FUNDS,EUR,83312.196556283,84041.36945955128,0.0157060674923008,0.0097005853871888,1.5706067492300892,0.9700585387188888,LU0184624863,LU0184624863,False,fondo_mutuo_o_abierto,renta_variable,No determinado,baja,Pequeña capitalización,media,No determinado,baja,RESIDUAL_NO_MAPEADO,baja,sin regla suficientemente específica,sin_cambio
