afp,modelo,tarea,segmento,parametros,retorno_acumulado_n,retorno_acumulado_mae,retorno_acumulado_rmse,retorno_acumulado_r2,retorno_acumulado_sesgo,retorno_acumulado_desviacion_residual,retorno_acumulado_varianza_residual,retorno_acumulado_correlacion,retorno_acumulado_direccion_pct,n_publicacion,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,error_maximo_abs_pct,sesgo_cuota_pct,correlacion_retorno_acumulado,direccion_acumulada_pct,seleccionado_validacion,ranking_mape_prueba
Prima,DIRECTO_SVR_RBF,directo_acumulado,prueba,"{""C"": 0.5, ""epsilon"": 0.001, ""gamma"": 0.1}",593,0.010804071134040364,0.015363319916978169,0.014716500704676894,-0.0004977113381029012,0.015368219346440245,0.00023618216588030026,0.22014143439675615,62.731871838111296,593,1.0797588281644914,0.7120883884069951,2.6203110314590696,6.821744568576094,-0.027685797157060228,0.22014143439675615,62.731871838111296,False,11.0
Prima,DIRECTO_GRADIENT_BOOSTING,directo_acumulado,prueba,"{""learning_rate"": 0.05, ""max_depth"": 1, ""min_samples_leaf"": 30, ""n_estimators"": 250}",593,0.00898746685830148,0.01317964957593994,0.27489852611670706,0.00025300572644161,0.01318834562876368,0.00017393246042373008,0.530130089853546,71.50084317032041,593,0.8999335422798839,0.5978761191027471,2.0757302756831923,7.024734926358556,0.04359260783243784,0.530130089853546,71.50084317032041,False,4.0
Prima,DIRECTO_EXTRA_TREES,directo_acumulado,prueba,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",593,0.008786415238528978,0.01288055819854466,0.30743517555616007,0.0007936929513561289,0.012866935074818682,0.00016555801821959923,0.5675289952292427,71.50084317032041,593,0.8803342742645888,0.5952889453830879,2.101343869646019,7.376236365607602,0.09709751108842016,0.5675289952292427,71.50084317032041,False,1.0
Profuturo,DIARIO_RIDGE,diario_recursivo,prueba,"{""alpha"": 10.0}",593,0.009529279540218847,0.013122386540127422,0.25780469092793945,0.0006201764992637854,0.013118789322310729,0.00017210263328317402,0.5160562091855135,65.26138279932546,593,0.9536011697870124,0.7043352355273647,2.0905937902090486,7.1246932310835565,0.0799936658631242,0.5160562091855135,65.26138279932546,True,6.0
Profuturo,DIARIO_POLY_RIDGE,diario_recursivo,prueba,"{""alpha"": 10.0, ""interaction_only"": false}",593,0.009677376321434172,0.013304827079192926,0.23702374681735539,0.0008314068950561341,0.013290035220372346,0.00017662503615873743,0.4951687740626463,65.26138279932546,593,0.9686344925565733,0.7203156094090835,2.1829472834555452,6.930159504980837,0.10139608783637968,0.4951687740626463,65.26138279932546,False,9.0
Profuturo,DIARIO_SVR_RBF,diario_recursivo,prueba,"{""C"": 0.5, ""epsilon"": 0.001, ""gamma"": ""scale""}",593,0.010268629795034255,0.014178490769632663,0.13353193274334718,0.0013982991692782615,0.014121283022247163,0.00019941063419440596,0.3829685542142401,60.53962900505903,593,1.0290368340735812,0.728562318916226,2.3525499804633747,7.237700076532505,0.15886378424362857,0.3829685542142401,60.53962900505903,False,10.0
Profuturo,DIARIO_GRADIENT_BOOSTING,diario_recursivo,prueba,"{""learning_rate"": 0.03, ""max_depth"": 2, ""min_samples_leaf"": 30, ""n_estimators"": 250}",593,0.009471205296426758,0.013167425052423742,0.25270123859726845,0.00023524059718139378,0.013176438226859205,0.00017361852434623657,0.5414965630090364,66.44182124789208,593,0.9474183571039108,0.6687418777728604,2.2355915860769513,6.87321428635701,0.042482973134567864,0.5414965630090364,66.44182124789208,False,5.0
Profuturo,DIARIO_EXTRA_TREES,diario_recursivo,prueba,"{""max_depth"": null, ""max_features"": 1.0, ""min_samples_leaf"": 20}",593,0.00967080525458961,0.013464443670158767,0.21860724570378265,0.0006255388726047136,0.013461259922319876,0.00018120551869625534,0.49022766135896423,67.28499156829679,593,0.9679123617983966,0.6963166314902569,2.2254341454888786,7.107744970531638,0.08176033818346774,0.49022766135896423,67.28499156829679,False,8.0
Profuturo,DIRECTO_RIDGE,directo_acumulado,prueba,"{""alpha"": 100.0}",593,0.009451479222388311,0.012954314734665911,0.2766950437540918,0.0011200529821382573,0.01291669859111368,0.0001668411024936781,0.5316743808202855,68.46543001686341,593,0.946092190418517,0.6880431305496315,2.06324563949543,6.823055934902511,0.12878986385215538,0.5316743808202855,68.46543001686341,False,4.0
Profuturo,DIRECTO_POLY_RIDGE,directo_acumulado,prueba,"{""alpha"": 10.0, ""interaction_only"": true}",593,0.011322417640802399,0.021398378610439753,-0.9735779626553052,0.0012478680148824502,0.021379996867963453,0.000457104266074127,0.21819608623812065,66.61045531197301,593,1.1338959192603206,0.7282909247864011,2.26808151486638,21.768423525985003,0.14163317678252324,0.21819608623812065,66.61045531197301,False,12.0
