objetivo_hoja10,observaciones,error_mediano_pct,error_medio_pct,error_p90_pct,dentro_1pct,dentro_2pct,dentro_5pct,ranking
total_exterior,532,101.26507590569997,88.1704471015442,113.80213553144372,0.5639097744360901,4.135338345864661,9.586466165413533,1
rv_y_fondos_exterior,532,105.0303338951942,93.91286377877057,123.41850994797606,0.0,2.443609022556391,5.075187969924812,2
fondos_exterior_amplio,532,106.17121303530993,94.7613554515499,125.22828759560336,0.0,0.37593984962406013,5.075187969924812,3
administradoras_fondos_exterior,532,106.20021974714524,95.0070270188389,125.22990025403932,0.0,0.37593984962406013,4.6992481203007515,4
fondos_mutuos_mas_etf,532,112.79169303060345,178.56801683304573,366.4055216227426,0.0,0.0,0.0,5
fondos_mutuos_exterior,532,112.79169303060345,179.19290238245608,366.4454484459712,0.0,0.0,0.0,6
