fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,administrador,fondo_local
2017-09-29,CA-0001-se2017.XLS,9,36,Profuturo,3,291.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2017-09-29,CA-0001-se2017.XLS,9,37,Integra,3,300.0,unidades,,Macrocapitales,Macro-Infraestructura: Fondo de Inversión en Instrumentos de Deuda
2017-09-29,CA-0001-se2017.XLS,9,39,Integra,3,70.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2017-09-29,CA-0001-se2017.XLS,9,39,Prima,3,123.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2017-09-29,CA-0001-se2017.XLS,9,39,Profuturo,3,57.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2017-09-29,CA-0001-se2017.XLS,9,40,Prima,3,226.0,unidades,,SIGMA,Leasing Operativo
2017-09-29,CA-0001-se2017.XLS,9,42,Integra,3,11.0,unidades,,SUMMA,Mezzanine Summa
2017-09-29,CA-0001-se2017.XLS,9,42,Prima,3,20.0,unidades,,SUMMA,Mezzanine Summa
2017-09-29,CA-0001-se2017.XLS,9,43,Integra,3,457744.0,unidades,,SUMMA,Trasandino
2017-09-29,CA-0001-se2017.XLS,9,43,Prima,3,872774.0,unidades,,SUMMA,Trasandino
2017-09-29,CA-0001-se2017.XLS,9,45,Integra,3,11166711.0,unidades,,W Capital,Fondo de Desarrollo de Vivienda (FODEVI)
2017-09-29,CA-0001-se2017.XLS,9,45,Profuturo,3,16750068.0,unidades,,W Capital,Fondo de Desarrollo de Vivienda (FODEVI)
2017-09-29,CA-0001-se2017.XLS,9,46,Prima,3,3382585867.0,unidades,,W Capital,FONDO HMC CAPITAL HIGH YIELD PERU FI - Dólares *
2017-09-29,CA-0001-se2017.XLS,9,47,Prima,3,16946160.0,unidades,,W Capital,FONDO HMC CAPITAL HIGH YIELD PERU FI - Soles *
2017-10-31,CA-0001-oc2017.XLS,9,5,Integra,3,3876397.0,unidades,,ACCAPITALES,Fondo de Inversión en Desarrollo Agroindustrial y Forestal
2017-10-31,CA-0001-oc2017.XLS,9,5,Profuturo,3,5001104.0,unidades,,ACCAPITALES,Fondo de Inversión en Desarrollo Agroindustrial y Forestal
2017-10-31,CA-0001-oc2017.XLS,9,6,Integra,3,1016211.0,unidades,,ACCAPITALES,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales"
2017-10-31,CA-0001-oc2017.XLS,9,6,Profuturo,3,131442.0,unidades,,ACCAPITALES,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales"
2017-10-31,CA-0001-oc2017.XLS,9,7,Integra,3,9937397.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2017-10-31,CA-0001-oc2017.XLS,9,7,Prima,3,13075526.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2017-10-31,CA-0001-oc2017.XLS,9,7,Profuturo,3,2179252.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2017-10-31,CA-0001-oc2017.XLS,9,8,Integra,3,1009562.0,unidades,,ACCAPITALES,Multirenta Inmobiliaria - Aumento Capital
2017-10-31,CA-0001-oc2017.XLS,9,8,Profuturo,3,2161521.0,unidades,,ACCAPITALES,Multirenta Inmobiliaria - Aumento Capital
2017-10-31,CA-0001-oc2017.XLS,9,13,Habitat,3,55500.0,unidades,,BlackRock ITC P,ETF - EPU
2017-10-31,CA-0001-oc2017.XLS,9,13,Prima,3,7.0,unidades,,BlackRock ITC P,ETF - EPU
2017-10-31,CA-0001-oc2017.XLS,9,13,Profuturo,3,208.0,unidades,,BlackRock ITC P,ETF - EPU
2017-10-31,CA-0001-oc2017.XLS,9,15,Integra,3,53.7133783,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2017-10-31,CA-0001-oc2017.XLS,9,15,Prima,3,64.9675694,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2017-10-31,CA-0001-oc2017.XLS,9,15,Profuturo,3,29.2354066,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2017-10-31,CA-0001-oc2017.XLS,9,17,Integra,3,68047.0,unidades,,COMPASS GROUP,Fondo de Inversión Inmobiliario I
2017-10-31,CA-0001-oc2017.XLS,9,17,Prima,3,95134.0,unidades,,COMPASS GROUP,Fondo de Inversión Inmobiliario I
2017-10-31,CA-0001-oc2017.XLS,9,18,Prima,3,898.0,unidades,,COMPASS GROUP,Fondo Pyme
2017-10-31,CA-0001-oc2017.XLS,9,20,Integra,3,14635.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2017-10-31,CA-0001-oc2017.XLS,9,20,Prima,3,42749.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2017-10-31,CA-0001-oc2017.XLS,9,20,Profuturo,3,30000.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2017-10-31,CA-0001-oc2017.XLS,9,22,Integra,3,992791.0,unidades,,Efic Partners,Latam Perú - solicito cambio de emisor el 17-09-2015
2017-10-31,CA-0001-oc2017.XLS,9,22,Profuturo,3,992792.0,unidades,,Efic Partners,Latam Perú - solicito cambio de emisor el 17-09-2015
2017-10-31,CA-0001-oc2017.XLS,9,24,Integra,3,73909789.0,unidades,,ENFOCA SAFI,Descubridor 1
2017-10-31,CA-0001-oc2017.XLS,9,24,Profuturo,3,21650343.0,unidades,,ENFOCA SAFI,Descubridor 1
2017-10-31,CA-0001-oc2017.XLS,9,25,Integra,3,375.0,unidades,,ENFOCA SAFI,Descubridor 2
2017-10-31,CA-0001-oc2017.XLS,9,25,Prima,3,750.0,unidades,,ENFOCA SAFI,Descubridor 2
2017-10-31,CA-0001-oc2017.XLS,9,26,Prima,3,190.3857973,unidades,,ENFOCA SAFI,Discovery 1
2017-10-31,CA-0001-oc2017.XLS,9,26,Profuturo,3,46.3272109,unidades,,ENFOCA SAFI,Discovery 1
2017-10-31,CA-0001-oc2017.XLS,9,28,Prima,3,270.0,unidades,,Faro Capital,Faro Capital Fondo de Inversión Inmobiliario I
2017-10-31,CA-0001-oc2017.XLS,9,28,Profuturo,3,100.0,unidades,,Faro Capital,Faro Capital Fondo de Inversión Inmobiliario I
2017-10-31,CA-0001-oc2017.XLS,9,29,Integra,3,6.0,unidades,,Faro Capital,Fondo Capital Privado I
2017-10-31,CA-0001-oc2017.XLS,9,29,Prima,3,7.0,unidades,,Faro Capital,Fondo Capital Privado I
2017-10-31,CA-0001-oc2017.XLS,9,29,Profuturo,3,3.0,unidades,,Faro Capital,Fondo Capital Privado I
2017-10-31,CA-0001-oc2017.XLS,9,30,Integra,3,6000.0,unidades,,Faro Capital,Fondo de Inversión en Retail
2017-10-31,CA-0001-oc2017.XLS,9,30,Prima,3,19200.0,unidades,,Faro Capital,Fondo de Inversión en Retail
2017-10-31,CA-0001-oc2017.XLS,9,32,Integra,3,85.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers
2017-10-31,CA-0001-oc2017.XLS,9,32,Profuturo,3,24.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers
2017-10-31,CA-0001-oc2017.XLS,9,33,Integra,3,14359.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers II
2017-10-31,CA-0001-oc2017.XLS,9,33,Profuturo,3,9253.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers II
2017-10-31,CA-0001-oc2017.XLS,9,35,Integra,3,22.0,unidades,,Macrocapitales,Fortaleza Fondo de Inversión de Capital Privado I
2017-10-31,CA-0001-oc2017.XLS,9,35,Profuturo,3,70.0,unidades,,Macrocapitales,Fortaleza Fondo de Inversión de Capital Privado I
2017-10-31,CA-0001-oc2017.XLS,9,36,Integra,3,146.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2017-10-31,CA-0001-oc2017.XLS,9,36,Prima,3,583.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2017-10-31,CA-0001-oc2017.XLS,9,36,Profuturo,3,291.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2017-10-31,CA-0001-oc2017.XLS,9,37,Integra,3,300.0,unidades,,Macrocapitales,Macro-Infraestructura: Fondo de Inversión en Instrumentos de Deuda
2017-10-31,CA-0001-oc2017.XLS,9,39,Integra,3,70.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2017-10-31,CA-0001-oc2017.XLS,9,39,Prima,3,123.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2017-10-31,CA-0001-oc2017.XLS,9,39,Profuturo,3,57.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2017-10-31,CA-0001-oc2017.XLS,9,40,Prima,3,226.0,unidades,,SIGMA,Leasing Operativo
2017-10-31,CA-0001-oc2017.XLS,9,42,Integra,3,11.0,unidades,,SUMMA,Mezzanine Summa
2017-10-31,CA-0001-oc2017.XLS,9,42,Prima,3,20.0,unidades,,SUMMA,Mezzanine Summa
2017-10-31,CA-0001-oc2017.XLS,9,43,Integra,3,457744.0,unidades,,SUMMA,Trasandino
2017-10-31,CA-0001-oc2017.XLS,9,43,Prima,3,872774.0,unidades,,SUMMA,Trasandino
2017-10-31,CA-0001-oc2017.XLS,9,45,Integra,3,11166711.0,unidades,,W Capital,Fondo de Desarrollo de Vivienda (FODEVI)
2017-10-31,CA-0001-oc2017.XLS,9,45,Profuturo,3,16750068.0,unidades,,W Capital,Fondo de Desarrollo de Vivienda (FODEVI)
2017-10-31,CA-0001-oc2017.XLS,9,46,Prima,3,16946160.0,unidades,,W Capital,FONDO HMC CAPITAL HIGH YIELD PERU FI - Soles*
2017-10-31,CA-0001-oc2017.XLS,9,47,Prima,3,3382585867.0,unidades,,W Capital,FONDO HMC CAPITAL HIGH YIELD PERU FI - Dólares*
2017-11-30,CA-0001-no2017.XLS,9,5,Integra,3,1016211.0,unidades,,ACCAPITALES,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales"
2017-11-30,CA-0001-no2017.XLS,9,5,Profuturo,3,131442.0,unidades,,ACCAPITALES,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales"
2017-11-30,CA-0001-no2017.XLS,9,6,Integra,3,9937397.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2017-11-30,CA-0001-no2017.XLS,9,6,Prima,3,13075526.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2017-11-30,CA-0001-no2017.XLS,9,6,Profuturo,3,2179252.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2017-11-30,CA-0001-no2017.XLS,9,7,Integra,3,1009562.0,unidades,,ACCAPITALES,Multirenta Inmobiliaria - Aumento Capital
2017-11-30,CA-0001-no2017.XLS,9,7,Profuturo,3,2161521.0,unidades,,ACCAPITALES,Multirenta Inmobiliaria - Aumento Capital
2017-11-30,CA-0001-no2017.XLS,9,12,Habitat,3,55500.0,unidades,,BlackRock ITC P,ETF - EPU
2017-11-30,CA-0001-no2017.XLS,9,12,Prima,3,7.0,unidades,,BlackRock ITC P,ETF - EPU
2017-11-30,CA-0001-no2017.XLS,9,12,Profuturo,3,208.0,unidades,,BlackRock ITC P,ETF - EPU
2017-11-30,CA-0001-no2017.XLS,9,14,Integra,3,53.9515442,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2017-11-30,CA-0001-no2017.XLS,9,14,Prima,3,64.8945677,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2017-11-30,CA-0001-no2017.XLS,9,14,Profuturo,3,29.2025545,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2017-11-30,CA-0001-no2017.XLS,9,16,Integra,3,68047.0,unidades,,COMPASS GROUP,Fondo de Inversión Inmobiliario I
2017-11-30,CA-0001-no2017.XLS,9,16,Prima,3,95134.0,unidades,,COMPASS GROUP,Fondo de Inversión Inmobiliario I
2017-11-30,CA-0001-no2017.XLS,9,17,Prima,3,52.0,unidades,,COMPASS GROUP,Fondo Pyme
2017-11-30,CA-0001-no2017.XLS,9,19,Integra,3,14635.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2017-11-30,CA-0001-no2017.XLS,9,19,Prima,3,42749.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2017-11-30,CA-0001-no2017.XLS,9,19,Profuturo,3,30000.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2017-11-30,CA-0001-no2017.XLS,9,21,Integra,3,992791.0,unidades,,Efic Partners,Latam Perú - solicito cambio de emisor el 17-09-2015
2017-11-30,CA-0001-no2017.XLS,9,21,Profuturo,3,992792.0,unidades,,Efic Partners,Latam Perú - solicito cambio de emisor el 17-09-2015
2017-11-30,CA-0001-no2017.XLS,9,23,Integra,3,73909789.0,unidades,,ENFOCA SAFI,Descubridor 1
2017-11-30,CA-0001-no2017.XLS,9,23,Profuturo,3,21650343.0,unidades,,ENFOCA SAFI,Descubridor 1
2017-11-30,CA-0001-no2017.XLS,9,24,Integra,3,375.0,unidades,,ENFOCA SAFI,Descubridor 2
2017-11-30,CA-0001-no2017.XLS,9,24,Prima,3,750.0,unidades,,ENFOCA SAFI,Descubridor 2
2017-11-30,CA-0001-no2017.XLS,9,25,Prima,3,190.4472405,unidades,,ENFOCA SAFI,Discovery 1
2017-11-30,CA-0001-no2017.XLS,9,25,Profuturo,3,46.3421622,unidades,,ENFOCA SAFI,Discovery 1
2017-11-30,CA-0001-no2017.XLS,9,27,Prima,3,270.0,unidades,,Faro Capital,Faro Capital Fondo de Inversión Inmobiliario I
2017-11-30,CA-0001-no2017.XLS,9,27,Profuturo,3,100.0,unidades,,Faro Capital,Faro Capital Fondo de Inversión Inmobiliario I
2017-11-30,CA-0001-no2017.XLS,9,28,Integra,3,6.0,unidades,,Faro Capital,Fondo Capital Privado I
2017-11-30,CA-0001-no2017.XLS,9,28,Prima,3,7.0,unidades,,Faro Capital,Fondo Capital Privado I
2017-11-30,CA-0001-no2017.XLS,9,28,Profuturo,3,3.0,unidades,,Faro Capital,Fondo Capital Privado I
2017-11-30,CA-0001-no2017.XLS,9,29,Integra,3,6000.0,unidades,,Faro Capital,Fondo de Inversión en Retail
2017-11-30,CA-0001-no2017.XLS,9,29,Prima,3,19200.0,unidades,,Faro Capital,Fondo de Inversión en Retail
2017-11-30,CA-0001-no2017.XLS,9,31,Integra,3,85.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers
2017-11-30,CA-0001-no2017.XLS,9,31,Profuturo,3,24.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers
2017-11-30,CA-0001-no2017.XLS,9,32,Integra,3,14359.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers II
2017-11-30,CA-0001-no2017.XLS,9,32,Profuturo,3,9253.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers II
2017-11-30,CA-0001-no2017.XLS,9,34,Integra,3,22.0,unidades,,Macrocapitales,Fortaleza Fondo de Inversión de Capital Privado I
2017-11-30,CA-0001-no2017.XLS,9,34,Profuturo,3,70.0,unidades,,Macrocapitales,Fortaleza Fondo de Inversión de Capital Privado I
2017-11-30,CA-0001-no2017.XLS,9,35,Integra,3,146.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2017-11-30,CA-0001-no2017.XLS,9,35,Prima,3,583.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2017-11-30,CA-0001-no2017.XLS,9,35,Profuturo,3,291.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2017-11-30,CA-0001-no2017.XLS,9,36,Integra,3,300.0,unidades,,Macrocapitales,Macro-Infraestructura: Fondo de Inversión en Instrumentos de Deuda
2017-11-30,CA-0001-no2017.XLS,9,38,Integra,3,70.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2017-11-30,CA-0001-no2017.XLS,9,38,Prima,3,123.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2017-11-30,CA-0001-no2017.XLS,9,38,Profuturo,3,57.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2017-11-30,CA-0001-no2017.XLS,9,39,Prima,3,226.0,unidades,,SIGMA,Leasing Operativo
2017-11-30,CA-0001-no2017.XLS,9,41,Integra,3,11.0,unidades,,SUMMA,Mezzanine Summa
2017-11-30,CA-0001-no2017.XLS,9,41,Prima,3,20.0,unidades,,SUMMA,Mezzanine Summa
2017-11-30,CA-0001-no2017.XLS,9,42,Integra,3,457744.0,unidades,,SUMMA,Trasandino
2017-11-30,CA-0001-no2017.XLS,9,42,Prima,3,872774.0,unidades,,SUMMA,Trasandino
2017-11-30,CA-0001-no2017.XLS,9,44,Integra,3,11561634.0,unidades,,W Capital,Fondo de Desarrollo de Vivienda (FODEVI)
2017-11-30,CA-0001-no2017.XLS,9,44,Profuturo,3,17342453.0,unidades,,W Capital,Fondo de Desarrollo de Vivienda (FODEVI)
2017-11-30,CA-0001-no2017.XLS,9,45,Prima,3,16946160.0,unidades,,W Capital,FONDO HMC CAPITAL HIGH YIELD PERU FI - Soles *
2017-11-30,CA-0001-no2017.XLS,9,46,Prima,3,3382585867.0,unidades,,W Capital,FONDO HMC CAPITAL HIGH YIELD PERU FI - Dólares *
2017-12-29,CA-0001-di2017.XLS,9,5,Integra,3,1016211.0,unidades,,ACCAPITALES,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales"
2017-12-29,CA-0001-di2017.XLS,9,5,Profuturo,3,131442.0,unidades,,ACCAPITALES,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales"
2017-12-29,CA-0001-di2017.XLS,9,6,Integra,3,9937397.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2017-12-29,CA-0001-di2017.XLS,9,6,Prima,3,13075526.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2017-12-29,CA-0001-di2017.XLS,9,6,Profuturo,3,2179252.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2017-12-29,CA-0001-di2017.XLS,9,7,Integra,3,841995.0,unidades,,ACCAPITALES,Multirenta Inmobiliaria - Aumento Capital
2017-12-29,CA-0001-di2017.XLS,9,7,Profuturo,3,1802752.0,unidades,,ACCAPITALES,Multirenta Inmobiliaria - Aumento Capital
2017-12-29,CA-0001-di2017.XLS,9,12,Prima,3,7.0,unidades,,BlackRock ITC P,ETF - EPU
2017-12-29,CA-0001-di2017.XLS,9,12,Profuturo,3,208.0,unidades,,BlackRock ITC P,ETF - EPU
2017-12-29,CA-0001-di2017.XLS,9,14,Integra,3,53.9515442,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2017-12-29,CA-0001-di2017.XLS,9,14,Prima,3,64.8945677,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2017-12-29,CA-0001-di2017.XLS,9,14,Profuturo,3,29.2025545,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2017-12-29,CA-0001-di2017.XLS,9,16,Integra,3,68047.0,unidades,,COMPASS GROUP,Fondo de Inversión Inmobiliario I
2017-12-29,CA-0001-di2017.XLS,9,16,Prima,3,95134.0,unidades,,COMPASS GROUP,Fondo de Inversión Inmobiliario I
2017-12-29,CA-0001-di2017.XLS,9,17,Prima,3,52.0,unidades,,COMPASS GROUP,Fondo Pyme
2017-12-29,CA-0001-di2017.XLS,9,19,Integra,3,14635.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2017-12-29,CA-0001-di2017.XLS,9,19,Prima,3,42749.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2017-12-29,CA-0001-di2017.XLS,9,19,Profuturo,3,30000.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2017-12-29,CA-0001-di2017.XLS,9,21,Integra,3,992791.0,unidades,,Efic Partners,Latam Perú - solicito cambio de emisor el 17-09-2015
2017-12-29,CA-0001-di2017.XLS,9,21,Profuturo,3,992792.0,unidades,,Efic Partners,Latam Perú - solicito cambio de emisor el 17-09-2015
2017-12-29,CA-0001-di2017.XLS,9,23,Integra,3,73909789.0,unidades,,ENFOCA SAFI,Descubridor 1
2017-12-29,CA-0001-di2017.XLS,9,23,Profuturo,3,21650343.0,unidades,,ENFOCA SAFI,Descubridor 1
2017-12-29,CA-0001-di2017.XLS,9,24,Integra,3,375.0,unidades,,ENFOCA SAFI,Descubridor 2
2017-12-29,CA-0001-di2017.XLS,9,24,Prima,3,750.0,unidades,,ENFOCA SAFI,Descubridor 2
2017-12-29,CA-0001-di2017.XLS,9,25,Profuturo,3,46.3421622,unidades,,ENFOCA SAFI,Discovery 1
2017-12-29,CA-0001-di2017.XLS,9,27,Prima,3,270.0,unidades,,Faro Capital,Faro Capital Fondo de Inversión Inmobiliario I
2017-12-29,CA-0001-di2017.XLS,9,27,Profuturo,3,100.0,unidades,,Faro Capital,Faro Capital Fondo de Inversión Inmobiliario I
2017-12-29,CA-0001-di2017.XLS,9,28,Integra,3,6.0,unidades,,Faro Capital,Fondo Capital Privado I
2017-12-29,CA-0001-di2017.XLS,9,28,Prima,3,7.0,unidades,,Faro Capital,Fondo Capital Privado I
2017-12-29,CA-0001-di2017.XLS,9,28,Profuturo,3,3.0,unidades,,Faro Capital,Fondo Capital Privado I
2017-12-29,CA-0001-di2017.XLS,9,29,Integra,3,6000.0,unidades,,Faro Capital,Fondo de Inversión en Retail
2017-12-29,CA-0001-di2017.XLS,9,29,Prima,3,19200.0,unidades,,Faro Capital,Fondo de Inversión en Retail
2017-12-29,CA-0001-di2017.XLS,9,31,Integra,3,85.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers
2017-12-29,CA-0001-di2017.XLS,9,31,Profuturo,3,24.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers
2017-12-29,CA-0001-di2017.XLS,9,32,Integra,3,14359.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers II
2017-12-29,CA-0001-di2017.XLS,9,32,Profuturo,3,9253.0,unidades,,LARRAIN VIAL PE,Bienes Raíces LV Colliers II
2017-12-29,CA-0001-di2017.XLS,9,34,Integra,3,22.0,unidades,,Macrocapitales,Fortaleza Fondo de Inversión de Capital Privado I
2017-12-29,CA-0001-di2017.XLS,9,34,Profuturo,3,70.0,unidades,,Macrocapitales,Fortaleza Fondo de Inversión de Capital Privado I
2017-12-29,CA-0001-di2017.XLS,9,35,Integra,3,146.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2017-12-29,CA-0001-di2017.XLS,9,35,Prima,3,583.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2017-12-29,CA-0001-di2017.XLS,9,35,Profuturo,3,291.0,unidades,,Macrocapitales,Kandeo Fund II (Perú) Servicios Financieros
2017-12-29,CA-0001-di2017.XLS,9,36,Integra,3,300.0,unidades,,Macrocapitales,Macro-Infraestructura: Fondo de Inversión en Instrumentos de Deuda
2017-12-29,CA-0001-di2017.XLS,9,38,Integra,3,70.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2017-12-29,CA-0001-di2017.XLS,9,38,Prima,3,123.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2017-12-29,CA-0001-di2017.XLS,9,38,Profuturo,3,57.0,unidades,,SIGMA,Fondo de Inversión en Infraestructura -Sigma FI
2017-12-29,CA-0001-di2017.XLS,9,39,Prima,3,226.0,unidades,,SIGMA,Leasing Operativo
2017-12-29,CA-0001-di2017.XLS,9,41,Integra,3,11.0,unidades,,SUMMA,Mezzanine Summa
2017-12-29,CA-0001-di2017.XLS,9,41,Prima,3,20.0,unidades,,SUMMA,Mezzanine Summa
2017-12-29,CA-0001-di2017.XLS,9,42,Integra,3,457744.0,unidades,,SUMMA,Trasandino
2017-12-29,CA-0001-di2017.XLS,9,42,Prima,3,872774.0,unidades,,SUMMA,Trasandino
2017-12-29,CA-0001-di2017.XLS,9,44,Integra,3,12967454.0,unidades,,W Capital,Fondo de Desarrollo de Vivienda (FODEVI)
2017-12-29,CA-0001-di2017.XLS,9,44,Profuturo,3,19451183.0,unidades,,W Capital,Fondo de Desarrollo de Vivienda (FODEVI)
2017-12-29,CA-0001-di2017.XLS,9,45,Prima,3,3382585867.0,unidades,,W Capital,FONDO HMC CAPITAL HIGH YIELD PERU FI - Dólares
2017-12-29,CA-0001-di2017.XLS,9,46,Prima,3,21438619.0,unidades,,W Capital,FONDO HMC CAPITAL HIGH YIELD PERU FI - Soles
2018-01-31,CA-0001-en2018.XLS,9,5,Integra,3,1016211.0,unidades,,ACCAPITALES,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales"
2018-01-31,CA-0001-en2018.XLS,9,5,Profuturo,3,131442.0,unidades,,ACCAPITALES,"Fondo de Inversión en Infraestructura, Servicios Públicos y Recursos Naturales"
2018-01-31,CA-0001-en2018.XLS,9,6,Integra,3,9937397.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2018-01-31,CA-0001-en2018.XLS,9,6,Prima,3,13075526.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2018-01-31,CA-0001-en2018.XLS,9,6,Profuturo,3,2179252.0,unidades,,ACCAPITALES,Fondo Inmobiliario II
2018-01-31,CA-0001-en2018.XLS,9,7,Integra,3,841995.0,unidades,,ACCAPITALES,Multirenta Inmobiliaria - Aumento Capital
2018-01-31,CA-0001-en2018.XLS,9,7,Profuturo,3,1802752.0,unidades,,ACCAPITALES,Multirenta Inmobiliaria - Aumento Capital
2018-01-31,CA-0001-en2018.XLS,9,12,Habitat,3,24372.0,unidades,,BlackRock ITC P,ETF - EPU
2018-01-31,CA-0001-en2018.XLS,9,12,Prima,3,7.0,unidades,,BlackRock ITC P,ETF - EPU
2018-01-31,CA-0001-en2018.XLS,9,12,Profuturo,3,208.0,unidades,,BlackRock ITC P,ETF - EPU
2018-01-31,CA-0001-en2018.XLS,9,14,Integra,3,53.9515442,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2018-01-31,CA-0001-en2018.XLS,9,14,Prima,3,64.8945677,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2018-01-31,CA-0001-en2018.XLS,9,14,Profuturo,3,29.2025545,unidades,,Carlyle Peru GP,Carlyle Peru Fund
2018-01-31,CA-0001-en2018.XLS,9,16,Integra,3,68047.0,unidades,,COMPASS GROUP,Fondo de Inversión Inmobiliario I
2018-01-31,CA-0001-en2018.XLS,9,16,Prima,3,95134.0,unidades,,COMPASS GROUP,Fondo de Inversión Inmobiliario I
2018-01-31,CA-0001-en2018.XLS,9,17,Prima,3,52.0,unidades,,COMPASS GROUP,Fondo Pyme
2018-01-31,CA-0001-en2018.XLS,9,19,Integra,3,14635.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2018-01-31,CA-0001-en2018.XLS,9,19,Prima,3,42749.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2018-01-31,CA-0001-en2018.XLS,9,19,Profuturo,3,30000.0,unidades,,Credifondo SAF,Credicorp Capital Fondo de Inversión Inmobiliario Perú
2018-01-31,CA-0001-en2018.XLS,9,21,Integra,3,992791.0,unidades,,Efic Partners,Latam Perú - solicito cambio de emisor el 17-09-2015
2018-01-31,CA-0001-en2018.XLS,9,21,Profuturo,3,992792.0,unidades,,Efic Partners,Latam Perú - solicito cambio de emisor el 17-09-2015
