periodo,afp,elegible_emisores,estado_hoja3,error_hoja3_pct,elegible_isin,estado_hoja10,error_hoja10_pct,elegible_ambas
2015-01,Habitat,False,revisar,22.020428938924518,False,revisar,101.07331183002555,False
2015-01,Integra,False,revisar,18.555876478713458,False,revisar,99.63375136183926,False
2015-01,Prima,False,revisar,18.201554046166336,False,revisar,100.81593791441219,False
2015-01,Profuturo,False,revisar,21.923965456208705,False,revisar,100.90041697704577,False
2015-02,Habitat,False,revisar,21.02319018821794,False,revisar,101.96713406270868,False
2015-02,Integra,False,revisar,19.9210048583787,False,revisar,98.41318307342084,False
2015-02,Prima,False,revisar,18.660616940056656,False,revisar,100.91660615127604,False
2015-02,Profuturo,False,revisar,21.283110666709742,False,revisar,99.4389165762227,False
2015-03,Habitat,False,revisar,19.619057428331402,False,revisar,100.33487956005689,False
2015-03,Integra,False,revisar,21.437809509036274,False,revisar,98.79818854763043,False
2015-03,Prima,False,revisar,16.208183544413686,False,revisar,100.91160516754623,False
2015-03,Profuturo,False,revisar,21.48943214106279,False,revisar,99.49249458629488,False
2015-04,Habitat,False,revisar,22.06599740713669,False,revisar,101.99438871325168,False
2015-04,Integra,False,revisar,13.703503456154117,False,revisar,98.31930762605722,False
2015-04,Prima,False,revisar,17.737842031831217,False,revisar,100.97968868716207,False
2015-04,Profuturo,False,revisar,24.206980652973964,False,revisar,99.84767252314148,False
2015-05,Habitat,False,revisar,22.70419078757122,False,revisar,99.53498847024157,False
2015-05,Integra,False,revisar,13.982143783009773,False,revisar,98.13574267221426,False
2015-05,Prima,False,revisar,14.447438058091116,False,revisar,101.08314945770616,False
2015-05,Profuturo,False,revisar,20.253558871164874,False,revisar,99.60514863659307,False
2015-06,Habitat,False,revisar,20.55618907695354,False,revisar,100.09430947489162,False
2015-06,Integra,False,revisar,11.647993311282722,False,revisar,97.93765724263494,False
2015-06,Prima,False,revisar,20.720439995611777,False,revisar,102.65534199134211,False
2015-06,Profuturo,False,revisar,23.120292443416414,False,revisar,99.76029230013094,False
2015-07,Habitat,False,revisar,19.32963086338371,False,revisar,101.10630682365826,False
2015-07,Integra,False,revisar,14.809302476994793,False,revisar,98.86355144532725,False
2015-07,Prima,False,revisar,17.365723570479883,False,revisar,101.68739125049768,False
2015-07,Profuturo,False,revisar,22.06302769164334,False,revisar,99.73041956693204,False
2015-08,Habitat,False,revisar,18.892925487108002,False,revisar,99.61380436166023,False
2015-08,Integra,False,revisar,13.888404546478942,False,revisar,98.57832329864861,False
2015-08,Prima,False,revisar,18.629542007752786,False,revisar,100.99271578475648,False
2015-08,Profuturo,False,revisar,24.88855230500808,False,revisar,99.61101487237207,False
2015-09,Habitat,False,revisar,18.489028443671714,False,revisar,100.7903189253317,False
2015-09,Integra,False,revisar,16.208196976405382,False,revisar,101.30932801214882,False
2015-09,Prima,False,revisar,17.5603790422098,False,revisar,100.888517621261,False
2015-09,Profuturo,False,revisar,24.38841808343526,False,revisar,103.34302294345599,False
2015-10,Habitat,False,revisar,21.77793711503631,False,revisar,99.69079591436537,False
