anio,mes,mes_nombre,url,archivo,ruta_local,tamano_bytes,formato_real,numero_hojas,hojas,estado,error
2026,3,Marzo,https://intranet2.sbs.gob.pe/estadistica/financiera/2026/Marzo/FP-1356-ma2026.XLS,FP-1356-ma2026.XLS,C:\Users\PC\Downloads\afp_fondo3_inicio\afp_fondo3_inicio\data\raw\sbs\fp1356_cartera\FP-1356-ma2026.XLS,161792,xls_real,5,CAx Intru-Consolidado | Fondo0xIntru | Fondo1xIntru | Fondo2xIntru | Fondo3xIntru,correcto,
2026,4,Abril,https://intranet2.sbs.gob.pe/estadistica/financiera/2026/Abril/FP-1356-ab2026.XLS,FP-1356-ab2026.XLS,C:\Users\PC\Downloads\afp_fondo3_inicio\afp_fondo3_inicio\data\raw\sbs\fp1356_cartera\FP-1356-ab2026.XLS,162304,xls_real,5,CAx Intru-Consolidado | Fondo0xIntru | Fondo1xIntru | Fondo2xIntru | Fondo3xIntru,correcto,
2026,5,Mayo,https://intranet2.sbs.gob.pe/estadistica/financiera/2026/Mayo/FP-1356-my2026.XLS,FP-1356-my2026.XLS,C:\Users\PC\Downloads\afp_fondo3_inicio\afp_fondo3_inicio\data\raw\sbs\fp1356_cartera\FP-1356-my2026.XLS,162304,xls_real,5,CAx Intru-Consolidado | Fondo0xIntru | Fondo1xIntru | Fondo2xIntru | Fondo3xIntru,correcto,
