escenario,periodo,fecha_cartera,afp,tipo_activo,peso_exterior,peso_total_fondo,identificadores,peso_exterior_pct,peso_total_fondo_pct
ampliado_15pct,2017-12,2017-12-29,Integra,renta_variable,0.8453382993943866,0.5116226586370833,69,84.53382993943866,51.162265863708335
ampliado_15pct,2017-12,2017-12-29,Prima,mercados_privados_y_alternativos,0.0921332787273548,0.056088819107144,8,9.21332787273548,5.6088819107144
ampliado_15pct,2017-12,2017-12-29,Prima,renta_variable,0.9078667212726435,0.5526903308580371,36,90.78667212726434,55.26903308580371
ampliado_15pct,2017-12,2017-12-29,Profuturo,mercados_privados_y_alternativos,0.0995029007742903,0.0631229919961603,18,9.950290077429031,6.31229919961603
ampliado_15pct,2017-12,2017-12-29,Profuturo,no_determinado,0.035834049194554525,0.02273252722178257,6,3.5834049194554525,2.273252722178257
ampliado_15pct,2017-12,2017-12-29,Profuturo,renta_variable,0.8646630500311526,0.5485279158876015,34,86.46630500311527,54.852791588760155
ampliado_15pct,2018-01,2018-01-31,Habitat,no_determinado,0.0456152631813114,0.027491662703423198,5,4.56152631813114,2.74916627034232
ampliado_15pct,2018-01,2018-01-31,Habitat,renta_fija,0.0360999187397331,0.021756901536859698,2,3.60999187397331,2.1756901536859696
ampliado_15pct,2018-01,2018-01-31,Habitat,renta_variable,0.918284818078953,0.5534370454897216,49,91.8284818078953,55.34370454897216
ampliado_15pct,2018-01,2018-01-31,Integra,mercados_privados_y_alternativos,0.09014183441227158,0.05440762496893867,17,9.014183441227159,5.440762496893867
ampliado_15pct,2018-01,2018-01-31,Integra,no_determinado,0.0541433091159984,0.0326797083304032,10,5.41433091159984,3.26797083304032
ampliado_15pct,2018-01,2018-01-31,Integra,renta_fija,2.210947245168351e-07,1.3344790387896978e-07,1,2.210947245168351e-05,1.3344790387896977e-05
ampliado_15pct,2018-01,2018-01-31,Integra,renta_variable,0.8557146353770015,0.5164904981752393,71,85.57146353770015,51.64904981752393
ampliado_15pct,2018-01,2018-01-31,Prima,mercados_privados_y_alternativos,0.08870550269196109,0.0541241818477621,8,8.870550269196109,5.41241818477621
ampliado_15pct,2018-01,2018-01-31,Prima,renta_variable,0.9112944973080366,0.5560316732598267,38,91.12944973080366,55.603167325982675
ampliado_15pct,2018-01,2018-01-31,Profuturo,mercados_privados_y_alternativos,0.0996871949869417,0.062251325642882,18,9.96871949869417,6.2251325642882005
ampliado_15pct,2018-01,2018-01-31,Profuturo,no_determinado,0.03643058104633719,0.022749681785830245,6,3.643058104633719,2.2749681785830247
ampliado_15pct,2018-01,2018-01-31,Profuturo,renta_variable,0.8638822239667184,0.5394656118902121,38,86.38822239667185,53.94656118902121
ampliado_15pct,2018-02,2018-02-28,Habitat,no_determinado,0.0398522449846045,0.0242913061020806,5,3.98522449846045,2.42913061020806
ampliado_15pct,2018-02,2018-02-28,Habitat,renta_fija,0.0398754068152508,0.0243054240298996,2,3.98754068152508,2.43054240298996
ampliado_15pct,2018-02,2018-02-28,Habitat,renta_variable,0.9202723482001419,0.5609374657825712,53,92.02723482001419,56.09374657825712
ampliado_15pct,2018-02,2018-02-28,Integra,mercados_privados_y_alternativos,0.09426534703998422,0.05767732618620333,17,9.426534703998422,5.767732618620333
ampliado_15pct,2018-02,2018-02-28,Integra,no_determinado,0.0472667393455294,0.028920692795349,10,4.72667393455294,2.8920692795349
ampliado_15pct,2018-02,2018-02-28,Integra,renta_fija,2.2692316629646494e-07,1.388455237547232e-07,1,2.2692316629646495e-05,1.388455237547232e-05
ampliado_15pct,2018-02,2018-02-28,Integra,renta_variable,0.8584676866913161,0.5252632312975881,71,85.8467686691316,52.526323129758815
ampliado_15pct,2018-02,2018-02-28,Prima,mercados_privados_y_alternativos,0.0879365408496751,0.0561024197011812,8,8.79365408496751,5.610241970118119
ampliado_15pct,2018-02,2018-02-28,Prima,renta_variable,0.9120634591503228,0.5818851467768612,37,91.20634591503229,58.18851467768612
ampliado_15pct,2018-02,2018-02-28,Profuturo,mercados_privados_y_alternativos,0.1011239329908809,0.0646723839519787,18,10.11239329908809,6.46723839519787
ampliado_15pct,2018-02,2018-02-28,Profuturo,no_determinado,0.036209626118443375,0.023157355275142844,6,3.6209626118443374,2.3157355275142844
ampliado_15pct,2018-02,2018-02-28,Profuturo,renta_variable,0.8626664408906733,0.5517061454957438,37,86.26664408906734,55.17061454957438
ampliado_15pct,2018-03,2018-03-30,Habitat,no_determinado,0.0560609128625029,0.0342617504179436,6,5.60609128625029,3.4261750417943597
ampliado_15pct,2018-03,2018-03-30,Habitat,renta_fija,0.0422119979610379,0.025797955561854102,2,4.22119979610379,2.5797955561854105
ampliado_15pct,2018-03,2018-03-30,Habitat,renta_variable,0.9017270891764558,0.5510924973739935,57,90.17270891764558,55.109249737399345
ampliado_15pct,2018-03,2018-03-30,Integra,mercados_privados_y_alternativos,0.09713263141851122,0.058559667757504985,17,9.713263141851122,5.855966775750499
ampliado_15pct,2018-03,2018-03-30,Integra,no_determinado,0.0493550480090814,0.0297553476247807,9,4.93550480090814,2.97553476247807
ampliado_15pct,2018-03,2018-03-30,Integra,renta_fija,2.294595861638589e-07,1.3833741486560197e-07,1,2.2945958616385888e-05,1.3833741486560197e-05
ampliado_15pct,2018-03,2018-03-30,Integra,renta_variable,0.8535120911128173,0.5145684179730209,71,85.35120911128173,51.45684179730209
ampliado_15pct,2018-03,2018-03-30,Prima,mercados_privados_y_alternativos,0.0937126916444522,0.0568691956383579,8,9.37126916444522,5.68691956383579
ampliado_15pct,2018-03,2018-03-30,Prima,renta_variable,0.9062873083555457,0.5499770558183888,37,90.62873083555458,54.997705581838886
ampliado_15pct,2018-03,2018-03-30,Profuturo,mercados_privados_y_alternativos,0.10891268825596549,0.0701102085385508,18,10.89126882559655,7.011020853855079
ampliado_15pct,2018-03,2018-03-30,Profuturo,no_determinado,0.03544678345015056,0.02281810704984395,5,3.544678345015056,2.281810704984395
ampliado_15pct,2018-03,2018-03-30,Profuturo,renta_variable,0.8556405282938806,0.5508002495699504,37,85.56405282938806,55.08002495699505
ampliado_15pct,2018-04,2018-04-30,Habitat,no_determinado,0.0551643899332954,0.0343527182846486,7,5.51643899332954,3.43527182846486
ampliado_15pct,2018-04,2018-04-30,Habitat,renta_fija,0.0438065417218525,0.0272798047547556,2,4.38065417218525,2.72798047547556
ampliado_15pct,2018-04,2018-04-30,Habitat,renta_variable,0.9010290683448487,0.5611010615463713,55,90.10290683448487,56.11010615463713
ampliado_15pct,2018-04,2018-04-30,Integra,mercados_privados_y_alternativos,0.09977467180468741,0.05969925550120971,17,9.977467180468741,5.969925550120971
ampliado_15pct,2018-04,2018-04-30,Integra,no_determinado,0.0445675609114739,0.0266665894038532,9,4.4567560911473905,2.66665894038532
ampliado_15pct,2018-04,2018-04-30,Integra,renta_fija,2.2585024835455245e-07,1.3513541500716568e-07,1,2.2585024835455244e-05,1.3513541500716568e-05
ampliado_15pct,2018-04,2018-04-30,Integra,renta_variable,0.8556575414335862,0.5119748054654183,71,85.56575414335862,51.197480546541826
ampliado_15pct,2018-04,2018-04-30,Prima,mercados_privados_y_alternativos,0.0963916244665976,0.0595492982303598,8,9.63916244665976,5.95492982303598
ampliado_15pct,2018-04,2018-04-30,Prima,renta_variable,0.9036083755334003,0.5582356863042177,38,90.36083755334003,55.823568630421775
ampliado_15pct,2018-04,2018-04-30,Profuturo,mercados_privados_y_alternativos,0.1109475196127989,0.0707826914246607,18,11.09475196127989,7.078269142466071
ampliado_15pct,2018-04,2018-04-30,Profuturo,no_determinado,0.034129523072896725,0.021774073981740503,5,3.4129523072896726,2.1774073981740503
ampliado_15pct,2018-04,2018-04-30,Profuturo,renta_variable,0.8549229573143017,0.5454267755658397,38,85.49229573143016,54.542677556583975
ampliado_15pct,2018-05,2018-05-31,Habitat,no_determinado,0.0553746959052174,0.0329544380385842,7,5.537469590521741,3.29544380385842
ampliado_15pct,2018-05,2018-05-31,Habitat,renta_fija,0.0726549369158406,0.0432382079513096,2,7.26549369158406,4.32382079513096
ampliado_15pct,2018-05,2018-05-31,Habitat,renta_variable,0.8719703671789389,0.5189246273399849,52,87.1970367178939,51.89246273399849
ampliado_15pct,2018-05,2018-05-31,Integra,mercados_privados_y_alternativos,0.1053311812709467,0.0645757236620609,16,10.53311812709467,6.457572366206089
ampliado_15pct,2018-05,2018-05-31,Integra,no_determinado,0.051930558284376004,0.031837233200320905,9,5.1930558284376005,3.1837233200320907
ampliado_15pct,2018-05,2018-05-31,Integra,renta_fija,2.2579478663635318e-07,1.3842873088697648e-07,1,2.2579478663635318e-05,1.3842873088697648e-05
ampliado_15pct,2018-05,2018-05-31,Integra,renta_variable,0.8427380346498867,0.5166600980679422,72,84.27380346498867,51.66600980679422
ampliado_15pct,2018-05,2018-05-31,Prima,mercados_privados_y_alternativos,0.1000349985605717,0.061723637281334204,8,10.00349985605717,6.17236372813342
ampliado_15pct,2018-05,2018-05-31,Prima,renta_variable,0.8999650014394264,0.5552967872649835,36,89.99650014394264,55.529678726498354
ampliado_15pct,2018-05,2018-05-31,Profuturo,mercados_privados_y_alternativos,0.1133730162700691,0.0717825467612799,18,11.33730162700691,7.17825467612799
ampliado_15pct,2018-05,2018-05-31,Profuturo,no_determinado,0.03449303450289327,0.021839393037266043,5,3.4493034502893267,2.1839393037266044
ampliado_15pct,2018-05,2018-05-31,Profuturo,renta_variable,0.852133949227035,0.53953177810453,33,85.2133949227035,53.953177810453
ampliado_15pct,2018-06,2018-06-29,Habitat,mercados_privados_y_alternativos,0.0005498802027467,0.0003334770801456,1,0.054988020274669994,0.03334770801456
ampliado_15pct,2018-06,2018-06-29,Habitat,no_determinado,0.0569771869983507,0.034554046245363304,7,5.69771869983507,3.4554046245363303
ampliado_15pct,2018-06,2018-06-29,Habitat,renta_fija,0.0877254378713096,0.0532014477511452,2,8.77254378713096,5.32014477511452
ampliado_15pct,2018-06,2018-06-29,Habitat,renta_variable,0.8547474949275898,0.5183650865159654,53,85.47474949275899,51.83650865159654
ampliado_15pct,2018-06,2018-06-29,Integra,mercados_privados_y_alternativos,0.1123850288390925,0.0684359174281766,16,11.23850288390925,6.843591742817661
ampliado_15pct,2018-06,2018-06-29,Integra,no_determinado,0.0378812767597983,0.0230674846568682,8,3.7881276759798297,2.30674846568682
ampliado_15pct,2018-06,2018-06-29,Integra,renta_fija,2.34859838904025e-07,1.4301592221365294e-07,1,2.34859838904025e-05,1.4301592221365295e-05
ampliado_15pct,2018-06,2018-06-29,Integra,renta_variable,0.8497334595412663,0.5174380384453586,72,84.97334595412663,51.74380384453586
ampliado_15pct,2018-06,2018-06-29,Prima,mercados_privados_y_alternativos,0.10655605359646331,0.0641107398733906,8,10.65560535964633,6.411073987339059
ampliado_15pct,2018-06,2018-06-29,Prima,renta_variable,0.8934439464035344,0.5375513685618853,35,89.34439464035344,53.755136856188535
ampliado_15pct,2018-06,2018-06-29,Profuturo,mercados_privados_y_alternativos,0.1190657670222015,0.07585058534915029,18,11.90657670222015,7.585058534915029
ampliado_15pct,2018-06,2018-06-29,Profuturo,no_determinado,0.03518421658223614,0.022414027890285758,5,3.518421658223614,2.2414027890285757
ampliado_15pct,2018-06,2018-06-29,Profuturo,renta_variable,0.84575001639556,0.5387831902237297,30,84.575001639556,53.87831902237296
ampliado_15pct,2018-07,2018-07-31,Habitat,mercados_privados_y_alternativos,0.0005528472202696,0.0003137626694082,1,0.05528472202696,0.031376266940820005
ampliado_15pct,2018-07,2018-07-31,Habitat,no_determinado,0.0403370232938601,0.0228928565445091,7,4.03370232938601,2.28928565445091
ampliado_15pct,2018-07,2018-07-31,Habitat,renta_fija,0.088789319472118,0.0503914515097402,2,8.8789319472118,5.0391451509740195
ampliado_15pct,2018-07,2018-07-31,Habitat,renta_variable,0.8703208100137492,0.4939414915720532,58,87.03208100137492,49.39414915720532
ampliado_15pct,2018-07,2018-07-31,Integra,mercados_privados_y_alternativos,0.1084937080058216,0.0676040766532396,16,10.849370800582161,6.76040766532396
ampliado_15pct,2018-07,2018-07-31,Integra,no_determinado,0.0381538473581488,0.0237742415558132,9,3.81538473581488,2.37742415558132
ampliado_15pct,2018-07,2018-07-31,Integra,renta_fija,2.308150328753001e-07,1.4382435131062726e-07,1,2.308150328753001e-05,1.4382435131062726e-05
ampliado_15pct,2018-07,2018-07-31,Integra,renta_variable,0.8533522138209932,0.5317367203660401,63,85.33522138209932,53.17367203660402
ampliado_15pct,2018-07,2018-07-31,Prima,mercados_privados_y_alternativos,0.1047522113728263,0.062310569883874796,8,10.47522113728263,6.23105698838748
ampliado_15pct,2018-07,2018-07-31,Prima,renta_variable,0.8952477886271714,0.5325271816754088,36,89.52477886271714,53.25271816754088
ampliado_15pct,2018-07,2018-07-31,Profuturo,mercados_privados_y_alternativos,0.1199045388743277,0.0751767063887562,18,11.99045388743277,7.517670638875621
ampliado_15pct,2018-07,2018-07-31,Profuturo,no_determinado,0.035158329655489845,0.02204326417034218,5,3.5158329655489844,2.2043264170342183
ampliado_15pct,2018-07,2018-07-31,Profuturo,renta_variable,0.8449371314701802,0.529751344242831,29,84.49371314701803,52.9751344242831
ampliado_15pct,2018-08,2018-08-31,Habitat,mercados_privados_y_alternativos,0.0004437743573168,0.000262252634197,1,0.04437743573168,0.026225263419700003
ampliado_15pct,2018-08,2018-08-31,Habitat,no_determinado,0.0307308455363424,0.018160682473267,7,3.07308455363424,1.8160682473267
ampliado_15pct,2018-08,2018-08-31,Habitat,renta_fija,0.0747687123574193,0.0441852744485123,2,7.47687123574193,4.41852744485123
ampliado_15pct,2018-08,2018-08-31,Habitat,renta_variable,0.8940566677489186,0.5283512045541908,56,89.40566677489186,52.83512045541908
ampliado_15pct,2018-08,2018-08-31,Integra,mercados_privados_y_alternativos,0.12047151050823839,0.0734054138634151,18,12.047151050823839,7.340541386341511
ampliado_15pct,2018-08,2018-08-31,Integra,no_determinado,0.0293383505359641,0.017876373875258412,8,2.9338350535964097,1.7876373875258411
ampliado_15pct,2018-08,2018-08-31,Integra,renta_fija,2.2836164797122045e-07,1.3914477546716498e-07,1,2.2836164797122044e-05,1.3914477546716498e-05
ampliado_15pct,2018-08,2018-08-31,Integra,renta_variable,0.850189910594146,0.5180356914790704,65,85.01899105941459,51.803569147907034
ampliado_15pct,2018-08,2018-08-31,Prima,mercados_privados_y_alternativos,0.10328241873931,0.0654958494722206,8,10.328241873931,6.54958494722206
ampliado_15pct,2018-08,2018-08-31,Prima,no_determinado,0.0043923173529186,0.0027853584345956,1,0.43923173529186005,0.27853584345956
ampliado_15pct,2018-08,2018-08-31,Prima,renta_variable,0.8923252639077691,0.5658620496938349,38,89.23252639077691,56.58620496938349
ampliado_15pct,2018-08,2018-08-31,Profuturo,mercados_privados_y_alternativos,0.1258213474954627,0.0779688180809012,18,12.58213474954627,7.79688180809012
ampliado_15pct,2018-08,2018-08-31,Profuturo,no_determinado,0.03492051017860069,0.021639498857741798,4,3.492051017860069,2.16394988577418
ampliado_15pct,2018-08,2018-08-31,Profuturo,renta_variable,0.8392581423259342,0.5200704548509629,31,83.92581423259342,52.00704548509629
ampliado_15pct,2018-09,2018-09-28,Habitat,mercados_privados_y_alternativos,0.0004118268084712,0.0002599530166399,1,0.04118268084712,0.02599530166399
ampliado_15pct,2018-09,2018-09-28,Habitat,no_determinado,0.0100479889591117,0.0063424842369578,5,1.00479889591117,0.63424842369578
ampliado_15pct,2018-09,2018-09-28,Habitat,renta_fija,0.07983258712856531,0.050391867220288794,2,7.98325871285653,5.039186722028879
