escenario,periodo,fecha_cartera,afp,tipo_activo,peso_exterior,peso_total_fondo,identificadores,peso_exterior_pct,peso_total_fondo_pct
ampliado_15pct,2015-03,2015-03-31,Profuturo,mercados_privados_y_alternativos,0.0230302501588172,0.014705440502032801,12,2.3030250158817203,1.47054405020328
ampliado_15pct,2015-03,2015-03-31,Profuturo,no_determinado,0.2432960946565619,0.15535116725509274,12,24.32960946565619,15.535116725509274
ampliado_15pct,2015-03,2015-03-31,Profuturo,renta_fija,0.0531229355884318,0.033920437824246905,4,5.31229355884318,3.3920437824246905
ampliado_15pct,2015-03,2015-03-31,Profuturo,renta_variable,0.680011186417601,0.4342056197228217,27,68.0011186417601,43.420561972282165
ampliado_15pct,2015-04,2015-04-30,Habitat,no_determinado,0.08151619444688049,0.0545690949543013,6,8.151619444688048,5.45690949543013
ampliado_15pct,2015-04,2015-04-30,Habitat,renta_fija,0.0067294639866524,0.0045048810456734,1,0.67294639866524,0.45048810456733995
ampliado_15pct,2015-04,2015-04-30,Habitat,renta_variable,0.9117543415664651,0.6103524530007163,37,91.1754341566465,61.03524530007163
ampliado_15pct,2015-04,2015-04-30,Integra,mercados_privados_y_alternativos,0.0366812032792468,0.0234244074090607,9,3.6681203279246803,2.34244074090607
ampliado_15pct,2015-04,2015-04-30,Integra,no_determinado,0.1927341041759027,0.12307890075108333,16,19.27341041759027,12.307890075108332
ampliado_15pct,2015-04,2015-04-30,Integra,renta_fija,1.8631045447904325e-07,1.1897679465584925e-07,1,1.8631045447904326e-05,1.1897679465584925e-05
