factor,lag,n_train,spearman_train,pearson_train,abs_spearman_train,afp
ret_PEN_NEM,1,1777,0.08217691506833455,0.08447947315796477,0.08217691506833455,Habitat
ret_USD_BAP,2,1776,0.07557881805758626,0.10837405041015073,0.07557881805758626,Habitat
ret_PEN_BAP,2,1776,0.0674027645830434,0.08771378357261536,0.0674027645830434,Habitat
ret_USD_BAP,3,1775,0.06351582341463391,0.03716148189759128,0.06351582341463391,Habitat
ret_PEN_BAP,3,1775,0.061354920898489165,0.03577565194674912,0.061354920898489165,Habitat
ret_PEN_FCX,3,1775,0.05772146226363714,0.05632502018433181,0.05772146226363714,Habitat
ret_USD_NEM,0,1778,0.05625675330797343,0.08090318137880922,0.05625675330797343,Habitat
ret_USD_FCX,3,1775,0.049959432677370894,0.05675192313378743,0.049959432677370894,Habitat
ret_USD_BHP,3,1775,0.04761499048818292,0.053611400349668534,0.04761499048818292,Habitat
ret_PEN_RIO,3,1775,0.043990615001439075,0.04159983021406654,0.043990615001439075,Habitat
ret_PEN_BHP,3,1775,0.04380909227468345,0.05129869586065103,0.04380909227468345,Habitat
ret_USD_RIO,3,1775,0.04194982105097443,0.04311647632473701,0.04194982105097443,Habitat
ret_USD_FCX,2,1776,0.03898196609657876,0.050000846557413936,0.03898196609657876,Habitat
ret_USD_SCCO,3,1775,0.037426888236610306,0.027582649952722946,0.037426888236610306,Habitat
ret_PEN_NEM,0,1778,0.035446945340421414,0.05347755803631541,0.035446945340421414,Habitat
ret_PEN_FCX,2,1776,0.03326539322574467,0.04526046697937395,0.03326539322574467,Habitat
ret_PEN_SCCO,3,1775,0.03193852519299115,0.0279608310165366,0.03193852519299115,Habitat
ret_PEN_SCCO,2,1776,0.02518109525426354,0.029846925001581155,0.02518109525426354,Habitat
ret_USD_SCCO,2,1776,0.024458855217682113,0.03820350579527447,0.024458855217682113,Habitat
ret_USD_BVN,3,1775,-0.02147876426735005,0.022080398636921007,0.02147876426735005,Habitat
ret_USD_BHP,2,1776,0.02037573774538244,0.03164406505773773,0.02037573774538244,Habitat
ret_USD_VALE,2,1776,0.02030018958934199,0.0049503367345928575,0.02030018958934199,Habitat
ret_USD_NEM,3,1775,0.02029782316924018,0.005183220900151877,0.02029782316924018,Habitat
ret_PEN_BVN,2,1776,-0.016951753572941267,-0.010030044465379546,0.016951753572941267,Habitat
ret_USD_RIO,2,1776,0.014610055116638609,0.01696520358662007,0.014610055116638609,Habitat
ret_PEN_NEM,3,1775,0.012887299274041756,0.009285091728625369,0.012887299274041756,Habitat
ret_PEN_BVN,3,1775,-0.012743405042308134,0.024218225411980543,0.012743405042308134,Habitat
ret_USD_NEM,2,1776,0.01109068898249061,-0.0015104612092030865,0.01109068898249061,Habitat
ret_PEN_VALE,2,1776,0.010678264536761897,0.0023112040095800506,0.010678264536761897,Habitat
ret_PEN_BHP,2,1776,0.010648349179973792,0.024613975102475743,0.010648349179973792,Habitat
ret_PEN_VALE,3,1775,0.010453723187088697,0.020993229849076443,0.010453723187088697,Habitat
ret_PEN_RIO,2,1776,0.009073201782254495,0.011551127238980554,0.009073201782254495,Habitat
ret_USD_BVN,2,1776,-0.007974345261037822,-0.00817664117728105,0.007974345261037822,Habitat
ret_USD_VALE,3,1775,0.006161311617748171,0.01955771602025107,0.006161311617748171,Habitat
ret_PEN_NEM,2,1776,-0.0016320796619153208,-0.0039250910434075375,0.0016320796619153208,Habitat
ret_USD_BHP,0,1778,0.40953638362682615,0.49367847040900337,0.40953638362682615,Integra
ret_USD_BAP,0,1778,0.3938952173564005,0.4913370290083324,0.3938952173564005,Integra
ret_USD_SCCO,0,1778,0.38848509201020504,0.46516989312193924,0.38848509201020504,Integra
ret_USD_RIO,0,1778,0.38462119638447867,0.44753468318654344,0.38462119638447867,Integra
ret_USD_FCX,0,1778,0.3626075029166995,0.41684092733570277,0.3626075029166995,Integra
ret_PEN_BHP,0,1778,0.3489293841764622,0.42566554665728773,0.3489293841764622,Integra
ret_USD_VALE,0,1778,0.34581689550304445,0.3924387437164266,0.34581689550304445,Integra
ret_PEN_FCX,0,1778,0.3328915043844691,0.3891232924688563,0.3328915043844691,Integra
ret_PEN_RIO,0,1778,0.32786244957498123,0.38046395659856386,0.32786244957498123,Integra
ret_PEN_SCCO,0,1778,0.32762573359301345,0.39483373865306864,0.32762573359301345,Integra
ret_PEN_BAP,0,1778,0.31114743017783353,0.4075013239653533,0.31114743017783353,Integra
ret_PEN_VALE,0,1778,0.3109387506824823,0.3590228463099792,0.3109387506824823,Integra
ret_USD_VALE,1,1777,0.16204541334435293,0.11895158561388185,0.16204541334435293,Integra
ret_USD_SCCO,1,1777,0.1599839073196177,0.1266027426987913,0.1599839073196177,Integra
ret_USD_BHP,1,1777,0.15891761225321915,0.13352044901325363,0.15891761225321915,Integra
ret_USD_FCX,1,1777,0.15408090248495168,0.14376578124774553,0.15408090248495168,Integra
ret_PEN_VALE,1,1777,0.15406292172744318,0.10586906230320997,0.15406292172744318,Integra
ret_USD_RIO,1,1777,0.15038638649262392,0.1355214722725277,0.15038638649262392,Integra
ret_PEN_FCX,1,1777,0.14794453912532216,0.13156125378126213,0.14794453912532216,Integra
ret_USD_BAP,1,1777,0.14641736628711835,0.12348348409047084,0.14641736628711835,Integra
ret_PEN_BHP,1,1777,0.14253448408491715,0.11082821789532953,0.14253448408491715,Integra
ret_USD_BVN,0,1778,0.1417953854741951,0.21197562762840902,0.1417953854741951,Integra
ret_PEN_SCCO,1,1777,0.13803912472416313,0.10314532122047372,0.13803912472416313,Integra
ret_PEN_RIO,1,1777,0.13781395267738974,0.11087759349065401,0.13781395267738974,Integra
ret_PEN_BAP,1,1777,0.12968154466625473,0.09718262449140877,0.12968154466625473,Integra
ret_PEN_BVN,0,1778,0.1167409035960265,0.18902708519457162,0.1167409035960265,Integra
ret_USD_NEM,1,1777,0.08678973285287453,0.0904114672931345,0.08678973285287453,Integra
ret_USD_BAP,2,1776,0.07602405185759287,0.11222472989162559,0.07602405185759287,Integra
ret_PEN_NEM,1,1777,0.07441019670908387,0.07246672501252811,0.07441019670908387,Integra
ret_PEN_BAP,2,1776,0.06366245706498319,0.09131289127334559,0.06366245706498319,Integra
ret_USD_NEM,0,1778,0.06214564189861455,0.10007914559715175,0.06214564189861455,Integra
ret_USD_BVN,1,1777,0.059766679360809344,0.06064029067801091,0.059766679360809344,Integra
ret_PEN_FCX,3,1775,0.05794900672550822,0.06438853259710647,0.05794900672550822,Integra
ret_PEN_NEM,0,1778,0.05217297036440833,0.07874238673813815,0.05217297036440833,Integra
ret_PEN_BVN,1,1777,0.050797901233438365,0.05195205990060045,0.050797901233438365,Integra
ret_USD_FCX,3,1775,0.04964060101447164,0.06998555167529955,0.04964060101447164,Integra
ret_PEN_RIO,3,1775,0.043094351500212194,0.03924262568533198,0.043094351500212194,Integra
ret_USD_BHP,3,1775,0.0408889899919792,0.06699351724252786,0.0408889899919792,Integra
ret_USD_BAP,3,1775,0.0407798478309316,0.011099642422455726,0.0407798478309316,Integra
ret_USD_RIO,3,1775,0.04076876957154628,0.04887410525926437,0.04076876957154628,Integra
ret_PEN_BHP,3,1775,0.039788365486385396,0.055969064637099435,0.039788365486385396,Integra
ret_PEN_BAP,3,1775,0.03968508453734347,0.006132416815684728,0.03968508453734347,Integra
ret_USD_SCCO,3,1775,0.03464507188890866,0.035026722628262334,0.03464507188890866,Integra
ret_USD_BVN,3,1775,-0.03140031393650064,0.030729727176810922,0.03140031393650064,Integra
ret_PEN_SCCO,3,1775,0.0285592852799109,0.027296641381180348,0.0285592852799109,Integra
ret_PEN_BVN,2,1776,-0.027752158833108245,-0.018538732213942647,0.027752158833108245,Integra
ret_PEN_BVN,3,1775,-0.02335909207059242,0.027136912232695886,0.02335909207059242,Integra
ret_USD_BVN,2,1776,-0.01854564620485024,-0.017514337213899375,0.01854564620485024,Integra
ret_PEN_RIO,2,1776,-0.014502486951819162,0.0009207923600221673,0.014502486951819162,Integra
ret_USD_NEM,3,1775,0.013419152734685426,0.008731560169109413,0.013419152734685426,Integra
ret_USD_FCX,2,1776,0.013219899905200942,0.032721856678511435,0.013219899905200942,Integra
ret_PEN_BHP,2,1776,-0.01234829363459943,0.01629732526582017,0.01234829363459943,Integra
ret_PEN_VALE,2,1776,-0.011296997240770957,-0.007830793826553292,0.011296997240770957,Integra
ret_PEN_FCX,2,1776,0.009598711836884743,0.029121577689249174,0.009598711836884743,Integra
ret_USD_RIO,2,1776,-0.007737170359124155,0.004403629861083358,0.007737170359124155,Integra
ret_PEN_NEM,2,1776,-0.006214580678148042,-0.017472819961791355,0.006214580678148042,Integra
ret_USD_NEM,2,1776,0.005860656013611323,-0.017519976920575362,0.005860656013611323,Integra
ret_PEN_SCCO,2,1776,0.005016408970723064,0.016448141679457517,0.005016408970723064,Integra
ret_USD_SCCO,2,1776,0.004829047546425625,0.022557392127033483,0.004829047546425625,Integra
ret_PEN_NEM,3,1775,0.004177726405144974,0.005752376040161111,0.004177726405144974,Integra
ret_USD_VALE,3,1775,-0.002967840640032033,0.029552215403911977,0.002967840640032033,Integra
ret_PEN_VALE,3,1775,0.001036581786382447,0.025232926501375718,0.001036581786382447,Integra
ret_USD_BHP,2,1776,0.0005647246813796211,0.02188859433464749,0.0005647246813796211,Integra
ret_USD_VALE,2,1776,-9.118931169447153e-05,-0.006065276016498084,9.118931169447153e-05,Integra
ret_USD_BHP,0,1778,0.40070472403081686,0.4947960374125967,0.40070472403081686,Prima
ret_USD_BAP,0,1778,0.3925295759890621,0.4991155722932593,0.3925295759890621,Prima
ret_USD_SCCO,0,1778,0.3785852444535828,0.4634312054179046,0.3785852444535828,Prima
ret_USD_RIO,0,1778,0.37797232877259873,0.4471416260469696,0.37797232877259873,Prima
ret_USD_FCX,0,1778,0.35537710535884104,0.4133265713366156,0.35537710535884104,Prima
ret_USD_VALE,0,1778,0.3473464529137311,0.39379130848529703,0.3473464529137311,Prima
ret_PEN_BHP,0,1778,0.3413988496612464,0.42546407541390246,0.3413988496612464,Prima
ret_PEN_FCX,0,1778,0.3245901938358662,0.38504574260036367,0.3245901938358662,Prima
ret_PEN_RIO,0,1778,0.32086202760312943,0.37888196630385895,0.32086202760312943,Prima
ret_PEN_SCCO,0,1778,0.3166953613300928,0.3922181477563913,0.3166953613300928,Prima
ret_PEN_BAP,0,1778,0.3111451906235067,0.41278722194641615,0.3111451906235067,Prima
ret_PEN_VALE,0,1778,0.3103592345072616,0.35942714532782366,0.3103592345072616,Prima
ret_USD_BHP,1,1777,0.1817338649956419,0.13310529915612532,0.1817338649956419,Prima
ret_USD_VALE,1,1777,0.18083402662697282,0.12031344105210079,0.18083402662697282,Prima
ret_USD_SCCO,1,1777,0.17969032578455812,0.12725791192967487,0.17969032578455812,Prima
ret_USD_FCX,1,1777,0.17459910687994637,0.15505054899619522,0.17459910687994637,Prima
ret_PEN_VALE,1,1777,0.16879709847642949,0.10496011636313073,0.16879709847642949,Prima
ret_USD_BAP,1,1777,0.16616866360803617,0.11039291683679855,0.16616866360803617,Prima
ret_USD_RIO,1,1777,0.16611096019074115,0.13362768978248615,0.16611096019074115,Prima
ret_PEN_FCX,1,1777,0.16583999408806824,0.14034475378896702,0.16583999408806824,Prima
ret_PEN_BHP,1,1777,0.15738165845697594,0.10748767848259755,0.15738165845697594,Prima
ret_PEN_SCCO,1,1777,0.15412461704056668,0.10072582075923599,0.15412461704056668,Prima
ret_USD_BVN,0,1778,0.15243108848974238,0.21632261342533138,0.15243108848974238,Prima
ret_PEN_RIO,1,1777,0.1492356792171738,0.10615480780807601,0.1492356792171738,Prima
ret_PEN_BAP,1,1777,0.1398522609764531,0.08286929393406636,0.1398522609764531,Prima
ret_PEN_BVN,0,1778,0.12629235941610162,0.19202432631766517,0.12629235941610162,Prima
ret_USD_NEM,1,1777,0.08457777232703767,0.08486778221501726,0.08457777232703767,Prima
ret_USD_NEM,0,1778,0.08380711102927464,0.11124635035312347,0.08380711102927464,Prima
ret_USD_BAP,2,1776,0.07900414742170717,0.1294074640530846,0.07900414742170717,Prima
ret_PEN_NEM,1,1777,0.07254649875503251,0.06506155750392069,0.07254649875503251,Prima
ret_USD_BVN,1,1777,0.06956355063086307,0.06093954157851087,0.06956355063086307,Prima
ret_PEN_NEM,0,1778,0.06664771168943873,0.08698800144726465,0.06664771168943873,Prima
ret_PEN_BAP,2,1776,0.06513902640898037,0.10787231737129642,0.06513902640898037,Prima
ret_PEN_BVN,1,1777,0.059972355486331265,0.05012659524218443,0.059972355486331265,Prima
ret_PEN_FCX,3,1775,0.052991595201096364,0.061201542816953045,0.052991595201096364,Prima
ret_PEN_BAP,3,1775,0.04752073475103992,0.007247034178980886,0.04752073475103992,Prima
ret_USD_BAP,3,1775,0.04604815868585201,0.015336688298168717,0.04604815868585201,Prima
ret_USD_FCX,3,1775,0.04294297629422796,0.06804530510628677,0.04294297629422796,Prima
ret_USD_BHP,3,1775,0.04004386191467954,0.0663867879673501,0.04004386191467954,Prima
ret_PEN_RIO,3,1775,0.03790874641380698,0.03627074803765498,0.03790874641380698,Prima
ret_PEN_BHP,3,1775,0.037762586232555614,0.05336904160691309,0.037762586232555614,Prima
ret_USD_RIO,3,1775,0.035695700946692326,0.047905449294964694,0.035695700946692326,Prima
ret_USD_BVN,3,1775,-0.033674120693988965,0.030228099705749696,0.033674120693988965,Prima
ret_USD_FCX,2,1776,0.028746350095923127,0.05902689036083061,0.028746350095923127,Prima
ret_PEN_BVN,3,1775,-0.02624494078825267,0.025247608384415678,0.02624494078825267,Prima
ret_USD_SCCO,3,1775,0.025220793937243087,0.02988922573636627,0.025220793937243087,Prima
ret_PEN_BVN,2,1776,-0.02444381525667922,-0.004251554142049443,0.02444381525667922,Prima
ret_USD_NEM,3,1775,0.02414897560737693,0.020018796156655565,0.02414897560737693,Prima
ret_PEN_FCX,2,1776,0.02282210794767195,0.05515851029534604,0.02282210794767195,Prima
ret_USD_SCCO,2,1776,0.022063841693889093,0.052817761477883335,0.022063841693889093,Prima
ret_PEN_SCCO,3,1775,0.021822487543619786,0.020701165768636866,0.021822487543619786,Prima
ret_USD_RIO,2,1776,0.02012047831916843,0.03588547368640269,0.02012047831916843,Prima
ret_USD_BHP,2,1776,0.019982910707838378,0.05366547487238232,0.019982910707838378,Prima
ret_PEN_SCCO,2,1776,0.019492201359187493,0.044521968801628294,0.019492201359187493,Prima
ret_USD_VALE,2,1776,0.017924136787761634,0.021103925202839206,0.017924136787761634,Prima
ret_USD_NEM,2,1776,0.014618861692820123,-0.01109824098309991,0.014618861692820123,Prima
ret_USD_BVN,2,1776,-0.01355229758207913,-0.0033122563878927196,0.01355229758207913,Prima
ret_PEN_NEM,3,1775,0.010681322316019985,0.013449167218407214,0.010681322316019985,Prima
ret_PEN_RIO,2,1776,0.008448781638647953,0.03012029124163548,0.008448781638647953,Prima
ret_PEN_VALE,2,1776,0.0046187143028294025,0.01868923966005239,0.0046187143028294025,Prima
ret_PEN_BHP,2,1776,0.004396507719817785,0.04601701997805123,0.004396507719817785,Prima
ret_USD_VALE,3,1775,-0.002392296158500778,0.029241011684580105,0.002392296158500778,Prima
ret_PEN_VALE,3,1775,0.0005405330331908659,0.02347728875627639,0.0005405330331908659,Prima
ret_PEN_NEM,2,1776,-0.0004065578892789661,-0.010235210676161241,0.0004065578892789661,Prima
ret_USD_BHP,0,1778,0.4348828012466612,0.5090718085890817,0.4348828012466612,Profuturo
ret_USD_BAP,0,1778,0.42511338737507,0.5147440463653011,0.42511338737507,Profuturo
ret_USD_RIO,0,1778,0.4140863747144976,0.4661646964358009,0.4140863747144976,Profuturo
ret_USD_SCCO,0,1778,0.4139900524691875,0.4773811292174305,0.4139900524691875,Profuturo
ret_USD_FCX,0,1778,0.38265817946983766,0.43150005947265774,0.38265817946983766,Profuturo
ret_USD_VALE,0,1778,0.37374104251949036,0.4060865923312957,0.37374104251949036,Profuturo
ret_PEN_BHP,0,1778,0.3626996554342658,0.43180700163509134,0.3626996554342658,Profuturo
ret_PEN_FCX,0,1778,0.34759036446524727,0.3983716931875998,0.34759036446524727,Profuturo
ret_PEN_RIO,0,1778,0.3434862946963665,0.3890628202623834,0.3434862946963665,Profuturo
ret_PEN_SCCO,0,1778,0.34201065042903955,0.3980761596139496,0.34201065042903955,Profuturo
ret_PEN_VALE,0,1778,0.3307400532371742,0.3663876453465891,0.3307400532371742,Profuturo
ret_PEN_BAP,0,1778,0.3280937993798278,0.4192319753275165,0.3280937993798278,Profuturo
ret_USD_BVN,0,1778,0.14148828994779677,0.20730512311906396,0.14148828994779677,Profuturo
ret_USD_VALE,1,1777,0.12476892966779309,0.0752800106560457,0.12476892966779309,Profuturo
ret_PEN_VALE,1,1777,0.12175041635480792,0.06727293702436642,0.12175041635480792,Profuturo
ret_USD_SCCO,1,1777,0.12031660547352614,0.08163121922084318,0.12031660547352614,Profuturo
ret_USD_BHP,1,1777,0.12012028635068314,0.08695165170418744,0.12012028635068314,Profuturo
ret_USD_FCX,1,1777,0.11426090409665456,0.09912749902758984,0.11426090409665456,Profuturo
ret_PEN_BVN,0,1778,0.11372316818902961,0.1795911614411156,0.11372316818902961,Profuturo
ret_PEN_FCX,1,1777,0.11359505364771008,0.09113695131216423,0.11359505364771008,Profuturo
ret_USD_BAP,1,1777,0.11310169341264169,0.07495424260952038,0.11310169341264169,Profuturo
ret_PEN_BHP,1,1777,0.11292010849983464,0.07273096223408249,0.11292010849983464,Profuturo
ret_USD_RIO,1,1777,0.10954250343543719,0.08675719188380357,0.10954250343543719,Profuturo
ret_PEN_SCCO,1,1777,0.10786835014921141,0.0670436685530881,0.10786835014921141,Profuturo
ret_PEN_RIO,1,1777,0.10631694442999572,0.07141425567648907,0.10631694442999572,Profuturo
ret_PEN_BAP,1,1777,0.10450042927110413,0.05911094063172257,0.10450042927110413,Profuturo
ret_USD_BAP,2,1776,0.0757149285133676,0.11885386241085592,0.0757149285133676,Profuturo
ret_USD_NEM,0,1778,0.07279540495157898,0.10696648100987954,0.07279540495157898,Profuturo
ret_PEN_BAP,2,1776,0.06485871582091149,0.0995919577906963,0.06485871582091149,Profuturo
ret_USD_NEM,1,1777,0.06163783555271783,0.07001032941523323,0.06163783555271783,Profuturo
ret_PEN_FCX,3,1775,0.05946181234518791,0.056361243775469354,0.05946181234518791,Profuturo
ret_PEN_NEM,1,1777,0.053915716728019904,0.05763519295674909,0.053915716728019904,Profuturo
ret_PEN_NEM,0,1778,0.05251604169253183,0.07774374817764071,0.05251604169253183,Profuturo
ret_USD_BVN,1,1777,0.051501595141892495,0.04329804539498023,0.051501595141892495,Profuturo
ret_USD_FCX,3,1775,0.051276477897516645,0.061771849371618566,0.051276477897516645,Profuturo
ret_PEN_RIO,3,1775,0.050084778940147595,0.04254523311224871,0.050084778940147595,Profuturo
ret_USD_RIO,3,1775,0.04959101685836844,0.052987085747231995,0.04959101685836844,Profuturo
ret_PEN_BVN,1,1777,0.045277514199746724,0.03798601797908702,0.045277514199746724,Profuturo
ret_USD_BHP,3,1775,0.043149455679141434,0.05995145978858182,0.043149455679141434,Profuturo
ret_PEN_BHP,3,1775,0.0405569998101822,0.049477606054028365,0.0405569998101822,Profuturo
ret_USD_SCCO,3,1775,0.0347862553301176,0.029955779226798512,0.0347862553301176,Profuturo
ret_PEN_BAP,3,1775,0.03372281667058781,-0.0018591927564013244,0.03372281667058781,Profuturo
ret_USD_BAP,3,1775,0.03292771050767204,0.001988817334926174,0.03292771050767204,Profuturo
ret_USD_BVN,3,1775,-0.029782223765589245,0.027065575916508655,0.029782223765589245,Profuturo
ret_PEN_SCCO,3,1775,0.028651975704478538,0.022692605225688795,0.028651975704478538,Profuturo
ret_PEN_BVN,2,1776,-0.02672912608253086,-0.012752852337797126,0.02672912608253086,Profuturo
ret_USD_NEM,3,1775,0.023262820468180474,0.01565782502032059,0.023262820468180474,Profuturo
ret_PEN_BVN,3,1775,-0.022352490131721452,0.02359640286434349,0.022352490131721452,Profuturo
ret_USD_BVN,2,1776,-0.020238323602552684,-0.01311424657970537,0.020238323602552684,Profuturo
ret_PEN_NEM,2,1776,-0.01884210632178099,-0.02730673010980257,0.01884210632178099,Profuturo
ret_USD_FCX,2,1776,0.01573825232308653,0.03923822205512073,0.01573825232308653,Profuturo
ret_USD_SCCO,2,1776,0.014807760892890579,0.043106491178984865,0.014807760892890579,Profuturo
ret_PEN_SCCO,2,1776,0.014802728223790652,0.0367127851364914,0.014802728223790652,Profuturo
ret_USD_NEM,2,1776,-0.014014348855542768,-0.0316169787687094,0.014014348855542768,Profuturo
ret_USD_VALE,2,1776,0.012517679803082929,0.010762666718067979,0.012517679803082929,Profuturo
ret_PEN_NEM,3,1775,0.012425060592919732,0.011361390707608056,0.012425060592919732,Profuturo
ret_PEN_FCX,2,1776,0.01175949230511485,0.03685326522309035,0.01175949230511485,Profuturo
ret_PEN_BHP,2,1776,-0.005903834239166833,0.030558376975211188,0.005903834239166833,Profuturo
ret_USD_BHP,2,1776,0.005159534230541525,0.03521444433727405,0.005159534230541525,Profuturo
ret_PEN_RIO,2,1776,-0.004512477994370223,0.015026353111975966,0.004512477994370223,Profuturo
ret_USD_VALE,3,1775,-0.004044872183896616,0.02280140119446507,0.004044872183896616,Profuturo
ret_PEN_VALE,2,1776,0.0012946954331372867,0.009613284614791537,0.0012946954331372867,Profuturo
ret_PEN_VALE,3,1775,0.0009871396688963864,0.01880796096144638,0.0009871396688963864,Profuturo
ret_USD_RIO,2,1776,0.0005053758698644041,0.01765587622362461,0.0005053758698644041,Profuturo
