fecha,afp,y_real,pred_base,n_train_base,pred_hibrido,n_train_hibrido,lambda_bruto,lambda_operativo,pred_blend,n_calibracion_lambda
2018-05-18,Habitat,0.0017454203695035,-0.0003169353834734,756,-0.0004399092321661,756,2.4189260755674877,1.0,-0.0004399092321661,252
2018-05-21,Habitat,0.0004753684831664,0.00139496946301,756,0.001359806306446,756,2.4189260755674877,1.0,0.001359806306446,252
2018-05-22,Habitat,-0.0020776305572178,0.0010246426796867,756,0.0001525153380982,756,2.4189260755674877,1.0,0.00015251533809820003,252
2018-05-23,Habitat,-0.0038833945465116,-0.0008101691253062,756,-0.0010019024502417,756,2.4189260755674877,1.0,-0.0010019024502417,252
2018-05-24,Habitat,-0.0009403709445063,-0.0020758124220625,756,-0.002129161134953,756,2.4189260755674877,1.0,-0.002129161134953,252
2018-05-25,Habitat,-0.0022397534445871,-0.0009759025322251,756,-0.001220925598944,756,2.4189260755674877,1.0,-0.001220925598944,252
2018-05-30,Habitat,-0.0004368172622868,0.0030522147238703,756,0.0021668100956873,756,2.4189260755674877,1.0,0.0021668100956873,252
2018-05-31,Habitat,0.0009938845004955,0.0004998075835561,756,0.000672702142692,756,2.4189260755674877,1.0,0.000672702142692,252
2018-06-01,Habitat,0.003549389597941,0.0038756221052283,756,0.0034394609633754,756,2.4189260755674877,1.0,0.0034394609633754,252
2018-06-04,Habitat,0.0045699238846581,0.0038064735310121,756,0.0035723420534828,756,2.4189260755674877,1.0,0.0035723420534828,252
2018-06-05,Habitat,0.0008394137533915,0.0012568961680554,756,0.0006444501848627,756,2.4189260755674877,1.0,0.0006444501848627,252
2018-06-06,Habitat,0.0022058265732394,0.0034612101505188,756,0.0029761300463245,756,2.4189260755674877,1.0,0.0029761300463245,252
2018-06-07,Habitat,0.001198480387017,0.000699865507721,756,0.0005504240235766,756,2.4189260755674877,1.0,0.0005504240235766,252
2018-06-08,Habitat,-0.0026971511278965,-0.0001644462808976,756,-0.0006183061869478,756,2.4189260755674877,1.0,-0.0006183061869478,252
2018-06-11,Habitat,0.0018891703019892,0.0015461654736087,756,0.0016936982496033,756,2.4189260755674877,1.0,0.0016936982496033,252
2018-06-12,Habitat,0.0017589768270718,-0.000394512256643,756,-0.0012192167727561,756,2.4189260755674877,1.0,-0.0012192167727561,252
2018-06-13,Habitat,0.0004885339657882,-0.0004002774942984,756,-0.0006633829716555,756,2.4189260755674877,1.0,-0.0006633829716555,252
2018-06-14,Habitat,-0.0021240807250926,0.0009626666902681,756,0.000892445205094,756,2.4189260755674877,1.0,0.000892445205094,252
2018-06-15,Habitat,-0.0024189495713659,-0.0008359238106423,756,-0.0010600092697277,756,2.4189260755674877,1.0,-0.0010600092697277,252
2018-06-18,Habitat,-0.0047975936823098,-0.0028920362039306,756,-0.0029338786412847,756,2.4189260755674877,1.0,-0.0029338786412847,252
2018-06-19,Habitat,-0.0042073813250036,-0.0027895193424771,756,-0.0028450800359989,756,2.4189260755674877,1.0,-0.0028450800359989,252
2018-06-20,Habitat,-0.0026139513187052,0.0002910573077608,777,0.0004688347520352,777,2.358118110973803,1.0,0.0004688347520352,273
2018-06-21,Habitat,-0.0029056634885009,-0.0054844389644588,777,-0.0062891891799673,777,2.358118110973803,1.0,-0.0062891891799673,273
2018-06-22,Habitat,-0.0021395238695729,-0.0008064832529314,777,-0.0011089367912325,777,2.358118110973803,1.0,-0.0011089367912325,273
2018-06-25,Habitat,-0.004211741079283,-0.004830996130932,777,-0.0047004494282215,777,2.358118110973803,1.0,-0.0047004494282215,273
2018-06-26,Habitat,-0.006862173126973,-0.0019095986075316,777,-0.0024237672178074,777,2.358118110973803,1.0,-0.0024237672178074,273
2018-06-27,Habitat,-0.0024741665842733,-0.0024518108729045,777,-0.0026010776936723,777,2.358118110973803,1.0,-0.0026010776936723,273
2018-06-28,Habitat,-0.0029579696500744,0.0001721631038507,777,-0.0003042814219503,777,2.358118110973803,1.0,-0.0003042814219503,273
2018-06-29,Habitat,0.0015971252078967,0.0011091136410909,777,0.0008047249027397,777,2.358118110973803,1.0,0.0008047249027397,273
2018-07-02,Habitat,-0.0028290383661947,0.0001229105238481,777,-4.75034833166641e-05,777,2.358118110973803,1.0,-4.75034833166641e-05,273
2018-07-03,Habitat,-0.0020558212321011,-0.0011412547980463,777,-0.0014142944898852,777,2.358118110973803,1.0,-0.0014142944898852,273
2018-07-06,Habitat,0.0020426381992255,0.0015114863457122,777,0.0010787751605751,777,2.358118110973803,1.0,0.0010787751605751,273
2018-07-09,Habitat,0.0067172595374287,0.0043965507110083,777,0.0043343109005386,777,2.358118110973803,1.0,0.0043343109005386,273
2018-07-10,Habitat,0.0019248541493903,0.0021497502526348,777,0.0013262205477348,777,2.358118110973803,1.0,0.0013262205477348,273
2018-07-11,Habitat,-0.0031502347801284,-0.0028495596631162,777,-0.0027672029300835,777,2.358118110973803,1.0,-0.0027672029300835,273
2018-07-12,Habitat,-0.0015802055923866,0.0007656348987602,777,0.0003762058142582,777,2.358118110973803,1.0,0.0003762058142582,273
2018-07-13,Habitat,0.0026699377772168,0.0014056694821778,777,0.0010804021025638,777,2.358118110973803,1.0,0.0010804021025638,273
2018-07-16,Habitat,-0.0001594419057148,0.0005662363552771,777,0.000479540854075,777,2.358118110973803,1.0,0.000479540854075,273
2018-07-17,Habitat,0.0046285211791319,0.0023553283386062,777,0.0018072674713818,777,2.358118110973803,1.0,0.0018072674713818,273
2018-07-18,Habitat,0.0017671843963449,0.0020080796318592,777,0.0015593189222149,777,2.358118110973803,1.0,0.0015593189222149,273
