afp,modelo,tarea,segmento,parametros,retorno_acumulado_n,retorno_acumulado_mae,retorno_acumulado_rmse,retorno_acumulado_r2,retorno_acumulado_sesgo,retorno_acumulado_desviacion_residual,retorno_acumulado_varianza_residual,retorno_acumulado_correlacion,retorno_acumulado_direccion_pct,n_publicacion,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,error_maximo_abs_pct,sesgo_cuota_pct,correlacion_retorno_acumulado,direccion_acumulada_pct,ranking_validacion
Integra,DIRECTO_SVR_RBF,directo_acumulado,validacion,"{""C"": 0.5, ""epsilon"": 0.001, ""gamma"": ""scale""}",593,0.008372276923109528,0.012869485092282614,0.14778063378754236,0.0003990687145530191,0.01287415594753762,0.00016574389136151825,0.43977982487474027,61.88870151770658,593,0.8331638905155205,0.6251651696908223,1.6669236050013234,8.796431064236865,0.05325142533594857,0.43977982487474027,61.88870151770658,11.0
Integra,DIRECTO_GRADIENT_BOOSTING,directo_acumulado,validacion,"{""learning_rate"": 0.05, ""max_depth"": 1, ""min_samples_leaf"": 30, ""n_estimators"": 250}",593,0.0067405318528688364,0.011577722357245997,0.3102760319602679,0.0010819700154506102,0.011536786532448868,0.0001330974434952936,0.5677343089704322,70.65767284991568,593,0.6697581890069673,0.4527431064351939,1.368888945132976,9.022823777045218,0.12165664657986557,0.5677343089704322,70.65767284991568,4.0
Integra,DIRECTO_EXTRA_TREES,directo_acumulado,validacion,"{""max_depth"": 5, ""max_features"": 0.7, ""min_samples_leaf"": 20}",593,0.006658560273424281,0.011489913348158885,0.3206985154836757,0.0010647794685213767,0.011450128465063863,0.00013110544186646574,0.5800258142644548,71.66947723440134,593,0.6616439750443126,0.4589201848681279,1.341939382578259,8.94862928148915,0.11993724854662867,0.5800258142644548,71.66947723440134,2.0
Prima,DIARIO_RIDGE,diario_recursivo,validacion,"{""alpha"": 100.0}",593,0.0060977928314546225,0.008428229314581084,0.4073590324336738,0.0010138161277022,0.008374095872874984,7.012548168810184e-05,0.6449361427247929,74.53625632377741,593,0.6110833075219549,0.45061466113072157,1.2676028438729459,6.226352147630254,0.1084726213475478,0.6449361427247929,74.53625632377741,1.0
Prima,DIARIO_POLY_RIDGE,diario_recursivo,validacion,"{""alpha"": 10.0, ""interaction_only"": true}",593,0.006450420516587666,0.008686015142295007,0.3705515806730991,0.0010258864886555856,0.008632501503489905,7.452008220775548e-05,0.6188604547860383,72.34401349072512,593,0.6461460874819625,0.48988738157975664,1.3187403479096729,5.998996685619606,0.10958757949111574,0.6188604547860383,72.34401349072512,7.0
Prima,DIARIO_SVR_RBF,diario_recursivo,validacion,"{""C"": 0.5, ""epsilon"": 0.001, ""gamma"": 0.1}",593,0.007681904329896177,0.01035021524708476,0.1062465190038443,0.0024380787476510108,0.01006745471561557,0.00010135364445097017,0.43813934692258577,67.95952782462057,593,0.7706916498591955,0.611712103194817,1.6478502238808423,6.687486096602058,0.25259443903119894,0.43813934692258577,67.95952782462057,12.0
Prima,DIARIO_GRADIENT_BOOSTING,diario_recursivo,validacion,"{""learning_rate"": 0.05, ""max_depth"": 2, ""min_samples_leaf"": 10, ""n_estimators"": 250}",593,0.006366483399939726,0.00886537815175962,0.3442874238283615,0.001194381951793511,0.00879196983176974,7.729873352274925e-05,0.5982365135814247,74.53625632377741,593,0.638327808772652,0.4723444774631824,1.3563793449094335,6.3122978149565245,0.12750194919332125,0.5982365135814247,74.53625632377741,4.0
Prima,DIARIO_EXTRA_TREES,diario_recursivo,validacion,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 20}",593,0.006532581512400675,0.008975916878366437,0.32783386625495003,0.001159795670845994,0.008908186049017395,7.935577868390814e-05,0.5892193344382758,74.53625632377741,593,0.6549919379355507,0.5215612652622825,1.3458400534199606,6.612321884688033,0.12451985740000869,0.5892193344382758,74.53625632377741,8.0
Prima,DIRECTO_RIDGE,directo_acumulado,validacion,"{""alpha"": 100.0}",593,0.006129256322584477,0.008532898490986873,0.39254775501009576,0.0010715630715140147,0.008472494325843974,7.178316010145832e-05,0.6355582667040555,74.19898819561551,593,0.6140363965367526,0.42964409650273483,1.3301136577556125,5.4321307067359825,0.11402938029923951,0.6355582667040555,74.19898819561551,2.0
Prima,DIRECTO_POLY_RIDGE,directo_acumulado,validacion,"{""alpha"": 10.0, ""interaction_only"": true}",593,0.006890033839321782,0.00946706624007498,0.25226137557219974,0.0015805523197341624,0.009342075351802225,8.727437187875067e-05,0.5426711044655473,68.63406408094434,593,0.6901443124862027,0.507172307746695,1.468801727154816,6.086458015632656,0.16560898522546702,0.5426711044655473,68.63406408094434,10.0
