fecha,afp,modelo_codigo,fuente_pronostico,retorno_estimado,retorno_estimado_pct,direccion_estimada,confianza,usar_senal,razon,fecha_base_sbs,cuota_base_sbs,ruedas_estimadas_desde_sbs,cuota_base,cuota_estimada,retorno_acumulado_estimado_desde_sbs,retorno_acumulado_estimado_desde_sbs_pct,sbs_publicada,retorno_real,error_cuota,error_abs_pct,acierto_direccion,resultado,bloque,run_id,fuente_sbs
2026-07-17,Habitat,modelo79_congelado,Modelo 79 congelado,-0.009549722652829,-0.9549722652829,Baja,Gris,No,Senal debil,2026-07-15,32.8170077,2,32.3175074031868,32.00888417065561,-0.0246251436673302,-2.46251436673302,,,,,,Pendiente SBS,prospectivo_modelo79,20260718T153926Z,
2026-07-17,Integra,modelo79_congelado,Modelo 79 congelado,-0.0022281606154103,-0.2228160615410299,Baja,Gris,No,Senal debil,2026-07-15,69.9906132,2,69.40738888555973,69.25273807522646,-0.0105424869284262,-1.05424869284262,,,,,,Pendiente SBS,prospectivo_modelo79,20260718T153926Z,
2026-07-17,Prima,modelo79_congelado,Modelo 79 congelado,-0.0031457926096786,-0.31457926096786,Baja,Gris,No,Senal debil,2026-07-15,63.6610026,2,63.12953981855681,62.930947378743184,-0.0114678561668901,-1.14678561668901,,,,,,Pendiente SBS,prospectivo_modelo79,20260718T153926Z,
2026-07-17,Profuturo,modelo79_congelado,Modelo 79 congelado,-0.0017534120256861,-0.17534120256861,Baja,Gris,No,Senal debil,2026-07-15,69.9080824,2,69.24547436212875,69.12405851465785,-0.0112150678208583,-1.12150678208583,,,,,,Pendiente SBS,prospectivo_modelo79,20260718T153926Z,
