afp,ticker,nombre,categoria,factor,lag,moneda_modelo,operacion_preferida,factor_sale,correlacion_relevante,mape_base_pct,mape_candidato_pct,mejora_mape_puntos,p90_base_pct,p90_candidato_pct,familia,alpha,half_life,aceptado_validacion
Habitat,ZC=F,Maíz,FUTURO_AGRICOLA,ret_USD_FUTURO_AGRICOLA_MA_Z,0,USD,AGREGAR,,0.1321440735108429,0.5125223398840926,0.5125505860007088,-2.8246116616226224e-05,1.1325154754147844,1.1286563789637132,EW_RIDGE,0.001,60.0,False
Habitat,NG=F,Gas natural,FUTURO_ENERGIA,ret_USD_FUTURO_ENERGIA_GAS_NATURAL,1,USD,AGREGAR,,0.07590352253270059,0.5125223398840926,0.5126712574837932,-0.00014891759970059315,1.1325154754147844,1.1479784917720126,EW_RIDGE,0.001,60.0,False
Habitat,PL=F,Platino,FUTURO_METAL,ret_USD_FUTURO_METAL_PLATINO,0,USD,AGREGAR,,0.39667763261912176,0.5125223398840926,0.5131497966699524,-0.0006274567858598479,1.1325154754147844,1.1357345661559646,EW_RIDGE,0.001,60.0,False
Habitat,NQ=F,E-mini Nasdaq 100,FUTURO_INDICE,ret_USD_FUTURO_INDICE_E_MINI_NASDAQ_100,0,USD,AGREGAR,,0.8644130983211893,0.5125223398840926,0.5137857256242414,-0.0012633857401488369,1.1325154754147844,1.129658027057153,EW_RIDGE,0.001,60.0,False
Habitat,YM=F,E-mini Dow Jones,FUTURO_INDICE,ret_USD_FUTURO_INDICE_E_MINI_DOW_JONES,0,USD,SUSTITUIR,ret_IDX_LOCAL_ESTADOS_UNIDOS_DOW_JONES_INDUSTRIAL_AVERAGE,0.9596996604615097,0.5125223398840926,0.5143291589872588,-0.0018068191031662684,1.1325154754147844,1.129302195141571,EW_RIDGE,0.001,60.0,False
Habitat,ZW=F,Trigo,FUTURO_AGRICOLA,ret_USD_FUTURO_AGRICOLA_TRIGO,0,USD,AGREGAR,,0.09459758561339328,0.5125223398840926,0.5175331168197708,-0.005010776935678196,1.1325154754147844,1.1541882928077407,EW_RIDGE,0.001,60.0,False
Habitat,ZN=F,Treasury 10 años futuro,FUTURO_BONOS,ret_USD_FUTURO_BONOS_TREASURY_10_A_OS_FUTURO,0,USD,AGREGAR,,0.33984974476670965,0.5125223398840926,0.5200441278107889,-0.007521787926696333,1.1325154754147844,1.1160897811525676,EW_RIDGE,0.001,60.0,False
Habitat,ZB=F,Treasury largo plazo futuro,FUTURO_BONOS,ret_USD_FUTURO_BONOS_TREASURY_LARGO_PLAZO_FUTURO,0,USD,AGREGAR,,0.3172386540060194,0.5125223398840926,0.5215658032923357,-0.009043463408243135,1.1325154754147844,1.122685385206901,EW_RIDGE,0.001,60.0,False
Habitat,ES=F,E-mini S&P 500,FUTURO_INDICE,ret_USD_FUTURO_INDICE_E_MINI_S_P_500,0,USD,AGREGAR,,0.9333786602631052,0.5125223398840926,0.5217072705575378,-0.00918493067344528,1.1325154754147844,1.1494700172229473,EW_RIDGE,0.1,60.0,False
Habitat,GC=F,Oro,FUTURO_METAL,ret_PEN_FUTURO_METAL_ORO,0,PEN,AGREGAR,,0.4787810574567122,0.5125223398840926,0.5373127885058335,-0.024790448621740957,1.1325154754147844,1.1664595816604892,EW_RIDGE,0.001,60.0,False
