periodo,afp,fecha_ca,monto_hojas_miles_soles,registros_hojas,identificadores_unicos,registros_isin,registros_fondo_sin_isin,total_fondo_miles_soles,total_exterior_miles_soles,total_exterior_pct_fp1356,ratio_cobertura_exterior,error_cobertura_pct,factor_reescala,estado_cobertura,elegible_modelo_principal,elegible_analisis_ampliado,cobertura_exterior_pct,exterior_sobre_fondo_pct
2015-06,Prima,2015-06-30,4833440.961698913,61,61,54,7,8145977.220876611,4965286.293677064,60.9538445670087,0.9734465800801766,2.6553419919823407,1.0272777371282524,operativo,True,True,97.34465800801766,60.953844567008694
2015-06,Profuturo,2015-06-30,3606605.059745442,57,57,45,12,5716140.790232545,3643609.1845365604,63.7424674837012,0.9898441015715507,1.0155898428449328,1.0102600989512642,estricto,True,True,98.98441015715507,63.74246748370119
2015-07,Habitat,2015-07-31,92742.3569262213,38,38,38,0,141026.33104039787,94248.83166178637,66.83066273261282,0.9840159850365988,1.5984014963401183,1.016243653768294,estricto,True,True,98.40159850365988,66.83066273261284
2015-07,Integra,2015-07-31,5093373.397106448,78,78,69,9,8492498.475599438,5221430.250041289,61.48285177846602,0.9754747556124438,2.452524438755621,1.025141854513865,operativo,True,True,97.54747556124438,61.48285177846603
2015-07,Prima,2015-07-31,4960607.947984356,59,59,52,7,8025903.830352283,5045749.483319823,62.86830231179519,0.9831260874887019,1.6873912511298106,1.0171635283876972,estricto,True,True,98.31260874887019,62.86830231179519
2015-07,Profuturo,2015-07-31,3649395.4593591993,55,55,43,12,5714556.440794568,3683287.6161534246,64.45447961384193,0.990798395258196,0.9201604741803981,1.0092870606026831,estricto,True,True,99.07983952581961,64.45447961384191
2015-08,Habitat,2015-08-31,98273.644421599,40,40,40,0,144514.89163958907,98348.22885917798,68.05404463399674,0.9992416290720826,0.07583709279174178,1.000758946490872,estricto,True,True,99.92416290720826,68.05404463399675
2015-08,Integra,2015-08-31,4820516.357264895,71,71,62,9,7868892.9538594,4936715.185565303,62.73709929100036,0.9764623187823014,2.3537681217698614,1.024105058398005,operativo,True,True,97.64623187823014,62.73709929100036
2015-08,Prima,2015-08-31,4796970.226400016,62,62,55,7,7469653.730248811,4845067.981029881,64.86335452752631,0.9900728421524353,0.9927157847564705,1.0100266944258192,estricto,True,True,99.00728421524353,64.86335452752633
2015-08,Profuturo,2015-08-31,3414672.663457734,55,55,43,12,5371615.548212473,3444883.759249931,64.13124186440139,0.9912301552378722,0.8769844762127832,1.0088474353971033,estricto,True,True,99.12301552378722,64.13124186440137
2015-09,Habitat,2015-09-30,96886.8064955921,44,44,44,0,149504.64290266047,98105.59360438309,65.62043271676698,0.9875767826888054,1.2423217311194557,1.0125794951126441,estricto,True,True,98.75767826888054,65.620432716767
2015-09,Integra,2015-09-30,4515781.993338905,73,73,62,11,7594022.712397578,4759447.991513651,62.673607543254285,0.948803727110956,5.119627288904405,1.0539587603064475,ampliado,False,True,94.88037271109559,62.67360754325427
2015-09,Prima,2015-09-30,4595719.849876409,66,66,58,8,7200487.628339937,4636919.698481136,64.3973010970949,0.9911148237873901,0.8885176212609869,1.008964830309627,estricto,True,True,99.11148237873901,64.3973010970949
2015-09,Profuturo,2015-09-30,3111719.5435688286,54,54,41,13,5199396.603613538,3263593.6920874096,62.76870069536991,0.9534641371299374,4.653586287006261,1.0488071455001362,operativo,True,True,95.34641371299374,62.768700695369894
2015-10,Habitat,2015-10-30,110139.8222753442,43,43,43,0,169588.64267268084,110256.30501976344,65.01396749342855,0.9989435275887545,0.10564724112455126,1.001057589725613,estricto,True,True,99.89435275887544,65.01396749342857
2015-10,Integra,2015-10-30,4906790.584069161,76,76,63,13,8005817.040660288,5081476.8190235365,63.472306454674595,0.9656229397130373,3.4377060286962746,1.0356009150913283,operativo,True,True,96.56229397130373,63.47230761352044
2015-10,Prima,2015-10-30,4730506.499981104,65,65,57,8,7569193.250315054,4915238.342980593,64.93741380927229,0.9624165035123265,3.758349648767345,1.039051176232445,operativo,True,True,96.24165035123265,64.93741380927229
2015-10,Profuturo,2015-10-30,3560939.3144559306,52,52,39,13,5548520.866998757,3625928.799638997,65.34946675978337,0.9820764585367654,1.7923541463234605,1.0182506578865964,estricto,True,True,98.20764585367654,65.34946675978337
2015-11,Habitat,2015-11-30,116035.722553183,39,39,39,0,184931.87451722703,119180.74625368502,64.44575688469698,0.9736113105567605,2.6388689443239466,1.027103926543488,operativo,True,True,97.36113105567605,64.44575688469698
2015-11,Integra,2015-11-30,5165202.692443442,79,79,66,13,8140003.37050348,5315551.925001925,65.3015936610496,0.9717152170311216,2.8284782968878375,1.0291080992384753,operativo,True,True,97.17152170311216,65.30159366104961
2015-11,Prima,2015-11-30,4859624.045003603,68,68,60,8,7671875.680225147,4895260.008814439,63.80786411115017,0.9927203123538546,0.7279687646145394,1.0073330701060044,estricto,True,True,99.27203123538546,63.80786411115017
2015-11,Profuturo,2015-11-30,3664695.1400336917,52,52,39,13,5699060.42370398,3707607.088749784,65.05646217276121,0.9884259718764961,1.1574028123503943,1.0117095548405421,estricto,True,True,98.8425971876496,65.05646217276121
2015-12,Habitat,2015-12-31,124825.1064006851,34,34,34,0,193545.33797863033,128272.17387385582,66.27500058307713,0.9731269271497605,2.6873072850239543,1.0276151775277143,operativo,True,True,97.31269271497605,66.27500058307712
2015-12,Integra,2015-12-31,5001140.676466919,79,79,66,13,7959471.22550322,5117588.621976577,64.29558543511197,0.97724554392481,2.275445607519,1.0232842771365358,operativo,True,True,97.724554392481,64.29558543511197
2015-12,Prima,2015-12-31,4759593.349333672,61,61,53,8,7473311.544626894,4885520.549695241,65.3729008956919,0.9742244047321785,2.577559526782147,1.026457554483977,operativo,True,True,97.42244047321785,65.3729008956919
2015-12,Profuturo,2015-12-31,3636138.5848328266,55,55,41,14,5596544.061396127,3670726.7656240663,65.58916941160219,0.9905772935443864,0.9422706455613605,1.0095123384283302,estricto,True,True,99.05772935443864,65.58916941160217
2016-01,Habitat,2016-01-29,124883.87732572289,27,27,27,0,195353.73019079102,125098.42448570412,64.0368752434507,0.9982849731252551,0.1715026874744896,1.0017179732450303,estricto,True,True,99.82849731252551,64.0368752434507
2016-01,Integra,2016-01-29,5145421.24748365,80,80,67,13,7600456.808085672,5211114.295839361,68.56317228584955,0.98739366580231,1.2606334197689972,1.0127672828318648,estricto,True,True,98.739366580231,68.56317228584955
2016-01,Prima,2016-01-29,4747749.253167327,57,57,49,8,7117617.1934891455,4796493.7439041585,67.38903784108761,0.9898374743428403,1.0162525657159693,1.0102668629149514,estricto,True,True,98.98374743428403,67.38903784108761
2016-01,Profuturo,2016-01-29,3662844.411831324,56,56,42,14,5370480.882433219,3707858.5943477782,69.04146342790531,0.9878597898568534,1.214021014314659,1.0122894061159284,estricto,True,True,98.78597898568535,69.04146342790533
2016-02,Habitat,2016-02-29,132175.9981884623,26,26,26,0,213182.419845595,135574.6082400957,63.59558557328061,0.9749318099034104,2.506819009658956,1.0257127625152298,operativo,True,True,97.49318099034105,63.5955855732806
2016-02,Integra,2016-02-29,4788805.288970166,75,75,62,13,7664141.019806855,4982861.073090742,65.01525820327763,0.961055349271416,3.8944650728583996,1.040522796900416,operativo,True,True,96.1055349271416,65.01525820327763
2016-02,Prima,2016-02-29,4835232.65378618,54,54,46,8,7171499.596994813,4864920.861420157,67.83687003843357,0.9938974942286499,0.6102505771350075,1.0061399750042495,estricto,True,True,99.389749422865,67.83687003843356
2016-02,Profuturo,2016-02-29,3537237.577588484,57,57,43,14,5416655.926001994,3582396.0559047507,66.13667371242646,0.9873943367479335,1.2605663252066468,1.0127665946450375,estricto,True,True,98.73943367479335,66.13667371242646
2016-03,Habitat,2016-03-31,144620.9550659719,29,29,29,0,226617.35512700313,144992.197743485,63.98106520227767,0.9974395678988887,0.2560432101111343,1.0025670047424577,estricto,True,True,99.74395678988887,63.98106520227766
2016-03,Integra,2016-03-31,4886204.971668913,74,74,61,13,7744634.690981529,4965748.07766697,64.11855788949585,0.9839816469232913,1.6018353076708736,1.0162791177323223,estricto,True,True,98.39816469232913,64.11855788949585
2016-03,Prima,2016-03-31,4744256.2233956335,56,56,48,8,7259455.801135784,4782561.8315102635,65.8804456218606,0.9919905670926719,0.800943290732814,1.0080741018846602,estricto,True,True,99.19905670926718,65.88044562186059
2016-03,Profuturo,2016-03-31,3537181.4617667166,56,56,42,14,5472305.625936358,3553139.199939604,64.92947292817973,0.9955088339423463,0.44911660576536505,1.0045114276282894,estricto,True,True,99.55088339423463,64.92947292817973
2016-04,Habitat,2016-04-29,143945.9614748466,31,31,31,0,244547.1045218688,144031.4086570362,58.89720466682363,0.999406746188305,0.05932538116949493,1.0005936059706997,estricto,True,True,99.9406746188305,58.89720466682364
2016-04,Integra,2016-04-29,4524292.551354089,75,75,62,13,7880945.155157561,4616678.182540819,58.580260256214395,0.9799887218615084,2.0011278138491573,1.0204199065683937,operativo,True,True,97.99887218615085,58.5802602562144
2016-04,Prima,2016-04-29,4517332.620323676,57,57,49,8,7373379.380623389,4601286.174156896,62.404033979977775,0.9817543289733325,1.824567102666752,1.0185847624891533,estricto,True,True,98.17543289733325,62.40403397997779
2016-04,Profuturo,2016-04-29,3556566.3295622007,58,58,44,14,5641134.868476075,3623956.8716210853,64.2416279013744,0.9814041545067452,1.859584549325477,1.0189482033552233,estricto,True,True,98.14041545067452,64.24162790137439
2016-05,Habitat,2016-05-31,146727.6327568174,29,29,29,0,258999.46446113513,150251.66550930843,58.012346018520375,0.9765457990728714,2.3454200927128577,1.024017512490859,operativo,True,True,97.65457990728714,58.012346018520375
2016-05,Integra,2016-05-31,4771293.969212704,78,78,65,13,8059667.863169978,4845939.743825956,60.12579955025568,0.9845962231147518,1.5403776885248188,1.01564476536028,estricto,True,True,98.45962231147519,60.12579955025568
2016-05,Prima,2016-05-31,4751395.394467049,56,56,48,8,7567070.783507696,4895264.362653029,64.69166871442746,0.9706105824879274,2.938941751207258,1.0302793087591728,operativo,True,True,97.06105824879275,64.69166871442746
2016-05,Profuturo,2016-05-31,3580008.342459529,57,57,43,14,5725831.179748287,3631847.6360436855,63.4291777391059,0.9857264679636653,1.4273532036334746,1.0144802158613244,estricto,True,True,98.57264679636653,63.4291777391059
2016-06,Habitat,2016-06-30,151242.1767830952,31,31,31,0,265354.39904867444,159538.57952373245,60.12283199211932,0.9479975140470452,5.200248595295475,1.0548550868355695,ampliado,False,True,94.79975140470452,60.122831992119345
2016-06,Integra,2016-06-30,4579124.652864225,78,78,65,13,7750686.185493463,4670156.674642422,60.254751164913635,0.9805077156677688,1.9492284332231158,1.019879786788782,estricto,True,True,98.05077156677689,60.254751164913635
2016-06,Prima,2016-06-30,4383528.853417704,57,57,49,8,7213956.2848840235,4549225.501462924,63.0614509127991,0.9635769543646635,3.6423045635336493,1.0377998305899212,operativo,True,True,96.35769543646634,63.0614509127991
2016-06,Profuturo,2016-06-30,3398674.8214869653,57,57,43,14,5502249.396897717,3586134.736170699,65.17579407056024,0.9477264719607539,5.227352803924612,1.0551567668370572,ampliado,False,True,94.77264719607538,65.17579407056023
2016-07,Habitat,2016-07-29,178044.8120539827,30,30,30,0,304585.3404222139,181894.46582138148,59.718719741810546,0.9788357839804807,2.1164216019519344,1.0216218249944378,operativo,True,True,97.88357839804806,59.718719741810546
2016-07,Integra,2016-07-29,4584530.903550363,77,77,64,13,8154605.409350807,4742982.274339507,58.16323459257483,0.9665924598440103,3.340754015598968,1.0345621774883087,operativo,True,True,96.65924598440102,58.16323459257484
2016-07,Prima,2016-07-29,4649150.846967433,57,57,49,8,7628149.910490204,4751391.824127421,62.28760420129296,0.9784818888981516,2.1518111101848425,1.0219913228297761,operativo,True,True,97.84818888981516,62.28760420129296
2016-07,Profuturo,2016-07-29,3607854.450122699,64,64,50,14,5795543.30444818,3671071.6687626615,63.34301161972253,0.9827796283091172,1.7220371690882752,1.017522108919281,estricto,True,True,98.27796283091172,63.343011619722525
2016-08,Habitat,2016-08-31,178799.2787196509,28,28,28,0,317430.0290444879,184846.63261975072,58.23224512695502,0.9672844789521274,3.2715521047872564,1.0338220262598585,operativo,True,True,96.72844789521274,58.23224512695502
2016-08,Integra,2016-08-31,4873068.206339886,89,89,74,15,8310785.123569134,4961328.9442819925,59.69747587639842,0.9822102628281022,1.7789737171897801,1.0181119438934343,estricto,True,True,98.22102628281021,59.69747587639842
2016-08,Prima,2016-08-31,4530486.538046541,57,57,49,8,7781666.604816063,4583488.238660375,58.90111298039497,0.9884363834149763,1.1563616585023695,1.0116988981577875,estricto,True,True,98.84363834149764,58.90111298039496
2016-08,Profuturo,2016-08-31,3627788.5874236743,64,64,50,14,5866240.631781337,3679023.509833769,62.715182358903675,0.9860737714034316,1.3926228596568446,1.0141229074339417,estricto,True,True,98.60737714034316,62.71518235890369
2016-09,Habitat,2016-09-30,188020.1545047115,30,30,30,0,323611.5108169496,196894.9406508499,60.84299663933253,0.9549262864916581,4.507371350834188,1.0472012490869216,operativo,True,True,95.49262864916581,60.84299663933253
2016-09,Integra,2016-09-30,4955936.303661499,91,91,76,15,8192471.841017909,5033689.759476021,61.442869223833526,0.9845533873699408,1.5446612630059198,1.0156889538223235,estricto,True,True,98.45533873699408,61.442869223833526
2016-09,Prima,2016-09-30,4381323.125361563,49,49,41,8,7694725.444623553,4455689.592657677,57.9057644710501,0.9833097737735906,1.6690226226409366,1.016973518083074,estricto,True,True,98.33097737735906,57.90576447105009
2016-09,Profuturo,2016-09-30,3575642.56519726,61,61,47,14,5784426.284173256,3630035.7666134513,62.755329366813385,0.9850157946330826,1.4984205366917358,1.0152121473062257,estricto,True,True,98.50157946330826,62.755329366813385
2016-10,Habitat,2016-10-31,194666.5916126243,29,29,29,0,329047.6606406698,196157.98031388453,59.61385044706186,0.9923970021567627,0.7602997843237258,1.0076612462821972,estricto,True,True,99.23970021567628,59.61385044706186
2016-10,Integra,2016-10-31,4674006.812778459,89,89,74,15,8063423.866682603,4856039.442600186,60.22304572955585,0.9625141780717792,3.748582192822081,1.038945734808101,operativo,True,True,96.25141780717792,60.22304572955587
2016-10,Prima,2016-10-31,4348405.052457279,51,51,43,8,7563482.976868001,4411224.3782738075,58.32265890946015,0.9857592086845713,1.4240791315428658,1.0144465212092029,estricto,True,True,98.57592086845713,58.32265890946016
2016-10,Profuturo,2016-10-31,3446341.7845454803,62,62,48,14,5694191.291384066,3505199.0818873853,61.55745219151901,0.9832085721903666,1.6791427809633386,1.017078195089599,estricto,True,True,98.32085721903667,61.557452191519005
2016-11,Habitat,2016-11-30,201460.5282697559,33,33,33,0,346380.9690202195,203159.4996907604,58.652038610961114,0.9916372533719043,0.8362746628095663,1.0084332719446143,estricto,True,True,99.16372533719043,58.652038610961114
2016-11,Integra,2016-11-30,4540291.698691927,89,89,74,15,8016294.684006676,4882797.284523011,60.91090057186508,0.9298546374397473,7.014536256025272,1.0754369121106826,ampliado,False,True,92.98546374397473,60.91090057186507
2016-11,Prima,2016-11-30,4003184.591952787,53,53,45,8,7522327.39633184,4036560.6872013276,53.66106092603337,0.9917315512301436,0.826844876985644,1.0083373860190294,estricto,True,True,99.17315512301435,53.66106092603336
2016-11,Profuturo,2016-11-30,3460103.7094939244,61,61,47,14,5701852.224233276,3514890.3450325704,61.64471134649962,0.9844129886964829,1.558701130351714,1.0158338131277167,estricto,True,True,98.44129886964829,61.644711346499605
2016-12,Habitat,2016-12-30,209959.2490461087,33,33,33,0,366619.569256107,214729.971059281,58.57024258006221,0.9777826914909087,2.2217308509091316,1.0227221331512983,operativo,True,True,97.77826914909087,58.57024258006221
2016-12,Integra,2016-12-30,4311039.418398128,89,89,74,15,8103597.843627667,4518894.721671818,55.764054545541015,0.9540030657769359,4.599693422306405,1.0482146608046845,operativo,True,True,95.4003065776936,55.76405454554102
2016-12,Prima,2016-12-30,4079154.958345326,50,50,42,8,7546367.293030228,4144762.8534795376,54.923948073765395,0.9841708928945998,1.5829107105400197,1.0160836976786056,estricto,True,True,98.41708928945998,54.923948073765395
2016-12,Profuturo,2016-12-30,3425634.4375292663,63,63,49,14,5727589.83741227,3478915.9241161007,60.73961339535931,0.9846844569546843,1.5315543045315683,1.0155537572845232,estricto,True,True,98.46844569546843,60.73961339535929
2017-01,Habitat,2017-01-31,232282.45694839078,38,38,38,0,382509.0682600975,236945.8823454843,61.94516731937096,0.9803186054514595,1.9681394548540454,1.020076528629666,estricto,True,True,98.03186054514596,61.94516731937097
2017-01,Integra,2017-01-31,4336351.175747409,90,90,75,15,7924304.098231238,4495375.377949022,56.728960956362364,0.9646249336636786,3.537506633632137,1.0366723532658084,operativo,True,True,96.46249336636787,56.728960956362364
2017-01,Prima,2017-01-31,4175751.446257607,50,50,42,8,7388134.725551115,4273772.642131557,57.84643622362686,0.9770644804761862,2.2935519523813785,1.0234739057473832,operativo,True,True,97.70644804761862,57.84643622362688
2017-01,Profuturo,2017-01-31,3310369.7361351578,64,64,50,14,5594966.975299072,3389828.101686778,60.58709759418337,0.9765597655196493,2.344023448035071,1.024002867318497,operativo,True,True,97.65597655196493,60.58709759418336
2017-02,Habitat,2017-02-28,248834.1760880695,38,38,38,0,410548.97519140167,261269.13352621108,63.63896862838472,0.9524055625311971,4.7594437468802875,1.0499728680104636,operativo,True,True,95.2405562531197,63.63896862838472
2017-02,Integra,2017-02-28,4347014.154525761,90,90,75,15,7918915.967216716,4495836.911230366,56.77338830014802,0.9668976522851944,3.310234771480558,1.034235627355771,operativo,True,True,96.68976522851945,56.773388300147985
2017-02,Prima,2017-02-28,4566124.379304701,50,50,42,8,7352411.117666074,4613308.53089161,62.74551921895309,0.9897721664894176,1.022783351058243,1.0103335230640593,estricto,True,True,98.97721664894176,62.74551921895309
2017-02,Profuturo,2017-02-28,3408330.6351764994,64,64,50,14,5593590.2592620505,3489142.9464372573,62.37752113966195,0.9768389221934072,2.3161077806592822,1.0237102323426943,operativo,True,True,97.68389221934072,62.37752113966195
2017-03,Habitat,2017-03-31,261658.1112194835,37,37,37,0,432485.7539912481,265995.7675220837,61.503937428530065,0.9836927619450182,1.6307238054981799,1.0165775724757171,estricto,True,True,98.36927619450182,61.503937428530065
2017-03,Integra,2017-03-31,4553005.691758248,89,89,74,15,8000115.732324122,4633546.094262261,57.9184882981207,0.982617977491635,1.7382022508364958,1.0176895018272887,estricto,True,True,98.2617977491635,57.91848829812071
2017-03,Prima,2017-03-31,4566656.516151882,48,48,40,8,7371522.950974114,4616013.912130794,62.61954202449857,0.9893073554546269,1.069264454537311,1.0108082129243439,estricto,True,True,98.9307355454627,62.619542024498585
2017-03,Profuturo,2017-03-31,3611381.1229861067,64,64,49,15,5654358.960353846,3696155.523232089,65.36825039138984,0.9770641685088371,2.293583149116285,1.0234742325329225,operativo,True,True,97.70641685088371,65.36825039138984
2017-04,Habitat,2017-04-28,282213.8908737738,41,41,41,0,462335.6335894474,288467.37875471124,62.39349896418958,0.9783216809195784,2.1678319080421615,1.0221586820605315,operativo,True,True,97.83216809195784,62.39349896418959
2017-04,Integra,2017-04-28,4709824.538094349,89,89,74,15,8022724.288384457,4766321.08678045,59.41025660923278,0.9881467178443357,1.185328215566428,1.0119954678203278,estricto,True,True,98.81467178443357,59.41025660923278
2017-04,Prima,2017-04-28,4580450.535629556,50,50,42,8,7436074.56880697,4630478.973818339,62.27047524835736,0.9891958394646311,1.0804160535368923,1.0109221653633484,estricto,True,True,98.9195839464631,62.27047524835735
2017-04,Profuturo,2017-04-28,3499419.3099818407,59,59,44,15,5687032.767382996,3463124.955520129,60.895111689566654,1.0104802324281887,1.048023242818874,0.9896284636830502,estricto,True,True,101.04802324281887,60.89511168956665
2017-05,Habitat,2017-05-31,307565.6505783582,39,39,39,0,505643.73157973425,311969.9601453434,61.69758283578154,0.9858822639047258,1.4117736095274225,1.0143199006738988,estricto,True,True,98.58822639047258,61.69758283578154
2017-05,Integra,2017-05-31,4906484.102796385,90,90,75,15,8101887.160103979,4967709.756541574,61.31546463648624,0.9876752755805497,1.2324724419450317,1.0124785187238852,estricto,True,True,98.76752755805497,61.31546463648624
2017-05,Prima,2017-05-31,4544464.579115798,42,42,34,8,7530812.118061064,4614996.581022181,61.28152593203175,0.984716781330581,1.5283218669418952,1.0155204206520863,estricto,True,True,98.4716781330581,61.281525932031755
2017-05,Profuturo,2017-05-31,3674173.7570081484,61,61,46,15,5811523.359167876,3784761.172244295,65.12511330224123,0.9707808735602278,2.9219126439772203,1.0300985806741478,operativo,True,True,97.07808735602278,65.12511330224123
2017-06,Habitat,2017-06-30,331838.394506536,43,43,43,0,531577.8038346671,336872.1211843523,63.37211951933329,0.9850574554518816,1.4942544548118386,1.0151692111616613,estricto,True,True,98.50574554518816,63.37211951933329
2017-06,Integra,2017-06-30,4822358.425354035,91,91,75,16,8065987.105113329,4967909.1290521575,61.590838967530885,0.9707018184276062,2.9298181572393833,1.030182473151078,operativo,True,True,97.07018184276062,61.59083896753089
2017-06,Prima,2017-06-30,4705084.981961172,41,41,33,8,7516525.866164558,4774294.668053958,63.517305109602816,0.9855036836004519,1.449631639954807,1.0147095507005992,estricto,True,True,98.5503683600452,63.517305109602816
2017-06,Profuturo,2017-06-30,3737676.6870328845,62,62,46,16,5790860.057386198,3841780.568819244,66.34214142196515,0.9729021791011986,2.7097820898801417,1.0278525647088543,operativo,True,True,97.29021791011986,66.34214142196515
2017-07,Habitat,2017-07-31,355453.3373210304,42,42,42,0,559709.6004750174,361496.5058165268,64.58644009495818,0.9832829131173855,1.671708688261453,1.017001299076392,estricto,True,True,98.32829131173855,64.58644009495816
2017-07,Integra,2017-07-31,4977619.2016694,92,92,76,16,8158145.435290243,5048033.800642981,61.87722247272473,0.9860510840944423,1.394891590555769,1.0141462406264357,estricto,True,True,98.60510840944423,61.87722247272474
2017-07,Prima,2017-07-31,4822470.852897353,40,40,32,8,7591043.852523681,4895449.047439092,64.48980064594903,0.985092645468363,1.4907354531637051,1.0151329467337047,estricto,True,True,98.50926454683629,64.48980064594905
2017-07,Profuturo,2017-07-31,3802574.8776425985,62,62,46,16,5849325.501837156,3929356.068588901,67.17622514518587,0.9677348683261907,3.226513167380929,1.0333408795423642,operativo,True,True,96.77348683261907,67.17622514518587
2017-08,Habitat,2017-08-31,364510.9661335708,41,41,41,0,600316.4208150292,369071.41288385855,61.47947983544791,0.987643457089637,1.2356542910363033,1.012511137315459,estricto,True,True,98.7643457089637,61.479479835447925
2017-08,Integra,2017-08-31,5001535.374073622,92,92,76,16,8144463.619834632,5109453.319197881,62.73529550496813,0.9788787687483559,2.1121231251644113,1.0215769632828495,operativo,True,True,97.88787687483558,62.735295504968136
2017-08,Prima,2017-08-31,4812876.354694627,42,42,34,8,7566208.053785133,4853974.835235037,64.15333547174595,0.9915330256263227,0.8466974373677272,1.0085392762064873,estricto,True,True,99.15330256263228,64.15333547174595
2017-08,Profuturo,2017-08-31,3811707.802976717,63,63,46,17,5872998.127073809,3928893.5565772275,66.89757891230214,0.9701733447564813,2.9826655243518685,1.030743635046998,operativo,True,True,97.01733447564813,66.89757891230214
2017-09,Habitat,2017-09-29,409236.0771104656,43,43,43,0,663025.2037397914,412064.899164167,62.14920591855577,0.993135008442992,0.6864991557008038,1.0069124454365683,estricto,True,True,99.3135008442992,62.149205918555786
2017-09,Integra,2017-09-29,5327884.830103254,93,93,77,16,8465973.436279638,5412368.507160817,63.93084679390723,0.9843906273296456,1.5609372670354449,1.0158568887563446,estricto,True,True,98.43906273296456,63.930846793907214
2017-09,Prima,2017-09-29,4917569.183985925,44,44,36,8,7858206.347557408,4963387.852359039,63.161841682890206,0.9907686705661464,0.923132943385363,1.009317340876936,estricto,True,True,99.07686705661463,63.161841682890206
2017-09,Profuturo,2017-09-29,3913991.8157620956,65,65,47,18,6090561.410239922,4098407.2138141217,67.29112372011492,0.9550031540471542,4.499684595284581,1.0471169605693513,operativo,True,True,95.50031540471542,67.29112372011492
2017-10,Habitat,2017-10-31,431937.7668920552,45,45,45,0,715071.3435534118,434519.3697747007,60.765876536939494,0.9940587162225148,0.5941283777485151,1.0059767936043682,estricto,True,True,99.40587162225148,60.7658765369395
2017-10,Integra,2017-10-31,5269885.564958403,93,93,77,16,8765541.73657365,5340200.993096652,60.92265776129972,0.9868328124298791,1.316718757012092,1.013342875717417,estricto,True,True,98.6832812429879,60.92265776129972
2017-10,Prima,2017-10-31,4784712.506250045,43,43,35,8,8059085.306132185,4836995.618188183,60.019163893298106,0.9891909945625046,1.0809005437495411,1.0109271167013363,estricto,True,True,98.91909945625046,60.01916389329812
2017-10,Profuturo,2017-10-31,3798221.2143887673,58,58,40,18,6263347.363690533,3926209.832209405,62.68548755526752,0.9674014830357107,3.259851696428928,1.033696988826185,operativo,True,True,96.74014830357108,62.685487555267514
2017-11,Habitat,2017-11-30,445221.0077479724,48,48,48,0,733868.729246038,445611.20423909137,60.72083282481642,0.9991243566422768,0.08756433577231659,1.0008764107810022,estricto,True,True,99.91243566422769,60.72083282481642
2017-11,Integra,2017-11-30,5304459.349682701,96,96,79,17,8663535.869756972,5350885.541574829,61.76329875027031,0.9913236432490641,0.8676356750935921,1.0087522947828613,estricto,True,True,99.1323643249064,61.76329875027032
2017-11,Prima,2017-11-30,4776214.491386697,44,44,36,8,7936792.127765763,4814592.697131294,60.66169580387661,0.9920287741541535,0.797122584584653,1.0080352768523708,estricto,True,True,99.20287741541534,60.661695803876626
2017-11,Profuturo,2017-11-30,3702342.413699701,57,57,39,18,6193349.84520311,3822997.900719073,61.72746568934859,0.968439562313995,3.1560437686005027,1.032588959511933,operativo,True,True,96.8439562313995,61.727465689348584
2017-12,Habitat,2017-12-29,479092.54597787664,52,52,52,0,767241.75,479377.07999999996,62.480574735117074,0.9994064505083904,0.05935494916096129,1.0005939020018408,estricto,True,True,99.94064505083904,62.48057799252973
2017-12,Integra,2017-12-29,5147618.873598163,97,97,80,17,8664398.2,5243938.96,60.52282905905383,0.9816321114458897,1.8367888554110312,1.0187115807846336,estricto,True,True,98.16321114458897,60.52282961787236
2017-12,Prima,2017-12-29,4788409.081124491,44,44,36,8,7947796.8,4838452.98,60.87791453693496,0.9896570455303858,1.0342954469614196,1.010451049195604,estricto,True,True,98.96570455303858,60.87791499651829
2017-12,Profuturo,2017-12-29,3736652.8435502555,58,58,40,18,6176104.55,3918018.42,63.43834248339687,0.9537098714176682,4.6290128582331835,1.0485369083089415,operativo,True,True,95.37098714176682,63.43834351055473
2018-01,Habitat,2018-01-31,509778.2437546707,56,56,56,0,855002.86,515297.92,60.26855603874947,0.98928837856491,1.0711621435089969,1.0108276026153553,estricto,True,True,98.928837856491,60.26856097300072
2018-01,Integra,2018-01-31,5380782.776702635,99,99,82,17,8935102.13,5393030.760000001,60.35779588428704,0.99772892389411,0.22710761058899465,1.0022762456329581,estricto,True,True,99.772892389411,60.35779649224894
2018-01,Prima,2018-01-31,4919389.246084944,46,46,38,8,8178473.71,4990143.62,61.01558513773358,0.9858211748392413,1.4178825160758746,1.0143827557397223,estricto,True,True,98.58211748392412,61.015585510759074
2018-01,Profuturo,2018-01-31,3809170.6145917713,62,62,44,18,6392519.21,3991914.86,62.44666105270891,0.9542214070647217,4.577859293527831,1.0479748123405634,operativo,True,True,95.42214070647216,62.446661931892734
2018-02,Habitat,2018-02-28,547151.1931458461,60,60,60,0,897822.1407232,547253.29662,60.95341959145548,0.9998134255658494,0.018657443415059927,1.000186609250666,estricto,True,True,99.98134255658493,60.953419591455486
2018-02,Integra,2018-02-28,5241652.938360791,99,99,82,17,8708486.2919432,5328386.5197615,61.186138912466156,0.9837223555237522,1.62776444762478,1.0165469905048374,estricto,True,True,98.37223555237522,61.186138912466845
