anio,mes,archivo,url,estado_descarga,hojas_disponibles,hoja3_estado,hoja9_estado,hoja10_estado,estado_general,error_general
2023,2,CA-0001-fe2023.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Febrero/CA-0001-fe2023.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2023,3,CA-0001-ma2023.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Marzo/CA-0001-ma2023.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2023,4,CA-0001-ab2023.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Abril/CA-0001-ab2023.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2023,5,CA-0001-my2023.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Mayo/CA-0001-my2023.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2023,6,CA-0001-jn2023.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Junio/CA-0001-jn2023.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2023,7,CA-0001-jl2023.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Julio/CA-0001-jl2023.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2023,8,CA-0001-ag2023.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Agosto/CA-0001-ag2023.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2023,9,CA-0001-se2023.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Setiembre/CA-0001-se2023.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2023,10,CA-0001-oc2023.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Octubre/CA-0001-oc2023.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2023,11,CA-0001-no2023.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Noviembre/CA-0001-no2023.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2023,12,CA-0001-di2023.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2023/Diciembre/CA-0001-di2023.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2024,1,CA-0001-en2024.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Enero/CA-0001-en2024.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2024,2,CA-0001-fe2024.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Febrero/CA-0001-fe2024.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2024,3,CA-0001-ma2024.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Marzo/CA-0001-ma2024.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2024,4,CA-0001-ab2024.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Abril/CA-0001-ab2024.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2024,5,CA-0001-my2024.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Mayo/CA-0001-my2024.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2024,6,CA-0001-jn2024.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Junio/CA-0001-jn2024.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2024,7,CA-0001-jl2024.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Julio/CA-0001-jl2024.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2024,8,CA-0001-ag2024.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Agosto/CA-0001-ag2024.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2024,9,CA-0001-se2024.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Setiembre/CA-0001-se2024.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2024,10,CA-0001-oc2024.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Octubre/CA-0001-oc2024.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2024,11,CA-0001-no2024.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Noviembre/CA-0001-no2024.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2024,12,CA-0001-di2024.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2024/Diciembre/CA-0001-di2024.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2025,1,CA-0001-en2025.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Enero/CA-0001-en2025.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2025,2,CA-0001-fe2025.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Febrero/CA-0001-fe2025.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2025,3,CA-0001-ma2025.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Marzo/CA-0001-ma2025.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2025,4,CA-0001-ab2025.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Abril/CA-0001-ab2025.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2025,5,CA-0001-my2025.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Mayo/CA-0001-my2025.XLS,reutilizado,1 | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2025,6,CA-0001-jn2025.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Junio/CA-0001-jn2025.XLS,reutilizado,1 | 1-A | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2025,7,CA-0001-jl2025.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Julio/CA-0001-jl2025.XLS,reutilizado,1 | 1-A | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2025,8,CA-0001-ag2025.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Agosto/CA-0001-ag2025.XLS,reutilizado,1 | 1-A | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2025,9,CA-0001-se2025.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Setiembre/CA-0001-se2025.XLS,reutilizado,1 | 1-A | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2025,10,CA-0001-oc2025.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Octubre/CA-0001-oc2025.XLS,reutilizado,1 | 1-A | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2025,11,CA-0001-no2025.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Noviembre/CA-0001-no2025.XLS,reutilizado,1 | 1-A | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2025,12,CA-0001-di2025.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2025/Diciembre/CA-0001-di2025.XLS,reutilizado,1 | 1-A | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
2026,1,CA-0001-en2026.XLS,https://intranet2.sbs.gob.pe/estadistica/spp/2026/Enero/CA-0001-en2026.XLS,reutilizado,1 | 1-A | 2 | 3 | 4 | 5 | 6 | 7 | 8 | 9 | 10 | 11 | 12 | 13,correcto,correcto,correcto,correcto,
