fecha_cartera,afp,participacion_no_mapeada_pct,estado_general_v1,participacion_no_mapeada_abs_pct,estado_general_v2
2021-01-31,Prima,0.0,correcto,0.0,correcto
2021-01-31,Profuturo,0.0381699053047209,correcto,0.0,correcto
2021-02-28,Habitat,0.0,correcto,0.0,correcto
2021-02-28,Integra,0.0290368646989407,correcto,0.0,correcto
2021-02-28,Prima,0.0,correcto,0.0,correcto
2021-02-28,Profuturo,0.0373417553726056,correcto,0.0,correcto
2021-03-31,Habitat,0.1172346803043733,correcto,0.0,correcto
2021-03-31,Integra,0.030475537854976,correcto,0.0,correcto
2021-03-31,Prima,0.2169373850044203,correcto,0.0,correcto
2021-03-31,Profuturo,0.0388062580330427,correcto,0.0,correcto
2021-04-30,Habitat,0.0,correcto,0.0,correcto
2021-04-30,Integra,0.0307061021054852,correcto,0.0,correcto
2021-04-30,Prima,0.0,correcto,0.0,correcto
2021-04-30,Profuturo,0.039121183014145,correcto,0.0,correcto
2021-05-31,Habitat,0.0,correcto,0.0,correcto
2021-05-31,Integra,0.0296489718759728,correcto,0.0,correcto
2021-05-31,Prima,0.0,correcto,0.0,correcto
2021-05-31,Profuturo,0.0380398431127797,correcto,0.0,correcto
2021-06-30,Habitat,0.0,correcto,0.0,correcto
2021-06-30,Integra,0.0315188198593535,correcto,0.0,correcto
2021-06-30,Prima,0.0,correcto,0.0,correcto
2021-06-30,Profuturo,0.0403042243314348,correcto,0.0,correcto
2021-07-31,Habitat,0.0,correcto,0.0,correcto
2021-07-31,Integra,0.0351732446224311,correcto,0.0,correcto
2021-07-31,Prima,0.0,correcto,0.0,correcto
2021-07-31,Profuturo,0.0446593558655342,correcto,0.0,correcto
2021-08-31,Habitat,0.0,correcto,0.0,correcto
2021-08-31,Integra,0.0376067037583947,correcto,0.0,correcto
2021-08-31,Prima,0.0,correcto,0.0,correcto
2021-08-31,Profuturo,0.0474734144524263,correcto,0.0,correcto
2021-09-30,Habitat,0.0,correcto,0.0,correcto
2021-09-30,Integra,0.0393059909858165,correcto,0.0,correcto
2021-09-30,Prima,0.0,correcto,0.0,correcto
2021-09-30,Profuturo,0.0485492279093658,correcto,0.0,correcto
2021-10-29,Habitat,0.0,correcto,0.0,correcto
2021-10-29,Integra,0.0364060560210933,correcto,0.0,correcto
2021-10-29,Prima,0.0,correcto,0.0,correcto
2021-10-29,Profuturo,0.0440346326891931,correcto,0.0,correcto
2021-11-30,Habitat,0.0,correcto,0.0,correcto
2021-11-30,Integra,0.0363451479634941,correcto,0.0,correcto
2021-11-30,Prima,0.0,correcto,0.0,correcto
2021-11-30,Profuturo,0.0436088536457412,correcto,0.0,correcto
2021-12-31,Habitat,0.0,correcto,0.0,correcto
2021-12-31,Integra,0.0355229883030129,correcto,0.0,correcto
2021-12-31,Prima,0.0,correcto,0.0,correcto
2021-12-31,Profuturo,0.0416803297838793,correcto,0.0,correcto
2022-01-31,Habitat,0.0,correcto,0.0,correcto
2022-01-31,Integra,0.0339681280934031,correcto,0.0,correcto
2022-01-31,Prima,0.0,correcto,0.0,correcto
2022-01-31,Profuturo,0.0388810913328861,correcto,0.0,correcto
2022-02-28,Habitat,0.0,correcto,0.0,correcto
2022-02-28,Integra,0.0328382554042707,correcto,0.0,correcto
2022-02-28,Prima,0.0,correcto,0.0,correcto
2022-02-28,Profuturo,0.0373404941533102,correcto,0.0,correcto
2022-03-31,Habitat,0.0,correcto,0.0,correcto
2022-03-31,Integra,1.4305010844062394,revisar,0.0,correcto
2022-03-31,Prima,0.9575870174102272,correcto,0.0,correcto
2022-03-31,Profuturo,0.6917343812167609,correcto,0.0,correcto
2022-04-30,Habitat,0.5550349306459668,correcto,0.0,correcto
2022-04-30,Integra,1.6252303937670762,revisar,0.0,correcto
2022-04-30,Prima,1.1066040922772846,revisar,0.0,correcto
2022-04-30,Profuturo,0.7571778281888728,correcto,0.0,correcto
2022-05-31,Habitat,0.3896021980597641,correcto,0.0,correcto
2022-05-31,Integra,1.213339427946858,revisar,0.0,correcto
2022-05-31,Prima,0.8185384343641241,correcto,0.0,correcto
2022-05-31,Profuturo,0.567930417633672,correcto,0.0,correcto
2022-06-30,Habitat,0.3589816088061068,correcto,0.0,correcto
2022-06-30,Integra,1.1552868794307078,revisar,0.0,correcto
2022-06-30,Prima,0.7799441162328533,correcto,0.0,correcto
2022-06-30,Profuturo,0.5418844791288239,correcto,0.0,correcto
2022-07-31,Habitat,0.3744948517447309,correcto,0.0,correcto
2022-07-31,Integra,1.2842089973239912,revisar,0.0,correcto
2022-07-31,Prima,0.8653561725140263,correcto,0.0,correcto
2022-07-31,Profuturo,0.5987117269177679,correcto,0.0,correcto
