fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,identificador_especifico,categoria_instrumento,estado_pareja,moneda,total_canonico,participacion_calculada_pct,fuente_detalle,valor_abs,ranking,grupo,entidad_administradora,isin,seccion,estado_identificacion
2026-01-30,CA-0001-en2026.XLS,10,188,Habitat,3,220009.09938240002,miles_soles,0.04412329976711073,,,,USD,2736482.735417546,8.039849714192696,hoja10_isin,220009.09938240002,3,85.0,VAN ECK ASSOCIATES CORPORATION,US92189F1066,,isin
2026-01-30,CA-0001-en2026.XLS,10,314,Habitat,3,188616.32333840002,miles_soles,0.03782741077070319,,,,USD,2736482.735417546,6.892655338080181,hoja10_isin,188616.32333840002,4,125.0,"Krane Funds Advisors, LLC",US5007673065,,isin
2026-01-30,CA-0001-en2026.XLS,10,371,Habitat,3,99744.621732,miles_soles,0.020003999185454476,,,,USD,2736482.735417546,3.6449936424240033,hoja10_isin,99744.621732,5,147.0,Global X Management Company LLC,US37954Y8488,,isin
2026-01-30,CA-0001-en2026.XLS,10,163,Habitat,3,80742.30025428919,miles_soles,0.0161930425969057,,,,JPY,2736482.735417546,2.950586868656752,hoja10_isin,80742.30025428919,6,76.0,BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG,LU0102000758,,isin
2026-01-30,CA-0001-en2026.XLS,10,254,Habitat,3,78475.62023886161,miles_soles,0.0157384550272207,,,,USD,2736482.735417546,2.8677549915873093,hoja10_isin,78475.62023886161,7,103.0,First Trust Advisors L.P.,US33741X1028,,isin
2026-01-30,CA-0001-en2026.XLS,10,370,Habitat,3,77748.3733752,miles_soles,0.015592604098963144,,,,USD,2736482.735417546,2.8411790203871603,hoja10_isin,77748.3733752,8,147.0,Global X Management Company LLC,US37954Y8306,,isin
2026-01-30,CA-0001-en2026.XLS,10,191,Habitat,3,60382.0071792,miles_soles,0.01210974187334365,,,,USD,2736482.735417546,2.206555385776502,hoja10_isin,60382.0071792,9,85.0,VAN ECK ASSOCIATES CORPORATION,US92189H6071,,isin
2026-01-30,CA-0001-en2026.XLS,10,571,Habitat,3,60123.3382703284,miles_soles,0.012057865265336925,,,,EUR,2736482.735417546,2.197102780593808,hoja10_isin,60123.3382703284,10,297.0,Antin Infrastructure Partners IV Luxembourg G,PRIVFAEAIP4B,,isin
2026-01-30,CA-0001-en2026.XLS,10,204,Habitat,3,60042.9607232,miles_soles,0.01204174537476673,,,,USD,2736482.735417546,2.194165522993455,hoja10_isin,60042.9607232,11,88.0,WisdomTree Asset Management Inc.,US97717Y5437,,isin
2026-01-30,CA-0001-en2026.XLS,10,160,Habitat,3,55815.142656,miles_soles,0.01119384733571501,,,,USD,2736482.735417546,2.039667268263743,hoja10_isin,55815.142656,12,75.0,BlackRock Fund Advisors,US4642891802,,isin
2026-01-30,CA-0001-en2026.XLS,10,538,Habitat,3,55668.9752350768,miles_soles,0.011164533143948921,,,,USD,2736482.735417546,2.034325834202004,hoja10_isin,55668.9752350768,13,281.0,EQT Infrastructure IV (GP) SCS,PRIVFAEEQTI4,,isin
