afp,factor,mejor_lag_train,n_train,cobertura_train_pct,spearman_train,pearson_train,mutual_information_train,abs_spearman_train,instrumento,ticker_elegido,tipo,sector,moneda_modelo,transformacion,elegible_operativo,motivo_elegibilidad
Profuturo,ret_BVL_PEN_NEXA_RESOURCES_PERU,0,1221,68.65168539325842,0.254656167264507,0.3247914522581521,0.03512815293072702,0.254656167264507,Nexa Resources Peru,NEXAPEC1.LM,ACCION_BVL,MINERIA,PEN,retorno_local_en_PEN,False,MUCHO_VOLUMEN_CERO
Profuturo,ret_BVL_PEN_SIDERPERU,0,1351,75.89887640449439,0.2460194713705554,0.22971392254939604,0.08395331602078304,0.2460194713705554,Siderperu,SIDERC1.LM,ACCION_BVL,ACERO,PEN,retorno_local_en_PEN,True,ELEGIBLE
Profuturo,ret_BVL_PEN_CEMENTOS_PACASMAYO,0,1592,89.49438202247191,0.24107536391793027,0.3057140770184832,0.03352253253020665,0.24107536391793027,Cementos Pacasmayo,CPACASC1.LM,ACCION_BVL_ADR,CEMENTO,PEN,retorno_local_en_PEN,True,ELEGIBLE
Profuturo,ret_BVL_PEN_CERRO_VERDE,0,1529,85.95505617977528,0.2397752369060648,0.22444330808797935,0.03969070007525621,0.2397752369060648,Cerro Verde,CVERDEC1.LM,ACCION_BVL,MINERIA_COBRE,PEN,retorno_local_en_PEN,True,ELEGIBLE
Profuturo,ret_BVL_PEN_FERREYCORP,0,1619,91.01123595505618,0.23337461976348786,0.28212389173185864,0.03213546241275633,0.23337461976348786,Ferreycorp,FERREYC1.LM,ACCION_BVL,INDUSTRIA,PEN,retorno_local_en_PEN,True,ELEGIBLE
Profuturo,ret_BVL_PEN_ACEROS_AREQUIPA,0,1567,88.08988764044943,0.2006244286891273,0.2681680062141533,0.03750863568932594,0.2006244286891273,Aceros Arequipa,CORAREI1.LM,ACCION_BVL,ACERO,PEN,retorno_local_en_PEN,True,ELEGIBLE
Profuturo,ret_BVL_PEN_UNACEM,0,1483,83.37078651685394,0.1979821478573332,0.2650911913082012,0.0,0.1979821478573332,UNACEM,UNACEMC1.LM,ACCION_BVL,CEMENTO,PEN,retorno_local_en_PEN,True,ELEGIBLE
Profuturo,ret_BVL_PEN_ENGIE_ENERGIA_PERU,0,1170,65.78651685393258,0.15857869775859995,0.2148168696545205,0.0,0.15857869775859995,Engie Energia Peru,ENGIEC1.LM,ACCION_BVL,ENERGIA,PEN,retorno_local_en_PEN,False,MUCHO_VOLUMEN_CERO
Profuturo,ret_BVL_PEN_LUZ_DEL_SUR,0,1519,85.39325842696628,0.12768028555725577,0.11670596570241436,0.00773328661949968,0.12768028555725577,Luz del Sur,LUSURC1.LM,ACCION_BVL,ENERGIA_DISTRIBUCION,PEN,retorno_local_en_PEN,True,ELEGIBLE
Profuturo,ret_BVL_PEN_BACKUS,0,1273,71.51685393258427,0.11280950127355206,0.1301443218000383,0.007482626711405427,0.11280950127355206,Backus,BACKUSI1.LM,ACCION_BVL,BEBIDAS,PEN,retorno_local_en_PEN,True,ELEGIBLE
