observaciones_validadas,nivel_muestra,rmse,mae,sesgo_medio,rmse_pct,mae_pct,sesgo_medio_pct,direccion_correcta_pct,correlacion,prediccion_media_pct,retorno_real_medio_pct,fechas_validadas,fechas_pendientes,filas_pendientes,fecha_maxima_prediccion,fecha_maxima_real_disponible,primera_fecha_pendiente,ultima_fecha_pendiente,dias_brecha_hasta_primera_pendiente,estado_ciclo
0,sin_datos,,,,,,,,,,,0,3,12,2026-07-03,2026-06-30,2026-07-01,2026-07-03,1,PENDIENTE_DE_DATOS_OFICIALES
