factor,coef_estandarizado,coef_original,coef_abs_estandarizado,retorno_factor,contribucion_retorno,contribucion_puntos_pct,afp,fecha,retorno_real_pct,retorno_estimado_pct,residual_pct,intercepto_pct,ranking_contribucion,columna_modelo,ticker,nombre,grupo,moneda
ret_EPU,0.002477829912505501,0.11622701455862956,0.002477829912505501,0.0329560206594901,0.0038303798929850523,0.38303798929850524,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,1,ret_EPU,EPU,Perú - ETF,mercado,USD
ret_COPX,0.0021911797381507594,0.08197064851804226,0.0021911797381507594,0.0366565268499305,0.0030047592783078317,0.3004759278307832,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,2,ret_COPX,COPX,Mineras de cobre,materia_prima,USD
ret_PEN_X,-0.001627090196068276,-0.12740667602713146,0.001627090196068276,0.0200904493159528,-0.002559657367237103,-0.2559657367237103,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,3,ret_PEN_X,PEN=X,Tipo de cambio USD/PEN,moneda,PEN_POR_USD
ret_EEM,0.0010906738506505302,0.064506037598793,0.0010906738506505302,0.0349160767841585,0.002252297761841272,0.22522977618412718,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,4,ret_EEM,EEM,Mercados emergentes,mercado,USD
ret_XLK,0.0007496101003827947,0.04276296556570434,0.0007496101003827947,0.048204697283489,0.0020613758100390418,0.20613758100390417,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,5,ret_XLK,XLK,Tecnología,sector,USD
ret_GLD,0.0019432834962660535,0.10207150149651845,0.0019432834962660535,0.0195369753920255,0.001994168412964575,0.1994168412964575,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,6,ret_GLD,GLD,Oro,materia_prima,USD
ret_HYG,-0.0012365323748256506,-0.09780874847472569,0.0012365323748256506,0.01958043736569,-0.0019151380733258938,-0.19151380733258938,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,7,ret_HYG,HYG,Bonos corporativos alto rendimiento,bonos,USD
ret_XLI,0.000583616528536528,0.03850409484028637,0.000583616528536528,0.0338769711520747,0.0013044021101411296,0.13044021101411296,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,8,ret_XLI,XLI,Industria,sector,USD
ret_LQD,-0.0010608935842292202,-0.08385992269880645,0.0010608935842292202,0.0142321469206543,-0.0011935067406041258,-0.11935067406041258,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,9,ret_LQD,LQD,Bonos corporativos grado inversión,bonos,USD
ret_IDX_VIX,-0.0009815810405551782,-0.015520917880295748,0.0009815810405551782,-0.0679886051856325,0.0010552455578820518,0.10552455578820517,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,10,ret_IDX_VIX,^VIX,Volatilidad VIX,riesgo,INDICE
ret_XLB,0.000657060575684313,0.04141433803527471,0.000657060575684313,0.0235136115820582,0.0009738006584895088,0.09738006584895088,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,11,ret_XLB,XLB,Materiales,sector,USD
ret_QQQ,0.0003879655574380012,0.0247825197017998,0.0003879655574380012,0.0374469865912783,0.0009280306829713874,0.09280306829713873,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,12,ret_QQQ,QQQ,Estados Unidos - Nasdaq 100,mercado,USD
ret_XLF,-0.0006151994663905956,-0.0424405719480338,0.0006151994663905956,0.0180016449695503,-0.0007640001085131602,-0.07640001085131602,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,13,ret_XLF,XLF,Finanzas,sector,USD
ret_ILF,0.0007955897117390612,0.043239099168034235,0.0007955897117390612,0.0173774382143596,0.0007513847742370826,0.07513847742370826,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,14,ret_ILF,ILF,América Latina,mercado,USD
ret_VGK,0.0003560151256835792,0.02418380633628312,0.0003560151256835792,0.0255343434690975,0.0006175176173807897,0.06175176173807897,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,15,ret_VGK,VGK,Europa,region,USD
ret_XLE,-0.0009042226165843293,-0.051857017577838095,0.0009042226165843293,0.0111422645451151,-0.0005778046083729559,-0.057780460837295586,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,16,ret_XLE,XLE,Energía,sector,USD
ret_TLT,-0.0008019680498928978,-0.06047398780505162,0.0008019680498928978,0.0080756954575571,-0.0004883695086176188,-0.04883695086176188,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,17,ret_TLT,TLT,Bonos Tesoro EE. UU. largo plazo,bonos,USD
ret_ACWI,0.00022192997598930914,0.015617781758579008,0.00022192997598930914,0.0276189933759878,0.0004313474109378167,0.043134741093781674,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,18,ret_ACWI,ACWI,Acciones globales,mercado,USD
ret_USO,-0.0007152369473742927,-0.02569702490925557,0.0007152369473742927,0.0139935380927118,-0.00035959229693703176,-0.035959229693703174,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,19,ret_USO,USO,Petróleo,materia_prima,USD
ret_XLV,-0.0006669771710478083,-0.04335612671522453,0.0006669771710478083,0.0068903128850204,-0.00029873727855048876,-0.029873727855048875,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,20,ret_XLV,XLV,Salud,sector,USD
ret_EWJ,0.00023013182876936757,0.014094869980155644,0.00023013182876936757,0.020747062738385,0.00029242715176766847,0.029242715176766847,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,21,ret_EWJ,EWJ,Japón,region,USD
ret_CPER,0.00014973869767948098,0.006186895866889649,0.00014973869767948098,0.0337902943583718,0.00020905703250679512,0.020905703250679513,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,22,ret_CPER,CPER,Cobre,materia_prima,USD
ret_DX_Y_NYB,-0.0008784682975574792,-0.24699260938268763,0.0008784682975574792,0.0007912355906611,-0.00019542934317383722,-0.01954293431738372,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,23,ret_DX_Y_NYB,DX-Y.NYB,Índice dólar DXY,moneda,INDICE
ret_XLP,-0.0005963500054957724,-0.042384330910301984,0.0005963500054957724,0.0043725323548389,-0.0001853268582434939,-0.01853268582434939,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,24,ret_XLP,XLP,Consumo básico,sector,USD
ret_MCHI,-9.649638181464654e-05,-0.005765603748992967,9.649638181464654e-05,0.024910680154198,-0.00014362511088700868,-0.014362511088700868,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,25,ret_MCHI,MCHI,China,region,USD
ret_XLY,-8.659014210852411e-05,-0.005454045857592923,8.659014210852411e-05,0.021483980916648,-0.00011717461712304944,-0.011717461712304944,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,26,ret_XLY,XLY,Consumo discrecional,sector,USD
ret_SPY,3.197577741254502e-05,0.0022760568416514792,3.197577741254502e-05,0.0280336906333544,6.380627336278727e-05,0.006380627336278727,Profuturo,2026-06-30,0.89959633010854,1.1471523080735877,-0.24755597796504766,0.0499884566506855,27,ret_SPY,SPY,Estados Unidos - S&P 500,mercado,USD
