periodo,afp,monto_ca_miles_soles,registros,suma_pct_reportada,total_fp_miles_soles,objetivo_monto_miles_soles,objetivo_pct,objetivo,escenario,ratio_ca_objetivo,error_abs_pct,pct_ca_sobre_fondo,diferencia_pct_interno_pp
2019-11,Prima,6940951.928947818,54,109.31252880372293,6349639.885663,3522470.5543731,55.47512327945841,total_exterior,solo_hojas_jerarquia,1.9704783395082521,97.04783395082521,109.31252880371933,3.595346242946107e-12
2019-11,Prima,6940951.928947818,54,109.31252880372293,6349639.885663,3329875.81143,52.44196318831733,rv_y_fondos_exterior,solo_hojas_jerarquia,2.0844476857432888,108.44476857432888,109.31252880371933,3.595346242946107e-12
2019-11,Prima,6940951.928947818,54,109.31252880372293,6349639.885663,3329875.81143,52.44196318831733,fondos_exterior_amplio,solo_hojas_jerarquia,2.0844476857432888,108.44476857432888,109.31252880371933,3.595346242946107e-12
2019-11,Prima,6940951.928947818,54,109.31252880372293,6349639.885663,3329874.9931786,52.4419503017377,administradoras_fondos_exterior,solo_hojas_jerarquia,2.0844481979553806,108.44481979553807,109.31252880371933,3.595346242946107e-12
2019-11,Prima,6940951.928947818,54,109.31252880372293,6349639.885663,2854582.6475732997,44.95660697260672,fondos_mutuos_mas_etf,solo_hojas_jerarquia,2.4315119882229963,143.15119882229962,109.31252880371933,3.595346242946107e-12
2019-11,Prima,6940951.928947818,54,109.31252880372293,6349639.885663,2854581.8293219,44.956594086027096,fondos_mutuos_exterior,solo_hojas_jerarquia,2.431512685203572,143.15126852035723,109.31252880371933,3.595346242946107e-12
2019-11,Profuturo,6603931.071865581,80,118.71369902087842,5562905.6514399005,3316497.5910115,59.6180808882347,total_exterior,solo_hojas_jerarquia,1.9912365049695229,99.12365049695228,118.7136990208745,3.922195901395753e-12
2019-11,Profuturo,6603931.071865581,80,118.71369902087842,5562905.6514399005,3215556.6574297003,57.803544746395296,rv_y_fondos_exterior,solo_hojas_jerarquia,2.053744273672453,105.37442736724532,118.7136990208745,3.922195901395753e-12
2019-11,Profuturo,6603931.071865581,80,118.71369902087842,5562905.6514399005,3215556.6574297003,57.803544746395296,fondos_exterior_amplio,solo_hojas_jerarquia,2.053744273672453,105.37442736724532,118.7136990208745,3.922195901395753e-12
2019-11,Profuturo,6603931.071865581,80,118.71369902087842,5562905.6514399005,3215532.3436753,57.803107677066365,administradoras_fondos_exterior,solo_hojas_jerarquia,2.053759802744636,105.3759802744636,118.7136990208745,3.922195901395753e-12
2019-11,Profuturo,6603931.071865581,80,118.71369902087842,5562905.6514399005,2469399.9184203,44.39046917470567,fondos_mutuos_mas_etf,solo_hojas_jerarquia,2.674306021719715,167.4306021719715,118.7136990208745,3.922195901395753e-12
2019-11,Profuturo,6603931.071865581,80,118.71369902087842,5562905.6514399005,2469375.6046659,44.39003210537674,fondos_mutuos_exterior,solo_hojas_jerarquia,2.6743323532424204,167.43323532424205,118.7136990208745,3.922195901395753e-12
2019-12,Habitat,1303442.8433292925,87,101.32648696374513,1286379.1910555,654244.6068923,50.85938978501574,total_exterior,solo_hojas_jerarquia,1.992286722118692,99.2286722118692,101.32648696375377,8.640199666842818e-12
2019-12,Habitat,1303442.8433292925,87,101.32648696374513,1286379.1910555,649265.0896945,50.472294188909764,rv_y_fondos_exterior,solo_hojas_jerarquia,2.00756649944417,100.75664994441702,101.32648696375377,8.640199666842818e-12
2019-12,Habitat,1303442.8433292925,87,101.32648696374513,1286379.1910555,649265.0896945,50.472294188909764,fondos_exterior_amplio,solo_hojas_jerarquia,2.00756649944417,100.75664994441702,101.32648696375377,8.640199666842818e-12
2019-12,Habitat,1303442.8433292925,87,101.32648696374513,1286379.1910555,648451.7705583,50.40906873082904,administradoras_fondos_exterior,solo_hojas_jerarquia,2.0100844850914084,101.00844850914083,101.32648696375377,8.640199666842818e-12
2019-12,Habitat,1303442.8433292925,87,101.32648696374513,1286379.1910555,624542.2183069,48.5503980979669,fondos_mutuos_mas_etf,solo_hojas_jerarquia,2.087037201204516,108.70372012045162,101.32648696375377,8.640199666842818e-12
2019-12,Habitat,1303442.8433292925,87,101.32648696374513,1286379.1910555,623728.8991707,48.487172639886175,fondos_mutuos_exterior,solo_hojas_jerarquia,2.089758619589904,108.97586195899041,101.32648696375377,8.640199666842818e-12
2019-12,Integra,8233420.252990468,116,108.18892193963742,7610224.8782774,4106935.9223109,53.966025813950246,total_exterior,solo_hojas_jerarquia,2.0047598522934025,100.47598522934025,108.18892193963829,8.668621376273222e-13
2019-12,Integra,8233420.252990468,116,108.18892193963742,7610224.8782774,4042116.6890275995,53.11428707665854,rv_y_fondos_exterior,solo_hojas_jerarquia,2.0369081069183976,103.69081069183976,108.18892193963829,8.668621376273222e-13
2019-12,Integra,8233420.252990468,116,108.18892193963742,7610224.8782774,4033485.4454007996,53.000870669589716,fondos_exterior_amplio,solo_hojas_jerarquia,2.0412668805781022,104.12668805781023,108.18892193963829,8.668621376273222e-13
2019-12,Integra,8233420.252990468,116,108.18892193963742,7610224.8782774,4033485.4454007996,53.000870669589716,administradoras_fondos_exterior,solo_hojas_jerarquia,2.0412668805781022,104.12668805781023,108.18892193963829,8.668621376273222e-13
