afp,factor,rezago_dias_mercado,correlacion_raw,correlacion_winsorizada,observaciones,correlacion_abs_raw,correlacion_abs_winsorizada,cambio_por_extremos
Habitat,ret_USO,1,0.09765048848856357,0.10730722480810856,2565,0.09765048848856357,0.10730722480810856,0.009656736319544987
Habitat,ret_USO,2,-0.0002994410940894072,4.287541700126234e-05,2563,0.0002994410940894072,4.287541700126234e-05,0.0003423165110906696
Habitat,ret_USO,3,0.05412762015978996,0.03978308611859504,2559,0.05412762015978996,0.03978308611859504,-0.014344534041194922
Habitat,ret_TLT,0,-0.07899473507608953,-0.08485554031423641,2672,0.07899473507608953,0.08485554031423641,-0.005860805238146874
Habitat,ret_TLT,1,-0.020419587650370684,-0.02742206381903779,2565,0.020419587650370684,0.02742206381903779,-0.007002476168667105
Habitat,ret_TLT,2,0.0025171642553878278,-0.007903949850546965,2563,0.0025171642553878278,0.007903949850546965,-0.010421114105934793
Habitat,ret_TLT,3,0.0035166063771320593,0.014328726674712593,2559,0.0035166063771320593,0.014328726674712593,0.010812120297580535
Habitat,ret_LQD,0,0.03437025110096878,0.022039541541104303,2672,0.03437025110096878,0.022039541541104303,-0.012330709559864476
Habitat,ret_LQD,1,0.03915375084797761,0.03746718281306793,2565,0.03915375084797761,0.03746718281306793,-0.0016865680349096857
Habitat,ret_LQD,2,0.023017140351246135,0.0111208217945931,2563,0.023017140351246135,0.0111208217945931,-0.011896318556653036
Habitat,ret_LQD,3,0.015409647467118879,0.025528220103426574,2559,0.015409647467118879,0.025528220103426574,0.010118572636307695
Habitat,ret_HYG,0,0.13165921203971687,0.12175390008094525,2672,0.13165921203971687,0.12175390008094525,-0.009905311958771618
Habitat,ret_HYG,1,0.08387253516413334,0.08953869887600102,2565,0.08387253516413334,0.08953869887600102,0.005666163711867678
Habitat,ret_HYG,2,0.02313521911756353,0.013290411050761392,2563,0.02313521911756353,0.013290411050761392,-0.009844808066802139
Habitat,ret_HYG,3,0.02493452584774407,0.031201549773295367,2559,0.02493452584774407,0.031201549773295367,0.006267023925551299
Habitat,ret_IDX_VIX,0,-0.4507964919674965,-0.4464745566107329,2695,0.4507964919674965,0.4464745566107329,0.004321935356763618
Habitat,ret_IDX_VIX,1,-0.2521745067040195,-0.2635045956331531,2583,0.2521745067040195,0.2635045956331531,-0.01133008892913362
Habitat,ret_IDX_VIX,2,-0.05827722010616864,-0.061949940996617464,2583,0.05827722010616864,0.061949940996617464,-0.003672720890448823
Habitat,ret_IDX_VIX,3,-0.022816215115213437,-0.026999655883487177,2583,0.022816215115213437,0.026999655883487177,-0.00418344076827374
Habitat,ret_DX_Y_NYB,0,-0.12103785002360545,-0.12545740356970458,2775,0.12103785002360545,0.12545740356970458,-0.004419553546099131
Habitat,ret_DX_Y_NYB,1,-0.009539856695061246,-0.011051649752311469,2762,0.009539856695061246,0.011051649752311469,-0.0015117930572502228
Habitat,ret_DX_Y_NYB,2,-0.0572170199571269,-0.05279832875611703,2759,0.0572170199571269,0.05279832875611703,0.004418691201009871
Habitat,ret_DX_Y_NYB,3,0.012000994283022395,0.0009753940617875399,2754,0.012000994283022395,0.0009753940617875399,-0.011025600221234855
