fecha_cartera,anio,mes,afp,fondo,monto_miles_soles,participacion_pct,archivo_fuente,hoja_fuente,fila_excel_aprox,nivel_profundidad,descripcion,ruta_jerarquica,nivel_1,nivel_2,nivel_3,tipo_fila,es_hoja
2015-06-30,2015,6,Prima,3,-97735.8836838316,-1.1998055117727664,FP-1356-jn2015.XLS,Fondo3xIntru,58,1,III. OPERACIONES EN TRÁNSITO,III. OPERACIONES EN TRÁNSITO,III. OPERACIONES EN TRÁNSITO,,,categoria_nivel_1,True
2015-06-30,2015,6,Profuturo,3,2069609.8783918459,36.20641888191928,FP-1356-jn2015.XLS,Fondo3xIntru,6,1,I. INVERSIONES LOCALES,I. INVERSIONES LOCALES,I. INVERSIONES LOCALES,,,categoria_nivel_1,False
2015-06-30,2015,6,Profuturo,3,3629018.6368954475,63.48721576446354,FP-1356-jn2015.XLS,Fondo3xIntru,41,1,II. INVERSIONES EN EL EXTERIOR,II. INVERSIONES EN EL EXTERIOR,II. INVERSIONES EN EL EXTERIOR,,,categoria_nivel_1,False
2015-06-30,2015,6,Profuturo,3,17512.27494525118,0.3063653536171691,FP-1356-jn2015.XLS,Fondo3xIntru,58,1,III. OPERACIONES EN TRÁNSITO,III. OPERACIONES EN TRÁNSITO,III. OPERACIONES EN TRÁNSITO,,,categoria_nivel_1,True
2015-07-31,2015,7,Habitat,3,46563.87288841149,33.01785740641085,FP-1356-jl2015.XLS,Fondo3xIntru,6,1,I. INVERSIONES LOCALES,I. INVERSIONES LOCALES,I. INVERSIONES LOCALES,,,categoria_nivel_1,False
2015-07-31,2015,7,Habitat,3,94248.83166178639,66.83066273261284,FP-1356-jl2015.XLS,Fondo3xIntru,41,1,II. INVERSIONES EN EL EXTERIOR,II. INVERSIONES EN EL EXTERIOR,II. INVERSIONES EN EL EXTERIOR,,,categoria_nivel_1,False
2015-07-31,2015,7,Habitat,3,213.6264901999999,0.15147986097632027,FP-1356-jl2015.XLS,Fondo3xIntru,58,1,III. OPERACIONES EN TRÁNSITO,III. OPERACIONES EN TRÁNSITO,III. OPERACIONES EN TRÁNSITO,,,categoria_nivel_1,True
2015-07-31,2015,7,Integra,3,3236266.447631162,38.10735388330737,FP-1356-jl2015.XLS,Fondo3xIntru,6,1,I. INVERSIONES LOCALES,I. INVERSIONES LOCALES,I. INVERSIONES LOCALES,,,categoria_nivel_1,False
2015-07-31,2015,7,Integra,3,5160352.430766436,60.76365448393201,FP-1356-jl2015.XLS,Fondo3xIntru,41,1,II. INVERSIONES EN EL EXTERIOR,II. INVERSIONES EN EL EXTERIOR,II. INVERSIONES EN EL EXTERIOR,,,categoria_nivel_1,False
2015-07-31,2015,7,Integra,3,95879.59720184052,1.1289916327606158,FP-1356-jl2015.XLS,Fondo3xIntru,58,1,III. OPERACIONES EN TRÁNSITO,III. OPERACIONES EN TRÁNSITO,III. OPERACIONES EN TRÁNSITO,,,categoria_nivel_1,True
