id_relacion_padre,periodo,archivo,iteracion,fila_padre,nombre_padre,estado_padre,numero_hijos_activos,filas_hijas,nombres_hijos,error_relativo_vector,monto_vector_padre,monto_vector_hijos
H10J_0000001,2015-01,CA-0001-en2015.XLS,1,100,BON SIS FIN EXT,entidad_sin_isin_pendiente,6,105 | 110 | 114 | 122 | 126 | 128,US05966UAR59 | USP16259AB20 | XS0835507087 | XS0246220379 | US59022CAP86 | US61747YBA29,1.204589608923062e-16,120803.9245945072,120803.9245945072
H10J_0000002,2015-01,CA-0001-en2015.XLS,1,97,TIT.EMP.PUB.EXT,entidad_sin_isin_pendiente,1,99,USP9379RAB35,0.0,19597.8403265356,19597.8403265356
H10J_0000003,2015-01,CA-0001-en2015.XLS,1,58,TIT ESTAD EXTRA,entidad_sin_isin_pendiente,10,60 | 66 | 77 | 87 | 88 | 90 | 93 | 94 | 95 | 96,CL0001737767 | XS0213272122 | MX0MGO0000R8 | MXBIGO000HH4 | MXBIGO000HR3 | MX0MGO0000J5 | US912810RH32 | US912828G385 | US912810RJ97 | US912828H292,7.96947005141521e-17,182595.7702894277,182595.77028942772
H10J_0000004,2015-01,CA-0001-en2015.XLS,1,51,ADS,entidad_sin_isin_pendiente,3,53 | 55 | 57,US05367G1004 | US1512908898 | US51817R1068,1.6212320841305931e-16,112197.9648287872,112197.96482878721
H10J_0000005,2015-01,CA-0001-en2015.XLS,1,21,AC PRF.CIAL EXT,entidad_sin_isin_pendiente,1,23,PAI69PA00017,0.0,11063.80551072,11063.80551072
H10J_0000006,2015-01,CA-0001-en2015.XLS,1,7,BROWN BROTHERS,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,7.802049060056874e-18,116571.2615714183,116571.2615714183
H10J_0000007,2015-01,CA-0001-en2015.XLS,1,6,CTA CTE EXT,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,7.802049060056874e-18,116571.2615714183,116571.2615714183
H10J_0000008,2015-02,CA-0001-fe2015.XLS,1,97,BON SIS FIN EXT,entidad_sin_isin_pendiente,6,102 | 107 | 111 | 119 | 123 | 125,US05966UAR59 | USP16259AB20 | XS0835507087 | XS0246220379 | US59022CAP86 | US61747YBA29,9.208840965652451e-17,118515.85299368759,118515.85299368761
H10J_0000009,2015-02,CA-0001-fe2015.XLS,1,94,TIT.EMP.PUB.EXT,entidad_sin_isin_pendiente,1,96,USP9379RAB35,0.0,19476.018475262397,19476.018475262397
H10J_0000010,2015-02,CA-0001-fe2015.XLS,1,54,TIT ESTAD EXTRA,entidad_sin_isin_pendiente,9,56 | 62 | 72 | 82 | 83 | 85 | 88 | 89 | 90,CL0001737767 | XS0213272122 | MX0MGO0000R8 | MXBIGO000HH4 | MXBIGO000HR3 | MX0MGO0000J5 | US912810RH32 | US912828G385 | US912810RJ97,1.6352025444227945e-16,266974.5459606686,266974.5459606686
H10J_0000011,2015-02,CA-0001-fe2015.XLS,1,47,ADS,entidad_sin_isin_pendiente,3,49 | 51 | 53,US05367G1004 | US1512908898 | US51817R1068,0.0,109111.6122540512,109111.6122540512
H10J_0000012,2015-02,CA-0001-fe2015.XLS,1,26,ACC EXTRANJERO,entidad_sin_isin_pendiente,8,28 | 30 | 32 | 34 | 38 | 42 | 44 | 46,US0378331005 | MXP225611567 | US2547091080 | US4062161017 | US59156R1086 | US92826C8394 | PAP310761054 | US0846701086,1.0716907173753763e-16,271569.30618948,271569.30618948
H10J_0000013,2015-02,CA-0001-fe2015.XLS,1,21,AC PRF.CIAL EXT,entidad_sin_isin_pendiente,1,23,PAI69PA00017,0.0,11280.7365408,11280.7365408
H10J_0000014,2015-02,CA-0001-fe2015.XLS,1,7,BROWN BROTHERS,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,0.0,80142.9272171503,80142.9272171503
H10J_0000015,2015-02,CA-0001-fe2015.XLS,1,6,CTA CTE EXT,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,0.0,80142.9272171503,80142.9272171503
H10J_0000016,2015-03,CA-0001-ma2015.XLS,1,89,BON SIS FIN EXT,entidad_sin_isin_pendiente,6,94 | 99 | 103 | 111 | 115 | 117,US05966UAR59 | USP16259AB20 | XS0835507087 | XS0246220379 | US59022CAP86 | US61747YBA29,0.0,109157.6963481817,109157.6963481817
H10J_0000017,2015-03,CA-0001-ma2015.XLS,1,86,TIT.EMP.PUB.EXT,entidad_sin_isin_pendiente,1,88,USP9379RAB35,0.0,18707.305597514598,18707.305597514598
H10J_0000018,2015-03,CA-0001-ma2015.XLS,1,48,TIT ESTAD EXTRA,entidad_sin_isin_pendiente,9,50 | 55 | 67 | 75 | 76 | 78 | 81 | 82 | 83,CL0001737767 | XS0213272122 | US91086QBB32 | MXBIGO000HH4 | MXBIGO000HR3 | MX0MGO0000J5 | US912810RH32 | US912828G385 | US912810RJ97,6.68577635942706e-17,217654.8308836026,217654.83088360258
H10J_0000019,2015-03,CA-0001-ma2015.XLS,1,43,ADS,entidad_sin_isin_pendiente,2,45 | 47,US05367G1004 | US51817R1068,0.0,4180.477722192,4180.477722192
H10J_0000020,2015-03,CA-0001-ma2015.XLS,1,26,ACC EXTRANJERO,entidad_sin_isin_pendiente,7,28 | 30 | 32 | 34 | 38 | 40 | 42,US0378331005 | US2547091080 | US4062161017 | US59156R1086 | US92826C8394 | PAP310761054 | US0846701086,0.0,309140.53477632,309140.53477632
H10J_0000021,2015-03,CA-0001-ma2015.XLS,1,21,AC PRF.CIAL EXT,entidad_sin_isin_pendiente,1,23,PAI69PA00017,0.0,10415.100422688,10415.100422688
H10J_0000022,2015-03,CA-0001-ma2015.XLS,1,7,BROWN BROTHERS,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,1.277245895458647e-16,64086.738074950204,64086.7380749502
H10J_0000023,2015-03,CA-0001-ma2015.XLS,1,6,CTA CTE EXT,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,1.277245895458647e-16,64086.738074950204,64086.7380749502
H10J_0000024,2015-04,CA-0001-ab2015.XLS,1,87,BON SIS FIN EXT,entidad_sin_isin_pendiente,6,92 | 97 | 101 | 109 | 113 | 115,US05966UAR59 | USP16259AB20 | XS0835507087 | XS0246220379 | US59022CAP86 | US61747YBA29,1.5106078185189088e-16,120414.4041389448,120414.40413894481
H10J_0000025,2015-04,CA-0001-ab2015.XLS,1,84,TIT.EMP.PUB.EXT,entidad_sin_isin_pendiente,1,86,USP9379RAB35,0.0,20770.1024755168,20770.1024755168
H10J_0000026,2015-04,CA-0001-ab2015.XLS,1,48,TIT ESTAD EXTRA,entidad_sin_isin_pendiente,5,50 | 55 | 67 | 76 | 79,CL0001737767 | XS0213272122 | US91086QBB32 | MX0MGO0000J5 | US912810RH32,0.0,65101.968822010305,65101.968822010305
H10J_0000027,2015-04,CA-0001-ab2015.XLS,1,43,ADS,entidad_sin_isin_pendiente,2,45 | 47,US05367G1004 | US1512908898,0.0,24363.2116184,24363.2116184
H10J_0000028,2015-04,CA-0001-ab2015.XLS,1,26,ACC EXTRANJERO,entidad_sin_isin_pendiente,6,28 | 30 | 34 | 38 | 40 | 42,US0378331005 | US2547091080 | US59156R1086 | US92826C8394 | PAP310761054 | US0846701086,0.0,283589.8277692,283589.8277692
H10J_0000029,2015-04,CA-0001-ab2015.XLS,1,21,AC PRF.CIAL EXT,entidad_sin_isin_pendiente,1,23,PAI69PA00017,0.0,11960.85152676,11960.85152676
H10J_0000030,2015-04,CA-0001-ab2015.XLS,1,7,BROWN BROTHERS,entidad_sin_isin_pendiente,9,9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 19,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,6.903377958372238e-17,52698.5314874679,52698.5314874679
H10J_0000031,2015-04,CA-0001-ab2015.XLS,1,6,CTA CTE EXT,entidad_sin_isin_pendiente,9,9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 19,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,6.903377958372238e-17,52698.5314874679,52698.5314874679
H10J_0000032,2015-05,CA-0001-my2015.XLS,1,87,BON SIS FIN EXT,entidad_sin_isin_pendiente,6,92 | 97 | 101 | 110 | 114 | 116,US05966UAR59 | USP16259AB20 | XS0835507087 | XS0246220379 | US59022CAP86 | US61747YBA29,6.30795051378313e-17,115345.8258476372,115345.8258476372
H10J_0000033,2015-05,CA-0001-my2015.XLS,1,84,TIT.EMP.PUB.EXT,entidad_sin_isin_pendiente,1,86,USP9379RAB35,0.0,19799.0596531962,19799.0596531962
H10J_0000034,2015-05,CA-0001-my2015.XLS,1,50,TIT ESTAD EXTRA,entidad_sin_isin_pendiente,5,52 | 56 | 64 | 68 | 83,CL0001737767 | XS0213272122 | MX0MGO0000J5 | US91086QBB32 | US912810RH32,0.0,64682.2087434976,64682.2087434976
H10J_0000035,2015-05,CA-0001-my2015.XLS,1,43,ADS,entidad_sin_isin_pendiente,3,45 | 47 | 49,US05367G1004 | US1512908898 | US40053C1053,0.0,62674.7112071619,62674.7112071619
H10J_0000036,2015-05,CA-0001-my2015.XLS,1,26,ACC EXTRANJERO,entidad_sin_isin_pendiente,6,28 | 30 | 34 | 38 | 40 | 42,US0378331005 | US2547091080 | US59156R1086 | US92826C8394 | PAP310761054 | US0846701086,0.0,269848.795186418,269848.795186418
H10J_0000037,2015-05,CA-0001-my2015.XLS,1,21,AC PRF.CIAL EXT,entidad_sin_isin_pendiente,1,23,PAI69PA00017,0.0,9831.598226496,9831.598226496
H10J_0000038,2015-05,CA-0001-my2015.XLS,1,7,BROWN BROTHERS,entidad_sin_isin_pendiente,9,9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 19,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,8.10365021988644e-10,31375.7386499229,31375.7386244971
H10J_0000039,2015-05,CA-0001-my2015.XLS,1,6,CTA CTE EXT,entidad_sin_isin_pendiente,9,9 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 19,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,8.10365021988644e-10,31375.7386499229,31375.7386244971
H10J_0000040,2015-06,CA-0001-jn2015.XLS,1,94,BON SIS FIN EXT,entidad_sin_isin_pendiente,6,99 | 104 | 108 | 117 | 121 | 123,US05966UAR59 | USP16259AB20 | XS0835507087 | XS0246220379 | US59022CAP86 | US61747YBA29,9.506155927018904e-17,114809.14583207041,114809.14583207041
H10J_0000041,2015-06,CA-0001-jn2015.XLS,1,91,TIT.EMP.PUB.EXT,entidad_sin_isin_pendiente,1,93,USP9379RAB35,0.0,19260.5273754502,19260.5273754502
H10J_0000042,2015-06,CA-0001-jn2015.XLS,1,56,TIT ESTAD EXTRA,entidad_sin_isin_pendiente,6,58 | 62 | 68 | 74 | 89 | 90,CL0001737767 | XS0213272122 | US195325BR53 | US91086QBB32 | US912810RH32 | US912828XB14,8.557718883576122e-18,106277.7025216872,106277.7025216872
H10J_0000043,2015-06,CA-0001-jn2015.XLS,1,49,ADS,entidad_sin_isin_pendiente,3,51 | 53 | 55,US05367G1004 | US1512908898 | US40053C1053,0.0,70315.62684854401,70315.62684854401
H10J_0000044,2015-06,CA-0001-jn2015.XLS,1,30,ACC EXTRANJERO,entidad_sin_isin_pendiente,7,32 | 34 | 36 | 40 | 44 | 46 | 48,US0378331005 | US2547091080 | US26875P1012 | US59156R1086 | US92826C8394 | PAP310761054 | US0846701086,0.0,252826.33693152003,252826.33693152003
H10J_0000045,2015-06,CA-0001-jn2015.XLS,1,25,AC PRF.CIAL EXT,entidad_sin_isin_pendiente,1,27,PAI69PA00017,0.0,9748.071680256,9748.071680256
H10J_0000046,2015-06,CA-0001-jn2015.XLS,1,7,BROWN BROTHERS,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,1.0592892220344607e-09,54547.23239509329,54547.232337312
H10J_0000047,2015-06,CA-0001-jn2015.XLS,1,6,CTA CTE EXT,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,1.0592892220344607e-09,54547.23239509329,54547.232337312
H10J_0000048,2015-07,CA-0001-jl2015.XLS,1,95,BON SIS FIN EXT,entidad_sin_isin_pendiente,6,100 | 105 | 109 | 118 | 122 | 124,US05966UAR59 | USP16259AB20 | XS0835507087 | XS0246220379 | US59022CAP86 | US61747YBA29,3.521237107182499e-17,103315.3603791999,103315.3603791999
H10J_0000049,2015-07,CA-0001-jl2015.XLS,1,92,TIT.EMP.PUB.EXT,entidad_sin_isin_pendiente,1,94,USP9379RAB35,0.0,17607.639192946797,17607.639192946797
H10J_0000050,2015-07,CA-0001-jl2015.XLS,1,58,TIT ESTAD EXTRA,entidad_sin_isin_pendiente,5,60 | 64 | 70 | 76 | 90,CL0001737767 | XS0213272122 | US195325BR53 | US91086QBB32 | US912810RH32,3.638645248020783e-17,12497.710545808799,12497.710545808799
H10J_0000051,2015-07,CA-0001-jl2015.XLS,1,51,ADS,entidad_sin_isin_pendiente,3,53 | 55 | 57,US05367G1004 | US1512908898 | US40053C1053,0.0,105144.911184588,105144.911184588
H10J_0000052,2015-07,CA-0001-jl2015.XLS,1,30,ACC EXTRANJERO,entidad_sin_isin_pendiente,8,32 | 34 | 36 | 38 | 42 | 46 | 48 | 50,US0378331005 | US2547091080 | US26875P1012 | CLP3880F1085 | US59156R1086 | US92826C8394 | PAP310761054 | US0846701086,9.294407234196044e-17,313132.7229740343,313132.7229740343
H10J_0000053,2015-07,CA-0001-jl2015.XLS,1,25,AC PRF.CIAL EXT,entidad_sin_isin_pendiente,1,27,PAI69PA00017,0.0,8298.39471264,8298.39471264
H10J_0000054,2015-07,CA-0001-jl2015.XLS,1,7,BROWN BROTHERS,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,7.500277735000837e-10,42531.7584152763,42531.7583833763
H10J_0000055,2015-07,CA-0001-jl2015.XLS,1,6,CTA CTE EXT,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,7.500277735000837e-10,42531.7584152763,42531.7583833763
H10J_0000056,2015-08,CA-0001-ag2015.XLS,1,95,BON SIS FIN EXT,entidad_sin_isin_pendiente,6,100 | 105 | 109 | 118 | 122 | 124,US05966UAR59 | USP16259AB20 | XS0835507087 | XS0246220379 | US59022CAP86 | US61747YBA29,3.675657748193616e-17,98974.90616147761,98974.90616147761
H10J_0000057,2015-08,CA-0001-ag2015.XLS,1,92,TIT.EMP.PUB.EXT,entidad_sin_isin_pendiente,1,94,USP9379RAB35,0.0,16950.331330839203,16950.331330839203
H10J_0000058,2015-08,CA-0001-ag2015.XLS,1,56,TIT ESTAD EXTRA,entidad_sin_isin_pendiente,7,58 | 62 | 68 | 74 | 88 | 90 | 91,CL0001737767 | XS0213272122 | US195325BR53 | US91086QBB32 | US912810RH32 | US912810RN00 | US912828K742,3.092037397401082e-18,147070.45628513038,147070.45628513038
H10J_0000059,2015-08,CA-0001-ag2015.XLS,1,49,ADS,entidad_sin_isin_pendiente,2,51 | 55,US05367G1004 | US40053C1053,0.0,52933.386429356804,52933.386429356804
H10J_0000060,2015-08,CA-0001-ag2015.XLS,1,28,ACC EXTRANJERO,entidad_sin_isin_pendiente,8,30 | 32 | 34 | 36 | 40 | 44 | 46 | 48,US0378331005 | US2547091080 | US26875P1012 | CLP3880F1085 | US59156R1086 | US92826C8394 | PAP310761054 | US0846701086,1.2462544497980923e-16,233530.4035339562,233530.40353395624
H10J_0000061,2015-08,CA-0001-ag2015.XLS,1,7,BROWN BROTHERS,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,4.751939476573218e-09,11236.464686876901,11236.4646334819
H10J_0000062,2015-08,CA-0001-ag2015.XLS,1,6,CTA CTE EXT,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,4.751939476573218e-09,11236.464686876901,11236.4646334819
H10J_0000063,2015-09,CA-0001-se2015.XLS,1,96,BON SIS FIN EXT,entidad_sin_isin_pendiente,6,101 | 106 | 110 | 119 | 123 | 125,US05966UAR59 | USP16259AB20 | XS0835507087 | XS0246220379 | US59022CAP86 | US61747YBA29,0.0,92277.85909500929,92277.85909500929
H10J_0000064,2015-09,CA-0001-se2015.XLS,1,93,TIT.EMP.PUB.EXT,entidad_sin_isin_pendiente,1,95,USP9379RAB35,0.0,16371.3492833082,16371.3492833082
H10J_0000065,2015-09,CA-0001-se2015.XLS,1,56,TIT ESTAD EXTRA,entidad_sin_isin_pendiente,7,58 | 62 | 68 | 75 | 89 | 91 | 92,CL0001737767 | XS0213272122 | US195325BR53 | US91086QBB32 | US912810RH32 | US912810RN00 | US912828K742,1.2617261019152745e-17,72083.37058196179,72083.37058196179
H10J_0000066,2015-09,CA-0001-se2015.XLS,1,49,ADS,entidad_sin_isin_pendiente,2,51 | 55,US05367G1004 | US40053C1053,0.0,50001.3523373135,50001.3523373135
H10J_0000067,2015-09,CA-0001-se2015.XLS,1,28,ACC EXTRANJERO,entidad_sin_isin_pendiente,7,30 | 32 | 36 | 40 | 44 | 46 | 48,US0378331005 | US2547091080 | CLP3880F1085 | US59156R1086 | US92826C8394 | PAP310761054 | US0846701086,0.0,187388.7572336572,187388.7572336572
H10J_0000068,2015-09,CA-0001-se2015.XLS,1,7,BROWN BROTHERS,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,3.833293088394322e-10,140584.6051462483,140584.6050923581
H10J_0000069,2015-09,CA-0001-se2015.XLS,1,6,CTA CTE EXT,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,3.833293088394322e-10,140584.6051462483,140584.6050923581
H10J_0000070,2015-10,CA-0001-oc2015.XLS,1,94,BON SIS FIN EXT,entidad_sin_isin_pendiente,6,99 | 104 | 108 | 117 | 121 | 123,US05966UAR59 | USP16259AB20 | XS0835507087 | XS0246220379 | US59022CAP86 | US61747YBA29,0.0,99607.75611816089,99607.75611816089
H10J_0000071,2015-10,CA-0001-oc2015.XLS,1,91,TIT.EMP.PUB.EXT,entidad_sin_isin_pendiente,1,93,USP9379RAB35,0.0,17701.531028307203,17701.531028307203
H10J_0000072,2015-10,CA-0001-oc2015.XLS,1,59,TIT ESTAD EXTRA,entidad_sin_isin_pendiente,6,61 | 71 | 76 | 88 | 89 | 90,CL0001737767 | US195325BR53 | US91086QBB32 | US912810RH32 | US912810RN00 | US912828K742,0.0,72179.2642694238,72179.2642694238
H10J_0000073,2015-10,CA-0001-oc2015.XLS,1,52,ADS,entidad_sin_isin_pendiente,2,54 | 58,US05367G1004 | US40053C1053,0.0,42167.890929425004,42167.890929425004
H10J_0000074,2015-10,CA-0001-oc2015.XLS,1,31,ACC EXTRANJERO,entidad_sin_isin_pendiente,7,33 | 35 | 39 | 43 | 47 | 49 | 51,US0378331005 | US2547091080 | CLP3880F1085 | US59156R1086 | US92826C8394 | PAP310761054 | US0846701086,1.3128228289315311e-17,138555.5890299592,138555.5890299592
H10J_0000075,2015-11,CA-0001-no2015.XLS,1,408,DEP ON CMS,entidad_sin_isin_pendiente,2,409 | 413,A NZ Bank Group | DnB Bank,1.3771426069715705e-16,52833.72671319601,52833.726713195996
H10J_0000076,2015-11,CA-0001-no2015.XLS,1,103,BON SIS FIN EXT,entidad_sin_isin_pendiente,6,108 | 113 | 117 | 125 | 129 | 131,US05966UAR59 | USP16259AB20 | XS0835507087 | XS0246220379 | US59022CAP86 | US61747YBA29,1.1151148989471906e-16,97872.7522301,97872.7522301
H10J_0000077,2015-11,CA-0001-no2015.XLS,1,100,TIT.EMP.PUB.EXT,entidad_sin_isin_pendiente,1,102,USP9379RAB35,0.0,16836.0236641558,16836.0236641558
H10J_0000078,2015-11,CA-0001-no2015.XLS,1,59,TIT ESTAD EXTRA,entidad_sin_isin_pendiente,4,61 | 97 | 98 | 99,CL0001737767 | US912810RH32 | US912810RN00 | US912828K742,7.042290831183299e-17,25829.512684868998,25829.512684869
H10J_0000079,2015-11,CA-0001-no2015.XLS,1,52,ADS,entidad_sin_isin_pendiente,2,54 | 58,US05367G1004 | US40053C1053,0.0,45862.0841946009,45862.0841946009
H10J_0000080,2015-11,CA-0001-no2015.XLS,1,31,ACC EXTRANJERO,entidad_sin_isin_pendiente,7,33 | 35 | 39 | 43 | 47 | 49 | 51,US0378331005 | US2547091080 | CLP3880F1085 | US59156R1086 | US92826C8394 | PAP310761054 | US0846701086,0.0,141405.4698261192,141405.4698261192
H10J_0000081,2015-12,CA-0001-di2015.XLS,1,99,BON SIS FIN EXT,entidad_sin_isin_pendiente,6,104 | 109 | 113 | 121 | 125 | 127,US05966UAR59 | USP16259AB20 | XS0835507087 | XS0246220379 | US59022CAP86 | US61747YBA29,1.6715320981829398e-16,43528.67421506801,43528.67421506801
H10J_0000082,2015-12,CA-0001-di2015.XLS,1,96,TIT.EMP.PUB.EXT,entidad_sin_isin_pendiente,1,98,USP9379RAB35,0.0,16947.1762048212,16947.1762048212
H10J_0000083,2015-12,CA-0001-di2015.XLS,1,55,TIT ESTAD EXTRA,entidad_sin_isin_pendiente,4,57 | 93 | 94 | 95,CL0001737767 | US912810RH32 | US912810RN00 | US912828K742,1.1839368315667034e-16,15363.9058693595,15363.905869359502
H10J_0000084,2015-12,CA-0001-di2015.XLS,1,31,ACC EXTRANJERO,entidad_sin_isin_pendiente,6,33 | 35 | 39 | 43 | 47 | 49,US0378331005 | US2547091080 | CLP3880F1085 | US59156R1086 | US92826C8394 | US0846701086,0.0,93019.3196940466,93019.3196940466
H10J_0000085,2015-12,CA-0001-di2015.XLS,1,7,BROWN BROTHERS,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,6.950523471730141e-10,81555.872506912,81555.8724502264
H10J_0000086,2015-12,CA-0001-di2015.XLS,1,6,CTA CTE EXT,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,6.950523471730141e-10,81555.872506912,81555.8724502264
H10J_0000087,2016-01,CA-0001-en2016.XLS,1,354,Altamar,entidad_sin_isin_pendiente,2,355 | 356,"Altamar V - Private Equity Program 2010, F.C.R (de Régimen Simplificado) | Altamar Global Private Equity Program VIII, FCR",0.0,21749.5675541852,21749.5675541852
H10J_0000088,2016-01,CA-0001-en2016.XLS,1,91,BON SIS FIN EXT,entidad_sin_isin_pendiente,5,96 | 101 | 112 | 116 | 118,US05966UAR59 | USP16259AB20 | XS0246220379 | US59022CAP86 | US61747YBA29,5.289037441971386e-17,34391.690803910504,34391.6908039105
H10J_0000089,2016-01,CA-0001-en2016.XLS,1,88,TIT.EMP.PUB.EXT,entidad_sin_isin_pendiente,1,90,USP9379RAB35,0.0,15517.684183537,15517.684183537
H10J_0000090,2016-01,CA-0001-en2016.XLS,1,50,TIT ESTAD EXTRA,entidad_sin_isin_pendiente,1,52,CL0001737767,0.0,3553.32268125,3553.32268125
H10J_0000091,2016-01,CA-0001-en2016.XLS,1,31,ACC EXTRANJERO,entidad_sin_isin_pendiente,6,33 | 35 | 39 | 43 | 47 | 49,US0378331005 | US2547091080 | CLP3880F1085 | US59156R1086 | US92826C8394 | US0846701086,0.0,60633.8469924852,60633.8469924852
H10J_0000092,2016-01,CA-0001-en2016.XLS,1,7,BROWN BROTHERS,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,3.4696320975504188e-09,16524.6916553274,16524.691597992798
H10J_0000093,2016-01,CA-0001-en2016.XLS,1,6,CTA CTE EXT,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,3.4696320975504188e-09,16524.6916553274,16524.691597992798
H10J_0000094,2016-02,CA-0001-fe2016.XLS,1,338,Altamar,entidad_sin_isin_pendiente,2,339 | 340,"Altamar V - Private Equity Program 2010, F.C.R (de Régimen Simplificado) | Altamar Global Private Equity Program VIII, FCR",1.6408422462656488e-16,22171.4111479717,22171.411147971703
H10J_0000095,2016-02,CA-0001-fe2016.XLS,1,84,BON SIS FIN EXT,entidad_sin_isin_pendiente,5,89 | 93 | 100 | 104 | 106,US05966UAR59 | USP16259AB20 | XS0246220379 | US59022CAP86 | US61747YBA29,0.0,35209.0829622127,35209.0829622127
H10J_0000096,2016-02,CA-0001-fe2016.XLS,1,81,TIT.EMP.PUB.EXT,entidad_sin_isin_pendiente,1,83,USP9379RAB35,0.0,15803.734657227002,15803.734657227002
H10J_0000097,2016-02,CA-0001-fe2016.XLS,1,47,TIT ESTAD EXTRA,entidad_sin_isin_pendiente,1,49,CL0001737767,0.0,3715.4101450747,3715.4101450747
H10J_0000098,2016-02,CA-0001-fe2016.XLS,1,28,ACC EXTRANJERO,entidad_sin_isin_pendiente,5,30 | 36 | 40 | 44 | 46,US0378331005 | CLP3880F1085 | US59156R1086 | US92826C8394 | US0846701086,0.0,61003.104012923,61003.104012923
H10J_0000099,2016-02,CA-0001-fe2016.XLS,1,7,BROWN BROTHERS,entidad_sin_isin_pendiente,9,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD,8.479139342836952e-09,18594.3989285126,18594.3987708481
H10J_0000100,2016-02,CA-0001-fe2016.XLS,1,6,CTA CTE EXT,entidad_sin_isin_pendiente,10,10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 20 | 25,BRL | CAD | CLP | COP | EUR | GBP | JPY | MXN | USD | Societe General,6.594259805370305e-09,23909.355337652603,23909.355179988102
H10J_0000101,2016-03,CA-0001-ma2016.XLS,1,347,Altamar,entidad_sin_isin_pendiente,2,348 | 349,"Altamar V - Private Equity Program 2010, F.C.R (de Régimen Simplificado) | Altamar Global Private Equity Program VIII, FCR",0.0,21816.9619553848,21816.9619553848
H10J_0000102,2016-03,CA-0001-ma2016.XLS,1,89,BON SIS FIN EXT,entidad_sin_isin_pendiente,4,96 | 104 | 108 | 110,USP16259AB20 | XS0246220379 | US59022CAP86 | US61747YBA29,5.940729690906531e-17,15309.4779445207,15309.477944520699
