afp,modelo_base,nombre_calibracion,metodo,ventana,vida_media,n,mae_retorno,rmse_retorno,r2_retorno,sesgo_retorno,desviacion_residual,varianza_residual,correlacion_retorno,direccion_pct,volatilidad_real,volatilidad_estimada,razon_volatilidad_estimada_real,mape_cuota_pct,mediana_error_abs_pct,p90_error_abs_pct,error_maximo_abs_pct,sesgo_cuota_pct
Habitat,EW_RIDGE_HL60_A0.001,AFIN_W250,AFIN,250.0,,593,0.008165339025855502,0.013475387529550867,0.06858779436508988,-0.00035839478495903776,0.013481993120584557,0.00018176413850348933,0.4654904010375046,73.18718381112986,0.013974516620122718,0.011870829681642376,0.8494626329005812,0.8136316617866882,0.5359466543231384,1.7462652572100268,9.673518446281658,-0.023977605106800064
Integra,EW_RIDGE_HL120_A0.001,IDENTIDAD_EW,IDENTIDAD,,,593,0.008923774575873742,0.01272278644306157,0.24039719189919684,-0.001302621666892012,0.012666610962536238,0.0001604430332762432,0.5011242522411802,67.62225969645868,0.014610176078195699,0.006553171787257571,0.44853475770477247,0.8909807340011331,0.6319858717777072,2.0874772904450216,6.221121064120871,-0.11344792039804635
Prima,EW_RIDGE_HL250_A0.001,IDENTIDAD_EW,IDENTIDAD,,,593,0.008848310532004595,0.013436612739605638,0.24634833630303143,-0.0016076910804677974,0.013351348091111933,0.00017825849585003826,0.5071907193861593,73.86172006745363,0.01549069712392578,0.0076982209204369345,0.496957681042439,0.8850441741708952,0.5604819531582983,2.144105978247895,7.294599347992925,-0.14236368596319415
Profuturo,EW_RIDGE_HL250_A0.001,HUBER_W120,HUBER,120.0,,593,0.009134119711584518,0.013959123868323675,0.16013617723422957,-5.706095939530595e-05,0.013970791970791069,0.0001951830282911202,0.513052481814523,66.77908937605397,0.015244746856645336,0.012715670164574751,0.8341017587334921,0.9139844528927978,0.6427748232950337,1.9168435145078637,9.821242972469546,0.007697077466977303
