escenario,variante_confianza,afp_presentes,afp_mejora_positiva,afp_ic_base_positivo,afp_ic_placebo_permutado_positivo,mejora_media_pct,mejora_mediana_pct,mejora_minima_pct,mejora_maxima_pct,rolling_positivo_mediano,anios_positivos_mediano,orden_variante,ranking_uniforme,modelo_operativo_con_composicion,regla_sin_composicion_vigente
ampliado_15pct,alta,4,4,3,3,4.231430510911562,3.9184404433029303,2.6282081785601044,6.460632978480284,0.6676457770417502,0.7,0,1,blend_dinamico_M0_M2,lambda=0; fallback_modelo_base
