anio,mes,archivo,hoja,fila_excel_aprox,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13
0,0,FP-1356-my2026.XLS,Fondo3xIntru,10,,,Bonos Brady,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,11,,,Letras del Tesoro,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,12,,2. Sistema Financiero,,426685.969217,7.287653399098636,195331.858148,5.583416926075568,443674.947503,14.000723068772263,315956.151093,8.67046498649324,1381648.925961,8.546455566512991
0,0,FP-1356-my2026.XLS,Fondo3xIntru,13,,,Certificados y Depósitos a Plazo  2/,141541.827056,2.417486984519744,3289.808743,0.0940367536221365,214727.14934,6.7759862714266,74708.894275,2.050160599026755,434267.679414,2.6862463802104988
0,0,FP-1356-my2026.XLS,Fondo3xIntru,14,,,Papeles Comerciales,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,15,,,Títulos de Deuda emitidos por Organismos Internacionales en el mercado local,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,16,,,Títulos de Deuda emitidos por Entidades Financieras del Exterior en el mercado local ,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,17,,,Bonos de Arrendamiento Financiero ,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,18,,,Bonos Subordinados,0,0,0,0,6791.769623,0.21432286446121648,0,0,6791.769623,0.04201179924240801
0,0,FP-1356-my2026.XLS,Fondo3xIntru,19,,,Otros Bonos Sector Financiero,2928.181817,0.05001236438826088,0,0,0,0,0,0,2928.181817,0.018112832659175952
0,0,FP-1356-my2026.XLS,Fondo3xIntru,20,,,Letras Hipotecarias,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,21,,,Bonos Hipotecarios,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,22,,,Acciones y Valores representativos sobre Acciones,282215.960344,4.820154050190631,192042.049405,5.489380172453432,222156.02854,7.010413932884449,241247.256818,6.620304387466485,937661.295107,5.800084554400909
0,0,FP-1356-my2026.XLS,Fondo3xIntru,23,,,Acciones Preferentes,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,24,,3. Empresas no Financieras ,,1592836.052099,27.205106112553285,886022.033999,25.326285575789836,864967.941454,27.295155337977672,683322.0353,18.751715265147784,4027148.062852,24.91070005717574
0,0,FP-1356-my2026.XLS,Fondo3xIntru,25,,,Papeles Comerciales,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,26,,,Pagarés LP,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,27,,,Títulos de Deuda emitidos por Entidades No Financieras del Exterior en el mercado local ,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,28,,,Bonos Corporativos Coemitidos,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,29,,,Bonos de Empresas no Financieras ,4064.254555,0.06941610612812199,0,0,7168.00854,0.22619555845545236,0,0,11232.263095,0.0694793269469895
0,0,FP-1356-my2026.XLS,Fondo3xIntru,30,,,Bonos para Nuevos Proyectos,0,0,0,0,44002.866877,1.3885660140248581,8223.45794,0.2256680361816495,52226.324817,0.3230559920569608
0,0,FP-1356-my2026.XLS,Fondo3xIntru,31,,,Bonos Estructurados,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,32,,,Bonos convertibles emitidos en el mercado local,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,33,,,Acciones y Valores representativos sobre Acciones,1588771.797543,27.13569000640808,886022.033999,25.326285575789836,813797.066037,25.680393765497367,675098.577361,18.526047228993576,3963689.47494,24.518164738171794
0,0,FP-1356-my2026.XLS,Fondo3xIntru,34,,,Certificados de Suscripción Preferente,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,35,,,Certificados Prov. Acc.,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,36,,,Fondo de inversiones alternativos,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,37,,4. Administradoras de Fondos,,72354.158412,1.2357847844346803,174566.174601,4.989845195907517,59043.506617,1.863192388495747,325248.252358,8.925458720245294,631212.091989,3.9044839798775146
0,0,FP-1356-my2026.XLS,Fondo3xIntru,38,,,Fondos Mutuos del Extranjero - ETF del mercado local,0,0,64811.700709,1.8525946058025544,0,0,278262.379171,7.636072940229945,343074.07988,2.122150804465296
0,0,FP-1356-my2026.XLS,Fondo3xIntru,39,,,Fondo Mutuo  Alternativo Extranjero - Límite,0,0,23009.447317,0.6577080606689416,27509.794454,0.8681062926743159,12379.407019,0.3397155419841616,62898.64879,0.38907170770863025
0,0,FP-1356-my2026.XLS,Fondo3xIntru,40,,,Fondo Mutuo Local,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,41,,,Fondo de Inversión Tradicional,72354.158412,1.2357847844346803,19112.823,0.5463259319554017,148.69889899999998,0.00469238147713143,0,0,91615.680311,0.5667064376930744
0,0,FP-1356-my2026.XLS,Fondo3xIntru,42,,,Fondo de Inversión Alternativo,0,0,67632.203576,1.9332165975092037,31385.013264,0.9903937143442997,34606.466168,0.9496702380311867,133623.683008,0.8265550300105142
0,0,FP-1356-my2026.XLS,Fondo3xIntru,43,,5. Sociedades Titulizadoras,,363.579866,0.0062098222989638435,0,0,0,0,106853.59269,2.932275035300558,107217.172555,0.6632124731477039
0,0,FP-1356-my2026.XLS,Fondo3xIntru,44,,,Bonos de Titulización 3/,363.579866,0.0062098222989638435,0,0,0,0,25.548616,0.0007011048201310638,389.12848199999996,0.0024070291798363288
0,0,FP-1356-my2026.XLS,Fondo3xIntru,45,,,Titulos con Derecho de Participación,0,0,0,0,0,0,106828.044074,2.9315739304804267,106828.044074,0.6608054439740534
0,0,FP-1356-my2026.XLS,Fondo3xIntru,46,,,Papel Comercial,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,47,,,Papel Comercial TIT,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,48,II. INVERSIONES EN EL EXTERIOR,,,3320911.700975,56.72005922793453,2158775.596564,61.707006321117795,1756518.508944,55.42915899873169,2175093.022657,59.68887717511851,9411298.829139,58.21540172404303
0,0,FP-1356-my2026.XLS,Fondo3xIntru,49,,1. Gobierno,,0,0,0,0,3455.112727,0.10903044387420695,122288.887561,3.355850215819236,125744.000288,0.777813734751402
0,0,FP-1356-my2026.XLS,Fondo3xIntru,50,,,Títulos de Deuda,0,0,0,0,3455.112727,0.10903044387420695,122288.887561,3.355850215819236,125744.000288,0.777813734751402
0,0,FP-1356-my2026.XLS,Fondo3xIntru,51,,2. Sistema Financiero,,122.283014,0.002088552909917481,32419.013231,0.9266735540061546,82060.302352,2.5895164345791795,6629.695351,0.18193202193757207,121231.293949,0.7498995204482574
0,0,FP-1356-my2026.XLS,Fondo3xIntru,52,,,Bonos del Sistema Financiero,0,0,0,0,17882.255827,0.5642971573847388,0,0,17882.255827,0.11061413792087114
0,0,FP-1356-my2026.XLS,Fondo3xIntru,53,,,Títulos de Deuda Emitidos por Organismo Internacional,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,54,,,Certificados y Depósitos a Plazo  2/ 4/,122.283014,0.002088552909917481,32419.013231,0.9266735540061546,64178.046526,2.025219277225997,6629.695351,0.18193202193757207,103349.038122,0.6392853825273863
0,0,FP-1356-my2026.XLS,Fondo3xIntru,55,,,Fondos Mutuos,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,56,,,Acciones y Valores representativos sobre Acciones,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,57,,3. Empresas no Financieras,,14823.398641,0.2531786824172275,21318.3286,0.6093686809178578,0,0,0,0,36141.727241,0.22356161551487908
0,0,FP-1356-my2026.XLS,Fondo3xIntru,58,,,Bonos Corporativos,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,59,,,Bonos Corporativos Coemitidos,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,60,,,Depósitos del Extranjero,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,61,,,Acciones y Valores representativos sobre Acciones,14823.398641,0.2531786824172275,21318.3286,0.6093686809178578,0,0,0,0,36141.727241,0.22356161551487908
0,0,FP-1356-my2026.XLS,Fondo3xIntru,62,,4. Administradoras de Fondos,,3305966.019319,56.464791992590314,2105038.254733,60.17096408619378,1671003.093864,52.73061212024675,2046174.439746,56.15109493738915,9128181.807661,56.4641268533285
0,0,FP-1356-my2026.XLS,Fondo3xIntru,63,,,Fondos Mutuos Alternativos del Extranjero,555746.209487,9.491959063093455,446729.450279,12.769431457383295,228180.83106,7.20053418218248,378361.942784,10.383003988944692,1609018.43361,9.952893452280916
0,0,FP-1356-my2026.XLS,Fondo3xIntru,64,,,Fondos Mutuos del Extranjero,2750219.809832,46.97283292949685,1658308.804454,47.401532628810486,1442822.262804,45.53007793806427,1667812.496961,45.76809094841702,7519163.374052,46.511233401053765
0,0,FP-1356-my2026.XLS,Fondo3xIntru,65,,,Fondos de inversión,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,66,,5. Sociedades Titulizadoras,,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,67,,,Bonos de Titulización,0,0,0,0,0,0,0,0,0,0
0,0,FP-1356-my2026.XLS,Fondo3xIntru,68,III. OPERACIONES EN TRÁNSITO,,,61054.478638,1.0427900396934082,-26362.687452,-0.7535579537916964,-39758.119912,-1.2546176649272913,-3893.654744,-0.10684962774283285,-8959.98347,-0.0554237036371477
0,0,FP-1356-my2026.XLS,Fondo3xIntru,69,TOTAL,,,5854915.78496,100,3498428.663562,100,3168943.099036,100,3644050.827553,100,16166338.375111,100
0,0,FP-1356-my2026.XLS,Fondo3xIntru,70,,,Fondo de Pensiones,5789281.743791,98.87899256659509,3449840.614084,98.61114648458977,3130659.936231,98.79192646858677,3557520.738821,97.6254423215577,15927303.032926,98.52140084762169
0,0,FP-1356-my2026.XLS,Fondo3xIntru,71,,,Encaje Legal,65634.04117,1.1210074334220061,48588.049478,1.388853515410231,38283.162805,1.208073531413228,86530.088732,2.374557678442302,239035.342185,1.4785991523783055
0,0,FP-1356-my2026.XLS,Fondo3xIntru,72,1/  Incluye Depósitos Overnight y Certificados de Depóstito con Negociación Restringida del BCRP,,,,,,,,,,,,
0,0,FP-1356-my2026.XLS,Fondo3xIntru,73,2/  Incluye Cuenta Corriente.,,,,,,,,,,,,
0,0,FP-1356-my2026.XLS,Fondo3xIntru,74,3/ Incluye Bonos de Titulización Hipotecarios.,,,,,,,,,,,,
0,0,FP-1356-my2026.XLS,Fondo3xIntru,75,4/ Incluye transferencias para liquidar Operaciones en Tránsito generadas por Inversiones en el Exterior.,,,,,,,,,,,,
