anio,mes,archivo,hoja,fecha_cartera,fila_codigos,fila_inicio_datos,frontera_metadatos_columna,afp_fondo3_detectadas,numero_afp_detectadas,unidad,filas_base,filas_canonicas,registros_largos,registros_refinados,parejas_exactas_originales,parejas_exactas_heuristicas,pendientes,fusiones_nuevas,incidencias_iniciales,estado_proceso,error,grupos_reconciliados,grupos_sin_isin,grupos_revisar,registros_isin,fondos_sin_isin_pareja
2015,1,CA-0001-en2015.XLS,3,2015-01-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,534,521,700,468.0,0.0,232.0,236.0,232.0,0.0,correcto,,,,,,
2015,1,CA-0001-en2015.XLS,9,2015-01-30,3,4,2,Integra | Prima | Profuturo,3,unidades,35,23,50,,,,,,,correcto,,,,,,
2015,1,CA-0001-en2015.XLS,10,2015-01-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,391,287,324,297.0,,,63.0,27.0,,correcto,,90.0,63.0,2.0,207.0,27.0
2015,2,CA-0001-fe2015.XLS,3,2015-02-27,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,535,522,703,475.0,0.0,228.0,247.0,228.0,0.0,correcto,,,,,,
2015,2,CA-0001-fe2015.XLS,9,2015-02-27,3,4,2,Integra | Prima | Profuturo,3,unidades,37,24,52,,,,,,,correcto,,,,,,
2015,2,CA-0001-fe2015.XLS,10,2015-02-27,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,381,280,319,291.0,,,61.0,28.0,,correcto,,89.0,62.0,1.0,202.0,28.0
2015,3,CA-0001-ma2015.XLS,3,2015-03-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,529,516,714,476.0,0.0,238.0,238.0,238.0,0.0,correcto,,,,,,
2015,3,CA-0001-ma2015.XLS,9,2015-03-31,3,4,2,Integra | Prima | Profuturo,3,unidades,37,24,52,,,,,,,correcto,,,,,,
2015,3,CA-0001-ma2015.XLS,10,2015-03-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,381,278,322,294.0,,,62.0,28.0,,correcto,,87.0,65.0,1.0,204.0,28.0
2015,4,CA-0001-ab2015.XLS,3,2015-04-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,532,519,709,475.0,0.0,234.0,241.0,234.0,0.0,correcto,,,,,,
2015,4,CA-0001-ab2015.XLS,9,2015-04-30,3,4,2,Integra | Prima | Profuturo,3,unidades,37,24,52,,,,,,,correcto,,,,,,
2015,4,CA-0001-ab2015.XLS,10,2015-04-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,379,277,318,290.0,,,62.0,28.0,,correcto,,88.0,65.0,1.0,200.0,28.0
2015,5,CA-0001-my2015.XLS,3,2015-05-29,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,530,517,710,475.0,0.0,235.0,240.0,235.0,0.0,correcto,,,,,,
2015,5,CA-0001-my2015.XLS,9,2015-05-29,3,4,2,Integra | Prima | Profuturo,3,unidades,39,25,53,,,,,,,correcto,,,,,,
2015,5,CA-0001-my2015.XLS,10,2015-05-29,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,382,278,325,297.0,,,64.0,28.0,,correcto,,88.0,65.0,1.0,205.0,28.0
2015,6,CA-0001-jn2015.XLS,3,2015-06-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,536,523,727,487.0,0.0,240.0,247.0,240.0,0.0,correcto,,,,,,
2015,6,CA-0001-jn2015.XLS,9,2015-06-30,3,4,2,Integra | Prima | Profuturo,3,unidades,39,25,53,,,,,,,correcto,,,,,,
2015,6,CA-0001-jn2015.XLS,10,2015-06-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,389,285,328,300.0,,,64.0,28.0,,correcto,,88.0,67.0,1.0,208.0,28.0
2015,7,CA-0001-jl2015.XLS,3,2015-07-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,547,534,756,502.0,0.0,254.0,248.0,254.0,0.0,correcto,,,,,,
2015,7,CA-0001-jl2015.XLS,9,2015-07-31,3,4,2,Integra | Prima | Profuturo,3,unidades,41,27,56,,,,,,,correcto,,,,,,
2015,7,CA-0001-jl2015.XLS,10,2015-07-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,393,287,322,294.0,,,64.0,28.0,,correcto,,92.0,67.0,1.0,202.0,28.0
2015,8,CA-0001-ag2015.XLS,3,2015-08-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,543,530,741,492.0,0.0,249.0,243.0,249.0,0.0,correcto,,,,,,
2015,8,CA-0001-ag2015.XLS,9,2015-08-31,3,4,2,Integra | Prima | Profuturo,3,unidades,41,27,56,,,,,,,correcto,,,,,,
2015,8,CA-0001-ag2015.XLS,10,2015-08-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,393,283,318,290.0,,,62.0,28.0,,correcto,,89.0,64.0,1.0,200.0,28.0
2015,9,CA-0001-se2015.XLS,3,2015-09-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,558,545,774,517.0,0.0,257.0,260.0,257.0,0.0,correcto,,,,,,
2015,9,CA-0001-se2015.XLS,9,2015-09-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,29,57,,,,,,,correcto,,,,,,
2015,9,CA-0001-se2015.XLS,10,2015-09-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,403,291,333,301.0,,,64.0,32.0,,correcto,,89.0,70.0,1.0,205.0,32.0
2015,10,CA-0001-oc2015.XLS,3,2015-10-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,564,551,787,526.0,0.0,261.0,265.0,261.0,0.0,correcto,,,,,,
2015,10,CA-0001-oc2015.XLS,9,2015-10-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,44,29,57,,,,,,,correcto,,,,,,
2015,10,CA-0001-oc2015.XLS,10,2015-10-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,404,296,339,305.0,,,69.0,34.0,,correcto,,90.0,79.0,1.0,202.0,34.0
2015,11,CA-0001-no2015.XLS,3,2015-11-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,553,540,768,515.0,0.0,253.0,262.0,253.0,0.0,correcto,,,,,,
2015,11,CA-0001-no2015.XLS,9,2015-11-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,44,29,57,,,,,,,correcto,,,,,,
2015,11,CA-0001-no2015.XLS,10,2015-11-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,410,301,335,301.0,,,63.0,34.0,,correcto,,91.0,73.0,1.0,204.0,34.0
2015,12,CA-0001-di2015.XLS,3,2015-12-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,556,543,762,513.0,0.0,249.0,264.0,249.0,0.0,correcto,,,,,,
2015,12,CA-0001-di2015.XLS,9,2015-12-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,46,30,58,,,,,,,correcto,,,,,,
2015,12,CA-0001-di2015.XLS,10,2015-12-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,414,306,327,292.0,,,63.0,35.0,,correcto,,90.0,78.0,1.0,194.0,35.0
2016,1,CA-0001-en2016.XLS,3,2016-01-29,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,556,543,753,506.0,0.0,247.0,259.0,247.0,0.0,correcto,,,,,,
2016,1,CA-0001-en2016.XLS,9,2016-01-29,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,30,58,,,,,,,correcto,,,,,,
2016,1,CA-0001-en2016.XLS,10,2016-01-29,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,414,300,312,277.0,,,57.0,35.0,,correcto,,91.0,74.0,1.0,185.0,35.0
2016,2,CA-0001-fe2016.XLS,3,2016-02-29,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,553,540,749,502.0,0.0,247.0,255.0,247.0,0.0,correcto,,,,,,
2016,2,CA-0001-fe2016.XLS,9,2016-02-29,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,30,58,,,,,,,correcto,,,,,,
2016,2,CA-0001-fe2016.XLS,10,2016-02-29,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,399,292,308,273.0,,,61.0,35.0,,correcto,,89.0,79.0,0.0,177.0,35.0
2016,3,CA-0001-ma2016.XLS,3,2016-03-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,553,540,740,495.0,0.0,245.0,250.0,245.0,0.0,correcto,,,,,,
2016,3,CA-0001-ma2016.XLS,9,2016-03-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,30,59,,,,,,,correcto,,,,,,
2016,3,CA-0001-ma2016.XLS,10,2016-03-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,406,298,315,280.0,,,65.0,35.0,,correcto,,91.0,79.0,0.0,180.0,35.0
2016,4,CA-0001-ab2016.XLS,3,2016-04-29,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,564,551,746,503.0,0.0,243.0,260.0,243.0,0.0,correcto,,,,,,
2016,4,CA-0001-ab2016.XLS,9,2016-04-29,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,44,30,58,,,,,,,correcto,,,,,,
2016,4,CA-0001-ab2016.XLS,10,2016-04-29,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,419,307,325,290.0,,,69.0,35.0,,correcto,,96.0,82.0,0.0,186.0,35.0
2016,5,CA-0001-my2016.XLS,3,2016-05-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,561,548,755,509.0,0.0,246.0,263.0,246.0,0.0,correcto,,,,,,
2016,5,CA-0001-my2016.XLS,9,2016-05-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,30,59,,,,,,,correcto,,,,,,
2016,5,CA-0001-my2016.XLS,10,2016-05-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,421,311,322,287.0,,,67.0,35.0,,correcto,,95.0,81.0,0.0,185.0,35.0
2016,6,CA-0001-jn2016.XLS,3,2016-06-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,559,546,748,504.0,0.0,244.0,260.0,244.0,0.0,correcto,,,,,,
2016,6,CA-0001-jn2016.XLS,9,2016-06-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,30,59,,,,,,,correcto,,,,,,
2016,6,CA-0001-jn2016.XLS,10,2016-06-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,423,312,326,291.0,,,68.0,35.0,,correcto,,95.0,83.0,0.0,188.0,35.0
2016,7,CA-0001-jl2016.XLS,3,2016-07-29,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,561,548,760,514.0,0.0,246.0,268.0,246.0,0.0,correcto,,,,,,
2016,7,CA-0001-jl2016.XLS,9,2016-07-29,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,46,30,59,,,,,,,correcto,,,,,,
2016,7,CA-0001-jl2016.XLS,10,2016-07-29,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,433,320,331,296.0,,,68.0,35.0,,correcto,,96.0,83.0,0.0,193.0,35.0
2016,8,CA-0001-ag2016.XLS,3,2016-08-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,597,584,788,534.0,0.0,254.0,280.0,254.0,0.0,correcto,,,,,,
2016,8,CA-0001-ag2016.XLS,9,2016-08-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,46,30,59,,,,,,,correcto,,,,,,
2016,8,CA-0001-ag2016.XLS,10,2016-08-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,462,334,340,303.0,,,65.0,37.0,,correcto,,109.0,86.0,0.0,201.0,37.0
2016,9,CA-0001-se2016.XLS,3,2016-09-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,584,571,773,528.0,0.0,245.0,283.0,245.0,0.0,correcto,,,,,,
2016,9,CA-0001-se2016.XLS,9,2016-09-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,30,58,,,,,,,correcto,,,,,,
2016,9,CA-0001-se2016.XLS,10,2016-09-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,452,332,336,299.0,,,68.0,37.0,,correcto,,105.0,87.0,0.0,194.0,37.0
2016,10,CA-0001-oc2016.XLS,3,2016-10-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,593,580,783,536.0,0.0,247.0,289.0,247.0,0.0,correcto,,,,,,
2016,10,CA-0001-oc2016.XLS,9,2016-10-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,30,58,,,,,,,correcto,,,,,,
2016,10,CA-0001-oc2016.XLS,10,2016-10-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,463,337,336,299.0,,,68.0,37.0,,correcto,,106.0,88.0,0.0,194.0,37.0
2016,11,CA-0001-no2016.XLS,3,2016-11-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,592,579,787,535.0,0.0,252.0,283.0,252.0,0.0,correcto,,,,,,
2016,11,CA-0001-no2016.XLS,9,2016-11-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,30,58,,,,,,,correcto,,,,,,
2016,11,CA-0001-no2016.XLS,10,2016-11-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,460,334,341,304.0,,,68.0,37.0,,correcto,,106.0,86.0,0.0,199.0,37.0
2016,12,CA-0001-di2016.XLS,3,2016-12-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,590,577,787,532.0,0.0,255.0,277.0,255.0,0.0,correcto,,,,,,
2016,12,CA-0001-di2016.XLS,9,2016-12-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,44,29,57,,,,,,,correcto,,,,,,
2016,12,CA-0001-di2016.XLS,10,2016-12-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,466,340,355,318.0,,,83.0,37.0,,correcto,,106.0,93.0,0.0,198.0,37.0
2017,1,CA-0001-en2017.XLS,3,2017-01-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,601,588,785,530.0,0.0,255.0,275.0,255.0,0.0,correcto,,,,,,
2017,1,CA-0001-en2017.XLS,9,2017-01-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,44,29,57,,,,,,,correcto,,,,,,
2017,1,CA-0001-en2017.XLS,10,2017-01-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,479,345,348,311.0,,,69.0,37.0,,correcto,,110.0,89.0,0.0,205.0,37.0
2017,2,CA-0001-fe2017.XLS,3,2017-02-28,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,603,590,785,532.0,0.0,253.0,279.0,253.0,0.0,correcto,,,,,,
2017,2,CA-0001-fe2017.XLS,9,2017-02-28,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,44,29,57,,,,,,,correcto,,,,,,
2017,2,CA-0001-fe2017.XLS,10,2017-02-28,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,476,343,346,309.0,,,67.0,37.0,,correcto,,109.0,89.0,0.0,205.0,37.0
2017,3,CA-0001-ma2017.XLS,3,2017-03-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,606,593,797,546.0,0.0,251.0,295.0,251.0,0.0,correcto,,,,,,
2017,3,CA-0001-ma2017.XLS,9,2017-03-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,44,29,58,,,,,,,correcto,,,,,,
2017,3,CA-0001-ma2017.XLS,10,2017-03-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,483,354,345,307.0,,,69.0,38.0,,correcto,,110.0,90.0,0.0,200.0,38.0
2017,4,CA-0001-ab2017.XLS,3,2017-04-28,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,605,592,791,541.0,0.0,250.0,291.0,250.0,0.0,correcto,,,,,,
2017,4,CA-0001-ab2017.XLS,9,2017-04-28,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,46,30,59,,,,,,,correcto,,,,,,
2017,4,CA-0001-ab2017.XLS,10,2017-04-28,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,490,357,344,306.0,,,67.0,38.0,,correcto,,111.0,92.0,0.0,201.0,38.0
2017,5,CA-0001-my2017.XLS,3,2017-05-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,606,593,776,530.0,0.0,246.0,284.0,246.0,0.0,correcto,,,,,,
2017,5,CA-0001-my2017.XLS,9,2017-05-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,30,59,,,,,,,correcto,,,,,,
2017,5,CA-0001-my2017.XLS,10,2017-05-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,500,364,335,297.0,,,65.0,38.0,,correcto,,108.0,91.0,0.0,194.0,38.0
2017,6,CA-0001-jn2017.XLS,3,2017-06-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,621,608,796,541.0,0.0,255.0,286.0,255.0,0.0,correcto,,,,,,
2017,6,CA-0001-jn2017.XLS,9,2017-06-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,30,59,,,,,,,correcto,,,,,,
2017,6,CA-0001-jn2017.XLS,10,2017-06-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,513,370,342,302.0,,,65.0,40.0,,correcto,,111.0,93.0,0.0,197.0,40.0
2017,7,CA-0001-jl2017.XLS,3,2017-07-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,622,609,791,537.0,0.0,254.0,283.0,254.0,0.0,correcto,,,,,,
2017,7,CA-0001-jl2017.XLS,9,2017-07-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,47,30,59,,,,,,,correcto,,,,,,
2017,7,CA-0001-jl2017.XLS,10,2017-07-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,515,373,344,304.0,,,68.0,40.0,,correcto,,112.0,95.0,0.0,196.0,40.0
2017,8,CA-0001-ag2017.XLS,3,2017-08-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,624,611,797,542.0,0.0,255.0,287.0,255.0,0.0,correcto,,,,,,
2017,8,CA-0001-ag2017.XLS,9,2017-08-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,47,29,58,,,,,,,correcto,,,,,,
2017,8,CA-0001-ag2017.XLS,10,2017-08-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,518,376,346,305.0,,,67.0,41.0,,correcto,,112.0,97.0,0.0,197.0,41.0
2017,9,CA-0001-se2017.XLS,3,2017-09-29,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,620,607,794,538.0,0.0,256.0,282.0,256.0,0.0,correcto,,,,,,
2017,9,CA-0001-se2017.XLS,9,2017-09-29,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,28,58,,,,,,,correcto,,,,,,
2017,9,CA-0001-se2017.XLS,10,2017-09-29,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,520,383,353,311.0,,,66.0,42.0,,correcto,,111.0,99.0,0.0,203.0,42.0
2017,10,CA-0001-oc2017.XLS,3,2017-10-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,627,314,404,382.0,256.0,22.0,104.0,22.0,67.0,correcto,,,,,,
2017,10,CA-0001-oc2017.XLS,9,2017-10-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,45,28,58,,,,,,,correcto,,,,,,
2017,10,CA-0001-oc2017.XLS,10,2017-10-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,533,391,344,302.0,,,63.0,42.0,,correcto,,112.0,97.0,0.0,197.0,42.0
2017,11,CA-0001-no2017.XLS,3,2017-11-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,629,313,401,382.0,259.0,19.0,104.0,19.0,67.0,correcto,,,,,,
2017,11,CA-0001-no2017.XLS,9,2017-11-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,44,27,56,,,,,,,correcto,,,,,,
2017,11,CA-0001-no2017.XLS,10,2017-11-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,540,397,354,311.0,,,66.0,43.0,,correcto,,113.0,101.0,0.0,202.0,43.0
2017,12,CA-0001-di2017.XLS,3,2017-12-29,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,635,316,397,379.0,260.0,18.0,101.0,18.0,67.0,correcto,,,,,,
2017,12,CA-0001-di2017.XLS,9,2017-12-29,3,4,2,Integra | Prima | Profuturo,3,unidades,44,27,54,,,,,,,correcto,,,,,,
2017,12,CA-0001-di2017.XLS,10,2017-12-29,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,543,398,360,317.0,,,66.0,43.0,,correcto,,115.0,101.0,0.0,208.0,43.0
2018,1,CA-0001-en2018.XLS,3,2018-01-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,632,313,398,379.0,264.0,19.0,96.0,19.0,66.0,correcto,,,,,,
2018,1,CA-0001-en2018.XLS,9,2018-01-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,26,54,,,,,,,correcto,,,,,,
2018,1,CA-0001-en2018.XLS,10,2018-01-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,554,409,369,326.0,,,63.0,43.0,,correcto,,116.0,99.0,0.0,220.0,43.0
2018,2,CA-0001-fe2018.XLS,3,2018-02-28,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,636,315,396,377.0,267.0,19.0,91.0,19.0,67.0,correcto,,,,,,
2018,2,CA-0001-fe2018.XLS,9,2018-02-28,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,26,54,,,,,,,correcto,,,,,,
2018,2,CA-0001-fe2018.XLS,10,2018-02-28,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,563,412,373,330.0,,,65.0,43.0,,correcto,,116.0,102.0,0.0,222.0,43.0
2018,3,CA-0001-ma2018.XLS,3,2018-03-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,634,313,391,374.0,271.0,17.0,86.0,17.0,63.0,correcto,,,,,,
2018,3,CA-0001-ma2018.XLS,9,2018-03-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,26,54,,,,,,,correcto,,,,,,
2018,3,CA-0001-ma2018.XLS,10,2018-03-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,566,417,374,331.0,,,63.0,43.0,,correcto,,116.0,102.0,0.0,225.0,43.0
2018,4,CA-0001-ab2018.XLS,3,2018-04-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,649,322,24,24.0,0.0,0.0,24.0,0.0,228.0,correcto,,,,,,
2018,4,CA-0001-ab2018.XLS,9,2018-04-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,26,54,,,,,,,correcto,,,,,,
2018,4,CA-0001-ab2018.XLS,10,2018-04-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,574,413,374,331.0,,,62.0,43.0,,correcto,,116.0,101.0,0.0,226.0,43.0
2018,5,CA-0001-my2018.XLS,3,2018-05-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,648,320,23,23.0,0.0,0.0,23.0,0.0,229.0,correcto,,,,,,
2018,5,CA-0001-my2018.XLS,9,2018-05-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,26,54,,,,,,,correcto,,,,,,
2018,5,CA-0001-my2018.XLS,10,2018-05-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,574,413,366,324.0,,,65.0,42.0,,correcto,,116.0,101.0,0.0,217.0,42.0
2018,6,CA-0001-jn2018.XLS,3,2018-06-29,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,652,321,396,380.0,273.0,16.0,91.0,16.0,63.0,correcto,,,,,,
2018,6,CA-0001-jn2018.XLS,9,2018-06-29,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,43,26,54,,,,,,,correcto,,,,,,
2018,6,CA-0001-jn2018.XLS,10,2018-06-29,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,577,411,364,321.0,,,65.0,43.0,,correcto,,116.0,103.0,0.0,213.0,43.0
2018,7,CA-0001-jl2018.XLS,3,2018-07-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,635,310,381,367.0,260.0,14.0,93.0,14.0,64.0,correcto,,,,,,
2018,7,CA-0001-jl2018.XLS,9,2018-07-31,3,4,2,Integra | Prima | Profuturo,3,unidades,43,26,53,,,,,,,correcto,,,,,,
2018,7,CA-0001-jl2018.XLS,10,2018-07-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,569,411,362,319.0,,,66.0,43.0,,correcto,,109.0,105.0,0.0,210.0,43.0
2018,8,CA-0001-ag2018.XLS,3,2018-08-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,641,313,388,374.0,264.0,14.0,96.0,14.0,64.0,correcto,,,,,,
2018,8,CA-0001-ag2018.XLS,9,2018-08-31,3,4,2,Integra | Prima | Profuturo,3,unidades,42,25,51,,,,,,,correcto,,,,,,
2018,8,CA-0001-ag2018.XLS,10,2018-08-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,578,418,370,325.0,,,67.0,45.0,,correcto,,113.0,107.0,0.0,213.0,45.0
2018,9,CA-0001-se2018.XLS,3,2018-09-28,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,643,315,389,374.0,268.0,15.0,91.0,15.0,62.0,correcto,,,,,,
2018,9,CA-0001-se2018.XLS,9,2018-09-28,3,4,2,Integra | Prima | Profuturo,3,unidades,42,25,51,,,,,,,correcto,,,,,,
2018,9,CA-0001-se2018.XLS,10,2018-09-28,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,572,418,372,326.0,,,68.0,46.0,,correcto,,112.0,110.0,0.0,212.0,46.0
2018,10,CA-0001-oc2018.XLS,3,2018-10-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,658,324,393,378.0,274.0,15.0,89.0,15.0,63.0,correcto,,,,,,
2018,10,CA-0001-oc2018.XLS,9,2018-10-31,3,4,2,Integra | Prima | Profuturo,3,unidades,41,23,47,,,,,,,correcto,,,,,,
2018,10,CA-0001-oc2018.XLS,10,2018-10-31,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,576,414,372,326.0,,,64.0,46.0,,correcto,,114.0,106.0,0.0,216.0,46.0
2018,11,CA-0001-no2018.XLS,3,2018-11-30,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,648,320,400,384.0,274.0,16.0,94.0,16.0,62.0,correcto,,,,,,
2018,11,CA-0001-no2018.XLS,9,2018-11-30,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,41,23,48,,,,,,,correcto,,,,,,
2018,11,CA-0001-no2018.XLS,10,2018-11-30,4,6,5,Habitat | Integra | Prima | Profuturo,4,miles_soles,571,415,380,333.0,,,65.0,47.0,,correcto,,112.0,108.0,0.0,221.0,47.0
2018,12,CA-0001-di2018.XLS,3,2018-12-31,4,6,2,Habitat | Integra | Prima | Profuturo,4,miles_soles,648,320,395,379.0,275.0,16.0,88.0,16.0,60.0,correcto,,,,,,
2018,12,CA-0001-di2018.XLS,9,2018-12-31,3,4,2,Habitat | Integra | Prima | Profuturo,4,unidades,41,23,48,,,,,,,correcto,,,,,,
