afp,tipo_modelo,factor,lag,coeficiente_estandarizado,abs_coeficiente
Habitat,CANASTA_EVIDENCIA,ret_USD_VT,0,0.003443009304244553,0.003443009304244553
Habitat,CANASTA_EVIDENCIA,ret_USD_EFA,0,-0.0020993715887907783,0.0020993715887907783
Habitat,CANASTA_EVIDENCIA,ret_USD_EPU,0,0.002085865466246592,0.002085865466246592
Habitat,CANASTA_EVIDENCIA,ret_BVL_PEN_INRETAIL_PERU,0,0.0010412884246494023,0.0010412884246494023
Habitat,CANASTA_EVIDENCIA,ret_BVL_PEN_MINSUR,0,0.0010330387382242884,0.0010330387382242884
Habitat,CANASTA_EVIDENCIA,ret_USD_XLE,0,0.0006422755696623091,0.0006422755696623091
Habitat,CANASTA_EVIDENCIA,ret_IDX_LOCAL_ESTADOS_UNIDOS_DOW_JONES_INDUSTRIAL_AVERAGE,0,-0.0005719533865184028,0.0005719533865184028
Habitat,CANASTA_EVIDENCIA,ret_IDX_LOCAL_JAP_N_NIKKEI_225,0,0.0004027866588663409,0.0004027866588663409
Habitat,CANASTA_EVIDENCIA,ret_IDX_VIX,0,-0.0003021066792949791,0.0003021066792949791
Habitat,CANASTA_EVIDENCIA,ret_USD_IWM,0,-0.00026624148426034836,0.00026624148426034836
Habitat,CANASTA_EVIDENCIA,ret_PEN_REMX,0,-0.00023197263526156744,0.00023197263526156744
Habitat,CANASTA_EVIDENCIA,ret_USD_EWG,0,0.00011087557382961583,0.00011087557382961583
Habitat,CANASTA_EVIDENCIA,ret_BVL_PEN_UNACEM,0,1.0127945035922155e-05,1.0127945035922155e-05
Habitat,CANASTA_EVIDENCIA,ret_IDX_LOCAL_AUSTRALIA_S_P_ASX_200,0,-7.0009498212911595e-06,7.0009498212911595e-06
Habitat,CANASTA_PODADA,ret_USD_VT,0,0.0028793359209160515,0.0028793359209160515
Habitat,CANASTA_PODADA,ret_USD_EPU,0,0.002007606782922665,0.002007606782922665
Habitat,CANASTA_PODADA,ret_USD_EFA,0,-0.0018768994917495862,0.0018768994917495862
Habitat,CANASTA_PODADA,ret_BVL_PEN_MINSUR,0,0.001081914226942497,0.001081914226942497
Habitat,CANASTA_PODADA,ret_BVL_PEN_INRETAIL_PERU,0,0.001035681534856421,0.001035681534856421
Habitat,CANASTA_PODADA,ret_USD_XLE,0,0.0004929159480369818,0.0004929159480369818
Habitat,CANASTA_PODADA,ret_IDX_LOCAL_JAP_N_NIKKEI_225,0,0.0004424168468666043,0.0004424168468666043
Habitat,CANASTA_PODADA,ret_PEN_REMX,0,-0.00018594883013321186,0.00018594883013321186
Habitat,CANASTA_PODADA,ret_IDX_LOCAL_AUSTRALIA_S_P_ASX_200,0,-6.081157008905083e-05,6.081157008905083e-05
Integra,CANASTA_EVIDENCIA,ret_USD_EPU,0,0.0020281829375800265,0.0020281829375800265
Integra,CANASTA_EVIDENCIA,ret_USD_SPY,0,0.0010362316558686392,0.0010362316558686392
Integra,CANASTA_EVIDENCIA,ret_PEN_FCX,1,0.0004443125828700379,0.0004443125828700379
Integra,CANASTA_EVIDENCIA,ret_USD_COPX,0,0.00043838665872909235,0.00043838665872909235
Integra,CANASTA_PODADA,ret_USD_EPU,0,0.0020281829375800265,0.0020281829375800265
Integra,CANASTA_PODADA,ret_USD_SPY,0,0.0010362316558686392,0.0010362316558686392
Integra,CANASTA_PODADA,ret_PEN_FCX,1,0.0004443125828700379,0.0004443125828700379
Integra,CANASTA_PODADA,ret_USD_COPX,0,0.00043838665872909235,0.00043838665872909235
Prima,CANASTA_EVIDENCIA,ret_USD_EPU,0,0.0018913152221434056,0.0018913152221434056
Prima,CANASTA_EVIDENCIA,ret_USD_VWO,0,0.0010319356089756751,0.0010319356089756751
Prima,CANASTA_EVIDENCIA,ret_USD_SPY,0,0.0006290746580842399,0.0006290746580842399
Prima,CANASTA_PODADA,ret_USD_EPU,0,0.0018913152221434056,0.0018913152221434056
Prima,CANASTA_PODADA,ret_USD_VWO,0,0.0010319356089756751,0.0010319356089756751
Prima,CANASTA_PODADA,ret_USD_SPY,0,0.0006290746580842399,0.0006290746580842399
Profuturo,CANASTA_EVIDENCIA,ret_USD_EPU,0,0.002244394352771119,0.002244394352771119
Profuturo,CANASTA_EVIDENCIA,ret_USD_SPY,0,0.001078933210956295,0.001078933210956295
Profuturo,CANASTA_EVIDENCIA,ret_USD_FCX,1,0.0005610869696225336,0.0005610869696225336
Profuturo,CANASTA_EVIDENCIA,ret_USD_NEM,0,-0.0004328466639906747,0.0004328466639906747
Profuturo,CANASTA_EVIDENCIA,ret_PEN_MCHI,0,0.00034674549277232,0.00034674549277232
Profuturo,CANASTA_EVIDENCIA,ret_USD_COPX,0,0.00024663306516705237,0.00024663306516705237
Profuturo,CANASTA_PODADA,ret_USD_EPU,0,0.002359902754983203,0.002359902754983203
Profuturo,CANASTA_PODADA,ret_USD_SPY,0,0.0011421557102315174,0.0011421557102315174
Profuturo,CANASTA_PODADA,ret_USD_FCX,1,0.0005721484450951251,0.0005721484450951251
Profuturo,CANASTA_PODADA,ret_USD_NEM,0,-0.0004008816176081182,0.0004008816176081182
Profuturo,CANASTA_PODADA,ret_PEN_MCHI,0,0.0003816266820750793,0.0003816266820750793
