afp,paso_backward,factor_evaluado,lag,mape_antes_pct,mape_sin_factor_pct,diferencia_mape_puntos,p90_sin_factor_pct,eliminado
Habitat,1,ret_USD_COPX,0,0.583034617280044,0.5827922723177746,0.00024234496226938074,1.2093667896324984,True
Habitat,2,ret_USD_EFA,0,0.5827922723177746,0.5847034145074305,-0.0019111421896558234,1.2208416846039123,False
Integra,1,ret_USD_COPX,0,0.6461017795222636,0.651260433768484,-0.005158654246220418,1.279424272082342,False
Prima,1,ret_IDX_VIX,0,0.5782790472707877,0.577029104350494,0.0012499429202936785,1.262066025789943,True
Prima,2,ret_USD_XLB,0,0.577029104350494,0.5770723014932654,-4.319714277134512e-05,1.2613388408954584,True
Prima,3,ret_USD_COPX,0,0.5770723014932654,0.5774496295748925,-0.0003773280816271596,1.2671201625506572,True
Prima,4,ret_USD_VWO,0,0.5774496295748925,0.5860734849600213,-0.008623855385128776,1.2369747542613845,False
Profuturo,1,ret_USD_COPX,0,0.6196819927615506,0.6210382306809574,-0.0013562379194068663,1.34145013084921,False
