fecha_cartera,afp,fondo,instrumento_id,tipo_id,moneda,peso_fondo,peso_fondo_pct,monto_miles_soles,archivo,grupo,entidad_administradora,isin,estado_identificacion,estado_cobertura,fuente_precio_sugerida,ticker_precio,proxy_si_no_hay_precio,estado_mapeo_precio
2026-01-30,Integra,3,"Hellman & Friedman Capital Partners IX, L.P.",fondo_sin_isin,USD,0.0375461048295007,3.754610482950072,127568.27659410008,CA-0001-en2026.XLS,277,"Hellman & Friedman Investors IX, L.P.",,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,DE0006289309,isin,EUR,0.0347440244823051,3.474402448230517,118047.80669733806,CA-0001-en2026.XLS,154,BlackRock Asset Management (Deutschland) AG,DE0006289309,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,US92189F1066,isin,USD,0.0303892407956418,3.0389240795641816,103251.80449230364,CA-0001-en2026.XLS,85,VAN ECK ASSOCIATES CORPORATION,US92189F1066,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,US46138E6288,isin,USD,0.0277329753326526,2.773297533265261,94226.76157963063,CA-0001-en2026.XLS,134,Invesco Capital Management LLC,US46138E6288,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,Lexington Capital Partners VIII-A feeder LP,fondo_sin_isin,USD,0.022519723990767,2.251972399076705,76513.99238143458,CA-0001-en2026.XLS,213,Lexington Partners GP Holdings VIII LLC,,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,US97717W8516,isin,USD,0.0216532718484117,2.1653271848411726,73570.09694798106,CA-0001-en2026.XLS,88,WisdomTree Asset Management Inc.,US97717W8516,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,US37954Y8306,isin,USD,0.0189636586668315,1.8963658666831584,64431.75037815619,CA-0001-en2026.XLS,147,Global X Management Company LLC,US37954Y8306,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,LU0102000758,isin,JPY,0.0147812891219925,1.4781289121992591,50221.54995023991,CA-0001-en2026.XLS,76,BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG,LU0102000758,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,DE000A0Q4R85,isin,USD,0.0144023156230872,1.4402315623087227,48933.933129540885,CA-0001-en2026.XLS,154,BlackRock Asset Management (Deutschland) AG,DE000A0Q4R85,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,US4642875235,isin,USD,0.0137516019096533,1.3751601909653304,46723.039952848696,CA-0001-en2026.XLS,75,BlackRock Fund Advisors,US4642875235,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,Harbourvest Partners Co-investment Fund IV LP,fondo_sin_isin,USD,0.012694721895245,1.269472189524504,43132.13851002112,CA-0001-en2026.XLS,240,Harbourvest Co-Investment IV Associates LP,,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,US4642864007,isin,USD,0.0121356203002938,1.2135620300293837,41232.51064628337,CA-0001-en2026.XLS,75,BlackRock Fund Advisors,US4642864007,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,Oaktree Principal Fund VI L.P. (Feeder),fondo_sin_isin,USD,0.0119070619613133,1.1907061961313334,40455.95090626892,CA-0001-en2026.XLS,217,"Oaktree Principal Fund VI GP, L.P.",,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,COL17CT03938,isin,COP,0.0104582275166274,1.045822751662747,35533.32806648169,CA-0001-en2026.XLS,56,REPUBLICA DE COLOMBIA,COL17CT03938,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,GB0006063233,isin,GBP,0.009693469700119,0.9693469700119092,32934.953691646755,CA-0001-en2026.XLS,122,Baillie Gifford Overseas Growth Funds ICVC,GB0006063233,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,LU0129464904,isin,USD,0.0095684590260238,0.9568459026023894,32510.211995467907,CA-0001-en2026.XLS,82,JP MORGAN FLEMING FUNDS SICAV,LU0129464904,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,PRIVFAEGIP4F,isin,USD,0.0095324733660606,0.9532473366060644,32387.945554129725,CA-0001-en2026.XLS,291,"Global Infrastructure GP IV, L.P.",PRIVFAEGIP4F,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,"Carlyle Realty Foreign Investors VIII-B, LP",fondo_sin_isin,USD,0.0073083970214836,0.7308397021483694,24831.327162427435,CA-0001-en2026.XLS,250,Carlyle Realty VIII LLC,,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,US4642891802,isin,USD,0.0061837657817963,0.6183765781796368,21010.231213798605,CA-0001-en2026.XLS,75,BlackRock Fund Advisors,US4642891802,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,"Partners Group Secondary 2015 (USD) C,LP",fondo_sin_isin,USD,0.0061631647055221,0.6163164705522182,20940.23610223602,CA-0001-en2026.XLS,225,Partners Group Management XI Limited.,,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,US78464A3591,isin,USD,0.0054765346646988,0.5476534664698813,18607.312051569897,CA-0001-en2026.XLS,97,"SSGA Funds Management, Inc.",US78464A3591,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,Fondo Arias Resource Capital Fund II L.P.,fondo_sin_isin,USD,0.0054687654852751,0.5468765485275128,18580.915150103538,CA-0001-en2026.XLS,177,Arias Resource Capital GP II Ltd.,,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,US81369Y2090,isin,USD,0.0054168492058902,0.5416849205890213,18404.52214426748,CA-0001-en2026.XLS,138,State Street Global Advisors Inc,US81369Y2090,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,US33734X1928,isin,USD,0.0054083328698047,0.5408332869804712,18375.58667087398,CA-0001-en2026.XLS,148,First Trust Portfolios LP,US33734X1928,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,LU2416422678,isin,USD,0.0053499717805681,0.534997178056818,18177.29649915398,CA-0001-en2026.XLS,87,Vontobel Asset Management S.A.,LU2416422678,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,US37954Y8488,isin,USD,0.0051373033454805,0.5137303345480577,17454.72498678838,CA-0001-en2026.XLS,147,Global X Management Company LLC,US37954Y8488,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,US81369Y8030,isin,USD,0.0047533691928907,0.4753369192890739,16150.253633663646,CA-0001-en2026.XLS,138,State Street Global Advisors Inc,US81369Y8030,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,"TRG Latin America Private Equity Fund I, L.P. (LAPEF)",fondo_sin_isin,USD,0.0047289666372314,0.4728966637231442,16067.342450623904,CA-0001-en2026.XLS,204,TRG MANAGEMENT L.P.,,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,US78464A7550,isin,USD,0.0045325592498995,0.4532559249899566,15400.02018041624,CA-0001-en2026.XLS,138,State Street Global Advisors Inc,US78464A7550,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,Fondo Energético Americano,fondo_sin_isin,USD,0.0041593512422184,0.4159351242218431,14131.992443126372,CA-0001-en2026.XLS,189,Larráin Vial S.A. SAF,,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,LU0301639745,isin,USD,0.0040257524066944,0.4025752406694473,13678.07123664801,CA-0001-en2026.XLS,101,JP MORGAN ASSET MANAGMENT (EUROPE),LU0301639745,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,"Ares Special Situations IV, LP",fondo_sin_isin,USD,0.0034729553465312,0.3472955346531247,11799.863934145103,CA-0001-en2026.XLS,215,"ASSF Operating Manager IV, LP",,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,LU2791994721,isin,USD,0.0032551214666312,0.3255121466631218,11059.74208212229,CA-0001-en2026.XLS,53,Auna S.A.A.,LU2791994721,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,US5007673065,isin,USD,0.0031085229255164,0.3108522925516481,10561.65251128291,CA-0001-en2026.XLS,125,"Krane Funds Advisors, LLC",US5007673065,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,US92189H6071,isin,USD,0.0027440520960257,0.2744052096025724,9323.310590114406,CA-0001-en2026.XLS,85,VAN ECK ASSOCIATES CORPORATION,US92189H6071,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,"Avenue Europe Special Situations Fund III (US), LP",fondo_sin_isin,USD,0.0025710364778966,0.2571036477896667,8735.465210978171,CA-0001-en2026.XLS,219,"Avenue Europe Capital Partners III, LLC",,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,Partners Group Secondary 2011,fondo_sin_isin,USD,0.0004530887677023,0.0453088767702381,1539.434077180837,CA-0001-en2026.XLS,198,"Partners Group Secondary 2011 (USD), L.P. Inc",,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,"Pantheon Asia Fund VI, L.P.",fondo_sin_isin,USD,0.0004490039891748,0.0449003989174869,1525.555456232284,CA-0001-en2026.XLS,196,PASIA VI GP LLC,,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,APAX VIII-A L.P.,fondo_sin_isin,EUR,0.0002517518487997,0.0251751848799742,855.3630163927903,CA-0001-en2026.XLS,175,APAX VIII GP L.P. INC.,,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,"Coller International Partners VI Parallel Fund (Latin America),L.P.",fondo_sin_isin,USD,6.609595712816342e-05,0.0066095957128163,224.57049483472235,CA-0001-en2026.XLS,179,"Coller International General Partner VI, L.P.",,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,Apollo Credit Opportunity Fund III LP,fondo_sin_isin,USD,2.365430116362299e-05,0.0023654301163622,80.36888106460144,CA-0001-en2026.XLS,206,Apollo Credit Opportunity Advisors III LP,,entidad_sin_isin,ampliado,proxy_pendiente,,,pendiente
2026-01-30,Integra,3,LU0852482198,isin,EUR,2.9840084340657205e-06,0.0002984008434065,10.138596666808628,CA-0001-en2026.XLS,73,ALLIANZ GLOBAL INVESTORS,LU0852482198,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,LU1997245763,isin,USD,2.2410095718251743e-06,0.0002241009571825,7.614151460100243,CA-0001-en2026.XLS,73,ALLIANZ GLOBAL INVESTORS,LU1997245763,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,IE0003895277,isin,USD,1.1176906460454e-06,0.0001117690646045,3.797514286204427,CA-0001-en2026.XLS,98,PineBridge investments Ireland Limited,IE0003895277,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,IE00BD065N65,isin,USD,9.858540271177638e-07,9.858540271177638e-05,3.349580463376092,CA-0001-en2026.XLS,116,Veritas Asset Management LLP,IE00BD065N65,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,LU0823426647,isin,USD,9.533444565431662e-07,9.533444565431662e-05,3.2391245343297013,CA-0001-en2026.XLS,91,BNP PARIBAS ASSET MANAGEMENT S.A.S,LU0823426647,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,FR0010589325,isin,EUR,8.154345784209798e-07,8.154345784209799e-05,2.7705559422682797,CA-0001-en2026.XLS,107,Groupama Asset Management,FR0010589325,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,LU1713307699,isin,USD,3.291329771437109e-07,3.291329771437109e-05,1.118276499124846,CA-0001-en2026.XLS,132,Schroder Investment Management (Europe) SA,LU1713307699,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,LU1966825462,isin,EUR,2.948290178741013e-07,2.948290178741013e-05,1.001723877108516,CA-0001-en2026.XLS,140,Universal-Investment-Luxembourg S.A.,LU1966825462,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,IE00BKLWXN8X,isin,USD,2.919724483999727e-07,2.9197244839997264e-05,0.9920182725873355,CA-0001-en2026.XLS,86,THE VANGUARD GROUP INC.,IE00BKLWXN8X,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,LU0440072402,isin,USD,2.2871038990311709e-07,2.287103899031171e-05,0.7770763548335115,CA-0001-en2026.XLS,96,Robeco Luxembourg S.A.,LU0440072402,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,IE00BKLWXM7X,isin,USD,1.5808124778485117e-07,1.5808124778485116e-05,0.5371037137762802,CA-0001-en2026.XLS,86,THE VANGUARD GROUP INC.,IE00BKLWXM7X,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,LU1951186714,isin,USD,1.102912015594407e-07,1.102912015594407e-05,0.3747301769470255,CA-0001-en2026.XLS,89,UBS GLOBAL ASSET MANAGEMENT (US) INC.,LU1951186714,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,LU0333811072,isin,USD,5.663620573156417e-08,5.663620573156418e-06,0.1924296326027333,CA-0001-en2026.XLS,100,GOLDMAN SACHS ASSET MANAGEMENT,LU0333811072,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,LU0106259988,isin,USD,5.17152490456652e-08,5.17152490456652e-06,0.175709976423616,CA-0001-en2026.XLS,84,SCHRODER INVESTMENT MANAGEMENT,LU0106259988,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,LU1136112601,isin,EUR,2.884473951923561e-08,2.8844739519235617e-06,0.0980041398697482,CA-0001-en2026.XLS,113,Henderson Management SA,LU1136112601,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,LU1353442731,isin,EUR,2.8543434716803993e-08,2.854343471680399e-06,0.0969804135857496,CA-0001-en2026.XLS,93,FIL Investment Management (Luxembourg) S.A.,LU1353442731,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,GB00B0119487,isin,GBP,2.154471962308061e-08,2.154471962308061e-06,0.0732012751922003,CA-0001-en2026.XLS,112,Man Fund Management UK Limited,GB00B0119487,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,LU1259265335,isin,JPY,2.131263122047964e-08,2.131263122047964e-06,0.0724127215546996,CA-0001-en2026.XLS,109,Eastspring Investments (Luxembourg) S.A.,LU1259265335,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,IE000NG9LZQ6,isin,USD,1.8763204780483153e-08,1.8763204780483149e-06,0.063750679547129,CA-0001-en2026.XLS,146,Carne Global Fund Managers (Ireland) Limited,IE000NG9LZQ6,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,IE00B8JGVH80,isin,JPY,5.222162422945598e-09,5.222162422945598e-07,0.0177430458742609,CA-0001-en2026.XLS,165,Lazard Fund Managers Ireland Ltd.,IE00B8JGVH80,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,GB00BKPQVT86,isin,GBP,4.0123918246290205e-09,4.0123918246290203e-07,0.0136326767427018,CA-0001-en2026.XLS,159,LionTrust Fund Partners LLP,GB00BKPQVT86,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Integra,3,GB00BMCC1W62,isin,EUR,2.724347327054629e-09,2.724347327054629e-07,0.0092563608111761,CA-0001-en2026.XLS,157,Premier Portfolio Managers Ltd,GB00BMCC1W62,isin,ampliado,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,US4642867729,isin,USD,0.0720098905672835,7.200989056728359,216926.3441291664,CA-0001-en2026.XLS,75,BlackRock Fund Advisors,US4642867729,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,US92189F6768,isin,USD,0.0689463174746135,6.894631747461349,207697.47701480164,CA-0001-en2026.XLS,85,VAN ECK ASSOCIATES CORPORATION,US92189F6768,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,US4642875235,isin,USD,0.0686949952818885,6.869499528188849,206940.38095429007,CA-0001-en2026.XLS,75,BlackRock Fund Advisors,US4642875235,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,US92189F1066,isin,USD,0.0542260564791818,5.42260564791818,163353.3962613039,CA-0001-en2026.XLS,85,VAN ECK ASSOCIATES CORPORATION,US92189F1066,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,US37954Y8306,isin,USD,0.0502692677564237,5.026926775642374,151433.7598702803,CA-0001-en2026.XLS,147,Global X Management Company LLC,US37954Y8306,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,US4642864007,isin,USD,0.0295230851597355,2.952308515973557,88936.8790962332,CA-0001-en2026.XLS,75,BlackRock Fund Advisors,US4642864007,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,PRIVFAEA10FE,isin,USD,0.0268865128934939,2.688651289349397,80994.33150669423,CA-0001-en2026.XLS,290,APAX X USD Feeder L.P.,PRIVFAEA10FE,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,US81369Y8030,isin,USD,0.0258456036916734,2.584560369167349,77858.64242367385,CA-0001-en2026.XLS,138,State Street Global Advisors Inc,US81369Y8030,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,US5007673065,isin,USD,0.0203895801815083,2.0389580181508355,61422.63308913624,CA-0001-en2026.XLS,125,"Krane Funds Advisors, LLC",US5007673065,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,PRIVFAEBSGLP,isin,USD,0.0198968269048355,1.9896826904835527,59938.23745925499,CA-0001-en2026.XLS,312,Blackstone Growth Associates L.P.,PRIVFAEBSGLP,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,US4642873909,isin,USD,0.0191401114880571,1.9140111488057177,57658.66853317074,CA-0001-en2026.XLS,75,BlackRock Fund Advisors,US4642873909,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,LU0939496179,isin,USD,0.0170529794935839,1.7052979493583909,51371.28342941108,CA-0001-en2026.XLS,130,LARRAINVIAL ASSET MANAGEMENT SICAV,LU0939496179,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,PRIVFAECDRXI,isin,USD,0.0166278726511345,1.6627872651134563,50090.66944054986,CA-0001-en2026.XLS,309,"CD&R Associates XI, L.P.",PRIVFAECDRXI,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,LU1034966249,isin,USD,0.0095978730337712,0.95978730337712,28913.13251874086,CA-0001-en2026.XLS,115,Global Evolution Manco S.A.,LU1034966249,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,IE00B8JGVH80,isin,JPY,0.0075493400370115,0.7549340037011523,22742.02504566633,CA-0001-en2026.XLS,165,Lazard Fund Managers Ireland Ltd.,IE00B8JGVH80,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,LU0858455784,isin,USD,0.0068060597971952,0.6806059797195297,20502.92894627525,CA-0001-en2026.XLS,96,Robeco Luxembourg S.A.,LU0858455784,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,Fondo Energético Americano,fondo_sin_isin,USD,0.0057884539101578,0.5788453910157869,17437.439982185104,CA-0001-en2026.XLS,189,Larráin Vial S.A. SAF,,entidad_sin_isin,operativo,proxy_pendiente,,,pendiente
2026-01-30,Prima,3,Fondo Arias Resource Capital Fund II L.P.,fondo_sin_isin,USD,0.0056779891765414,0.5677989176541481,17104.670266388697,CA-0001-en2026.XLS,177,Arias Resource Capital GP II Ltd.,,entidad_sin_isin,operativo,proxy_pendiente,,,pendiente
2026-01-30,Prima,3,IE00B3VTL690,isin,JPY,0.005294927330338,0.5294927330338043,15950.71481363546,CA-0001-en2026.XLS,92,Nomura Asset Management UK Ltd.,IE00B3VTL690,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,DE0006289309,isin,EUR,0.0046804431656251,0.468044316562512,14099.610717707275,CA-0001-en2026.XLS,154,BlackRock Asset Management (Deutschland) AG,DE0006289309,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,US92189H3003,isin,USD,0.0038272930454855,0.3827293045485598,11529.536869555794,CA-0001-en2026.XLS,85,VAN ECK ASSOCIATES CORPORATION,US92189H3003,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,"Terranum Capital Latin America Real Estate Fund I, L.P.",fondo_sin_isin,USD,0.0033476698695872,0.3347669869587269,10084.69503897378,CA-0001-en2026.XLS,202,TerranumCapital LatAmerica Real Estate FundGP,,entidad_sin_isin,operativo,proxy_pendiente,,,pendiente
2026-01-30,Prima,3,US46434G8226,isin,USD,0.0026146249941616,0.2614624994161663,7876.432484261004,CA-0001-en2026.XLS,75,BlackRock Fund Advisors,US46434G8226,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,US46138E8003,isin,USD,0.0024328311939412,0.2432831193941204,7328.7873738948865,CA-0001-en2026.XLS,134,Invesco Capital Management LLC,US46138E8003,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,COL17CT03771,isin,COP,0.0013374530018875,0.1337453001887582,4029.013068322412,CA-0001-en2026.XLS,56,REPUBLICA DE COLOMBIA,COL17CT03771,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,"Carlyle South America Buyout Fund, L.P.",fondo_sin_isin,USD,3.377680702479525e-05,0.0033776807024795,101.75101234738032,CA-0001-en2026.XLS,181,Carlyle South America Buyout General Partner,,entidad_sin_isin,operativo,proxy_pendiente,,,pendiente
2026-01-30,Prima,3,Dover Street VII Cayman Fund L.P.,fondo_sin_isin,USD,1.5462845946257206e-05,0.0015462845946257,46.58108232812732,CA-0001-en2026.XLS,183,Dover VII Associates L.P.,,entidad_sin_isin,operativo,proxy_pendiente,,,pendiente
2026-01-30,Prima,3,US81369Y5069,isin,USD,1.1886437108565156e-05,0.0011886437108565,35.807322110468334,CA-0001-en2026.XLS,138,State Street Global Advisors Inc,US81369Y5069,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,IE0003895277,isin,USD,1.176527927214122e-05,0.0011765279272141,35.44233993495056,CA-0001-en2026.XLS,98,PineBridge investments Ireland Limited,IE0003895277,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,GB00BKPQVT86,isin,GBP,4.5996709724771975e-06,0.0004599670972477,13.8562883570032,CA-0001-en2026.XLS,159,LionTrust Fund Partners LLP,GB00BKPQVT86,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,LU0318933560,isin,USD,2.704193547088653e-06,0.0002704193547088,8.146253457218007,CA-0001-en2026.XLS,101,JP MORGAN ASSET MANAGMENT (EUROPE),LU0318933560,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,GB0006014921,isin,GBP,5.89272250121245e-07,5.89272250121245e-05,1.7751544115475448,CA-0001-en2026.XLS,122,Baillie Gifford Overseas Growth Funds ICVC,GB0006014921,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Prima,3,LU0132414144,isin,USD,6.157115299904218e-11,6.157115299904218e-09,0.0001854801475002,CA-0001-en2026.XLS,105,Aberdeen Global Services S.A.,LU0132414144,isin,operativo,mapear_isin_a_ticker,,,pendiente
2026-01-30,Profuturo,3,US4642875235,isin,USD,0.0973900629440774,9.739006294407742,346571.57711459044,CA-0001-en2026.XLS,75,BlackRock Fund Advisors,US4642875235,isin,excluir,mapear_isin_a_ticker,,,pendiente
2026-01-30,Profuturo,3,US4642867729,isin,USD,0.0780515929596646,7.805159295966462,277753.8369994662,CA-0001-en2026.XLS,75,BlackRock Fund Advisors,US4642867729,isin,excluir,mapear_isin_a_ticker,,,pendiente
2026-01-30,Profuturo,3,US9220427424,isin,USD,0.055417347227809,5.541734722780903,197207.7730279014,CA-0001-en2026.XLS,86,THE VANGUARD GROUP INC.,US9220427424,isin,excluir,mapear_isin_a_ticker,,,pendiente
2026-01-30,Profuturo,3,US92189F1066,isin,USD,0.0470057854872952,4.7005785487295215,167274.4499528299,CA-0001-en2026.XLS,85,VAN ECK ASSOCIATES CORPORATION,US92189F1066,isin,excluir,mapear_isin_a_ticker,,,pendiente
2026-01-30,Profuturo,3,US92189H8051,isin,USD,0.0350843558313954,3.508435583139549,124850.93617321308,CA-0001-en2026.XLS,85,VAN ECK ASSOCIATES CORPORATION,US92189H8051,isin,excluir,mapear_isin_a_ticker,,,pendiente
2026-01-30,Profuturo,3,US4227041062,isin,USD,0.0285093910141741,2.850939101417416,101453.3136921002,CA-0001-en2026.XLS,54,Hecla Mining Company,US4227041062,isin,excluir,mapear_isin_a_ticker,,,pendiente
2026-01-30,Profuturo,3,US78464A7550,isin,USD,0.028037187556482,2.8037187556482017,99772.9338658206,CA-0001-en2026.XLS,138,State Street Global Advisors Inc,US78464A7550,isin,excluir,mapear_isin_a_ticker,,,pendiente
2026-01-30,Profuturo,3,HIPEP VII PARTNERSHIP FEEDER FUND L.P.,fondo_sin_isin,USD,0.026389722698426,2.638972269842609,93910.2772781032,CA-0001-en2026.XLS,221,HIPEP VII Associates LLC,,entidad_sin_isin,excluir,proxy_pendiente,,,pendiente
2026-01-30,Profuturo,3,US00214Q8078,isin,USD,0.0263142573930667,2.631425739306672,93641.72698554564,CA-0001-en2026.XLS,169,ARK Investment Management LLC,US00214Q8078,isin,excluir,mapear_isin_a_ticker,,,pendiente
2026-01-30,Profuturo,3,US4642864007,isin,USD,0.0208826995680876,2.088269956808766,74313.0243983731,CA-0001-en2026.XLS,75,BlackRock Fund Advisors,US4642864007,isin,excluir,mapear_isin_a_ticker,,,pendiente
2026-01-30,Profuturo,3,Lexington Capital Partners VIII-A feeder LP,fondo_sin_isin,USD,0.0198528017684981,1.985280176849816,70648.03750052566,CA-0001-en2026.XLS,213,Lexington Partners GP Holdings VIII LLC,,entidad_sin_isin,excluir,proxy_pendiente,,,pendiente
2026-01-30,Profuturo,3,Bridgepoint Europe V D LP,fondo_sin_isin,EUR,0.0171893849126976,1.7189384912697687,61170.02144504382,CA-0001-en2026.XLS,231,Bridgepoint Advisers Limited,,entidad_sin_isin,excluir,proxy_pendiente,,,pendiente
2026-01-30,Profuturo,3,US5007673065,isin,USD,0.0136336651040482,1.3633665104048274,48516.6625231092,CA-0001-en2026.XLS,125,"Krane Funds Advisors, LLC",US5007673065,isin,excluir,mapear_isin_a_ticker,,,pendiente
2026-01-30,Profuturo,3,US92189H6071,isin,USD,0.013156182816748,1.3156182816748023,46817.49749177586,CA-0001-en2026.XLS,85,VAN ECK ASSOCIATES CORPORATION,US92189H6071,isin,excluir,mapear_isin_a_ticker,,,pendiente
