fecha_cartera,archivo,hoja,fila_excel_aprox,afp,fondo,valor,tipo_valor,participacion_reportada,identificador_especifico,categoria_instrumento,estado_pareja,moneda,total_canonico,participacion_calculada_pct,estado_refinado,fila_categoria_origen,total_refinado,participacion_hoja3_refinada_pct,fuente_detalle,identificador_final,categoria_final,grupo,entidad_administradora,isin,seccion,estado_identificacion,instrumento_sin_isin,fila_instrumento_origen,participacion_hoja10_refinada_pct,valor_abs,ranking
2026-01-30,CA-0001-en2026.XLS,10,192,Profuturo,3,97941.264864,miles_soles,0.0275224703345246,,,,USD,2445016.2933374285,4.0057510099579305,isin,,2133992.3517688075,,hoja_10,US92189H8051,VAN ECK ASSOCIATES CORPORATION,85.0,VAN ECK ASSOCIATES CORPORATION,US92189H8051,,isin,,,4.5895790012002236,97941.264864,5
2026-01-30,CA-0001-en2026.XLS,10,63,Profuturo,3,79586.634848,miles_soles,0.0223646365979683,,,,USD,2445016.2933374285,3.2550553983983828,isin,,2133992.3517688075,,hoja_10,US4227041062,Hecla Mining Company,54.0,Hecla Mining Company,US4227041062,,isin,,,3.729471419240694,79586.634848,6
2026-01-30,CA-0001-en2026.XLS,10,351,Profuturo,3,78268.4346752,miles_soles,0.0219942092280417,,,,USD,2445016.2933374285,3.201141640179591,isin,,2133992.3517688075,,hoja_10,US78464A7550,State Street Global Advisors Inc,138.0,State Street Global Advisors Inc,US78464A7550,,isin,,,3.6676998682926607,78268.4346752,7
2026-01-30,CA-0001-en2026.XLS,10,44,Profuturo,3,74677.628093396,miles_soles,0.0209851568356518,,,,,2445016.2933374285,3.0542793639817263,entidad_sin_isin_pendiente,,2133992.3517688075,,hoja_10,STATE STREET BANK AND TRUST COMPANY,STATE STREET BANK AND TRUST COMPANY,38.0,STATE STREET BANK AND TRUST COMPANY,,,entidad_sin_isin,,,3.49943278997686,74677.628093396,8
2026-01-30,CA-0001-en2026.XLS,10,473,Profuturo,3,73669.3822430445,miles_soles,0.0207018297156198,,,,USD,2445016.2933374285,3.013042589687055,fondo_sin_isin_pareja_exacta,,2133992.3517688075,,hoja_10,HIPEP VII PARTNERSHIP FEEDER FUND L.P.,HIPEP VII Associates LLC,221.0,HIPEP VII Associates LLC,,,entidad_sin_isin,HIPEP VII PARTNERSHIP FEEDER FUND L.P.,474.0,3.452185861021572,73669.3822430445,9
2026-01-30,CA-0001-en2026.XLS,10,419,Profuturo,3,73458.71377599999,miles_soles,0.0206426297793855,,,,USD,2445016.2933374285,3.0044263498845405,isin,,2133992.3517688075,,hoja_10,US00214Q8078,ARK Investment Management LLC,169.0,ARK Investment Management LLC,US00214Q8078,,isin,,,3.442313826247413,73458.71377599999,10
2026-01-30,CA-0001-en2026.XLS,10,148,Profuturo,3,58296.011456,miles_soles,0.0163817594978662,,,,USD,2445016.2933374285,2.3842790583790503,isin,,2133992.3517688075,,hoja_10,US4642864007,BlackRock Fund Advisors,75.0,BlackRock Fund Advisors,US4642864007,,isin,,,2.731781648967956,58296.011456,11
2026-01-30,CA-0001-en2026.XLS,10,465,Profuturo,3,55420.9553011373,miles_soles,0.0155738401000294,,,,USD,2445016.2933374285,2.2666906331936185,fondo_sin_isin_pareja_exacta,,2133992.3517688075,,hoja_10,Lexington Capital Partners VIII-A feeder LP,Lexington Partners GP Holdings VIII LLC,213.0,Lexington Partners GP Holdings VIII LLC,,,entidad_sin_isin,Lexington Capital Partners VIII-A feeder LP,466.0,2.5970550107736043,55420.9553011373,12
2026-01-30,CA-0001-en2026.XLS,10,423,Profuturo,3,51368.7284068592,miles_soles,0.0144351240068546,,,,,2445016.2933374285,2.100956486336591,entidad_sin_isin_pendiente,,2133992.3517688075,,hoja_10,"Altamar Capital Privado, S.G.E.C.R.","Altamar Capital Privado, S.G.E.C.R.",172.0,"Altamar Capital Privado, S.G.E.C.R.",,,entidad_sin_isin,,,2.407165534791213,51368.7284068592,13
2026-01-30,CA-0001-en2026.XLS,10,425,Profuturo,3,48027.0196741156,miles_soles,0.0134960705895716,,,,EUR,2445016.2933374285,1.964282193332916,entidad_sin_isin_pendiente,,2133992.3517688075,,hoja_10,"Altamar Global Private Equity Program VIII, FCR","Altamar Global Private Equity Program VIII, FCR",174.0,"Altamar Global Private Equity Program VIII, FCR",,,entidad_sin_isin,,,2.250571312231149,48027.0196741156,14
2026-01-30,CA-0001-en2026.XLS,10,484,Profuturo,3,47985.7777259582,miles_soles,0.0134844811916169,,,,EUR,2445016.2933374285,1.9625954173277915,fondo_sin_isin_pareja_exacta,,2133992.3517688075,,hoja_10,Bridgepoint Europe V D LP,Bridgepoint Advisers Limited,231.0,Bridgepoint Advisers Limited,,,entidad_sin_isin,Bridgepoint Europe V D LP,485.0,2.2486386929261535,47985.7777259582,15
2026-01-30,CA-0001-en2026.XLS,10,55,Profuturo,3,38445.62828936,miles_soles,0.0108036042372473,,,,,2445016.2933374285,1.5724078565088828,entidad_sin_isin_pendiente,,2133992.3517688075,,hoja_10,USD,USD,49.0,USD,,,entidad_sin_isin,,,1.8015822904657308,38445.62828936,16
2026-01-30,CA-0001-en2026.XLS,10,314,Profuturo,3,38059.652896,miles_soles,0.0106951413097125,,,,USD,2445016.2933374285,1.5566216470504115,isin,,2133992.3517688075,,hoja_10,US5007673065,"Krane Funds Advisors, LLC",125.0,"Krane Funds Advisors, LLC",US5007673065,,isin,,,1.783495281248473,38059.652896,17
2026-01-30,CA-0001-en2026.XLS,10,191,Profuturo,3,36726.716376,miles_soles,0.0103205728795371,,,,USD,2445016.2933374285,1.5021051792611295,isin,,2133992.3517688075,,hoja_10,US92189H6071,VAN ECK ASSOCIATES CORPORATION,85.0,VAN ECK ASSOCIATES CORPORATION,US92189H6071,,isin,,,1.7210331773475303,36726.716376,18
2026-01-30,CA-0001-en2026.XLS,10,462,Profuturo,3,36463.37256035381,miles_soles,0.0102465706460151,,,,,2445016.2933374285,1.491334542829634,entidad_sin_isin_pendiente,,2133992.3517688075,,hoja_10,PAI Europe VI General Partner S.A.R.L.,PAI Europe VI General Partner S.A.R.L.,210.0,PAI Europe VI General Partner S.A.R.L.,,,entidad_sin_isin,,,1.7086927481314695,36463.37256035381,19
2026-01-30,CA-0001-en2026.XLS,10,51,Profuturo,3,36231.7139034065,miles_soles,0.0101814722574817,,,,,2445016.2933374285,1.481859814273487,entidad_sin_isin_pendiente,,2133992.3517688075,,hoja_10,GBP,GBP,45.0,GBP,,,entidad_sin_isin,,,1.6978371020577945,36231.7139034065,20
2026-01-30,CA-0001-en2026.XLS,3,697,Habitat,3,533139.1754948801,miles_soles,0.1069222124175136,VAN ECK ASSOCIATES CORPORATION,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,5792285.413077266,9.204297396865313,pareja_exacta_original,,5140331.281444551,10.371689027502828,hoja_3,VAN ECK ASSOCIATES CORPORATION,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,533139.1754948801,1
2026-01-30,CA-0001-en2026.XLS,3,8,Habitat,3,495580.3823458773,miles_soles,0.0993897153814527,GOBIERNO CENTRAL,BONOS GOBIERNO CENTRAL DE LA REPUBLICA,sin_categoria_adyacente,,5792285.413077266,8.555869523055675,pareja_exacta_heuristica,9.0,5140331.281444551,9.64102030028321,hoja_3,GOBIERNO CENTRAL,BONOS GOBIERNO CENTRAL DE LA REPUBLICA,,,,,,,,,495580.3823458773,2
2026-01-30,CA-0001-en2026.XLS,3,369,Habitat,3,462896.32282704,miles_soles,0.0928348566969527,BlackRock Fund Advisors,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,5792285.413077266,7.991600720882247,pareja_exacta_original,,5140331.281444551,9.005184636601,hoja_3,BlackRock Fund Advisors,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,462896.32282704,3
2026-01-30,CA-0001-en2026.XLS,3,148,Habitat,3,319422.58357,miles_soles,0.0640608886032809,MINSUR,ACCIONES DEL TRABAJO,pareja_exacta,,5792285.413077266,5.514620927498468,pareja_exacta_original,,5140331.281444551,6.214046645651891,hoja_3,MINSUR,ACCIONES DEL TRABAJO,,,,,,,,,319422.58357,4
2026-01-30,CA-0001-en2026.XLS,3,101,Habitat,3,288750.51516384,miles_soles,0.0579095390792776,CIA MINERA BUENAVENTURA,,sin_categoria_adyacente,,5792285.413077266,4.985087829269027,pendiente_sin_categoria,,5140331.281444551,5.617352255216797,hoja_3,CIA MINERA BUENAVENTURA,,,,,,,,,,288750.51516384,5
2026-01-30,CA-0001-en2026.XLS,3,63,Habitat,3,200782.89711392,miles_soles,0.0402674434027302,CONSORCIO CREDICORP,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,3.466384730638647,pareja_exacta_original,,5140331.281444551,3.9060302949481374,hoja_3,CONSORCIO CREDICORP,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,200782.89711392,6
2026-01-30,CA-0001-en2026.XLS,3,549,Habitat,3,188616.3233384,miles_soles,0.0378274107707031,"Krane Funds Advisors, LLC",FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,5792285.413077266,3.2563368323073343,pareja_exacta_original,,5140331.281444551,3.669341779960035,hoja_3,"Krane Funds Advisors, LLC",FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,188616.3233384,7
2026-01-30,CA-0001-en2026.XLS,3,481,Habitat,3,177492.9951072,miles_soles,0.0355966032844176,Global X Management Company LLC,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,5792285.413077266,3.064299882503603,pareja_exacta_original,,5140331.281444551,3.4529485628272654,hoja_3,Global X Management Company LLC,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,177492.9951072,8
2026-01-30,CA-0001-en2026.XLS,3,114,Habitat,3,163394.2488,miles_soles,0.0327690692805999,Ferreycorp S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,2.820894295559127,pareja_exacta_original,,5140331.281444551,3.1786715651930213,hoja_3,Ferreycorp S.A.A.,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,163394.2488,9
2026-01-30,CA-0001-en2026.XLS,3,131,Habitat,3,157089.28392484097,miles_soles,0.0315045949657253,InRetail Peru Corp.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,2.7120432216648007,pareja_exacta_original,,5140331.281444551,3.0560147843369205,hoja_3,InRetail Peru Corp.,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,157089.28392484097,10
2026-01-30,CA-0001-en2026.XLS,3,461,Habitat,3,130280.1262660616,miles_soles,0.0261279605301376,First Trust Advisors L.P.,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,5792285.413077266,2.2492007381391748,pareja_exacta_original,,5140331.281444551,2.5344694560123737,hoja_3,First Trust Advisors L.P.,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,130280.1262660616,11
2026-01-30,CA-0001-en2026.XLS,3,155,Habitat,3,101149.77622152,miles_soles,0.0202858059513302,Nexa Resources S.A. Peru,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,sin_categoria_adyacente,,5792285.413077266,1.746284393948436,pareja_exacta_heuristica,156.0,5140331.281444551,1.9677676531597899,hoja_3,Nexa Resources S.A. Peru,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,,,,,,,,101149.77622152,12
2026-01-30,CA-0001-en2026.XLS,3,98,Habitat,3,96260.4482103186,miles_soles,0.0193052406651508,CEMENTOS PACASMAYO S.A.A.,,sin_categoria_adyacente,,5792285.413077266,1.6618733599175033,pendiente_sin_categoria,,5140331.281444551,1.8726506705471948,hoja_3,CEMENTOS PACASMAYO S.A.A.,,,,,,,,,,96260.4482103186,13
2026-01-30,CA-0001-en2026.XLS,3,381,Habitat,3,80861.65366005909,miles_soles,0.0162169791800551,BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,5792285.413077266,1.3960232946653046,pareja_exacta_original,,5140331.281444551,1.5730825355936031,hoja_3,BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,80861.65366005909,14
2026-01-30,CA-0001-en2026.XLS,3,176,Habitat,3,79534.7263595573,miles_soles,0.0159508610457891,SOCIEDAD MINERA CERRO VERDE,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,1.373114767100244,pareja_exacta_original,,5140331.281444551,1.5472684931156075,hoja_3,SOCIEDAD MINERA CERRO VERDE,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,79534.7263595573,15
2026-01-30,CA-0001-en2026.XLS,3,162,Habitat,3,78904.594181952,miles_soles,0.0158244866774405,Orygen Perú S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,1.3622359492819325,pareja_exacta_original,,5140331.281444551,1.5350099023146613,hoja_3,Orygen Perú S.A.A.,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,78904.594181952,16
2026-01-30,CA-0001-en2026.XLS,3,111,Habitat,3,67855.46912073021,miles_soles,0.0136085607970604,Engie Energía Perú S.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,1.1714800684291669,pareja_exacta_original,,5140331.281444551,1.3200602335820903,hoja_3,Engie Energía Perú S.A.,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,67855.46912073021,17
2026-01-30,CA-0001-en2026.XLS,3,443,Habitat,3,66329.1216216242,miles_soles,0.0133024485115191,DWS INVESTMENT SA,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,5792285.413077266,1.145128682227445,pareja_exacta_original,,5140331.281444551,1.2903666707446955,hoja_3,DWS INVESTMENT SA,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,66329.1216216242,18
2026-01-30,CA-0001-en2026.XLS,3,182,Habitat,3,62387.29279,miles_soles,0.0125119062309651,VOLCAN CIA MINERA,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,5792285.413077266,1.0770755986773022,pareja_exacta_original,,5140331.281444551,1.2136823362961877,hoja_3,VOLCAN CIA MINERA,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,62387.29279,19
2026-01-30,CA-0001-en2026.XLS,3,319,Habitat,3,60123.3382703284,miles_soles,0.0120578652653369,Antin Infrastructure Partners IV Luxembourg G,Fondo Mutuo Alternativo Extranjero,pareja_exacta,,5792285.413077266,1.0379899121439649,pareja_exacta_original,,5140331.281444551,1.169639367162195,hoja_3,Antin Infrastructure Partners IV Luxembourg G,Fondo Mutuo Alternativo Extranjero,,,,,,,,,60123.3382703284,20
2026-01-30,CA-0001-en2026.XLS,3,697,Integra,3,391581.577552,miles_soles,0.1152509334813121,VAN ECK ASSOCIATES CORPORATION,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,3637735.127414874,10.764433468532223,pareja_exacta_original,,3419166.888911259,11.452543566151828,hoja_3,VAN ECK ASSOCIATES CORPORATION,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,391581.577552,1
2026-01-30,CA-0001-en2026.XLS,3,521,Integra,3,260270.83892,miles_soles,0.0766033410739575,Invesco Capital Management LLC,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,3637735.127414874,7.154749584666965,pareja_exacta_original,,3419166.888911259,7.612112756592475,hoja_3,Invesco Capital Management LLC,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,260270.83892,2
2026-01-30,CA-0001-en2026.XLS,3,369,Integra,3,229263.815072,miles_soles,0.0674773028540294,BlackRock Fund Advisors,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,3637735.127414874,6.302377909381336,pareja_exacta_original,,3419166.888911259,6.705253721762697,hoja_3,BlackRock Fund Advisors,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,229263.815072,3
2026-01-30,CA-0001-en2026.XLS,3,148,Integra,3,205975.54839,miles_soles,0.06062306192921,MINSUR,ACCIONES DEL TRABAJO,pareja_exacta,,3637735.127414874,5.662192028158323,pareja_exacta_original,,3419166.888911259,6.024144333463271,hoja_3,MINSUR,ACCIONES DEL TRABAJO,,,,,,,,,205975.54839,4
2026-01-30,CA-0001-en2026.XLS,3,63,Integra,3,186555.9479912,miles_soles,0.0549074532231326,CONSORCIO CREDICORP,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,5.1283543594273295,pareja_exacta_original,,3419166.888911259,5.45618140478085,hoja_3,CONSORCIO CREDICORP,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,186555.9479912,5
2026-01-30,CA-0001-en2026.XLS,3,101,Integra,3,181032.76964112,miles_soles,0.0532818622936258,CIA MINERA BUENAVENTURA,,sin_categoria_adyacente,,3637735.127414874,4.976524219061805,pendiente_sin_categoria,,3419166.888911259,5.294645611719906,hoja_3,CIA MINERA BUENAVENTURA,,,,,,,,,,181032.76964112,6
2026-01-30,CA-0001-en2026.XLS,3,365,Integra,3,151310.50807123203,miles_soles,0.0445339574189374,BlackRock Asset Management (Deutschland) AG,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,3637735.127414874,4.159470186020926,pareja_exacta_original,,3419166.888911259,4.425361878706447,hoja_3,BlackRock Asset Management (Deutschland) AG,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,151310.50807123203,7
2026-01-30,CA-0001-en2026.XLS,3,497,Integra,3,115595.997294296,miles_soles,0.0340224039091871,"Hellman & Friedman Investors IX, L.P.",Fondo Mutuo Alternativo Extranjero,pareja_exacta,,3637735.127414874,3.177691427370176,pareja_exacta_original,,3419166.888911259,3.3808234885868473,hoja_3,"Hellman & Friedman Investors IX, L.P.",Fondo Mutuo Alternativo Extranjero,,,,,,,,,115595.997294296,8
2026-01-30,CA-0001-en2026.XLS,3,114,Integra,3,98705.66112,miles_soles,0.0290512124065882,Ferreycorp S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,2.713382301425128,pareja_exacta_original,,3419166.888911259,2.8868336740190577,hoja_3,Ferreycorp S.A.A.,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,98705.66112,9
2026-01-30,CA-0001-en2026.XLS,3,131,Integra,3,82732.80829786921,miles_soles,0.0243500561121103,InRetail Peru Corp.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3637735.127414874,2.274294455205775,pareja_exacta_original,,3419166.888911259,2.4196773946946246,hoja_3,InRetail Peru Corp.,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,82732.80829786921,10
2026-01-30,CA-0001-en2026.XLS,3,481,Integra,3,74201.431872,miles_soles,0.0218390873808723,Global X Management Company LLC,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,3637735.127414874,2.0397700567256702,pareja_exacta_original,,3419166.888911259,2.170161161557909,hoja_3,Global X Management Company LLC,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,74201.431872,11
2026-01-30,CA-0001-en2026.XLS,3,563,Integra,3,69333.15627083699,miles_soles,0.0204062485047793,Lexington Partners GP Holdings VIII LLC,Fondo Mutuo Alternativo Extranjero,pareja_exacta,,3637735.127414874,1.9059429519297637,pareja_exacta_original,,3419166.888911259,2.0277792375590726,hoja_3,Lexington Partners GP Holdings VIII LLC,Fondo Mutuo Alternativo Extranjero,,,,,,,,,69333.15627083699,12
2026-01-30,CA-0001-en2026.XLS,3,713,Integra,3,66665.545344,miles_soles,0.0196211128724932,WisdomTree Asset Management Inc.,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,3637735.127414874,1.8326113092069825,pareja_exacta_original,,3419166.888911259,1.949759912574137,hoja_3,WisdomTree Asset Management Inc.,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,66665.545344,13
2026-01-30,CA-0001-en2026.XLS,3,123,Integra,3,66508.0310999104,miles_soles,0.0195747530212933,HOCHSCHILD MINING PLC,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,sin_categoria_adyacente,,3637735.127414874,1.8282813006007328,pareja_exacta_heuristica,124.0,3419166.888911259,1.9451531107066866,hoja_3,HOCHSCHILD MINING PLC,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,,,,,,,,66508.0310999104,14
2026-01-30,CA-0001-en2026.XLS,3,413,Integra,3,55701.8432828948,miles_soles,0.0163942580626916,Coller International General Partner VII L.P.,Fondo Mutuo Alternativo Extranjero,pareja_exacta,,3637735.127414874,1.5312231740874125,pareja_exacta_original,,3419166.888911259,1.6291057176396424,hoja_3,Coller International General Partner VII L.P.,Fondo Mutuo Alternativo Extranjero,,,,,,,,,55701.8432828948,15
2026-01-30,CA-0001-en2026.XLS,3,98,Integra,3,54526.48989672301,miles_soles,0.0160483261223445,CEMENTOS PACASMAYO S.A.A.,,sin_categoria_adyacente,,3637735.127414874,1.4989131420206452,pendiente_sin_categoria,,3419166.888911259,1.5947302857183872,hoja_3,CEMENTOS PACASMAYO S.A.A.,,,,,,,,,,54526.48989672301,16
2026-01-30,CA-0001-en2026.XLS,3,125,Integra,3,50354.275000320005,miles_soles,0.0148203529768734,HudBay Minerals Inc.,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,sin_categoria_adyacente,,3637735.127414874,1.3842204898547368,pareja_exacta_heuristica,126.0,3419166.888911259,1.472705973014203,hoja_3,HudBay Minerals Inc.,ACCIONES DEL EXTRANJERO - LIMITE LOCAL,,,,,,,,,50354.275000320005,17
2026-01-30,CA-0001-en2026.XLS,3,201,Integra,3,46161.808,miles_soles,0.0135864191988924,Enfoca SAFI S.A.,FONDO DE INVERSION ALTERNATIVO,pareja_exacta,,3637735.127414874,1.2689711148047356,pareja_exacta_original,,3419166.888911259,1.3500893492420012,hoja_3,Enfoca SAFI S.A.,FONDO DE INVERSION ALTERNATIVO,,,,,,,,,46161.808,18
2026-01-30,CA-0001-en2026.XLS,3,381,Integra,3,45508.2588489855,miles_soles,0.013394065538638,BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,3637735.127414874,1.2510052891433456,pareja_exacta_original,,3419166.888911259,1.330975068709687,hoja_3,BNP PARIBAS INVESTMENT PARTNERS LUXEMBOURG,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,45508.2588489855,19
2026-01-30,CA-0001-en2026.XLS,3,669,Integra,3,45266.539712,miles_soles,0.0133229223649677,State Street Global Advisors Inc,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,3637735.127414874,1.2443605190180047,pareja_exacta_original,,3419166.888911259,1.3239055355503253,hoja_3,State Street Global Advisors Inc,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,45266.539712,20
2026-01-30,CA-0001-en2026.XLS,3,369,Prima,3,555403.02425008,miles_soles,0.1843690823147402,BlackRock Fund Advisors,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,3344285.975979006,16.607521851880247,pareja_exacta_original,,3033496.843050938,18.309002876412546,hoja_3,BlackRock Fund Advisors,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,555403.02425008,1
2026-01-30,CA-0001-en2026.XLS,3,697,Prima,3,367408.08613408,miles_soles,0.1219631307680003,VAN ECK ASSOCIATES CORPORATION,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,3344285.975979006,10.98614438995532,pareja_exacta_original,,3033496.843050938,12.111701615108968,hoja_3,VAN ECK ASSOCIATES CORPORATION,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,367408.08613408,2
2026-01-30,CA-0001-en2026.XLS,3,148,Prima,3,214812.10111,miles_soles,0.0713080559927221,MINSUR,ACCIONES DEL TRABAJO,pareja_exacta,,3344285.975979006,6.4232575399631,pareja_exacta_original,,3033496.843050938,7.081335904538236,hoja_3,MINSUR,ACCIONES DEL TRABAJO,,,,,,,,,214812.10111,3
2026-01-30,CA-0001-en2026.XLS,3,101,Prima,3,205921.31527872,miles_soles,0.0683567108375831,CIA MINERA BUENAVENTURA,,sin_categoria_adyacente,,3344285.975979006,6.157407493192582,pendiente_sin_categoria,,3033496.843050938,6.788248873587577,hoja_3,CIA MINERA BUENAVENTURA,,,,,,,,,,205921.31527872,4
2026-01-30,CA-0001-en2026.XLS,3,63,Prima,3,195264.21571744,miles_soles,0.0648190281450861,CONSORCIO CREDICORP,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3344285.975979006,5.838741576526762,pareja_exacta_original,,3033496.843050938,6.436934858354859,hoja_3,CONSORCIO CREDICORP,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,195264.21571744,5
2026-01-30,CA-0001-en2026.XLS,3,8,Prima,3,149988.1455045,miles_soles,0.0497893881332253,GOBIERNO CENTRAL,BONOS GOBIERNO CENTRAL DE LA REPUBLICA,sin_categoria_adyacente,,3344285.975979006,4.484907887119087,pareja_exacta_heuristica,9.0,3033496.843050938,4.944397613206331,hoja_3,GOBIERNO CENTRAL,BONOS GOBIERNO CENTRAL DE LA REPUBLICA,,,,,,,,,149988.1455045,6
2026-01-30,CA-0001-en2026.XLS,3,481,Prima,3,145428.21957048,miles_soles,0.0482756956915725,Global X Management Company LLC,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,3344285.975979006,4.348558126160468,pareja_exacta_original,,3033496.843050938,4.794078487459892,hoja_3,Global X Management Company LLC,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,145428.21957048,7
2026-01-30,CA-0001-en2026.XLS,3,114,Prima,3,80121.19584,miles_soles,0.0265966707165949,Ferreycorp S.A.A.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3344285.975979006,2.395763891469997,pareja_exacta_original,,3033496.843050938,2.6412157317235954,hoja_3,Ferreycorp S.A.A.,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,80121.19584,8
2026-01-30,CA-0001-en2026.XLS,3,327,Prima,3,77782.2688706248,miles_soles,0.0258202510715504,APAX X USD Feeder L.P.,Fondo Mutuo Alternativo Extranjero,pareja_exacta,,3344285.975979006,2.325825884189071,pareja_exacta_original,,3033496.843050938,2.564112405417746,hoja_3,APAX X USD Feeder L.P.,Fondo Mutuo Alternativo Extranjero,,,,,,,,,77782.2688706248,9
2026-01-30,CA-0001-en2026.XLS,3,669,Prima,3,74805.32181632,miles_soles,0.0248320371574421,State Street Global Advisors Inc,FONDOS MUTUOS DEL EXTRANJERO,pareja_exacta,,3344285.975979006,2.236809960440704,pareja_exacta_original,,3033496.843050938,2.46597658368039,hoja_3,State Street Global Advisors Inc,FONDOS MUTUOS DEL EXTRANJERO,,,,,,,,,74805.32181632,10
2026-01-30,CA-0001-en2026.XLS,3,131,Prima,3,72732.0511274095,miles_soles,0.0241438035727932,InRetail Peru Corp.,ACCIONES DEL CAPITAL SOCIAL,pareja_exacta,,3344285.975979006,2.1748155405913794,pareja_exacta_original,,3033496.843050938,2.3976306846675097,hoja_3,InRetail Peru Corp.,ACCIONES DEL CAPITAL SOCIAL,,,,,,,,,72732.0511274095,11
2026-01-30,CA-0001-en2026.XLS,3,279,Prima,3,61106.707047136406,miles_soles,0.0202847067978575,JP MORGAN CHASE & CO,CUENTAS CORRIENTES DEL EXTERIOR,pareja_exacta,,3344285.975979006,1.8271974193010825,pareja_exacta_original,,3033496.843050938,2.014398240997619,hoja_3,JP MORGAN CHASE & CO,CUENTAS CORRIENTES DEL EXTERIOR,,,,,,,,,61106.707047136406,12
