fecha,apertura,maximo,minimo,cierre_ajustado,volumen,ticker
2014-12-18,35.685771008515765,35.87593785399085,35.33469182370298,35.85399627685547,8726300,XLP
2014-12-19,35.979215739391506,36.11181749600171,35.795046945232095,35.81714630126953,13154400,XLP
2014-12-22,35.91292897179805,36.16339874267578,35.90556345362248,36.16339874267578,5125700,XLP
2014-12-23,36.3180917451455,36.49489505371419,36.222323169246074,36.41386032104492,5563500,XLP
2014-12-24,36.524365050372786,36.5611982556813,36.35492724760546,36.37702941894531,1478000,XLP
2014-12-26,36.41385569066896,36.54645745268555,36.399121849312344,36.43595504760742,3302400,XLP
2014-12-29,36.39176323488988,36.42859644016983,36.17812670999537,36.325462341308594,13478700,XLP
2014-12-30,36.27390118666656,36.35493312737339,36.148664896130754,36.16339874267578,5094900,XLP
2014-12-31,36.29598790519678,36.29598790519678,35.7066482997018,35.72138214111328,5218700,XLP
2015-01-02,35.81715064487641,35.89818537376462,35.397245968085805,35.618247985839844,7612100,XLP
2015-01-05,35.551959100832065,35.63299385707532,35.27202442860237,35.36779022216797,8272700,XLP
2015-01-06,35.61825013359932,35.70665319418608,35.22044760173204,35.32358169555664,11112400,XLP
2015-01-07,35.581412202515594,35.97185197608061,35.54457900392835,35.927650451660156,9226100,XLP
2015-01-08,36.24441465772676,36.51698365167378,36.17074546328673,36.472782135009766,12904100,XLP
2015-01-09,36.590663690863565,36.590663690863565,36.17812728881836,36.17812728881836,6382800,XLP
2015-01-12,36.16339171726867,36.354926064757194,35.97185736978014,36.067623138427734,6256400,XLP
2015-01-13,36.31073435800466,36.50963707085301,35.84662802802516,36.060264587402344,10135000,XLP
2015-01-14,35.78769755077568,35.9865974650941,35.69929446641856,35.949764251708984,13315500,XLP
2015-01-15,36.185490380771775,36.22969191096859,35.86871977317783,36.008689880371094,10898400,XLP
2015-01-16,35.92029158856249,36.33283082791938,35.85399068956216,36.295997619628906,12948500,XLP
2015-01-20,36.43595671661234,36.605391684685245,36.14128830656108,36.44332504272461,9978200,XLP
2015-01-21,36.36966270481172,36.62750077379362,36.185493859907595,36.62013244628906,7588600,XLP
2015-01-22,36.77483164698553,36.995836497278944,36.45069550885174,36.988468170166016,12062000,XLP
2015-01-23,36.81165975316225,36.87059230643698,36.56855559414789,36.575923919677734,6423700,XLP
2015-01-26,36.56119007881085,36.62749095761542,36.37702128326402,36.575923919677734,4428600,XLP
2015-01-27,36.207588158708226,36.31808775550588,35.98658334472702,36.15602111816406,10344800,XLP
2015-01-28,36.288624803248034,36.399127224644886,35.70665343977877,35.73611831665039,7765700,XLP
2015-01-29,35.87609042257368,36.06762477877314,35.574053638824964,36.0234260559082,9765600,XLP
2015-01-30,35.831886679181835,35.853986039251076,35.32358172623627,35.37514877319336,10951600,XLP
2015-02-02,35.44145911245208,35.81716238475986,35.12468841943841,35.79506301879883,14354100,XLP
2015-02-03,36.016063067645895,36.126565511576004,35.809794836516495,36.11183166503906,6279600,XLP
2015-02-04,36.04551405379282,36.38438393649619,36.04551405379282,36.126548767089844,7901300,XLP
2015-02-05,36.23706456366379,36.32546764146646,36.14866429605497,36.310733795166016,8079500,XLP
2015-02-06,36.318109073931524,36.45807924630666,36.00870664904993,36.14867401123047,6304100,XLP
2015-02-09,36.08972753470219,36.11919241369137,35.780322418670984,35.87609100341797,5656100,XLP
2015-02-10,36.21496287527365,36.33283082791938,35.99396081533711,36.295997619628906,5055100,XLP
2015-02-11,36.318091776446295,36.54646213142074,36.20022384069667,36.46542739868164,4618000,XLP
2015-02-12,36.553826262763295,36.63486099243164,36.44332665791904,36.63486099243164,7150600,XLP
2015-02-13,36.553827647945546,36.57592981790646,36.384392665942535,36.46542739868164,5932000,XLP
2015-02-17,36.41384958965018,36.509618137325994,36.23704633318654,36.472782135009766,4887500,XLP
2015-02-18,36.465431316749545,36.67169952392578,36.384396575303576,36.67169952392578,5251200,XLP
2015-02-19,36.6053900079191,36.612758333693854,36.39175633373049,36.43595504760742,4380200,XLP
2015-02-20,36.31073305942761,36.55383449297456,36.17076292750642,36.539100646972656,5898000,XLP
2015-02-23,36.480165318656304,36.64960031959401,36.480165318656304,36.642234802246094,4710600,XLP
2015-02-24,36.67906724148717,36.79693518794118,36.53909712306499,36.7674674987793,4275800,XLP
2015-02-25,36.7601027511677,36.796935958294405,36.598033267577904,36.642234802246094,3282600,XLP
2015-02-26,36.64222720915802,36.73062744998233,36.54645864231912,36.69379425048828,4124200,XLP
2015-02-27,36.68643956555714,36.91480998364375,36.66434019968212,36.84114074707031,4578900,XLP
2015-03-02,36.870587919372355,36.93688879028809,36.789553209342856,36.90742111206055,5511200,XLP
2015-03-03,36.90743480700796,36.914803134395186,36.60539801858247,36.7674674987793,5818200,XLP
2015-03-04,36.693797117953665,36.708530960941275,36.42122523797282,36.50962829589844,3635800,XLP
2015-03-05,36.60539330706258,36.69379636316977,36.51699306114854,36.63486099243164,5336300,XLP
2015-03-06,36.36966435218625,36.443333579600896,35.83925996576917,35.920291900634766,12065500,XLP
2015-03-09,36.06025003453196,36.1854834641956,35.949747635258255,36.11918258666992,6436500,XLP
2015-03-10,35.90556774860677,35.92766711597088,35.59616255453822,35.60353088378906,7996200,XLP
2015-03-11,35.655079117775365,35.655079117775365,35.294107050362626,35.33094024658203,8699500,XLP
2015-03-12,35.49301863578631,35.846622467041016,35.45618543027522,35.846622467041016,9905500,XLP
2015-03-13,35.772959567053014,35.787693412742236,35.353054800588275,35.566688537597656,5821400,XLP
2015-03-16,35.67717999572595,36.00868439623055,35.67717999572595,36.00131607055664,22130500,XLP
2015-03-17,35.8760900995554,35.905557787995676,35.64035421242004,35.74348831176758,7487500,XLP
2015-03-18,35.65508588532567,36.13392314744961,35.242546702864786,35.98658752441406,19747300,XLP
2015-03-19,35.905558665876576,35.98659059577839,35.75822303026631,35.82452392578125,20386700,XLP
2015-03-20,35.99943573954472,36.28108746115324,35.94755289969614,36.27367401123047,7951000,XLP
2015-03-23,36.236622219196896,36.51827399502201,36.20697406860409,36.332977294921875,4669300,XLP
2015-03-24,36.421915500774425,36.518270567455616,36.12544250488281,36.12544250488281,6939800,XLP
2015-03-25,36.53308788207155,36.58497071743839,36.03649139404297,36.03649139404297,18476700,XLP
2015-03-26,35.85861704707432,36.080972514595345,35.799320747787014,35.88085174560547,7616000,XLP
2015-03-27,35.888265586140584,36.14768267767047,35.87344433739343,36.10321044921875,4950100,XLP
2015-03-30,36.17733389090219,36.49604448659676,36.036506569258194,36.46639633178711,25326800,XLP
2015-03-31,36.31814981084221,36.466387722489515,36.12544250488281,36.12544250488281,7411800,XLP
2015-04-01,36.110628390429504,36.17733532769867,35.82156593806437,36.169921875,8033400,XLP
2015-04-02,36.18474368091017,36.481219567357904,36.132860824892354,36.414512634277344,4821000,XLP
2015-04-06,36.35521639118742,36.85922370260976,36.25886130380866,36.703575134277344,5615300,XLP
2015-04-07,36.76287007839117,36.83699046678774,36.533103942871094,36.533103942871094,7660800,XLP
2015-04-08,36.54050911733695,36.68874704461403,36.429332792431616,36.59239196777344,5039200,XLP
2015-04-09,36.59237844148767,36.76285100525038,36.45896463899472,36.696144104003906,4785400,XLP
2015-04-10,36.79252276227929,36.88887786535264,36.6665223276022,36.762874603271484,4605100,XLP
2015-04-13,36.666512345113624,36.80733682095504,36.58498134374106,36.59239196777344,3712800,XLP
2015-04-14,36.525681763761355,36.733215974284796,36.44415076970604,36.673919677734375,5722200,XLP
