fecha,ret_real,ret_estimado_OLS,senal_real,senal_OLS,ret_estimado_RIDGE,senal_RIDGE,ret_estimado_HUBER,senal_HUBER,acierto_OLS,acierto_RIDGE,acierto_HUBER
2026-06-18,0.00015688895265908442,0.00467319245095818,NEUTRO,SUBE,0.00403663591607313,SUBE,0.004688246751345205,SUBE,False,False,False
2026-06-22,0.0019675966742542794,-0.00018153099229276763,SUBE,NEUTRO,-0.0005588635762704209,NEUTRO,0.0010668688737532446,SUBE,False,False,True
2026-06-23,-0.024820625070491098,-0.03500672734137619,BAJA,BAJA,-0.03378739123567867,BAJA,-0.03588554612596729,BAJA,True,True,True
2026-06-24,-0.0027457854692833905,-0.010316238899067553,BAJA,BAJA,-0.010603090355671491,BAJA,-0.010786733299872236,BAJA,True,True,True
2026-06-25,0.010089230516794778,0.004315846801202589,SUBE,SUBE,0.004399567297780775,SUBE,0.004243710220392339,SUBE,True,True,True
2026-06-26,-0.004681213145730889,0.0002663761046906992,BAJA,NEUTRO,-0.00016024055577570245,NEUTRO,0.0005345431543218047,NEUTRO,False,False,False
2026-06-30,0.00899596330108543,0.007676414549565522,SUBE,SUBE,0.007560952255512588,SUBE,0.008114610156514176,SUBE,True,True,True
2026-07-01,-0.014071027862104901,-0.01198667596232416,BAJA,BAJA,-0.011027414899826084,BAJA,-0.014096736263729127,BAJA,True,True,True
2026-07-02,-0.008273509788409794,0.00607893763846485,BAJA,SUBE,0.00614769213787868,SUBE,0.005165834515180481,SUBE,False,False,False
2026-07-06,0.01338864886815605,0.014321733280973274,SUBE,SUBE,0.013753558285724882,SUBE,0.01360329094218798,SUBE,True,True,True
2026-07-07,-0.01964896561973406,-0.020509181950172033,BAJA,BAJA,-0.019012552922113662,BAJA,-0.02120226715857628,BAJA,True,True,True
2026-07-08,-0.001746806880565499,-0.004713489953966223,BAJA,BAJA,-0.004670593243847065,BAJA,-0.0053771799259688105,BAJA,True,True,True
2026-07-09,0.016703727428212023,0.018029655854883978,SUBE,SUBE,0.017584709572821284,SUBE,0.01990531786612355,SUBE,True,True,True
2026-07-10,0.0011729218388891738,0.004238467976672283,SUBE,SUBE,0.004331690384047919,SUBE,0.00429010342116733,SUBE,True,True,True
2026-07-13,-0.023053231632706894,-0.017479366889584985,BAJA,BAJA,-0.017039491326704615,BAJA,-0.017542586525010093,BAJA,True,True,True
2026-07-14,0.015558689528303749,0.013184030775620748,SUBE,SUBE,0.013083724658615405,SUBE,0.014068312612210213,SUBE,True,True,True
2026-07-15,-0.008458202674095805,-0.0016288643447779454,BAJA,BAJA,-0.0007849173500803394,NEUTRO,-0.0028710320643445656,BAJA,True,False,True
2026-07-16,-0.021520394328538917,-0.020161313212315117,BAJA,BAJA,-0.019526938314441876,BAJA,-0.020385005160569583,BAJA,True,True,True
2026-07-17,-0.0027610039407717224,-0.004788828602629854,BAJA,BAJA,-0.005686641069802553,BAJA,-0.003590768022487916,BAJA,True,True,True
2026-07-20,-0.0022124270089529663,-0.00010560166675189921,BAJA,NEUTRO,0.0003125853389167234,NEUTRO,0.0005363452718055598,NEUTRO,False,False,False
2026-07-21,0.02876773500176677,0.02549141896793151,SUBE,SUBE,0.024484961697601882,SUBE,0.026866870750326857,SUBE,True,True,True
