pair,fecha,period,pattern_US,z_US,D_US,alpha,target_ret,base_ret,corrected,base_abs_error_pp,corr_abs_error_pp,outcome,ret_SPY,ret_QQQ,ret_EEM,ret_MCHI,ret_EPU,ret_SPBLSCUP,ret_USD_PEN,ret_NEM,ret_FCX,risk_off_count,other_pair,pattern_PE,z_PE,D_PE
PE,2026-05-05,PRE,,,,-0.00029128105678171584,-0.003245722317144706,0.021116554719508,0.020825273662726285,2.4362277036652706,2.407099597987099,IMPROVES,0.007110520381926166,0.02077155078329085,0.02203468995823754,-0.006079528851422933,0.0089904564956955,-0.006314958558084505,-0.0054161915621436,0.006277118929955,0.0379701389587749,2,False,EPU_UP_SPBLSCUP_DOWN,1.9396057005927307,0.015305415053780004
PE,2026-05-18,PRE,,,,-0.00029128105678171584,-0.007239919263304695,-0.0035248323938032,-0.003816113450584916,0.3715086869501495,0.3423805812719779,IMPROVES,-0.0007034356211904624,-0.004302241158477327,-0.0015367830734606125,-0.00494348132616762,0.0026246604032718,-0.011435604215276451,-0.0039284155390659,0.0072437276106016,-0.0398349212568607,4,False,EPU_UP_SPBLSCUP_DOWN,1.6700551871332925,0.014060264618548252
PE,2026-05-27,PRE,,,,-0.00034178301480873797,0.021687081709971245,0.0374958558987766,0.03715407288396787,1.5808774188805357,1.5466991173996623,IMPROVES,0.006464255176127143,0.016598425933605165,0.038099608999304424,-0.0014404362573987584,-0.0154633391236068,0.02880565014503733,-0.0017513134851139,-0.0392437705354848,-0.0113424415058025,1,False,EPU_DOWN_SPBLSCUP_UP,-5.896905651866767,-0.04426898926864413
PE,2026-06-01,PRE,,,,-0.00029128105678171584,-9.224718577161006e-05,0.0129846786039607,0.012693397547178985,1.307692578973231,1.2785644732950594,IMPROVES,0.00272313559086812,0.006000179721837862,0.02157439343809764,0.005444701634587545,0.0012825068748612,-0.004663816556548794,0.0026354319180088,-0.0147527106202063,0.0202404786118612,1,False,EPU_UP_SPBLSCUP_DOWN,0.5640970728260845,0.005946323431409994
PE,2026-06-15,PRE,,,,-0.00034178301480873797,0.03018501243796412,0.0257651922998625,0.02542340928505376,0.44198201381016217,0.4761603152910361,WORSENS,0.017633996750716197,0.03141371932916659,0.02754865678029872,0.0018237911869711798,-0.0003426082701384,0.008007679880118967,-0.0005901445854233,0.055572179070858,0.025142427996408,0,False,EPU_DOWN_SPBLSCUP_UP,-0.6374445061466373,-0.008350288150257368
PE,2026-06-25,PRE,,,,-0.00034178301480873797,0.010089230516794778,0.0180242699524423,0.017682486937633562,0.7935039435647523,0.7593256420838783,IMPROVES,0.0014456352254532678,0.008105611726665796,0.010557607204054298,-0.012638567412442403,-0.0014470366108818,0.014123818002454325,-0.002919708029197,0.0139302163530439,0.0155239178865442,1,False,EPU_DOWN_SPBLSCUP_UP,-1.249735258351587,-0.015570854613336125
PE,2026-06-26,PRE,,,,-0.00029128105678171584,-0.004681213145730889,-0.0083416107276802,-0.008632891784461916,0.36603975819493106,0.39516786387310265,WORSENS,-0.007231373616869652,-0.013763624451209266,-0.011330144988809021,-0.005907822849000599,0.0071247915068188,-0.002775932428584982,0.0,0.0081803753726181,-0.005573224177916,4,False,EPU_UP_SPBLSCUP_DOWN,1.3091727218061464,0.009900723935403782
PE,2026-07-01,PRE,,,,-0.00034178301480873797,-0.003119596935229896,-0.010242208888519,-0.010583991903327738,0.7122611953289105,0.7464394968097843,WORSENS,0.023004457888178065,0.02639693549133937,-0.010567034658047758,0.02080030203213501,-0.0088622498655033,0.0037353382027551785,0.0002928257686676,-0.0010706474570386,-0.0375258488353557,1,False,EPU_DOWN_SPBLSCUP_UP,-0.9141625012618925,-0.012597588068258479
PE,2026-07-15,TRAIN,,,,-0.00034178301480873797,-0.008458202674095805,-0.0079551239892028,-0.008296907004011537,0.05030786848930057,0.016129567008426812,IMPROVES,0.003963635929681075,-0.002709516875899598,-0.0015227421487638004,0.017283524169722897,-0.0006916227122039,0.0028716639697334845,-0.0017662643508977,0.0048548716039329,-0.0158192014554839,1,True,EPU_DOWN_SPBLSCUP_UP,-0.048114965899968665,-0.0035632866819373847
PE,2026-07-20,TRAIN,,,,-0.00029128105678171584,-0.0022124270089529663,-0.0019211459521712,-0.002212427008952916,0.029128105678176634,5.0306980803327406e-15,IMPROVES,-0.0016143782471810253,0.001049833101992581,0.004266083960466904,0.021340907494493244,0.0001182641886556,-0.001253190995590514,0.0,-0.0055741361985609,0.0070229503239258,2,True,EPU_UP_SPBLSCUP_DOWN,0.42962515363731985,0.001371455184246114
PE,2026-07-27,TRAIN,,,,-0.00034178301480873797,-0.0017900987206110885,-0.0014593460167311,-0.001801129031539838,0.03307527038799885,0.0011030310928749525,IMPROVES,0.0002165755636849287,-0.003083737064717651,0.0045791424671628445,0.017438523505487025,-0.0003508629157529,0.006446117365379811,0.0,0.003004601051201,0.0019169768291869,0,True,EPU_DOWN_SPBLSCUP_UP,-0.4837172490684986,-0.006796980281132711
PE,2026-08-10,TRAIN,,,,-0.00034178301480873797,-0.006778517490334091,-0.0065869998346808,-0.006928782849489537,0.019151765565329076,0.015026535915544682,IMPROVES,-0.00029741673673222557,-0.0029874750593527066,-0.00716028679270897,0.006363807889228301,-0.0004408300250061,0.0015028952835609566,-0.001179593040401,0.0378827991868191,0.0127836735785267,2,False,EPU_DOWN_SPBLSCUP_UP,-0.17401710314584454,-0.0019437253085670566
PE,2026-08-24,OOS,,,,-0.00029128105678171584,-0.011513122467057602,-0.0088882805750203,-0.009179561631802016,0.26248418920373007,0.23335608352555853,IMPROVES,-0.0029384110198065194,-0.009979809224073155,-0.015047707015803158,-0.01311533496653916,0.0029787104180518,-0.00260625936624459,0.0011933174224343,0.0019759424169165,0.0148708496633154,4,False,EPU_UP_SPBLSCUP_DOWN,0.40853506697625225,0.00558496978429639
