model,period,threshold,feature_set,fecha,pattern_US,pattern_PE,z_US,z_PE,ret_SPY,ret_QQQ,ret_EPU,ret_SPBLSCUP,ret_EEM,ret_MCHI,ret_USD_PEN,ret_NEM,ret_FCX,target_ret,base_ret_retornos,base_ret_niveles,corr,corrected,base_abs_err_pp,corr_abs_err_pp,outcome,other_divergence_count,risk_off_count,em_spread
niveles,pre,1.5,PE,2026-05-27,,EPU_DOWN_SPBLSCUP_UP,1.5006902562196744,-5.896905651866767,0.006464255176127143,0.016598425933605165,-0.0154633391236068,0.02880565014503733,0.038099608999304424,-0.0014404362573987584,-0.0017513134851139,-0.0392437705354848,-0.0113424415058025,0.021687081709971245,0.0374958558987766,0.023898698331372037,0.0,0.023898698331372037,0.22116166214007915,0.22116166214007915,TIE,1,1,-0.03954004525670318
niveles,pre,1.5,BOTH,2026-04-17,,EPU_UP_SPBLSCUP_DOWN,-0.008904333680678885,2.166113404025941,0.012085685130224011,0.013084149556009228,0.0061429017565632,-0.009184477494336707,0.019055221972313907,0.010223245916814783,-0.0020325203252032,0.0272462414082701,0.0282659686537805,0.00860251979306792,0.007387378920328,-0.07168485419627002,0.0,-0.07168485419627002,8.028737398933794,8.028737398933794,TIE,1,1,-0.008831976055499124
niveles,pre,1.5,BOTH,2026-05-05,,EPU_UP_SPBLSCUP_DOWN,3.1892909155860814,1.9396057005927307,0.007110520381926166,0.02077155078329085,0.0089904564956955,-0.006314958558084505,0.02203468995823754,-0.006079528851422933,-0.0054161915621436,0.006277118929955,0.0379701389587749,-0.003245722317144706,0.021116554719508,-0.04113542160357009,0.0,-0.04113542160357009,3.7889699286425382,3.7889699286425382,TIE,1,2,-0.028114218809660474
niveles,pre,1.5,BOTH,2026-05-18,,EPU_UP_SPBLSCUP_DOWN,-1.2161667119038153,1.6700551871332925,-0.0007034356211904624,-0.004302241158477327,0.0026246604032718,-0.011435604215276451,-0.0015367830734606125,-0.00494348132616762,-0.0039284155390659,0.0072437276106016,-0.0398349212568607,-0.007239919263304695,-0.0035248323938032,-0.03764973046824194,0.0,-0.03764973046824194,3.0409811204937243,3.0409811204937243,TIE,1,4,-0.0034066982527070078
niveles,pre,1.5,BOTH,2026-05-27,,EPU_DOWN_SPBLSCUP_UP,1.5006902562196744,-5.896905651866767,0.006464255176127143,0.016598425933605165,-0.0154633391236068,0.02880565014503733,0.038099608999304424,-0.0014404362573987584,-0.0017513134851139,-0.0392437705354848,-0.0113424415058025,0.021687081709971245,0.0374958558987766,0.023898698331372037,0.0,0.023898698331372037,0.22116166214007915,0.22116166214007915,TIE,1,1,-0.03954004525670318
niveles,pre,1.5,BOTH,2026-06-04,QQQ_DOWN_SPY_UP,,-2.13691743806894,0.22297893358754375,0.003778686701839007,-0.00483739336316813,-0.0016674534442,-0.003483973720883826,-0.01172768472966601,-0.004465880708187209,-0.0011689070718877,0.0080022387697329,-0.0134484280358219,-0.008416192562385127,-0.0105594515832818,-0.010184357875773431,0.0,-0.010184357875773431,0.17681653133883035,0.17681653133883035,TIE,1,3,0.0072618040214788016
niveles,pre,2.0,US,2026-06-04,QQQ_DOWN_SPY_UP,,-2.13691743806894,0.22297893358754375,0.003778686701839007,-0.00483739336316813,-0.0016674534442,-0.003483973720883826,-0.01172768472966601,-0.004465880708187209,-0.0011689070718877,0.0080022387697329,-0.0134484280358219,-0.008416192562385127,-0.0105594515832818,-0.010184357875773431,0.0,-0.010184357875773431,0.17681653133883035,0.17681653133883035,TIE,1,3,0.0072618040214788016
niveles,pre,2.0,PE,2026-04-17,,EPU_UP_SPBLSCUP_DOWN,-0.008904333680678885,2.166113404025941,0.012085685130224011,0.013084149556009228,0.0061429017565632,-0.009184477494336707,0.019055221972313907,0.010223245916814783,-0.0020325203252032,0.0272462414082701,0.0282659686537805,0.00860251979306792,0.007387378920328,-0.07168485419627002,0.0,-0.07168485419627002,8.028737398933794,8.028737398933794,TIE,1,1,-0.008831976055499124
niveles,pre,2.0,PE,2026-05-27,,EPU_DOWN_SPBLSCUP_UP,1.5006902562196744,-5.896905651866767,0.006464255176127143,0.016598425933605165,-0.0154633391236068,0.02880565014503733,0.038099608999304424,-0.0014404362573987584,-0.0017513134851139,-0.0392437705354848,-0.0113424415058025,0.021687081709971245,0.0374958558987766,0.023898698331372037,0.0,0.023898698331372037,0.22116166214007915,0.22116166214007915,TIE,1,1,-0.03954004525670318
niveles,pre,2.0,BOTH,2026-04-17,,EPU_UP_SPBLSCUP_DOWN,-0.008904333680678885,2.166113404025941,0.012085685130224011,0.013084149556009228,0.0061429017565632,-0.009184477494336707,0.019055221972313907,0.010223245916814783,-0.0020325203252032,0.0272462414082701,0.0282659686537805,0.00860251979306792,0.007387378920328,-0.07168485419627002,0.0,-0.07168485419627002,8.028737398933794,8.028737398933794,TIE,1,1,-0.008831976055499124
niveles,pre,2.0,BOTH,2026-05-27,,EPU_DOWN_SPBLSCUP_UP,1.5006902562196744,-5.896905651866767,0.006464255176127143,0.016598425933605165,-0.0154633391236068,0.02880565014503733,0.038099608999304424,-0.0014404362573987584,-0.0017513134851139,-0.0392437705354848,-0.0113424415058025,0.021687081709971245,0.0374958558987766,0.023898698331372037,0.0,0.023898698331372037,0.22116166214007915,0.22116166214007915,TIE,1,1,-0.03954004525670318
niveles,pre,2.0,BOTH,2026-06-04,QQQ_DOWN_SPY_UP,,-2.13691743806894,0.22297893358754375,0.003778686701839007,-0.00483739336316813,-0.0016674534442,-0.003483973720883826,-0.01172768472966601,-0.004465880708187209,-0.0011689070718877,0.0080022387697329,-0.0134484280358219,-0.008416192562385127,-0.0105594515832818,-0.010184357875773431,0.0,-0.010184357875773431,0.17681653133883035,0.17681653133883035,TIE,1,3,0.0072618040214788016
