fecha,error_base_pct,error_gdx_pct,ret_GDX_pct,ret_SPY_pct,ret_EEM_pct,ret_MCHI_pct,ret_QQQ_pct,ret_SPBLSCUP_pct,core2of3_mag0.0,core2of3_mag0.0_hybrid_error_pct,core2of3_mag0.2,core2of3_mag0.2_hybrid_error_pct,core2of3_mag0.4,core2of3_mag0.4_hybrid_error_pct,core2of3_mag0.6,core2of3_mag0.6_hybrid_error_pct,all3core_mag0.0,all3core_mag0.0_hybrid_error_pct,all3core_mag0.2,all3core_mag0.2_hybrid_error_pct,all3core_mag0.4,all3core_mag0.4_hybrid_error_pct,all5_3of5_mag0.0,all5_3of5_mag0.0_hybrid_error_pct,all5_3of5_mag0.2,all5_3of5_mag0.2_hybrid_error_pct,all5_3of5_mag0.4,all5_3of5_mag0.4_hybrid_error_pct,all5_3of5_mag0.6,all5_3of5_mag0.6_hybrid_error_pct,combo3of5_core2_mag0.0,combo3of5_core2_mag0.0_hybrid_error_pct,combo3of5_core2_mag0.2,combo3of5_core2_mag0.2_hybrid_error_pct,combo3of5_core2_mag0.4,combo3of5_core2_mag0.4_hybrid_error_pct,core2of3_gdx0.5,core2of3_gdx0.5_hybrid_error_pct,core2of3_gdx1.0,core2of3_gdx1.0_hybrid_error_pct,core2of3_gdx1.5,core2of3_gdx1.5_hybrid_error_pct,core2of3_gdx2.0,core2of3_gdx2.0_hybrid_error_pct
2026-04-07,0.5224307944505346,0.9891145934491252,1.2257530693025045,0.607408053242664,0.1397900256763895,-0.6964274815150717,0.7324929086885534,-0.7082188049426619,False,0.5224307944505346,False,0.5224307944505346,False,0.5224307944505346,False,0.5224307944505346,False,0.5224307944505346,False,0.5224307944505346,False,0.5224307944505346,True,0.9891145934491252,False,0.5224307944505346,False,0.5224307944505346,False,0.5224307944505346,False,0.5224307944505346,False,0.5224307944505346,False,0.5224307944505346,False,0.5224307944505346,False,0.5224307944505346,False,0.5224307944505346,False,0.5224307944505346
2026-04-08,-0.1898700639710759,-0.4856033783296687,3.3800137340346703,2.5469554638327674,5.461520115887963,3.039019255817798,2.9732070204270045,4.638751028755261,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687,True,-0.4856033783296687
2026-04-09,0.0691268967119684,0.0823921358788171,0.1731494891188623,0.576909117108837,-0.2647251010051921,-0.15706833121506,0.6764631332426108,0.3122244202397706,False,0.0691268967119684,False,0.0691268967119684,False,0.0691268967119684,False,0.0691268967119684,False,0.0691268967119684,False,0.0691268967119684,False,0.0691268967119684,True,0.0823921358788171,True,0.0823921358788171,False,0.0691268967119684,False,0.0691268967119684,False,0.0691268967119684,False,0.0691268967119684,False,0.0691268967119684,False,0.0691268967119684,False,0.0691268967119684,False,0.0691268967119684,False,0.0691268967119684
2026-04-10,-0.9175924729598162,-0.6512358381514649,1.0574488374811786,-0.066178051454957,0.4645033172931967,-0.0524362520135324,0.1442181745508142,-0.6605208135335383,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162,False,-0.9175924729598162
2026-04-13,0.142636558963316,-0.1755032220976504,-0.613744455274734,0.9772397784351794,0.8421372357467094,0.2973035467611185,1.0342525812865766,1.4541975603922452,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316,False,0.142636558963316
2026-04-14,-1.135707712974532,-0.5010201299992523,1.9943320966268496,1.218488075237012,1.915837546240784,1.168268529152483,1.8157016912369928,-1.4027063982271604,True,-0.5010201299992523,True,-0.5010201299992523,True,-0.5010201299992523,True,-0.5010201299992523,False,-1.135707712974532,False,-1.135707712974532,False,-1.135707712974532,True,-0.5010201299992523,True,-0.5010201299992523,True,-0.5010201299992523,True,-0.5010201299992523,True,-0.5010201299992523,True,-0.5010201299992523,True,-0.5010201299992523,True,-0.5010201299992523,True,-0.5010201299992523,True,-0.5010201299992523,False,-1.135707712974532
2026-04-15,-0.6798375358351483,-0.1532510688302291,-2.957819709115228,0.7890994867038925,-0.0642688214148701,0.0172325430098707,1.3999441886586528,-6.01821963991106,True,-0.1532510688302291,False,-0.6798375358351483,False,-0.6798375358351483,False,-0.6798375358351483,False,-0.6798375358351483,False,-0.6798375358351483,False,-0.6798375358351483,False,-0.6798375358351483,False,-0.6798375358351483,False,-0.6798375358351483,False,-0.6798375358351483,False,-0.6798375358351483,False,-0.6798375358351483,False,-0.6798375358351483,True,-0.1532510688302291,True,-0.1532510688302291,True,-0.1532510688302291,True,-0.1532510688302291
2026-04-16,0.5515034989729717,-0.0913950308687461,-0.112501774300544,0.2457311622604319,0.4019292555201392,1.1373425147263028,0.4816357344643363,3.322647941790069,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717,False,0.5515034989729717
2026-04-17,-0.5982300237762472,-0.064421726415409,2.744207019542677,1.208568513022401,1.9055221972313907,1.0223245916814785,1.3084149556009228,-0.9184477494336708,True,-0.064421726415409,True,-0.064421726415409,True,-0.064421726415409,True,-0.064421726415409,False,-0.5982300237762472,False,-0.5982300237762472,False,-0.5982300237762472,True,-0.064421726415409,True,-0.064421726415409,True,-0.064421726415409,True,-0.064421726415409,True,-0.064421726415409,True,-0.064421726415409,True,-0.064421726415409,True,-0.064421726415409,True,-0.064421726415409,True,-0.064421726415409,True,-0.064421726415409
2026-04-20,-0.0330471953102207,-0.125006907865155,-1.2058990717899176,-0.1999667552905704,-0.7228144074235776,0.016863419427926,-0.3174844164451906,-0.5517035711622986,True,-0.125006907865155,True,-0.125006907865155,True,-0.125006907865155,False,-0.0330471953102207,False,-0.0330471953102207,False,-0.0330471953102207,False,-0.0330471953102207,True,-0.125006907865155,True,-0.125006907865155,False,-0.0330471953102207,False,-0.0330471953102207,True,-0.125006907865155,True,-0.125006907865155,False,-0.0330471953102207,True,-0.125006907865155,True,-0.125006907865155,False,-0.0330471953102207,False,-0.0330471953102207
