candidate,train_loo_mae_improvement_pct,oos_mae_improvement_pct,pre_mae_improvement_pct,gamma
ret_NEM,-6.630172183366917,7.05957991966298,4.573519342728223,0.02763169652991296
ret_USD_PEN,-1.8366101330666154,4.295265930401547,-2.9841185216220656,0.1603322349768589
ret_COP,-4.664219994818024,2.890922670950111,-0.13416430110202227,0.015981780909369376
ret_USO,-3.661862734033858,2.212845211076538,0.0516196700743211,0.004442257031393943
ret_XOP,-4.395994771580968,2.0110897933160485,-0.07992312756872028,0.01148361571972023
ret_XLE,-4.160583726607275,1.4877091888589133,-0.3151594470762352,0.018358887741056696
ret_EPU,-2.100612829381133,0.7119559288687481,0.9581795031954844,0.06659410623169608
ret_XOM,-4.682874558213707,-0.5772117796358598,-0.8941532251190599,0.032232262589901285
ret_FCX,-4.306621778018569,-3.8553323690143984,1.7227463234625524,0.02846641951674274
