fecha,vc_sbs,vc_niveles90,vc_niveles90_error_pct,vc_retornos90,vc_retornos90_error_pct,vc_retornos30,vc_retornos30_error_pct,ret90_pred_return,prev_sbs_vc
2026-08-17,33.8079254,33.472013274219904,-0.993589881087753,33.68527334717087,-0.36279082900819715,33.72047223308015,-0.2586765259481205,0.004023245042513855,33.5502923
2026-08-18,33.0720663,32.83149616026833,-0.7274118815239317,33.27982076147856,0.6281871220080282,33.16873983847061,0.2923117581879131,-0.015620734850575716,33.8079254
2026-08-19,33.1552855,33.05294672617965,-0.30866503568593995,33.248692477195085,0.2817257513740623,33.26012280040304,0.3162008675902994,0.005340645352875528,33.0720663
2026-08-20,33.2617644,33.144599213803566,-0.3522518673015118,33.25050823015335,-0.033841168830617274,33.30340980948291,0.12520505220976474,0.0028720226267799943,33.1552855
2026-08-21,33.4966423,33.54697208550839,0.1502532255550859,33.6521752425993,0.46432397971811756,33.65231104042357,0.4647293869916469,0.011737526545624271,33.2617644
2026-08-24,33.2771916,33.32502412395109,0.14373966567264862,33.29011703764826,0.038841732209937696,33.288450855372176,0.03383475236586886,-0.006165551176803788,33.4966423
2026-08-25,33.6190684,33.6994635579465,0.2391355911173898,33.59555933066298,-0.06992778341539108,33.66231210658101,0.12862850947115145,0.009567145403669687,33.2771916
2026-08-26,33.7030493,33.6483238741726,-0.162375295304229,33.58941280290268,-0.3371697797603268,33.596541918705064,-0.31601704743949854,-0.000882106450556046,33.6190684
2026-08-27,33.8280192,33.81793534856045,-0.0298091690794422,33.86838448035193,0.11932498948070691,33.91952448983828,0.2705014718635379,0.004905644556972647,33.7030493
2026-08-28,33.563826,33.51550863117467,-0.14395667772002518,33.56995726382968,0.01826747591195943,33.52702363379076,-0.10964890060279897,-0.007628644605071206,33.8280192
2026-08-31,33.584196,33.446427573963206,-0.41021802646933336,33.5091740843807,-0.2233845813051305,33.568701802344485,-0.04613538360577207,-0.0016282981451309123,33.563826
2026-09-01,33.2364965,33.2774248722772,0.12314285976922079,33.40027228614186,0.4927588746962641,33.43594289945054,0.6000825010257449,-0.0054764959642961695,33.584196
2026-09-02,33.4213366,33.548044417792866,0.3791225327381742,33.48522519615698,0.19116110442150003,33.48526181689573,0.19127067735444925,0.00748360153294072,33.2364965
