generado_utc,afp,model_id,habilitado_senal,estado_ejecucion,detalle,ultima_fecha_factores,ultima_fecha_sbs_base,antiguedad_calendario_dias
2026-07-16T02:29:40+00:00,Habitat,v4-20260716-habitat-completo-gbd2n100-c15,True,SIN_OBJETIVO_PENDIENTE,No existe una fila cuya cuota objetivo siga sin conocerse.,2026-07-02,2026-07-08,14
2026-07-16T02:29:40+00:00,Integra,v4-20260716-integra-sin-nivel-gbd2n100-c05,False,SIN_OBJETIVO_PENDIENTE,No existe una fila cuya cuota objetivo siga sin conocerse.,2026-07-01,2026-07-08,15
2026-07-16T02:29:40+00:00,Prima,v4-20260716-prima-base-logc1bal-c10,False,SIN_OBJETIVO_PENDIENTE,No existe una fila cuya cuota objetivo siga sin conocerse.,2026-06-30,2026-07-08,16
2026-07-16T02:29:40+00:00,Profuturo,v4-20260716-profuturo-base-logc005bal-c15,False,SIN_OBJETIVO_PENDIENTE,No existe una fila cuya cuota objetivo siga sin conocerse.,2026-07-01,2026-07-08,15
