clasificacion,generado_utc,afp,model_id,fecha_decision,fecha_objetivo,estado_emitido,probabilidad_emitida,umbral_emitido,retorno_real_t1,caida_relevante_real,resultado,nota
PRUEBA_HISTORICA_NO_PROSPECTIVA,2026-07-16T02:19:53+00:00,Prima,v4-20260716-prima-base-logc1bal-c10,2026-06-30,2026-07-01,SOMBRA_SIN_SENAL,0.17966372628419103,0.5882462427025581,-0.0194958654759009,True,RESULTADO_MODELO_SOMBRA,"Generada despues de conocerse el resultado; se conserva solo como prueba tecnica."
PRUEBA_HISTORICA_NO_PROSPECTIVA,2026-07-16T02:19:53+00:00,Integra,v4-20260716-integra-sin-nivel-gbd2n100-c05,2026-07-01,2026-07-02,SOMBRA_SIN_SENAL,0.14202752994477577,0.20041729807105593,-0.009613540910708,False,RESULTADO_MODELO_SOMBRA,"Generada despues de conocerse el resultado; se conserva solo como prueba tecnica."
PRUEBA_HISTORICA_NO_PROSPECTIVA,2026-07-16T02:19:53+00:00,Profuturo,v4-20260716-profuturo-base-logc005bal-c15,2026-07-01,2026-07-02,SOMBRA_SIN_SENAL,0.43653858207671054,0.5624709011611878,-0.0082735097884097,False,RESULTADO_MODELO_SOMBRA,"Generada despues de conocerse el resultado; se conserva solo como prueba tecnica."
PRUEBA_HISTORICA_NO_PROSPECTIVA,2026-07-16T02:19:53+00:00,Habitat,v4-20260716-habitat-completo-gbd2n100-c15,2026-07-02,2026-07-03,RIESGO_ALTO,0.3603217950889896,0.16974937671624074,0.0005498545668256,False,ALERTA_SIN_CAIDA,"Generada despues de conocerse el resultado; se conserva solo como prueba tecnica."
